q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-H_24   	H_100-C_8    	H_200-H_15   	C_100-C_7    	C_100-H_22   	H_200-H_23   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
2.565 	0.0373592   	-0.0353587  	0.334199    	-2.60834    	0.0143344   	-0.0531275  	0.33768     	0.29996     	-0.0493576  	0.0527553   	-2.81462    	-0.0307912  	0.312697    	-3.99324    	0.00659307  	0.0431561   	0.0161932   	0.17296     	-0.0171195  	0.0546148   	0.191171    	-0.0581137  	-4.4932     	-5.57316    	-0.359077   	-4.59789    	0.150241    	0.0501568   	0.0452506   	-0.94803    	0.0143454   	0.44142     	0.0300504   	-4.28054    	-0.0880603  	0.0623781   	-0.164715   	0.0440343   	0.354786    	-3.11902    	0.207513    	-0.111429   	0.0571552   	-3.57511    	0.0123367   	-0.305773   	0.16051     	0.205708    	-5.70415    	0.0337658   	-0.0350988  	-0.233564   	-4.94417    	0.0285691   	0.0383757   	0.396969    	0.0134238   	0.0570301   	-0.0119215  	0.0564094   	0.0028658   	-0.231555   	-0.358365   	0.330566    	0.0147192   	-4.85682    	0.0315027   	-0.0852806  	0.0229072   	0.208902    	0.0446419   	0.126656    
2.575 	0.0418979   	-0.0584796  	0.239423    	-2.31974    	0.0161062   	-0.0533731  	0.345097    	0.300647    	-0.0564998  	0.0510382   	-2.50868    	-0.058123   	0.306807    	-3.80233    	0.0244758   	0.0432348   	0.0162987   	0.166155    	-0.0228639  	0.054268    	0.182275    	-0.0750839  	-4.39508    	-5.29612    	-0.338917   	-4.41977    	0.161427    	0.0623523   	0.0439174   	-0.979833   	0.0165743   	0.439253    	0.0320257   	-4.11546    	-0.0786276  	0.0615439   	-0.182532   	0.0134097   	0.348833    	-3.00699    	0.188145    	-0.0941196  	0.0574079   	-3.47753    	0.0137196   	-0.329541   	0.148404    	0.229197    	-5.37527    	0.0342561   	-0.00697674 	-0.218484   	-4.77997    	0.0293906   	0.0387409   	0.392257    	0.0168105   	0.0541407   	-0.0352622  	0.041749    	0.0030989   	-0.229951   	-0.338707   	0.300973    	0.0154882   	-4.48397    	0.0376359   	-0.0696352  	0.0256091   	0.19326     	0.0476457   	0.0985087   
2.585 	0.0463042   	-0.0794737  	0.141497    	-2.0577     	0.0179309   	-0.0549529  	0.352739    	0.29959     	-0.063421   	0.0488977   	-2.22355    	-0.0856754  	0.298208    	-3.61632    	0.0416307   	0.0432763   	0.0165015   	0.160264    	-0.0279926  	0.053578    	0.170319    	-0.092602   	-4.31543    	-5.01447    	-0.319638   	-4.25344    	0.172182    	0.0747011   	0.0426427   	-0.994914   	0.0187602   	0.436225    	0.0336848   	-3.95247    	-0.0674975  	0.0604966   	-0.198967   	-0.0166113  	0.342414    	-2.91403    	0.169306    	-0.0759381  	0.0574054   	-3.40862    	0.0151512   	-0.351059   	0.137089    	0.253126    	-5.03979    	0.0345522   	0.0202278   	-0.200765   	-4.6219     	0.0301897   	0.0391259   	0.386624    	0.020334    	0.0509453   	-0.0595978  	0.0250148   	0.00353839  	-0.227087   	-0.318803   	0.268088    	0.0163735   	-4.11799    	0.0432499   	-0.0547271  	0.0281936   	0.178453    	0.0502769   	0.0704661   
2.595 	0.0504459   	-0.0982196  	0.0440894   	-1.82737    	0.0197528   	-0.0582027  	0.360109    	0.296976    	-0.0702969  	0.0464039   	-1.9653     	-0.112983   	0.286857    	-3.44053    	0.0570241   	0.0432839   	0.0167944   	0.154896    	-0.0327426  	0.0525521   	0.155315    	-0.110654   	-4.2552     	-4.73923    	-0.302059   	-4.10312    	0.181893    	0.0861156   	0.0414531   	-0.993387   	0.0208444   	0.432087    	0.0349749   	-3.79626    	-0.0555519  	0.0592431   	-0.213966   	-0.0454742  	0.335442    	-2.8417     	0.151065    	-0.0579265  	0.0571506   	-3.37248    	0.0165923   	-0.370451   	0.126417    	0.276808    	-4.70659    	0.0346505   	0.0462775   	-0.181103   	-4.47507    	0.0309535   	0.0395371   	0.380045    	0.0238824   	0.0475159   	-0.0845568  	0.00642741  	0.00418616  	-0.223696   	-0.299169   	0.232336    	0.0173529   	-3.76975    	0.0478347   	-0.0412663  	0.0306171   	0.164471    	0.0527666   	0.0433166   
2.605 	0.0542013   	-0.114622   	-0.0494196  	-1.63225    	0.0215193   	-0.0633446  	0.366694    	0.293008    	-0.077299   	0.0436333   	-1.73851    	-0.139595   	0.272788    	-3.27933    	0.0697223   	0.0432589   	0.0171682   	0.149665    	-0.0373577  	0.0512039   	0.137406    	-0.129157   	-4.21411    	-4.48015    	-0.286836   	-3.97179    	0.189991    	0.0956077   	0.0403673   	-0.976042   	0.0227735   	0.426607    	0.0358561   	-3.65075    	-0.0436631  	0.0577943   	-0.227479   	-0.0726744  	0.327833    	-2.79042    	0.133474    	-0.0410938  	0.0566506   	-3.37144    	0.0180045   	-0.387809   	0.116217    	0.29955     	-4.3836     	0.0345525   	0.0709496   	-0.160221   	-4.34348    	0.0316699   	0.0399734   	0.372492    	0.0273474   	0.043927    	-0.109757   	-0.0137162  	0.00504085  	-0.220419   	-0.280248   	0.194225    	0.0184006   	-3.44869    	0.0509065   	-0.0298856  	0.0328406   	0.151273    	0.0553127   	0.0177777   
2.615 	0.0574624   	-0.128614   	-0.136039   	-1.4741     	0.0231827   	-0.0704822  	0.371991    	0.2879      	-0.0845837  	0.0406666   	-1.54619    	-0.165092   	0.25611     	-3.13604    	0.0789256   	0.0432006   	0.0176126   	0.144197    	-0.0420762  	0.0495533   	0.116858    	-0.147964   	-4.19076    	-4.24532    	-0.274454   	-3.86117    	0.19597     	0.102321    	0.0393963   	-0.944291   	0.0245009   	0.419573    	0.0363024   	-3.51906    	-0.0326578  	0.0561646   	-0.239462   	-0.0977705  	0.319515    	-2.75951    	0.116565    	-0.0263769  	0.0559167   	-3.40601    	0.0193516   	-0.403196   	0.10631     	0.320683    	-4.0776     	0.0342638   	0.0940415   	-0.138849   	-4.22983    	0.0323269   	0.0404268   	0.363936    	0.0306271   	0.0402542   	-0.134814   	-0.0350538  	0.00609779  	-0.217788   	-0.262401   	0.154334    	0.0194885   	-3.16248    	0.0520252   	-0.0211207  	0.0348304   	0.138786    	0.0580749   	-0.0055281  
2.625 	0.0601386   	-0.140154   	-0.213249   	-1.35301    	0.0247017   	-0.0796011  	0.375519    	0.281866    	-0.0922835  	0.0375862   	-1.38971    	-0.189093   	0.236996    	-3.01285    	0.0839964   	0.043107    	0.0181168   	0.138154    	-0.0471173  	0.047627    	0.0940506   	-0.166873   	-4.18273    	-4.04102    	-0.265209   	-3.77167    	0.199406    	0.105559    	0.038544    	-0.900104   	0.0259881   	0.410806    	0.0363032   	-3.40343    	-0.0232849  	0.0543721   	-0.249878   	-0.120395   	0.310432    	-2.74725    	0.100358    	-0.0146059  	0.0549636   	-3.47485    	0.0206013   	-0.41664    	0.0965145   	0.339579    	-3.794      	0.0337944   	0.115376    	-0.117695   	-4.1355     	0.0329139   	0.0408833   	0.354352    	0.0336293   	0.0365716   	-0.159354   	-0.0571719  	0.00734902  	-0.216214   	-0.245907   	0.113294    	0.0205872   	-2.9169     	0.0508115   	-0.0153928  	0.036559    	0.126913    	0.0611723   	-0.026093   
2.635 	0.0621595   	-0.149232   	-0.279063   	-1.26739    	0.026043    	-0.090573   	0.376836    	0.27512     	-0.100499   	0.0344737   	-1.26889    	-0.211268   	0.215689    	-2.91077    	0.0844795   	0.042975    	0.0186697   	0.131239    	-0.0526706  	0.0454577   	0.0694518   	-0.185633   	-4.18671    	-3.87149    	-0.259211   	-3.70245    	0.199966    	0.104801    	0.0378079   	-0.845918   	0.0272061   	0.400161    	0.0358629   	-3.30521    	-0.0161874  	0.0524382   	-0.258703   	-0.140264   	0.300548    	-2.75099    	0.0848575   	-0.00647408 	0.0538097   	-3.57486    	0.0217263   	-0.428133   	0.0866534   	0.355679    	-3.53668    	0.0331583   	0.134804    	-0.0974299  	-4.06052    	0.033421    	0.0413244   	0.343716    	0.0362744   	0.0329505   	-0.183019   	-0.0796213  	0.00878338  	-0.215974   	-0.230958   	0.0717724   	0.0216672   	-2.71564    	0.0469606   	-0.0129974  	0.0380054   	0.115533    	0.0646827   	-0.0435385  
2.645 	0.0634761   	-0.155864   	-0.332073   	-1.21414    	0.0271818   	-0.103165   	0.375554    	0.267867    	-0.109293   	0.0314082   	-1.182      	-0.23134    	0.192484    	-2.82969    	0.0801151   	0.042801    	0.0192613   	0.12321     	-0.0588863  	0.0430836   	0.0436036   	-0.203956   	-4.1987     	-3.73889    	-0.256385   	-3.65152    	0.197419    	0.0997212   	0.0371798   	-0.784535   	0.0281362   	0.387537    	0.0350013   	-3.22488    	-0.0118802  	0.0503868   	-0.265922   	-0.15718    	0.289851    	-2.76727    	0.070054    	-0.00251432 	0.0524763   	-3.70132    	0.0227055   	-0.437637   	0.0765644   	0.368507    	-3.30791    	0.0323729   	0.152211    	-0.0786636  	-4.00366    	0.03384     	0.0417283   	0.332014    	0.0384967   	0.0294575   	-0.205477   	-0.101933   	0.0103866   	-0.217213   	-0.217662   	0.0304521   	0.0227003   	-2.56028    	0.0402538   	-0.0140973  	0.0391561   	0.104508    	0.0686425   	-0.0576239  
2.655 	0.0640626   	-0.160098   	-0.371472   	-1.18883    	0.028103    	-0.117052   	0.371351    	0.260301    	-0.118686   	0.0284641   	-1.12597    	-0.249099   	0.167723    	-2.76842    	0.0708441   	0.0425814   	0.0198824   	0.113887    	-0.065868   	0.0405484   	0.0170977   	-0.221528   	-4.21418    	-3.64334    	-0.256485   	-3.61585    	0.191643    	0.0901857   	0.0366473   	-0.719007   	0.0287698   	0.372875    	0.0337524   	-3.16211    	-0.0107337  	0.0482444   	-0.271537   	-0.171033   	0.278355    	-2.79199    	0.0559289   	-0.00308244 	0.050987    	-3.84809    	0.0235246   	-0.44509    	0.0661046   	0.377688    	-3.10841    	0.0314586   	0.167518    	-0.0619308  	-3.96246    	0.0341639   	0.0420716   	0.319236    	0.0402462   	0.0261527   	-0.226425   	-0.123637   	0.0121418   	-0.219946   	-0.206048   	-0.00998807 	0.0236603   	-2.45035    	0.0305669   	-0.0187214  	0.0400047   	0.0936894   	0.0730495   	-0.0682494  
2.665 	0.0639163   	-0.16201    	-0.397051   	-1.18593    	0.0288006   	-0.131832   	0.36398     	0.252596    	-0.128655   	0.0257089   	-1.09655    	-0.264397   	0.141784    	-2.72483    	0.0568051   	0.0423125   	0.020525    	0.103153    	-0.0736677  	0.0378994   	-0.00944774 	-0.238025   	-4.22832    	-3.58298    	-0.259112   	-3.59157    	0.182622    	0.0762541   	0.0361942   	-0.652522   	0.0291091   	0.356164    	0.0321631   	-3.11577    	-0.0129639  	0.0460389   	-0.275565   	-0.181803   	0.266098    	-2.82061    	0.0424535   	-0.00834761 	0.0493674   	-4.00787    	0.0241769   	-0.450409   	0.0551556   	0.38296     	-2.93734    	0.0304384   	0.180682    	-0.047678   	-3.93344    	0.0343875   	0.0423306   	0.305381    	0.0414899   	0.0230887   	-0.2456     	-0.144274   	0.014029    	-0.224066   	-0.196073   	-0.0488933  	0.024524    	-2.38341    	0.017875    	-0.0267681  	0.0405526   	0.0829211   	0.0778651   	-0.0754534  
2.675 	0.0630569   	-0.161705   	-0.40918    	-1.19906    	0.0292782   	-0.147048   	0.353276    	0.244908    	-0.139133   	0.0232021   	-1.08849    	-0.277153   	0.11507     	-2.69593    	0.0383237   	0.0419913   	0.0211833   	0.0909619   	-0.0822838  	0.0351874   	-0.0354116  	-0.253125   	-4.23623    	-3.55417    	-0.263735   	-3.57416    	0.170449    	0.0581679   	0.0358024   	-0.588278   	0.0291663   	0.337437    	0.0302917   	-3.08413    	-0.0186296  	0.0437992   	-0.27804    	-0.189553   	0.253145    	-2.84833    	0.0295917   	-0.0182902  	0.0476445   	-4.1725     	0.024663    	-0.453501   	0.0436273   	0.384182    	-2.79244    	0.029337    	0.191698    	-0.0362538  	-3.91229    	0.0345076   	0.0424829   	0.290461    	0.0422115   	0.0203091   	-0.262781   	-0.163417   	0.0160265   	-0.229359   	-0.187631   	-0.0856516  	0.025272    	-2.35529    	0.00225414  	-0.0380135  	0.0408081   	0.072048    	0.0830195   	-0.0794051  
2.685 	0.0615252   	-0.15932    	-0.408773   	-1.22127    	0.0295482   	-0.162204   	0.339158    	0.237366    	-0.150011   	0.0209939   	-1.09584    	-0.28735    	0.0879941   	-2.67811    	0.0158954   	0.0416156   	0.0218529   	0.0773311   	-0.0916611  	0.032465    	-0.0601923  	-0.266521   	-4.23311    	-3.55169    	-0.269722   	-3.55866    	0.155315    	0.0363345   	0.0354524   	-0.529368   	0.028963    	0.316769    	0.0282054   	-3.06485    	-0.0276357  	0.0415545   	-0.279017   	-0.194421   	0.239584    	-2.87033    	0.017301    	-0.0327073  	0.045846    	-4.33328    	0.0249907   	-0.454272   	0.0314601   	0.381333    	-2.67023    	0.0281808   	0.200598    	-0.0279038  	-3.89401    	0.0345226   	0.0425084   	0.274496    	0.0424115   	0.0178483   	-0.277789   	-0.180682   	0.0181103   	-0.235519   	-0.180565   	-0.119711   	0.0258896   	-2.36026    	-0.0161205  	-0.0521239  	0.0407868   	0.0609197   	0.0884166   	-0.0803916  
2.695 	0.0593812   	-0.155018   	-0.397221   	-1.24536    	0.0296306   	-0.176788   	0.321635    	0.230076    	-0.161144   	0.0191238   	-1.11217    	-0.295035   	0.0609689   	-2.66728    	-0.0098379  	0.041184    	0.0225311   	0.0623414   	-0.101694   	0.0297854   	-0.0832296  	-0.277931   	-4.21446    	-3.5691     	-0.276368   	-3.53991    	0.137503    	0.0113045   	0.0351247   	-0.478667   	0.0285293   	0.294278    	0.0259783   	-3.05519    	-0.0397431  	0.0393336   	-0.278569   	-0.196617   	0.22552     	-2.88195    	0.00553407  	-0.0512241  	0.0439996   	-4.48131    	0.0251749   	-0.452635   	0.018626    	0.374517    	-2.56618    	0.0269967   	0.207449    	-0.0227684  	-3.87325    	0.034433    	0.0423908   	0.257516    	0.0421064   	0.0157306   	-0.290496   	-0.195744   	0.0202549   	-0.242167   	-0.174676   	-0.150596   	0.0263665   	-2.39141    	-0.0369801  	-0.0686722  	0.0405104   	0.0493972   	0.0939395   	-0.0788013  
2.705 	0.0567016   	-0.148989   	-0.376332   	-1.26416    	0.0295524   	-0.190294   	0.300797    	0.223114    	-0.172354   	0.0176203   	-1.1309     	-0.30031    	0.0343945   	-2.65909    	-0.0381164  	0.0406964   	0.0232171   	0.0461289   	-0.11223    	0.0272012   	-0.104023   	-0.287115   	-4.17631    	-3.59898    	-0.282927   	-3.51278    	0.117376    	-0.0162542  	0.0348005   	-0.43873    	0.0279022   	0.270114    	0.0236881   	-3.05211    	-0.0545839  	0.037164    	-0.276791   	-0.196406   	0.211076    	-2.87889    	-0.00576053 	-0.073313   	0.0421327   	-4.60785    	0.0252362   	-0.448521   	0.00512758  	0.363953    	-2.47501    	0.0258119   	0.212351    	-0.0208849  	-3.84448    	0.0342411   	0.0421183   	0.239564    	0.0413274   	0.0139699   	-0.300817   	-0.20834    	0.0224339   	-0.248877   	-0.169739   	-0.177919   	0.0266979   	-2.44092    	-0.0599708  	-0.0871569  	0.0400062   	0.0373568   	0.099457    	-0.075104   
2.715 	0.0535762   	-0.141445   	-0.348236   	-1.27081    	0.0293458   	-0.202241   	0.276819    	0.21653     	-0.183439   	0.0165007   	-1.14548    	-0.303329   	0.00864648  	-2.64915    	-0.0680946  	0.0401537   	0.0239115   	0.0288775   	-0.12308    	0.024763    	-0.12215    	-0.293879   	-4.11528    	-3.63336    	-0.288648   	-3.4724     	0.0953571   	-0.0455862  	0.0344628   	-0.411705   	0.0271245   	0.244459    	0.0214142   	-3.0524     	-0.0716814  	0.0350716   	-0.273795   	-0.194099   	0.19638     	-2.85737    	-0.0166371  	-0.0983164  	0.0402718   	-4.70463    	0.0252005   	-0.441888   	-0.00900352 	0.349967    	-2.39094    	0.024653    	0.215431    	-0.0221922  	-3.80228    	0.0339508   	0.0416843   	0.220691    	0.0401188   	0.0125702   	-0.308716   	-0.218286   	0.02462     	-0.255195   	-0.165511   	-0.201389   	0.0268838   	-2.50044    	-0.0846646  	-0.107023   	0.0393063   	0.0246953   	0.10483     	-0.0698286  
2.725 	0.0501049   	-0.132624   	-0.315305   	-1.25903    	0.0290471   	-0.212195   	0.249944    	0.210345    	-0.194181   	0.0157707   	-1.14974    	-0.304289   	-0.0159346  	-2.63317    	-0.0988757  	0.0395579   	0.0246158   	0.0108086   	-0.134024   	0.0225181   	-0.137274   	-0.298087   	-4.02879    	-3.66403    	-0.292802   	-3.41435    	0.0719196   	-0.0758807  	0.0340968   	-0.399262   	0.0262428   	0.217516    	0.019234    	-3.05279    	-0.0904742  	0.0330798   	-0.269711   	-0.190041   	0.181567    	-2.81432    	-0.0271521  	-0.125475   	0.0384418   	-4.76419    	0.0250972   	-0.432728   	-0.0237096  	0.33298     	-2.30798    	0.0235459   	0.216841    	-0.0265391  	-3.74157    	0.033568    	0.0410877   	0.200957    	0.0385357   	0.0115258   	-0.314203   	-0.225475   	0.0267859   	-0.260665   	-0.161745   	-0.220822   	0.0269293   	-2.56143    	-0.110574   	-0.127684   	0.0384464   	0.0113327   	0.109916    	-0.0635397  
2.735 	0.0463937   	-0.122776   	-0.280046   	-1.22337    	0.0286945   	-0.219782   	0.220481    	0.204553    	-0.204358   	0.0154252   	-1.13805    	-0.303421   	-0.0390522  	-2.6072     	-0.129547   	0.0389121   	0.0253324   	-0.00782982 	-0.144823   	0.0205091   	-0.149162   	-0.299661   	-3.9151     	-3.68294    	-0.294718   	-3.33485    	0.0475648   	-0.106304   	0.0336905   	-0.402539   	0.0253059   	0.189506    	0.0172211   	-3.0501     	-0.110342   	0.031209    	-0.264684   	-0.184597   	0.166767    	-2.74746    	-0.0373637  	-0.153958   	0.0366656   	-4.78013    	0.0249584   	-0.421073   	-0.0389105  	0.31349     	-2.22023    	0.0225148   	0.216749    	-0.0336948  	-3.65781    	0.0330998   	0.0403336   	0.180431    	0.0366422   	0.0108219   	-0.31733    	-0.229882   	0.0289044   	-0.264848   	-0.158201   	-0.23614    	0.0268442   	-2.61555    	-0.137166   	-0.148547   	0.0374648   	-0.00278433 	0.11458     	-0.0568126  
2.745 	0.0425514   	-0.112168   	-0.245011   	-1.15938    	0.0283268   	-0.224706   	0.188794    	0.199124    	-0.213746   	0.0154486   	-1.10555    	-0.300981   	-0.0604615  	-2.56777    	-0.159216   	0.0382203   	0.0260642   	-0.0267747  	-0.15523    	0.0187729   	-0.157683   	-0.298593   	-3.77337    	-3.68252    	-0.293806   	-3.23092    	0.0228053   	-0.136033   	0.0332351   	-0.422109   	0.0243631   	0.160657    	0.0154423   	-3.04134    	-0.130635   	0.0294763   	-0.258873   	-0.178137   	0.152102    	-2.65541    	-0.0473312  	-0.182898   	0.0349638   	-4.74739    	0.0248172   	-0.407001   	-0.0545084  	0.292056    	-2.12212    	0.021582    	0.215339    	-0.043361   	-3.54724    	0.0325546   	0.0394323   	0.159187    	0.0345083   	0.0104354   	-0.318187   	-0.231562   	0.0309494   	-0.267348   	-0.154655   	-0.247375   	0.0266426   	-2.65495    	-0.16388    	-0.169032   	0.0364015   	-0.0176811  	0.118692    	-0.0502108  
2.755 	0.0386854   	-0.101074   	-0.212697   	-1.06378    	0.0279818   	-0.226759   	0.155284    	0.194007    	-0.222138   	0.015816    	-1.04833    	-0.297241   	-0.0799747  	-2.51203    	-0.187043   	0.0374875   	0.0268137   	-0.0457599  	-0.165      	0.0173399   	-0.16281    	-0.294935   	-3.6037     	-3.65599    	-0.289581   	-3.10048    	-0.00185316 	-0.164281   	0.0327252   	-0.457969   	0.0234625   	0.1312      	0.0139554   	-3.02379    	-0.1507     	0.0278953   	-0.252446   	-0.171029   	0.137678    	-2.53773    	-0.0571143  	-0.211419   	0.0333543   	-4.66237    	0.024706    	-0.390639   	-0.0703922  	0.269274    	-2.0087     	0.0207673   	0.2128      	-0.0551862  	-3.40699    	0.0319417   	0.0383997   	0.137304    	0.032208    	0.0103365   	-0.316901   	-0.230645   	0.0328958   	-0.267824   	-0.150906   	-0.254659   	0.0263419   	-2.67259    	-0.190147   	-0.188592   	0.0352963   	-0.033354   	0.122138    	-0.0442625  
2.765 	0.0348985   	-0.089773   	-0.185458   	-0.934575   	0.0276944   	-0.225828   	0.120384    	0.189128    	-0.229343   	0.0164941   	-0.963552   	-0.29248    	-0.0974653  	-2.43787    	-0.212272   	0.036719    	0.0275832   	-0.0645269  	-0.173902   	0.0162326   	-0.164623   	-0.288808   	-3.40709    	-3.59764    	-0.281683   	-2.94243    	-0.0259289  	-0.190333   	0.0321587   	-0.509545   	0.022649    	0.101362    	0.0128078   	-2.9951     	-0.16991    	0.0264753   	-0.245575   	-0.163621   	0.123583    	-2.39493    	-0.0667729  	-0.238677   	0.0318521   	-4.52315    	0.0246558   	-0.372162   	-0.0864426  	0.245762    	-1.87586    	0.0200877   	0.209323    	-0.0687801  	-3.23524    	0.031271    	0.0372562   	0.114863    	0.0298162   	0.0104893   	-0.313628   	-0.227335   	0.0347203   	-0.266011   	-0.146784   	-0.258223   	0.0259629   	-2.66253    	-0.215405   	-0.206737   	0.0341887   	-0.0497702  	0.124824    	-0.0394418  
2.775 	0.0312858   	-0.0785399  	-0.165421   	-0.771081   	0.0274956   	-0.2219     	0.0845378   	0.184401    	-0.235203   	0.0174426   	-0.849511   	-0.286975   	-0.112869   	-2.34395    	-0.234255   	0.0359209   	0.028374    	-0.082836   	-0.181728   	0.0154657   	-0.1633     	-0.280389   	-3.18539    	-3.50306    	-0.269888   	-2.75669    	-0.0489804  	-0.213562   	0.0315368   	-0.575721   	0.0219635   	0.0713587   	0.0120347   	-2.95332    	-0.187689   	0.0252218   	-0.238434   	-0.156236   	0.109877    	-2.22844    	-0.0763665  	-0.263881   	0.0304689   	-4.32946    	0.0246942   	-0.351796   	-0.102537   	0.222132    	-1.72046    	0.0195574   	0.205093    	-0.0837288  	-3.03126    	0.030553    	0.0360261   	0.0919476   	0.0274065   	0.0108538   	-0.308551   	-0.221894   	0.0364015   	-0.261727   	-0.142155   	-0.258384   	0.0255281   	-2.62006    	-0.239118   	-0.223044   	0.033116    	-0.0668692  	0.126674    	-0.0361506  
2.785 	0.0279314   	-0.0676427  	-0.154418   	-0.573953   	0.0274112   	-0.215063   	0.0481945   	0.179727    	-0.239594   	0.0186158   	-0.705696   	-0.280991   	-0.126186   	-2.22979    	-0.252479   	0.0350993   	0.0291864   	-0.100475   	-0.188305   	0.0150455   	-0.159105   	-0.269911   	-2.94124    	-3.36927    	-0.254121   	-2.54418    	-0.0706199  	-0.233456   	0.0308638   	-0.654883   	0.0214407   	0.0413893   	0.011658    	-2.89699    	-0.203534   	0.0241364   	-0.231194   	-0.149162   	0.0965959   	-2.04058    	-0.0859539  	-0.286328   	0.0292136   	-4.08276    	0.0248443   	-0.329808   	-0.118555   	0.198974    	-1.54053    	0.0191869   	0.200286    	-0.0996094  	-2.7955     	0.0297981   	0.0347367   	0.0686414   	0.0250489   	0.0113868   	-0.301873   	-0.214635   	0.0379207   	-0.254886   	-0.136922   	-0.255535   	0.0250616   	-2.54196    	-0.26079    	-0.237174   	0.0321125   	-0.0845644  	0.127637    	-0.0347056  
2.795 	0.0249067   	-0.0573353  	-0.153928   	-0.345132   	0.0274606   	-0.2055     	0.011791    	0.175       	-0.242432   	0.0199642   	-0.532775   	-0.274775   	-0.137472   	-2.09576    	-0.266575   	0.0342604   	0.0300188   	-0.117266   	-0.193499   	0.0149693   	-0.152382   	-0.257653   	-2.67795    	-3.19484    	-0.23445    	-2.30682    	-0.0905246  	-0.249625   	0.0301465   	-0.744981   	0.0211091   	0.0116347   	0.0116864   	-2.82508    	-0.217036   	0.0232166   	-0.224017   	-0.142641   	0.0837444   	-1.83442    	-0.0955917  	-0.305424   	0.0280914   	-3.78616    	0.0251243   	-0.30651    	-0.134381   	0.176835    	-1.33531    	0.0189834   	0.195063    	-0.116004   	-2.52952    	0.0290164   	0.0334169   	0.0450263   	0.0228078   	0.0120437   	-0.293813   	-0.205913   	0.039262    	-0.245495   	-0.131025   	-0.250128   	0.0245881   	-2.42648    	-0.279984   	-0.248876   	0.0312088   	-0.102746   	0.127685    	-0.0353284  
2.805 	0.0222682   	-0.0478524  	-0.165031   	-0.0877553  	0.0276566   	-0.193485   	-0.0242572  	0.170112    	-0.243679   	0.0214358   	-0.332545   	-0.268548   	-0.146843   	-1.943      	-0.276334   	0.0334107   	0.0308685   	-0.133073   	-0.197226   	0.0152265   	-0.143538   	-0.243933   	-2.39937    	-2.97991    	-0.21109    	-2.04737    	-0.108446   	-0.261818   	0.0293938   	-0.843603   	0.0209891   	-0.0177473  	0.0121149   	-2.73707    	-0.227892   	0.0224565   	-0.217052   	-0.136872   	0.0712973   	-1.61369    	-0.105335   	-0.3207     	0.0271048   	-3.4443     	0.0255458   	-0.282242   	-0.149907   	0.156201    	-1.10529    	0.0189507   	0.189565    	-0.132511   	-2.23597    	0.0282177   	0.0320964   	0.021182    	0.0207401   	0.0127799   	-0.284599   	-0.196106   	0.0404124   	-0.233659   	-0.124444   	-0.242657   	0.0241317   	-2.27345    	-0.296331   	-0.257999   	0.030431    	-0.121283   	0.126816    	-0.0381398  
2.815 	0.0200566   	-0.0394035  	-0.188383   	0.193973    	0.0280044   	-0.179369   	-0.0595665  	0.164953    	-0.243344   	0.022978    	-0.107844   	-0.262503   	-0.154462   	-1.77344    	-0.281707   	0.032556    	0.0317306   	-0.147804   	-0.19945    	0.0157981   	-0.133027   	-0.229093   	-2.10974    	-2.72619    	-0.184392   	-1.76938    	-0.124216   	-0.269921   	0.0286164   	-0.948059   	0.0210935   	-0.0466228  	0.0129252   	-2.6329     	-0.235915   	0.0218469   	-0.21043    	-0.132002   	0.0591996   	-1.38264    	-0.115233   	-0.33183    	0.0262529   	-3.0632     	0.0261142   	-0.25737    	-0.165038   	0.137483    	-0.852214   	0.0190887   	0.183912    	-0.14876    	-1.91848    	0.0274108   	0.0308044   	-0.00281477 	0.0188938   	0.0135522   	-0.274464   	-0.185605   	0.0413622   	-0.219577   	-0.117195   	-0.233646   	0.0237156   	-2.0842     	-0.309542   	-0.264487   	0.0298001   	-0.14003    	0.125052    	-0.0431585  
