q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-H_24   	H_100-C_8    	H_200-H_15   	C_100-C_7    	C_100-H_22   	H_200-H_23   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
0.005 	-4.5384     	-54.9076    	-137.859    	-520.087    	-11.893     	-76.3059    	-55.4539    	-24.1132    	-71.7616    	0.976336    	-700.308    	24.4075     	6.91385     	-691.015    	-83.2025    	-2.79871    	-9.60486    	-63.7308    	8.74275     	-4.81633    	-57.454     	-41.5883    	-507.15     	-819.496    	-75.6119    	-347.348    	-55.8689    	-83.7024    	-2.46943    	-268.905    	3.56313     	-18.6346    	-11.4104    	-496.6      	-3.14091    	-8.92777    	-62.7575    	-2.27173    	-28.6919    	-329.73     	-9.34168    	-26.989     	3.05035     	-434.002    	-4.24527    	-16.0966    	-36.2389    	-40.2991    	-529.557    	0.600764    	-55.0399    	-9.49281    	-411.332    	-12.2825    	-1.81559    	3.04085     	5.04789     	-6.7286     	-56.9246    	-25.6054    	3.88847     	-85.157     	-48.5746    	-29.3283    	-1.5953     	-763.504    	25.2031     	-39.5795    	-10.3993    	10.7787     	-32.6596    	-33.2572    
0.015 	-4.63773    	-55.2187    	-142.844    	-518.351    	-11.9596    	-76.4488    	-55.9916    	-24.9332    	-72.1665    	0.847294    	-698.08     	23.6798     	6.28018     	-689.019    	-83.4867    	-2.87606    	-9.66868    	-64.1701    	7.91638     	-4.9131     	-57.5373    	-41.7294    	-505.54     	-816.638    	-75.7652    	-346.17     	-56.3007    	-83.8814    	-2.59321    	-273.176    	3.44663     	-19.2416    	-11.4851    	-496.383    	-3.80823    	-8.9963     	-62.9802    	-3.168      	-29.3605    	-328.697    	-9.9109     	-27.6155    	2.94226     	-432.616    	-4.3483     	-16.4351    	-36.8191    	-41.0603    	-529.128    	0.478279    	-55.6149    	-10.2208    	-410.194    	-12.3418    	-1.94556    	2.3056      	4.90825     	-6.80012    	-57.3048    	-25.8061    	3.76543     	-85.3056    	-48.7735    	-29.6393    	-1.68763    	-761.311    	24.4327     	-40.2106    	-10.4832    	10.0909     	-33.365     	-33.7676    
0.025 	-4.83437    	-55.8365    	-152.725    	-514.944    	-12.091     	-76.7322    	-57.0545    	-26.5576    	-72.9657    	0.591485    	-693.69     	22.2364     	5.02319     	-685.076    	-84.0474    	-3.02949    	-9.79469    	-65.0377    	6.27859     	-5.10478    	-57.7058    	-42.0125    	-502.38     	-810.989    	-76.0703    	-343.871    	-57.1542    	-84.2357    	-2.83838    	-281.636    	3.21561     	-20.4445    	-11.6326    	-495.969    	-5.13004    	-9.13177    	-63.4224    	-4.94346    	-30.6843    	-326.684    	-11.0397    	-28.8554    	2.72779     	-429.903    	-4.55218    	-17.1093    	-37.967     	-42.5674    	-528.287    	0.235466    	-56.7541    	-11.6632    	-407.966    	-12.4589    	-2.20306    	0.847934    	4.6314      	-6.94194    	-58.0565    	-26.2076    	3.52139     	-85.5992    	-49.1708    	-30.2587    	-1.87066    	-756.974    	22.9044     	-41.4597    	-10.6489    	8.72645     	-34.7633    	-34.7796    
0.035 	-5.12431    	-56.7519    	-167.323    	-509.997    	-12.2835    	-77.1508    	-58.6181    	-28.9553    	-74.1378    	0.213413    	-687.262    	20.1007     	3.16335     	-679.281    	-84.8696    	-3.25644    	-9.97967    	-66.3121    	3.859       	-5.38765    	-57.9631    	-42.4389    	-497.794    	-802.676    	-76.5237    	-340.564    	-58.4092    	-84.7572    	-3.20018    	-294.121    	2.87398     	-22.2217    	-11.8492    	-495.401    	-7.08106    	-9.33106    	-64.0772    	-7.56433    	-32.6364    	-323.796    	-12.7092    	-30.6825    	2.41032     	-425.979    	-4.85264    	-18.1133    	-39.6584    	-44.7895    	-527.067    	-0.123404   	-58.436     	-13.7935    	-404.746    	-12.6305    	-2.58329    	-1.30672    	4.22213     	-7.15162    	-59.1623    	-26.8103    	3.16043     	-86.0308    	-49.7657    	-31.1814    	-2.14112    	-750.587    	20.6437     	-43.3002    	-10.8924    	6.70779     	-36.8298    	-36.2762    
0.045 	-5.50165    	-57.9517    	-186.373    	-503.7      	-12.5316    	-77.697     	-60.6464    	-32.0807    	-75.6515    	-0.280288   	-678.98     	17.3073     	0.730886    	-671.774    	-85.9315    	-3.55317    	-10.2189    	-67.9616    	0.701187    	-5.75627    	-58.3144    	-43.0104    	-491.957    	-791.889    	-77.1206    	-336.411    	-60.0361    	-85.4346    	-3.67162    	-310.392    	2.42749     	-24.5411    	-12.1296    	-494.738    	-9.6241     	-9.58957    	-64.9348    	-10.9809    	-35.1773    	-320.182    	-14.8912    	-33.0583    	1.99487     	-421.014    	-5.24339    	-19.4387    	-41.8575    	-47.6819    	-525.518    	-0.592038   	-60.6286    	-16.5723    	-400.673    	-12.8523    	-3.07914    	-4.12092    	3.68748     	-7.42556    	-60.5969    	-27.6142    	2.68853     	-86.5901    	-50.5568    	-32.3999    	-2.49423    	-742.288    	17.6878     	-45.6936    	-11.2079    	4.06776     	-39.5278    	-38.232     
0.055 	-5.95877    	-59.4186    	-209.535    	-496.295    	-12.8285    	-78.3608    	-63.0927    	-35.8747    	-77.4665    	-0.880993   	-669.078    	13.9013     	-2.23489    	-662.735    	-87.2044    	-3.91477    	-10.5063    	-69.945     	-3.13826    	-6.2036     	-58.7659    	-43.729     	-485.097    	-778.869    	-77.8541    	-331.623    	-61.9966    	-86.2527    	-4.24363    	-330.138    	1.88363     	-27.3612    	-12.4668    	-494.056    	-12.711     	-9.90134    	-65.982     	-15.1289    	-38.256     	-316.037    	-17.5493    	-35.9331    	1.48794     	-415.224    	-5.71626    	-21.0738    	-44.5177    	-51.1861    	-523.701    	-1.16225    	-63.2909    	-19.9487    	-395.929    	-13.1183    	-3.68144    	-7.54599    	3.03664     	-7.75911    	-62.3272    	-28.6193    	2.11349     	-87.2635    	-51.5417    	-33.9038    	-2.92374    	-732.253    	14.085      	-48.5897    	-11.5875    	0.849216    	-42.81      	-40.6142    
0.065 	-6.48647    	-61.1311    	-236.394    	-488.069    	-13.1659    	-79.1298    	-65.9009    	-40.2659    	-79.5342    	-1.57827    	-657.836    	9.93719     	-5.68633    	-652.376    	-88.6543    	-4.33535    	-10.8345    	-72.2131    	-7.59099    	-6.7211     	-59.3247    	-44.5966    	-477.482    	-763.906    	-78.7161    	-326.446    	-64.2446    	-87.1935    	-4.90528    	-352.981    	1.25148     	-30.6317    	-12.8525    	-493.444    	-16.2838    	-10.2592    	-67.203     	-19.9304    	-41.8108    	-311.587    	-20.6394    	-39.2471    	0.897449    	-408.866    	-6.26143    	-23.0043    	-47.5833    	-55.2318    	-521.69     	-1.82415    	-66.3731    	-23.8612    	-390.726    	-13.4213    	-4.37909    	-11.5231    	2.2807      	-8.14659    	-64.3135    	-29.8248    	1.44475     	-88.0348    	-52.7173    	-35.6801    	-3.42214    	-720.696    	9.89416     	-51.9282    	-12.0221    	-2.89592    	-46.6188    	-43.3827    
0.075 	-7.07419    	-63.0645    	-266.474    	-479.345    	-13.5341    	-79.9896    	-69.0067    	-45.1721    	-81.7991    	-2.36009    	-645.57     	5.47813     	-9.56838    	-640.939    	-90.2422    	-4.80806    	-11.1952    	-74.7097    	-12.5784    	-7.29902    	-59.9979    	-45.6147    	-469.413    	-747.33     	-79.6965    	-321.155    	-66.7276    	-88.236     	-5.64402    	-378.492    	0.541489    	-34.2951    	-13.2771    	-492.998    	-20.2761    	-10.6549    	-68.579     	-25.2962    	-45.7714    	-307.087    	-24.1105    	-42.9318    	0.232528    	-402.224    	-6.86766    	-25.2129    	-50.9902    	-59.7384    	-519.566    	-2.56631    	-69.8177    	-28.2392    	-385.302    	-13.7534    	-5.15932    	-15.9843    	1.43244     	-8.58148    	-66.51      	-31.2288    	0.693219    	-88.8848    	-54.0791    	-37.7133    	-3.98075    	-707.855    	5.18297     	-55.64      	-12.5011    	-7.10765    	-50.8882    	-46.4913    
0.085 	-7.71028    	-65.1906    	-299.248    	-470.468    	-13.9228    	-80.9237    	-72.3395    	-50.5026    	-84.2005    	-3.21309    	-632.618    	0.594392    	-13.8197    	-628.684    	-91.9252    	-5.32531    	-11.5791    	-77.3726    	-18.0133    	-7.92653    	-60.7926    	-46.7839    	-461.211    	-729.498    	-80.7837    	-316.043    	-69.3875    	-89.3567    	-6.44599    	-406.19     	-0.234729   	-38.2871    	-13.73      	-492.819    	-24.6146    	-11.0792    	-70.0888    	-31.1276    	-50.0597    	-302.806    	-27.906     	-46.9119    	-0.496614   	-395.606    	-7.52252    	-27.6791    	-54.668     	-64.6168    	-517.415    	-3.37605    	-73.5614    	-33.0044    	-379.913    	-14.1056    	-6.00802    	-20.8544    	0.506046    	-9.05651    	-68.8663    	-32.8283    	-0.128941   	-89.7924    	-55.6208    	-39.985     	-4.58994    	-693.991    	0.0268966   	-59.6489    	-13.0129    	-11.7191    	-55.5446    	-49.8887    
0.095 	-8.38227    	-67.4785    	-334.145    	-461.795    	-14.3209    	-81.9139    	-75.8237    	-56.1596    	-86.6734    	-4.12286    	-619.335    	-4.63792    	-18.3739    	-615.884    	-93.6577    	-5.87886    	-11.9764    	-80.1361    	-23.8019    	-8.59203    	-61.7146    	-48.1035    	-453.209    	-710.787    	-81.9642    	-311.412    	-72.1623    	-90.5304    	-7.29629    	-435.563    	-1.06461    	-42.5391    	-14.2003    	-493.006    	-29.2211    	-11.5226    	-71.7088    	-37.3185    	-54.5923    	-299.024    	-31.9647    	-51.1068    	-1.2789     	-389.328    	-8.21272    	-30.38      	-58.541     	-69.7715    	-515.324    	-4.23966    	-77.5356    	-38.0729    	-374.824    	-14.4683    	-6.90999    	-26.052     	-0.483158   	-9.5638     	-71.3279    	-34.6183    	-1.00858    	-90.7344    	-57.3345    	-42.4741    	-5.23933    	-679.378    	-5.49241    	-63.8734    	-13.5452    	-16.6578    	-60.5084    	-53.5191    
0.105 	-9.0771     	-69.895     	-370.566    	-453.681    	-14.717     	-82.9402    	-79.381     	-62.041     	-89.1506    	-5.0742     	-606.079    	-10.1383    	-23.1607    	-602.815    	-95.3927    	-6.46004    	-12.3769    	-82.9317    	-29.8457    	-9.28338    	-62.7684    	-49.571     	-445.74     	-691.584    	-83.2233    	-307.56     	-74.9879    	-91.7302    	-8.17938    	-466.072    	-1.93492    	-46.9787    	-14.6762    	-493.655    	-34.0139    	-11.9747    	-73.4139    	-43.7581    	-59.2823    	-296.013    	-36.2218    	-55.433     	-2.1026     	-383.702    	-8.92439    	-33.2895    	-62.5307    	-75.1027    	-513.379    	-5.14271    	-81.6684    	-43.3565    	-370.296    	-14.8316    	-7.84933    	-31.4915    	-1.51905    	-10.095     	-73.8382    	-36.5916    	-1.93178    	-91.6863    	-59.2101    	-45.1568    	-5.91803    	-664.295    	-11.2887    	-68.2287    	-14.085     	-21.8471    	-65.6959    	-57.3235    
0.115 	-9.7815     	-72.4048    	-407.896    	-446.469    	-15.0994    	-83.9817    	-82.9318    	-68.0419    	-91.5642    	-6.05148    	-593.198    	-15.8236    	-28.1075    	-589.747    	-97.0823    	-7.05984    	-12.7704    	-85.6901    	-36.0436    	-9.98818    	-63.9563    	-51.1818    	-439.121    	-672.272    	-84.5445    	-304.771    	-77.799     	-92.9287    	-9.07934    	-497.166    	-2.832      	-51.5316    	-15.146     	-494.848    	-38.9099    	-12.4252    	-75.177     	-50.333     	-64.0409    	-294.034    	-40.6107    	-59.8054    	-2.95554    	-379.03     	-9.64345    	-36.3788    	-66.557     	-80.5086    	-511.659    	-6.0703     	-85.886     	-48.7651    	-366.582    	-15.1855    	-8.80974    	-37.0848    	-2.58504    	-10.6416    	-76.3393    	-38.7385    	-2.88416    	-92.6226    	-61.235     	-48.0065    	-6.61479    	-649.018    	-17.2728    	-72.6285    	-14.6193    	-27.2076    	-71.021     	-61.2408    
0.125 	-10.4822    	-74.9714    	-445.517    	-440.476    	-15.457     	-85.0161    	-86.3972    	-74.0575    	-93.8476    	-7.03889    	-581.021    	-21.6091    	-33.1404    	-576.937    	-98.6798    	-7.66917    	-13.1467    	-88.3434    	-42.2941    	-10.694     	-65.278     	-52.9288    	-433.649    	-653.221    	-85.9101    	-303.301    	-80.5311    	-94.0975    	-9.98031    	-528.292    	-3.74205    	-56.1235    	-15.5983    	-496.656    	-43.8264    	-12.8636    	-76.9702    	-56.9298    	-68.7799    	-293.322    	-45.0639    	-64.14      	-3.82531    	-375.585    	-10.3559    	-39.6169    	-70.5404    	-85.8878    	-510.235    	-7.00741    	-90.1143    	-54.2085    	-363.914    	-15.52      	-9.77487    	-42.7429    	-3.66437    	-11.1949    	-78.7731    	-41.0465    	-3.85114    	-93.5174    	-63.3939    	-50.9943    	-7.31831    	-633.811    	-23.3543    	-76.987     	-15.1353    	-32.6588    	-76.3966    	-65.209     
0.135 	-11.1663    	-77.5573    	-482.815    	-435.982    	-15.7789    	-86.0208    	-89.7013    	-79.9849    	-95.9366    	-8.02082    	-569.848    	-27.4107    	-38.1859    	-564.622    	-100.14     	-8.27895    	-13.496     	-90.8257    	-48.4972    	-11.3887    	-66.7299    	-54.8023    	-429.583    	-634.777    	-87.3008    	-303.372    	-83.1219    	-95.2089    	-10.8668    	-558.908    	-4.65137    	-60.681     	-16.022     	-499.128    	-48.683     	-13.28      	-78.7646    	-63.4374    	-73.4133    	-294.081    	-49.5142    	-68.3552    	-4.69951    	-373.609    	-11.048     	-42.9699    	-74.4038    	-91.1412    	-509.165    	-7.93915    	-94.2802    	-59.5979    	-362.497    	-15.8256    	-10.7287    	-48.3779    	-4.7405     	-11.7461    	-81.0832    	-43.4999    	-4.81819    	-94.3445    	-65.6691    	-54.0888    	-8.01743    	-618.921    	-29.4432    	-81.221     	-15.6204    	-38.1202    	-81.7363    	-69.1665    
0.145 	-11.8214    	-80.1248    	-519.202    	-433.219    	-16.0551    	-86.9725    	-92.7723    	-85.7253    	-97.7711    	-8.98212    	-559.94     	-33.1461    	-43.1721    	-553.008    	-101.421    	-8.88033    	-13.8093    	-93.0756    	-54.5565    	-12.0607    	-68.3051    	-56.7894    	-427.139    	-617.254    	-88.6965    	-305.162    	-85.5127    	-96.2357    	-11.7239    	-588.495    	-5.54666    	-65.1332    	-16.4066    	-502.292    	-53.4031    	-13.6646    	-80.5309    	-69.7498    	-77.8594    	-296.469    	-53.8964    	-72.3741    	-5.56598    	-373.298    	-11.7068    	-46.4021    	-78.0738    	-96.1744    	-508.491    	-8.85105    	-98.3132    	-64.8483    	-362.498    	-16.0931    	-11.6558    	-53.9045    	-5.79736    	-12.2869    	-83.2155    	-46.0795    	-5.77112    	-95.0785    	-68.0398    	-57.2563    	-8.70132    	-604.57     	-35.452     	-85.2517    	-16.0631    	-43.5133    	-86.9567    	-73.0529    
0.155 	-12.4362    	-82.6365    	-554.119    	-432.365    	-16.2766    	-87.8481    	-95.5443    	-91.1861    	-99.2969    	-9.90838    	-551.507    	-38.7363    	-48.0299    	-542.269    	-102.484    	-9.46481    	-14.0782    	-95.0373    	-60.3811    	-12.699     	-69.9929    	-58.874     	-426.481    	-600.924    	-90.076     	-308.794    	-87.6497    	-97.1517    	-12.5378    	-616.566    	-6.41521    	-69.4134    	-16.7427    	-506.15     	-57.9156    	-14.0086    	-82.2399    	-75.7675    	-82.0422    	-300.598    	-58.1479    	-76.1256    	-6.41296    	-374.796    	-12.3204    	-49.876     	-81.4828    	-100.9      	-508.238    	-9.72935    	-102.147    	-69.8796    	-364.042    	-16.3143    	-12.5417    	-59.2416    	-6.81971    	-12.8092    	-85.1199    	-48.7632    	-6.69633    	-95.6947    	-70.4826    	-60.4616    	-9.35972    	-590.946    	-41.2964    	-89.0062    	-16.4525    	-48.7626    	-91.9782    	-76.8103    
0.165 	-13.0002    	-85.0558    	-587.051    	-433.535    	-16.4357    	-88.6246    	-97.9591    	-96.2827    	-100.467    	-10.7862    	-544.709    	-44.107     	-52.6945    	-532.538    	-103.296    	-10.0244    	-14.2954    	-96.6614    	-65.887     	-13.2938    	-71.7787    	-61.0369    	-427.715    	-586.011    	-91.4176    	-314.334    	-89.4851    	-97.9325    	-13.2958    	-642.674    	-7.24517    	-73.4602    	-17.0221    	-510.676    	-62.1563    	-14.3039    	-83.8629    	-81.4002    	-85.8932    	-306.525    	-62.2103    	-79.5465    	-7.22935    	-378.189    	-12.8779    	-53.3527    	-84.57      	-105.237    	-508.413    	-10.5613    	-105.72     	-74.6187    	-367.206    	-16.4819    	-13.3732    	-64.3139    	-7.79337    	-13.3053    	-86.7509    	-51.5252    	-7.58107    	-96.1698    	-72.9712    	-63.6675    	-9.98312    	-578.203    	-46.8976    	-92.4191    	-16.7792    	-53.7968    	-96.7267    	-80.3844    
0.175 	-13.5042    	-87.3476    	-617.533    	-436.777    	-16.5259    	-89.28      	-99.9669    	-100.94     	-101.241    	-11.6035    	-539.644    	-49.19      	-57.1059    	-523.905    	-103.829    	-10.5518    	-14.4548    	-97.9069    	-70.9991    	-13.8362    	-73.644     	-63.2559    	-430.883    	-572.685    	-92.699     	-321.785    	-90.9784    	-98.5559    	-13.987     	-666.424    	-8.02572    	-77.2181    	-17.2378    	-515.817    	-66.0689    	-14.5435    	-85.3722    	-86.568     	-89.3527    	-314.248    	-66.0302    	-82.5821    	-8.00482    	-383.499    	-13.3699    	-56.792     	-87.2827    	-109.118    	-508.999    	-11.3351    	-108.977    	-79.0003    	-372.014    	-16.5897    	-14.1385    	-69.0532    	-8.70551    	-13.7684    	-88.0688    	-54.3367    	-8.41361    	-96.4826    	-75.4771    	-66.8362    	-10.5629    	-566.454    	-52.1832    	-95.434     	-17.0353    	-58.5507    	-101.135    	-83.7255    
0.185 	-13.9408    	-89.4784    	-645.163    	-442.067    	-16.5426    	-89.7932    	-101.528    	-105.093    	-101.588    	-12.3496    	-536.349    	-53.9239    	-61.2104    	-516.415    	-104.06     	-11.0403    	-14.5515    	-98.7411    	-75.6519    	-14.3188    	-75.5665    	-65.5057    	-435.961    	-561.057    	-93.8979    	-331.085    	-92.0968    	-99.002     	-14.6018    	-687.479    	-8.74727    	-80.6393    	-17.3844    	-521.492    	-69.606     	-14.7218    	-86.7411    	-91.2029    	-92.3706    	-323.704    	-69.5598    	-85.1875    	-8.73005    	-390.686    	-13.7887    	-60.1538    	-89.5775    	-112.483    	-509.959    	-12.0406    	-111.871    	-82.9683    	-378.438    	-16.6327    	-14.8274    	-73.3992    	-9.54479    	-14.1922    	-89.0405    	-57.166     	-9.18346    	-96.6138    	-77.9697    	-69.929     	-11.0915    	-555.768    	-57.0885    	-98.0041    	-17.2143    	-62.9652    	-105.145    	-86.789     
0.195 	-14.3037    	-91.4176    	-669.602    	-449.313    	-16.4824    	-90.1447    	-102.611    	-108.689    	-101.488    	-13.0154    	-534.798    	-58.2553    	-64.961     	-510.065    	-103.974    	-11.4843    	-14.5822    	-99.1408    	-79.791     	-14.7355    	-77.5205    	-67.7584    	-442.863    	-551.178    	-94.9923    	-342.107    	-92.8159    	-99.2537    	-15.1327    	-705.561    	-9.40156    	-83.6835    	-17.4578    	-527.591    	-72.7296    	-14.834     	-87.945     	-95.2502    	-94.9076    	-334.77     	-72.758     	-87.3283    	-9.39679    	-399.641    	-14.1281    	-63.3976    	-91.4205    	-115.286    	-511.237    	-12.6691    	-114.361    	-86.4766    	-386.392    	-16.6073    	-15.4316    	-77.3008    	-10.3016    	-14.5714    	-89.6398    	-59.9788    	-9.88153    	-96.5468    	-80.4166    	-72.9071    	-11.5625    	-546.171    	-61.5574    	-100.093    	-17.3116    	-66.9891    	-108.705    	-89.5364    
0.205 	-14.5884    	-93.1371    	-690.585    	-458.354    	-16.3441    	-90.3169    	-103.199    	-111.689    	-100.929    	-13.5935    	-534.904    	-62.1395    	-68.3181    	-504.808    	-103.562    	-11.8787    	-14.5449    	-99.0925    	-83.3732    	-15.0817    	-79.4772    	-69.9839    	-451.434    	-543.039    	-95.9609    	-354.664    	-93.1204    	-99.297     	-15.5739    	-720.463    	-9.98182    	-86.319     	-17.4557    	-533.98     	-75.4117    	-14.8772    	-88.9612    	-98.6688    	-96.9354    	-347.265    	-75.5905    	-88.9809    	-9.998      	-410.193    	-14.3839    	-66.4837    	-92.7882    	-117.494    	-512.752    	-13.2134    	-116.418    	-89.4894    	-395.739    	-16.5115    	-15.9448    	-80.7168    	-10.9682    	-14.9016    	-89.8485    	-62.7391    	-10.5002    	-96.268     	-82.7843    	-75.7324    	-11.9707    	-537.646    	-65.543     	-101.677    	-17.3244    	-70.5791    	-111.775    	-91.9359    
0.215 	-14.7923    	-94.6123    	-707.919    	-468.967    	-16.1278    	-90.2941    	-103.282    	-114.065    	-99.9087    	-14.0785    	-536.52     	-65.541     	-71.2503    	-500.553    	-102.821    	-12.2198    	-14.4391    	-98.5923    	-86.3676    	-15.3543    	-81.4054    	-72.1504    	-461.464    	-536.573    	-96.783     	-368.507    	-93.0035    	-99.1214    	-15.9219    	-732.044    	-10.4828    	-88.5227    	-17.3776    	-540.503    	-77.6341    	-14.8495    	-89.7697    	-101.432    	-98.437     	-360.954    	-78.0307    	-90.1324    	-10.528     	-422.114    	-14.5534    	-69.3737    	-93.6676    	-119.086    	-514.409    	-13.6681    	-118.018    	-91.9821    	-406.291    	-16.3444    	-16.3625    	-83.6159    	-11.5387    	-15.1792    	-89.6559    	-65.4093    	-11.0336    	-95.7668    	-85.0388    	-78.3679    	-12.3123    	-530.132    	-69.0085    	-102.741    	-17.2515    	-73.7008    	-114.325    	-93.9624    
0.225 	-14.9142    	-95.8225    	-721.49     	-480.867    	-15.8356    	-90.0636    	-102.864    	-115.803    	-98.4356    	-14.4668    	-539.446    	-68.4337    	-73.7339    	-497.17     	-101.756    	-12.5046    	-14.2656    	-97.6461    	-88.7551    	-15.5518    	-83.2719    	-74.2251    	-472.686    	-531.656    	-97.4397    	-383.337    	-92.4676    	-98.7194    	-16.1749    	-740.232    	-10.9008    	-90.2805    	-17.2244    	-546.983    	-79.3886    	-14.7508    	-90.3531    	-103.527    	-99.4068    	-375.554    	-80.0592    	-90.7808    	-10.9823    	-435.12     	-14.6362    	-72.0312    	-94.0559    	-120.054    	-516.092    	-14.0296    	-119.148    	-93.9407    	-417.811    	-16.1068    	-16.6824    	-85.9773    	-12.0092    	-15.4017    	-89.0596    	-67.9512    	-11.4772    	-95.0361    	-87.146     	-80.7783    	-12.5845    	-523.529    	-71.9273    	-103.283    	-17.0938    	-76.3287    	-116.335    	-95.5984    
0.235 	-14.9546    	-96.7506    	-731.254    	-493.724    	-15.4709    	-89.615     	-101.957    	-116.902    	-96.5271    	-14.7566    	-543.436    	-70.8011    	-75.7539    	-494.492    	-100.376    	-12.7312    	-14.0268    	-96.2689    	-90.5289    	-15.674     	-85.0426    	-76.1745    	-484.789    	-528.114    	-97.9136    	-398.811    	-91.5234    	-98.0875    	-16.3331    	-745.025    	-11.2337    	-91.5867    	-16.9985    	-553.232    	-80.6764    	-14.5821    	-90.6974    	-104.955    	-99.85      	-390.738    	-81.6645    	-90.9344    	-11.358     	-448.881    	-14.6332    	-74.4223    	-93.9605    	-120.404    	-517.675    	-14.2962    	-119.805    	-95.362     	-430.027    	-15.8007    	-16.9041    	-87.7904    	-12.3776    	-15.5677    	-88.0648    	-70.3269    	-11.8286    	-94.0723    	-89.0728    	-82.9309    	-12.7862    	-517.705    	-74.2827    	-103.311    	-16.8538    	-78.4467    	-117.794    	-96.8335    
0.245 	-14.9155    	-97.3841    	-737.244    	-507.166    	-15.0388    	-88.9413    	-100.584    	-117.373    	-94.2092    	-14.9478    	-548.203    	-72.636     	-77.3031    	-492.326    	-98.6969    	-12.8985    	-13.7262    	-94.4844    	-91.6933    	-15.7223    	-86.6828    	-77.9656    	-497.425    	-525.73     	-98.1895    	-414.552    	-90.1895    	-97.2252    	-16.3987    	-746.485    	-11.481     	-92.4441    	-16.7037    	-559.051    	-81.5072    	-14.3458    	-90.7916    	-105.731    	-99.7822    	-406.151    	-82.8424    	-90.6108    	-11.6534    	-463.032    	-14.5472    	-76.5163    	-93.3981    	-120.153    	-519.018    	-14.4675    	-119.992    	-96.2532    	-442.63     	-15.4298    	-17.0289    	-89.055     	-12.6439    	-15.6766    	-86.6844    	-72.4994    	-12.0867    	-92.8754    	-90.7877    	-84.7959    	-12.9172    	-512.494    	-76.0687    	-102.845    	-16.5357    	-80.0474    	-118.704    	-97.6648    
0.255 	-14.8003    	-97.715     	-739.56     	-520.794    	-14.5457    	-88.0388    	-98.7771    	-117.237    	-91.5158    	-15.0424    	-553.434    	-73.9408    	-78.3824    	-490.455    	-96.7405    	-13.0067    	-13.3687    	-92.324     	-92.2637    	-15.6995    	-88.1588    	-79.5663    	-510.219    	-524.25     	-98.2548    	-430.156    	-88.4918    	-96.1359    	-16.3753    	-744.737    	-11.6436    	-92.8632    	-16.3453    	-564.24     	-81.8989    	-14.0457    	-90.6286    	-105.882    	-99.2283    	-421.413    	-83.5959    	-89.8364    	-11.8682    	-477.183    	-14.3825    	-78.2862    	-92.3939    	-119.329    	-519.978    	-14.5453    	-119.723    	-96.6307    	-455.29     	-14.9985    	-17.0603    	-89.7802    	-12.8099    	-15.7288    	-84.9386    	-74.4332    	-12.2521    	-91.4488    	-92.2613    	-86.3472    	-12.9787    	-507.711    	-77.2887    	-101.91     	-16.1451    	-81.1324    	-119.074    	-98.0964    
0.265 	-14.614     	-97.7394    	-738.367    	-534.192    	-13.999     	-86.9069    	-96.5752    	-116.528    	-88.488     	-15.0437    	-558.793    	-74.7262    	-79.0002    	-488.648    	-94.532     	-13.0565    	-12.96      	-89.8259    	-92.2655    	-15.6092    	-89.4383    	-80.9465    	-522.782    	-523.393    	-98.0994    	-445.212    	-86.4628    	-94.8261    	-16.2683    	-739.959    	-11.7237    	-92.8618    	-15.9295    	-568.601    	-81.8761    	-13.6866    	-90.2047    	-105.446    	-98.222     	-436.133    	-83.9347    	-88.6451    	-12.0034    	-490.927    	-14.1447    	-79.7096    	-90.9811    	-117.971    	-520.408    	-14.5326    	-119.017    	-96.5197    	-467.661    	-14.5128    	-17.0031    	-89.9842    	-12.8789    	-15.7257    	-82.8539    	-76.0959    	-12.327     	-89.7997    	-93.4673    	-87.5632    	-12.973     	-503.151    	-77.9555    	-100.545    	-15.6891    	-81.7118    	-118.922    	-98.1391    
