q      	cage        
6.905 	-0.109994   
6.915 	-0.105178   
6.925 	-0.0926542  
6.935 	-0.0731749  
6.945 	-0.0477545  
6.955 	-0.0176323  
6.965 	0.0157762   
6.975 	0.0509349   
6.985 	0.086246    
6.995 	0.120112    
7.005 	0.150996    
7.015 	0.177483    
7.025 	0.19833     
7.035 	0.212514    
7.045 	0.219272    
7.055 	0.218126    
7.065 	0.208901    
7.075 	0.191729    
7.085 	0.167045    
7.095 	0.135564    
7.105 	0.0982549   
7.115 	0.0563023   
7.125 	0.0110585   
7.135 	-0.0360081  
7.145 	-0.08337    
7.155 	-0.129499   
7.165 	-0.172922   
7.175 	-0.212282   
7.185 	-0.24638    
7.195 	-0.274227   
7.205 	-0.295074   
7.215 	-0.30844    
7.225 	-0.314126   
7.235 	-0.312222   
7.245 	-0.303097   
7.255 	-0.287386   
7.265 	-0.265956   
7.275 	-0.239877   
7.285 	-0.210374   
7.295 	-0.178781   
7.305 	-0.146486   
7.315 	-0.114879   
7.325 	-0.085299   
7.335 	-0.0589807  
7.345 	-0.0370106  
7.355 	-0.0202861  
7.365 	-0.0094839  
7.375 	-0.0050364  
7.385 	-0.00711842 
7.395 	-0.0156438  
7.405 	-0.0302722  
7.415 	-0.0504258  
7.425 	-0.0753145  
7.435 	-0.10397    
7.445 	-0.135284   
7.455 	-0.168058   
7.465 	-0.201042   
7.475 	-0.232994   
7.485 	-0.262721   
7.495 	-0.289127   
7.505 	-0.311255   
7.515 	-0.328321   
7.525 	-0.339742   
7.535 	-0.345156   
7.545 	-0.344433   
7.555 	-0.337677   
7.565 	-0.325216   
7.575 	-0.307589   
7.585 	-0.285519   
7.595 	-0.25988    
7.605 	-0.231665   
7.615 	-0.201942   
7.625 	-0.171807   
7.635 	-0.142346   
7.645 	-0.114589   
7.655 	-0.0894682  
7.665 	-0.0677853  
7.675 	-0.0501786  
7.685 	-0.0371011  
7.695 	-0.028805   
7.705 	-0.025334   
7.715 	-0.026525   
7.725 	-0.0320176  
7.735 	-0.0412715  
7.745 	-0.053591   
7.755 	-0.0681558  
7.765 	-0.0840563  
7.775 	-0.100332   
7.785 	-0.116013   
7.795 	-0.130157   
7.805 	-0.141895   
7.815 	-0.150457   
7.825 	-0.155214   
7.835 	-0.155695   
7.845 	-0.151611   
7.855 	-0.142866   
7.865 	-0.129555   
7.875 	-0.111969   
7.885 	-0.0905748  
7.895 	-0.0660004  
7.905 	-0.0390084  
7.915 	-0.0104651  
7.925 	0.018694    
7.935 	0.0475016   
7.945 	0.0749968   
7.955 	0.100263    
7.965 	0.122466    
7.975 	0.140882    
7.985 	0.154931    
7.995 	0.164196    
8.005 	0.168439    
8.015 	0.16761     
8.025 	0.161851    
8.035 	0.151483    
8.045 	0.137002    
8.055 	0.119048    
8.065 	0.0983906   
8.075 	0.0758899   
8.085 	0.0524673   
8.095 	0.0290685   
8.105 	0.00662643  
8.115 	-0.0139739  
8.125 	-0.0319294  
8.135 	-0.0465488  
8.145 	-0.0572783  
8.155 	-0.0637216  
8.165 	-0.0656531  
8.175 	-0.0630249  
8.185 	-0.0559666  
8.195 	-0.044778   
8.205 	-0.0299152  
8.215 	-0.011971   
8.225 	0.00835017  
8.235 	0.0302612   
8.245 	0.0529244   
8.255 	0.0754849   
8.265 	0.0971048   
8.275 	0.116996    
8.285 	0.13445     
8.295 	0.148867    
8.305 	0.159773    
8.315 	0.166846    
8.325 	0.169915    
8.335 	0.168975    
8.345 	0.164179    
8.355 	0.155831    
8.365 	0.144373    
8.375 	0.130361    
8.385 	0.114446    
8.395 	0.0973426   
8.405 	0.0798002   
8.415 	0.0625713   
8.425 	0.0463807   
8.435 	0.0318955   
8.445 	0.0196986   
8.455 	0.0102649   
8.465 	0.00394287  
8.475 	0.000940902 
8.485 	0.0013199   
8.495 	0.00499177  
8.505 	0.0117241   
8.515 	0.0211508   
8.525 	0.0327879   
8.535 	0.0460547   
8.545 	0.060298    
8.555 	0.0748201   
8.565 	0.0889078   
8.575 	0.101862    
8.585 	0.113028    
8.595 	0.121821    
8.605 	0.127753    
8.615 	0.13045     
8.625 	0.129671    
8.635 	0.125316    
8.645 	0.117433    
8.655 	0.106214    
8.665 	0.0919887   
8.675 	0.0752135   
8.685 	0.0564513   
8.695 	0.0363505   
8.705 	0.015619    
8.715 	-0.0050035  
8.725 	-0.0247752  
8.735 	-0.0429816  
8.745 	-0.0589634  
8.755 	-0.0721435  
8.765 	-0.0820494  
8.775 	-0.0883325  
8.785 	-0.0907818  
8.795 	-0.0893326  
8.805 	-0.0840694  
8.815 	-0.0752229  
8.825 	-0.063161   
8.835 	-0.0483751  
8.845 	-0.0314606  
8.855 	-0.0130944  
8.865 	0.00599173  
8.875 	0.0250393   
8.885 	0.0432923   
8.895 	0.0600268   
8.905 	0.0745785   
8.915 	0.0863689   
8.925 	0.0949269   
8.935 	0.0999073   
8.945 	0.101104    
8.955 	0.0984567   
8.965 	0.0920555   
8.975 	0.0821344   
8.985 	0.0690637   
8.995 	0.0533349   
9.005 	0.035542    
9.015 	0.0163579   
9.025 	-0.003491   
9.035 	-0.023253   
9.045 	-0.0421801  
9.055 	-0.0595565  
9.065 	-0.0747259  
9.075 	-0.0871165  
9.085 	-0.0962625  
9.095 	-0.101822   
9.105 	-0.103588   
9.115 	-0.1015     
9.125 	-0.0956408  
9.135 	-0.0862361  
9.145 	-0.0736448  
9.155 	-0.0583452  
9.165 	-0.0409163  
9.175 	-0.0220156  
9.185 	-0.00235488 
9.195 	0.0173274   
9.205 	0.0362933   
9.215 	0.0538327   
9.225 	0.0692898   
9.235 	0.0820866   
9.245 	0.0917436   
9.255 	0.0978969   
9.265 	0.10031     
9.275 	0.0988827   
9.285 	0.0936499   
9.295 	0.0847824   
9.305 	0.0725765   
9.315 	0.0574425   
9.325 	0.039887    
9.335 	0.0204935   
9.345 	-0.000101005
9.355 	-0.02123    
9.365 	-0.0422231  
9.375 	-0.0624307  
9.385 	-0.0812482  
9.395 	-0.0981369  
9.405 	-0.112643   
9.415 	-0.124414   
9.425 	-0.133207   
9.435 	-0.138897   
9.445 	-0.14148    
9.455 	-0.141064   
9.465 	-0.137871   
9.475 	-0.132218   
9.485 	-0.124502   
9.495 	-0.115188   
9.505 	-0.104781   
9.515 	-0.0938087  
9.525 	-0.0827995  
9.535 	-0.0722579  
9.545 	-0.0626462  
9.555 	-0.0543652  
9.565 	-0.0477389  
9.575 	-0.0430022  
9.585 	-0.0402927  
9.595 	-0.0396461  
9.605 	-0.0409967  
9.615 	-0.0441815  
9.625 	-0.0489482  
9.635 	-0.0549677  
9.645 	-0.0618483  
9.655 	-0.0691537  
9.665 	-0.0764219  
9.675 	-0.0831854  
9.685 	-0.088991   
9.695 	-0.0934196  
9.705 	-0.0961042  
9.715 	-0.0967451  
9.725 	-0.0951233  
9.735 	-0.0911096  
9.745 	-0.0846707  
9.755 	-0.0758707  
9.765 	-0.0648692  
9.775 	-0.0519154  
9.785 	-0.037338   
9.795 	-0.021533   
9.805 	-0.00494763 
9.815 	0.0119368   
9.825 	0.0286238   
9.835 	0.0446213   
9.845 	0.0594605   
9.855 	0.0727142   
9.865 	0.0840135   
9.875 	0.0930614   
9.885 	0.0996442   
9.895 	0.103639    
9.905 	0.10502     
9.915 	0.103854    
9.925 	0.100303    
9.935 	0.094613    
9.945 	0.0871045   
9.955 	0.0781607   
9.965 	0.0682104   
9.975 	0.0577114   
9.985 	0.0471322   
9.995 	0.036933    
