q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_100-H_24   	H_200-H_15   	C_100-H_22   	H_200-N_7    	H_200-H_23   	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
5.685 	2.25551e-06 	-0.258617   	0.00015945  	0.00032604  	-0.00411647 	0.00142462  	0.000119686 	-0.237473   	0.000404759 	-0.000753355	-0.174264   	0.0024457   	0.00138836  	1.61744e-06 	-0.00336372 	0.000171194 	-0.000371195	0.00509441  	0.00025151  	0.000609545 	0.00167367  	-0.258281   	-4.95419e-05	-0.212696   	-0.00209648 	-0.00151699 	-0.256525   	-0.000754473	0.00202499  	4.60346e-05 	3.24207e-05 	-0.000104548	0.00641871  	-0.00344751 	-6.0148e-06 	0.000337498 	0.00479988  	-0.0972572  	0.00173175  	0.0744541   	-0.206957   	-0.00240315 	0.00330863  	-0.000155119	-5.41233e-05	-0.209741   	0.000185581 	-0.000536892	-0.00147405 	-0.28871    	0.000143313 	-0.000692447	-0.247878   	-8.16134e-05	0.000107708 	-0.00409123 	9.81468e-05 	9.64698e-05 	0.00542019  	0.123318    	0.00290687  	0.000127147 	0.00237223  	0.00168302  	0.000265844 	0.000101906 	-0.0863726  	0.0029602   	-0.00510445 	7.94692e-05 	-0.000557789	0.00636408  
5.695 	6.04425e-06 	-0.25268    	0.000151578 	0.000518219 	-0.00387376 	0.00150092  	0.000121556 	-0.238544   	0.000701369 	-0.000414493	-0.170622   	0.00286718  	0.00160272  	1.30246e-06 	-0.00354182 	0.000173758 	-0.000129818	0.0056432   	0.000238435 	0.000808553 	0.00193373  	-0.258779   	0.000328658 	-0.202213   	-0.00177785 	-0.0010876  	-0.2522     	-0.000649869	0.00219671  	4.07163e-05 	4.95542e-05 	-0.000104417	0.0067505   	-0.00348582 	-3.11314e-05	0.000501635 	0.00490839  	-0.0938783  	0.00186969  	0.0772569   	-0.202783   	-0.00229305 	0.00373643  	-0.000222702	-4.89183e-05	-0.203887   	0.000193221 	-0.000232609	-0.00137028 	-0.283378   	0.000148514 	-0.000662576	-0.245468   	-8.6741e-05 	0.000116472 	-0.00378495 	9.58999e-05 	0.000104989 	0.00560985  	0.128836    	0.00278924  	0.000123193 	0.00261029  	0.00198545  	0.000277123 	9.96552e-05 	-0.0747927  	0.00307603  	-0.00466443 	8.03353e-05 	-0.000121671	0.00669155  
5.705 	1.23291e-05 	-0.244881   	0.000144066 	0.000749343 	-0.00361802 	0.00159325  	0.000122162 	-0.238492   	0.0010379   	-5.59238e-05	-0.166952   	0.00331438  	0.00182161  	2.75954e-06 	-0.00369071 	0.000178218 	0.000167023 	0.00622232  	0.000224607 	0.00103161  	0.00222558  	-0.258139   	0.000709708 	-0.190573   	-0.00147575 	-0.000639824	-0.24659    	-0.000560744	0.0023824   	3.73178e-05 	7.01128e-05 	-0.000100964	0.00709261  	-0.00347199 	-5.13391e-05	0.0007118   	0.00507193  	-0.090159   	0.00200997  	0.0792577   	-0.197595   	-0.00214301 	0.00423056  	-0.000277757	-4.13234e-05	-0.19799    	0.000200033 	0.000114731 	-0.00124779 	-0.276018   	0.000155342 	-0.000606706	-0.242153   	-8.7406e-05 	0.000124953 	-0.00341631 	9.4415e-05  	0.000114321 	0.00581447  	0.132178    	0.00267282  	0.000118917 	0.00281084  	0.00229075  	0.000311798 	9.86078e-05 	-0.0637451  	0.00325505  	-0.00417173 	8.27477e-05 	0.00031333  	0.00698855  
5.715 	2.06716e-05 	-0.235497   	0.000136927 	0.00101555  	-0.00335146 	0.0017041   	0.000121245 	-0.237357   	0.00140566  	0.000314356 	-0.163392   	0.00378124  	0.00204186  	5.60996e-06 	-0.00380995 	0.000184078 	0.000511769 	0.00682086  	0.000210313 	0.00127129  	0.0025432   	-0.256529   	0.00108101  	-0.178136   	-0.00119505 	-0.000185041	-0.239845   	-0.000493929	0.00257621  	3.55386e-05 	9.32736e-05 	-9.46535e-05	0.00744053  	-0.00340925 	-6.65216e-05	0.000958985 	0.00528717  	-0.0861794  	0.00214927  	0.0803061   	-0.191524   	-0.00195153 	0.00477856  	-0.000323295	-3.17862e-05	-0.192166   	0.00020553  	0.000491363 	-0.00110728 	-0.266868   	0.000163313 	-0.000521347	-0.237968   	-8.38874e-05	0.000132639 	-0.00299423 	9.3516e-05  	0.0001239   	0.0060335   	0.133242    	0.00255648  	0.00011429  	0.00296904  	0.0025885   	0.000364597 	9.85546e-05 	-0.0534161  	0.00349549  	-0.00363441 	8.64904e-05 	0.000740746 	0.00724784  
5.725 	3.05983e-05 	-0.224847   	0.00013016  	0.0013116   	-0.00307676 	0.00183516  	0.000118611 	-0.235204   	0.00179495  	0.000687682 	-0.160064   	0.00426093  	0.00225999  	9.45385e-06 	-0.00390021 	0.0001908   	0.000895051 	0.00742632  	0.000195799 	0.00151962  	0.00287952  	-0.254126   	0.00143072  	-0.165284   	-0.000940051	0.000264906 	-0.232135   	-0.000455735	0.00277168  	3.50536e-05 	0.000118126 	-8.60047e-05	0.00778885  	-0.00330215 	-7.67131e-05	0.00123313  	0.0055483   	-0.0820274  	0.00228396  	0.080276    	-0.184728   	-0.00171857 	0.00536574  	-0.000362616	-2.0794e-05 	-0.186519   	0.000209266 	0.000882743 	-0.000949996	-0.256208   	0.000171914 	-0.000404326	-0.232973   	-7.65882e-05	0.000139045 	-0.00252909 	9.30055e-05 	0.000133145 	0.00626564  	0.131985    	0.00243903  	0.000109288 	0.00308148  	0.00286824  	0.000429599 	9.92695e-05 	-0.0439601  	0.0037937   	-0.00306174 	9.13115e-05 	0.00115413  	0.00746292  
5.735 	4.16173e-05 	-0.213277   	0.000123754 	0.0016311   	-0.00279689 	0.00198734  	0.000114129 	-0.232114   	0.00219541  	0.00105503  	-0.157072   	0.00474612  	0.00247225  	1.3884e-05  	-0.0039631  	0.00019783  	0.00130607  	0.00802517  	0.000181269 	0.0017684   	0.00322671  	-0.251112   	0.00174819  	-0.152401   	-0.00071436 	0.000698133 	-0.223643   	-0.00045166 	0.0029621   	3.55255e-05 	0.000143705 	-7.5574e-05 	0.00813143  	-0.00315631 	-8.20869e-05	0.00152352  	0.0058474   	-0.0777937  	0.0024103   	0.0790688   	-0.177378   	-0.00144556 	0.00597575  	-0.000399083	-8.85489e-06	-0.181136   	0.000210851 	0.00127408  	-0.000777635	-0.244343   	0.000180619 	-0.000254789	-0.227245   	-6.60173e-05	0.00014373  	-0.00203237 	9.2675e-05  	0.000141488 	0.0065089   	0.128423    	0.00231938  	0.000103893 	0.00314615  	0.00311987  	0.000500534 	0.000100516 	-0.0354948  	0.00414428  	-0.00246387 	9.69333e-05 	0.00154725  	0.00762833  
5.745 	5.32341e-05 	-0.201148   	0.000117692 	0.00196661  	-0.00251501 	0.00216078  	0.000107746 	-0.22818    	0.00259642  	0.00140735  	-0.1545     	0.00522922  	0.00267489  	1.84994e-05 	-0.00400106 	0.000204613 	0.001733    	0.00860334  	0.000166877 	0.00200945  	0.00357646  	-0.247662   	0.00202436  	-0.139864   	-0.000520661	0.00110315  	-0.214563   	-0.000486131	0.00314074  	3.66169e-05 	0.000169027 	-6.39324e-05	0.00846167  	-0.00297819 	-8.29405e-05	0.00181922  	0.00617484  	-0.0735673  	0.00252457  	0.0766164   	-0.169652   	-0.00113523 	0.00659125  	-0.000435909	3.52126e-06 	-0.176085   	0.000209966 	0.00165088  	-0.000592214	-0.231597   	0.000188905 	-7.31631e-05	-0.220878   	-5.27691e-05	0.00014632  	-0.00151625 	9.23146e-05 	0.00014839  	0.00676068  	0.122634    	0.00219665  	9.80949e-05 	0.00316253  	0.0033341   	0.000571088 	0.000102057 	-0.028098   	0.00454026  	-0.00185151 	0.000103062 	0.00191431  	0.00773989  
5.755 	6.49666e-05 	-0.188821   	0.000111953 	0.00230995  	-0.00223427 	0.00235486  	9.94833e-05 	-0.223507   	0.00298751  	0.00173586  	-0.152406   	0.00570259  	0.00286423  	2.29188e-05 	-0.00401716 	0.000210613 	0.00216348  	0.00914681  	0.000152733 	0.00223497  	0.00392029  	-0.243937   	0.00225199  	-0.128025   	-0.000360585	0.00146925  	-0.205087   	-0.000562279	0.00330122  	3.80024e-05 	0.000193126 	-5.1644e-05 	0.00877274  	-0.00277483 	-7.96777e-05	0.00210946  	0.00651978  	-0.0694314  	0.00262324  	0.0728823   	-0.161731   	-0.000791531	0.00719454  	-0.000475961	1.58407e-05 	-0.171414   	0.000206374 	0.00199941  	-0.000395948	-0.2183     	0.00019627  	0.000138926 	-0.213977   	-3.74995e-05	0.000146517 	-0.000993217	9.17232e-05 	0.000153369 	0.00701787  	0.114747    	0.00207027  	9.18911e-05 	0.00313147  	0.0035028   	0.000635199 	0.000103657 	-0.0218057  	0.00497335  	-0.00123561 	0.0001094   	0.00225009  	0.00779483  
5.765 	7.63595e-05 	-0.17664    	0.000106516 	0.00265242  	-0.00195774 	0.00256831  	8.94408e-05 	-0.218203   	0.00335869  	0.00203242  	-0.150821   	0.00615881  	0.00303684  	2.67919e-05 	-0.00401494 	0.000215334 	0.00258502  	0.00964216  	0.000138899 	0.00243775  	0.00424979  	-0.240076   	0.00242599  	-0.117204   	-0.00023461 	0.00178692  	-0.195403   	-0.00068177 	0.00343773  	3.93791e-05 	0.000215088 	-3.9247e-05 	0.00905788  	-0.00255358 	-7.27881e-05	0.00238406  	0.00687064  	-0.0654587  	0.00270313  	0.067863    	-0.153791   	-0.000419433	0.00776827  	-0.000521576	2.76424e-05 	-0.167146   	0.000199928 	0.00230724  	-0.000191131	-0.204776   	0.000202249 	0.00037877  	-0.206658   	-2.09006e-05	0.000144115 	-0.000475629	9.07175e-05 	0.000156015 	0.00727697  	0.104944    	0.00194005  	8.52912e-05 	0.00305513  	0.00361934  	0.000687333 	0.000105094 	-0.016612   	0.0054342   	-0.000626974	0.000115654 	0.00255017  	0.00779201  
5.775 	8.69971e-05 	-0.164927   	0.000101363 	0.0029851   	-0.00168818 	0.00279924  	7.77918e-05 	-0.212377   	0.00370087  	0.00228974  	-0.149748   	0.00659087  	0.00318968  	2.9811e-05  	-0.00399822 	0.000218333 	0.00298547  	0.0100771   	0.000125401 	0.00261149  	0.00455697  	-0.236191   	0.00254345  	-0.107673   	-0.000141987	0.00204814  	-0.185685   	-0.000844687	0.00354529  	4.04766e-05 	0.000234083 	-2.72352e-05	0.00931062  	-0.00232184 	-6.28254e-05	0.00263372  	0.00721562  	-0.0617086  	0.00276154  	0.0615874   	-0.145995   	-2.4728e-05 	0.00829602  	-0.000574425	3.85134e-05 	-0.163281   	0.000190574 	0.00256355  	1.99631e-05 	-0.191332   	0.000206432 	0.000642726 	-0.199038   	-3.6752e-06 	0.000139006 	2.46259e-05 	8.91401e-05 	0.000156006 	0.00753418  	0.09345     	0.00180625  	7.83164e-05 	0.00293687  	0.00367887  	0.00072273  	0.000106165 	-0.0124703  	0.00591266  	-3.59704e-05	0.000121547 	0.00281099  	0.00773194  
5.785 	9.65133e-05 	-0.153963   	9.64814e-05 	0.00329906  	-0.00142798 	0.00304527  	6.47789e-05 	-0.206132   	0.00400613  	0.0025017   	-0.149164   	0.00699242  	0.00332022  	3.17191e-05 	-0.00397086 	0.000219237 	0.00335344  	0.0104408   	0.000112229 	0.00275093  	0.00483444  	-0.232362   	0.00260377  	-0.0996496  	-8.0739e-05 	0.00224669  	-0.176092   	-0.00104947 	0.00361997  	4.10643e-05 	0.000249393 	-1.60426e-05	0.00952499  	-0.00208681 	-5.03851e-05	0.00285038  	0.00754318  	-0.0582236  	0.00279637  	0.0541155   	-0.138489   	0.000386189 	0.00876293  	-0.000635401	4.81002e-05 	-0.159796   	0.000178356 	0.00275953  	0.000235182 	-0.17825    	0.000208469 	0.000926382 	-0.191235   	1.34888e-05 	0.000131189 	0.000496512 	8.6867e-05  	0.000153122 	0.00778549  	0.0805291   	0.0016696   	7.10016e-05 	0.002781    	0.0036785   	0.000737604 	0.000106688 	-0.00929657 	0.00639813  	0.00052778  	0.000126826 	0.00303001  	0.00761686  
5.795 	0.000104601 	-0.14398    	9.18635e-05 	0.0035857   	-0.00117905 	0.00330359  	5.07065e-05 	-0.199566   	0.00426801  	0.00266355  	-0.149018   	0.00735795  	0.00342648  	3.23173e-05 	-0.00393665 	0.000217752 	0.00367867  	0.0107247   	9.93491e-05 	0.00285206  	0.00507567  	-0.228633   	0.0026086   	-0.0932894  	-4.76851e-05	0.00237835  	-0.166758   	-0.00129295 	0.003659    	4.09579e-05 	0.000260438 	-6.03044e-06	0.00969579  	-0.00185525 	-3.60829e-05	0.00302743  	0.00784255  	-0.0550277  	0.00280621  	0.0455368   	-0.131393   	0.000806552 	0.00915624  	-0.000704558	5.61193e-05 	-0.156642   	0.000163409 	0.00288862  	0.000452565 	-0.165778   	0.000208088 	0.00122475  	-0.183362   	2.99426e-05 	0.000120765 	0.000930154 	8.38125e-05 	0.00014725  	0.00802688  	0.0664736   	0.00153131  	6.33955e-05 	0.00259269  	0.00361746  	0.000729301 	0.000106514 	-0.00697306 	0.00687984  	0.00105568  	0.00013127  	0.00320578  	0.00745064  
5.805 	0.000111017 	-0.135158   	8.75099e-05 	0.00383699  	-0.000942702	0.00357113  	3.59299e-05 	-0.192764   	0.00448175  	0.00277206  	-0.149233   	0.00768287  	0.0035072   	3.14695e-05 	-0.00389909 	0.000213674 	0.0039524   	0.0109224   	8.67081e-05 	0.00291222  	0.00527516  	-0.225011   	0.0025617   	-0.0886803  	-3.85326e-05	0.00244105  	-0.157793   	-0.00157037 	0.00366091  	4.00233e-05 	0.000266792 	2.52202e-06 	0.00981872  	-0.00163325 	-2.05332e-05	0.00315991  	0.00810407  	-0.0521251  	0.00279039  	0.0359673   	-0.124803   	0.00122945  	0.00946564  	-0.000781089	6.23631e-05 	-0.153753   	0.000145963 	0.00294668  	0.000670399 	-0.154118   	0.000205102 	0.00153244  	-0.175525   	4.50985e-05 	0.000107941 	0.00131711  	7.99328e-05 	0.00013839  	0.00825435  	0.0515962   	0.00139304  	5.55608e-05 	0.00237767  	0.00349714  	0.000696398 	0.000105523 	-0.00535427 	0.00734717  	0.00154038  	0.000134696 	0.00333795  	0.00723876  
5.815 	0.000115587 	-0.127613   	8.34281e-05 	0.00404569  	-0.000719609	0.00384463  	2.08438e-05 	-0.185801   	0.00464438  	0.00282566  	-0.149713   	0.0079637   	0.00356176  	2.91047e-05 	-0.00386127 	0.000206889 	0.00416758  	0.0110299   	7.42447e-05 	0.00293017  	0.0054286   	-0.221469   	0.00246873  	-0.0858416  	-4.80056e-05	0.00243493  	-0.149278   	-0.00187557 	0.00362555  	3.81784e-05 	0.000268199 	9.42373e-06 	0.00989054  	-0.00142612 	-4.3299e-06 	0.00324461  	0.00831955  	-0.0494996  	0.00274904  	0.0255459   	-0.118782   	0.00164806  	0.00968367  	-0.000863354	6.67036e-05 	-0.151042   	0.000126326 	0.00293206  	0.000887252 	-0.143431   	0.000199407 	0.00184388  	-0.167815   	5.84489e-05 	9.30184e-05 	0.00165059  	7.5228e-05  	0.000126651 	0.00846404  	0.0362215   	0.00125685  	4.75738e-05 	0.00214207  	0.00332104  	0.000638753 	0.00010363  	-0.00427319 	0.00778992  	0.00197597  	0.000136965 	0.00342725  	0.00698806  
5.825 	0.000118205 	-0.121399   	7.9632e-05  	0.00420559  	-0.000509792	0.00412074  	5.86827e-06 	-0.178734   	0.00475486  	0.00282444  	-0.150343   	0.00819809  	0.00359027  	2.52176e-05 	-0.00382574 	0.000197381 	0.00431912  	0.0110463   	6.18976e-05 	0.0029061   	0.00553294  	-0.217944   	0.00233702  	-0.0847231  	-7.00193e-05	0.00236232  	-0.14126    	-0.00220117 	0.00355406  	3.53933e-05 	0.000264577 	1.45741e-05 	0.00990919  	-0.00123817 	1.19702e-05 	0.00328011  	0.00848261  	-0.0471158  	0.00268306  	0.0144308   	-0.113363   	0.00205587  	0.00980591  	-0.00094895 	6.90927e-05 	-0.148409   	0.000104878 	0.00284559  	0.00110198  	-0.133823   	0.000190994 	0.00215347  	-0.160311   	6.95825e-05 	7.63868e-05 	0.0019256   	6.97413e-05 	0.000112252 	0.00865234  	0.0206759   	0.00112513  	3.95226e-05 	0.00189217  	0.00309466  	0.000557487 	0.000100789 	-0.00354867 	0.00819858  	0.00235811  	0.000137982 	0.0034755   	0.00670659  
5.835 	0.000118835 	-0.116508   	7.61412e-05 	0.00431168  	-0.000312611	0.00439615  	-8.56582e-06	-0.171608   	0.00481407  	0.00277021  	-0.150997   	0.00838485  	0.00359355  	1.9866e-05  	-0.00379447 	0.000185226 	0.00440396  	0.0109732   	4.96128e-05 	0.00284159  	0.00558646  	-0.214345   	0.00217519  	-0.0852088  	-9.78896e-05	0.00222767  	-0.13376    	-0.00253877 	0.00344884  	3.16881e-05 	0.000256018 	1.79621e-05 	0.00987383  	-0.0010727  	2.78623e-05 	0.00326676  	0.00858877  	-0.0449204  	0.00259412  	0.00279454  	-0.108544   	0.00244682  	0.00983106  	-0.00103482 	6.95596e-05 	-0.145744   	8.20595e-05 	0.00269052  	0.00131372  	-0.12535    	0.000179939 	0.00245581  	-0.153073   	7.8195e-05  	5.85065e-05 	0.00213902  	6.35572e-05 	9.55051e-05 	0.00881598  	0.00527909  	0.0010005   	3.15064e-05 	0.00163418  	0.00282532  	0.000454925 	9.69866e-05 	-0.00299308 	0.00856461  	0.00268408  	0.000137697 	0.0034855   	0.00640331  
5.845 	0.000117503 	-0.11287    	7.29791e-05 	0.00436029  	-0.000126801	0.00466768  	-2.20321e-05	-0.164454   	0.00482472  	0.0026664   	-0.15154    	0.00852393  	0.003573    	1.31672e-05 	-0.00376874 	0.00017059  	0.00442119  	0.0108147   	3.73519e-05 	0.00273953  	0.00558874  	-0.210556   	0.0019928   	-0.0871217  	-0.000124571	0.00203737  	-0.126766   	-0.00287928 	0.00331337  	2.7129e-05  	0.000242785 	1.96614e-05 	0.00978487  	-0.000931913	4.29048e-05 	0.0032066   	0.00863562  	-0.0428445  	0.00248458  	-0.00918013 	-0.104293   	0.00281554  	0.00976094  	-0.0011174  	6.8205e-05  	-0.14293    	5.83523e-05 	0.00247228  	0.00152187  	-0.118019   	0.000166406 	0.00274581  	-0.146142   	8.40975e-05 	3.98952e-05 	0.00228966  	5.67969e-05 	7.68103e-05 	0.00895205  	-0.00966456 	0.000885696 	2.36319e-05 	0.00137406  	0.00252187  	0.000334472 	9.22469e-05 	-0.00242026 	0.00888057  	0.00295284  	0.000136108 	0.0034609   	0.00608784  
5.855 	0.000114298 	-0.11036    	7.01706e-05 	0.0043492   	4.94654e-05 	0.00493235  	-3.41242e-05	-0.157286   	0.00479126  	0.00251793  	-0.151836   	0.00861639  	0.00353064  	5.29183e-06 	-0.00374916 	0.000153716 	0.00437192  	0.0105778   	2.50974e-05 	0.00260395  	0.00554065  	-0.206445   	0.00179993  	-0.0902313  	-0.000142913	0.00179951  	-0.120238   	-0.00321321 	0.00315212  	2.18226e-05 	0.000225294 	1.98231e-05 	0.00964393  	-0.000816896	5.67274e-05 	0.00310319  	0.00862278  	-0.040807   	0.00235741  	-0.0213054  	-0.100548   	0.00315742  	0.00960034  	-0.00119278 	6.51937e-05 	-0.139852   	3.42669e-05 	0.00219828  	0.00172601  	-0.111785   	0.000150633 	0.00301882  	-0.139541   	8.72182e-05 	2.11082e-05 	0.00237818  	4.96136e-05 	5.66349e-05 	0.00905808  	-0.023874   	0.000783444 	1.60114e-05 	0.00111733  	0.00219441  	0.000200455 	8.6625e-05  	-0.00165326 	0.00914035  	0.00316496  	0.000133252 	0.00340611  	0.00577006  
5.865 	0.000109358 	-0.108804   	6.77401e-05 	0.00427771  	0.000218488 	0.00518747  	-4.44703e-05	-0.150111   	0.00471967  	0.00233105  	-0.151754   	0.00866429  	0.00346893  	-3.54412e-06	-0.00373569 	0.000134922 	0.00425926  	0.0102715   	1.28576e-05 	0.00243993  	0.00544423  	-0.20187    	0.0016068   	-0.0942629  	-0.000145928	0.00152362  	-0.114113   	-0.00353098 	0.00297028  	1.59096e-05 	0.000204103 	1.86653e-05 	0.0094538   	-0.000727686	6.90364e-05 	0.0029614   	0.0085519   	-0.0387182  	0.00221607  	-0.0333929  	-0.0972226  	0.00346872  	0.00935677  	-0.00125693 	6.07445e-05 	-0.136397   	1.03245e-05 	0.00187758  	0.00192588  	-0.106564   	0.00013293  	0.00327079  	-0.133271   	8.76016e-05 	2.71926e-06 	0.00240704  	4.21847e-05 	3.54973e-05 	0.00913208  	-0.0370983  	0.000696344 	8.75911e-06 	0.00086894  	0.00185389  	5.79235e-05 	8.02054e-05 	-0.000531692	0.00933923  	0.00332254  	0.000129207 	0.00332607  	0.00545983  
5.875 	0.000102868 	-0.107988   	6.57089e-05 	0.0041466   	0.000382932 	0.00543063  	-5.27471e-05	-0.142922   	0.00461721  	0.00211314  	-0.151172   	0.00867055  	0.0033907   	-1.30879e-05	-0.00372767 	0.000114581 	0.00408812  	0.00990665  	6.69354e-07 	0.00225332  	0.00530257  	-0.196688   	0.0014233   	-0.0989081  	-0.000127057	0.0012203   	-0.108307   	-0.0038233  	0.00277357  	9.55663e-06 	0.000179883 	1.64606e-05 	0.0092183   	-0.000663326	7.96161e-05 	0.00278722  	0.00842641  	-0.0364839  	0.00206442  	-0.0452584  	-0.0942066  	0.00374668  	0.00904015  	-0.00130587 	5.51187e-05 	-0.132463   	-1.29601e-05	0.00152053  	0.00212132  	-0.102229   	0.000113663 	0.00349834  	-0.127317   	8.54023e-05 	-1.47001e-05	0.0023803   	3.47045e-05 	1.39474e-05 	0.00917255  	-0.0491223  	0.000626725 	1.9873e-06  	0.000633108 	0.00151173  	-8.75804e-05	7.3097e-05  	0.00108166  	0.00947401  	0.00342908  	0.000124082 	0.00322615  	0.00516664  
5.885 	9.50454e-05 	-0.10767    	6.40927e-05 	0.00395815  	0.000545697 	0.00565984  	-5.86916e-05	-0.135707   	0.00449213  	0.00187243  	-0.149983   	0.00863884  	0.003299    	-2.306e-05  	-0.00372391 	9.31099e-05 	0.00386495  	0.00949567  	-1.14006e-05	0.00205055  	0.00511966  	-0.190764   	0.00125865  	-0.103837   	-8.04257e-05	0.000900876 	-0.10272    	-0.00408146 	0.00256798  	2.94766e-06 	0.000153397 	1.35219e-05 	0.0089422   	-0.000621982	8.83284e-05 	0.0025874   	0.0082514   	-0.03401    	0.00190654  	-0.0567262  	-0.0913755  	0.00398945  	0.00866233  	-0.0013359  	4.86077e-05 	-0.127961   	-3.50947e-05	0.00113841  	0.00231213  	-0.0986279  	9.32433e-05 	0.00369879  	-0.121644   	8.08748e-05 	-3.06011e-05	0.00230346  	2.73752e-05 	-7.45371e-06	0.0091785   	-0.0597717  	0.000576532 	-4.19706e-06	0.000413286 	0.00117942  	-0.000230264	6.54281e-05 	0.00329519  	0.00954296  	0.00348932  	0.000118015 	0.00311187  	0.00489923  
5.895 	8.61338e-05 	-0.107589   	6.28995e-05 	0.00371604  	0.000709779 	0.00587344  	-6.21116e-05	-0.12845    	0.00435336  	0.00161772  	-0.148099   	0.00857337  	0.003197    	-3.31651e-05	-0.00372278 	7.09563e-05 	0.00359752  	0.00905198  	-2.32564e-05	0.0018384   	0.00490022  	-0.183979   	0.00112099  	-0.108711   	-1.07384e-06	0.000577011 	-0.0972411  	-0.00429763 	0.00235953  	-3.72446e-06	0.000125469 	1.01874e-05 	0.008631    	-0.000601073	9.51081e-05 	0.00236923  	0.00803325  	-0.031207   	0.00174661  	-0.0676325  	-0.0885942  	0.00419619  	0.00823666  	-0.0013438  	4.152e-05   	-0.122821   	-5.56254e-05	0.000742945 	0.00249808  	-0.0955823  	7.21111e-05 	0.00387019  	-0.116204   	7.43609e-05 	-4.44777e-05	0.00218321  	2.03987e-05 	-2.81546e-05	0.00914943  	-0.0689156  	0.000547203 	-9.69634e-06	0.000212081 	0.000868048 	-0.000364337	5.7341e-05  	0.00618395  	0.00954589  	0.00350897  	0.000111161 	0.00298878  	0.00466533  
5.905 	7.63919e-05 	-0.107479   	6.21275e-05 	0.00342523  	0.000878128 	0.00607017  	-6.28931e-05	-0.121134   	0.00421014  	0.00135812  	-0.145457   	0.00847875  	0.00308784  	-4.31023e-05	-0.00372234 	4.858e-05   	0.00329455  	0.00858948  	-3.47755e-05	0.00162375  	0.0046495   	-0.176237   	0.00101713  	-0.113195   	0.000114837 	0.000260292 	-0.0917549  	-0.00446518 	0.00215402  	-1.02669e-05	9.69504e-05 	6.8047e-06  	0.0082908   	-0.000597433	9.99581e-05 	0.00214023  	0.0077794   	-0.027994   	0.00158872  	-0.0778294  	-0.0857239  	0.00436695  	0.00777744  	-0.00132702 	3.41686e-05 	-0.116995   	-7.41506e-05	0.000345984 	0.0026788   	-0.0929021  	5.07237e-05 	0.00401137  	-0.110936   	6.62727e-05 	-5.58845e-05	0.00202718  	1.39673e-05 	-4.76328e-05	0.00908531  	-0.0764686  	0.000539582 	-1.44259e-05	3.12535e-05 	0.00058798  	-0.000484261	4.89861e-05 	0.00978661  	0.00948399  	0.00349456  	0.000103689 	0.00286224  	0.00447135  
5.915 	6.60835e-05 	-0.107079   	6.17636e-05 	0.00309181  	0.0010535   	0.00624915  	-6.10053e-05	-0.113744   	0.00407171  	0.0011027   	-0.142019   	0.00835975  	0.00297452  	-5.25762e-05	-0.00372044 	2.64393e-05 	0.00296541  	0.00812212  	-4.58124e-05	0.00141332  	0.00437307  	-0.167473   	0.000952239 	-0.116968   	0.000269859 	-3.81443e-05	-0.0861471  	-0.00457891 	0.00195679  	-1.64953e-05	6.86962e-05 	3.71547e-06 	0.00792807  	-0.000607483	0.00010294  	0.00190781  	0.00749791  	-0.0243031  	0.00143677  	-0.0871869  	-0.0826286  	0.00450261  	0.00729937  	-0.00128382 	2.68579e-05 	-0.110459   	-9.03326e-05	-4.09723e-05	0.00285374  	-0.0903925  	2.95385e-05 	0.00412186  	-0.105771   	5.70746e-05 	-6.44527e-05	0.00184363  	8.25569e-06 	-6.54131e-05	0.00898658  	-0.0823911  	0.000553837 	-1.83175e-05	-0.000128263	0.000348427 	-0.000584981	4.05159e-05 	0.0141037   	0.00935983  	0.00345311  	9.57718e-05 	0.00273722  	0.00432219  
