q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-H_24   	H_100-C_8    	H_200-H_15   	C_100-C_7    	C_100-H_22   	H_200-H_23   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
0.105 	-11.3317    	-74.8497    	-454.681    	-468.955    	-10.4999    	-75.8001    	-65.7843    	-82.5482    	-57.2624    	-11.433     	-544.422    	-62.1867    	-59.5481    	-558.714    	-63.0975    	-8.2875     	-10.8025    	-66.1045    	-67.1553    	-9.21371    	-62.6894    	-64.204     	-432.036    	-520.725    	-75.0547    	-575.538    	-67.2897    	-72.1951    	-11.4361    	-494.086    	-9.04254    	-59.8656    	-10.1598    	-554.077    	-56.0035    	-10.2949    	-77.6893    	-63.531     	-68.8038    	-557.48     	-57.2327    	-77.2415    	-9.46578    	-521.444    	-10.6456    	-74.4642    	-67.0655    	-81.6332    	-597.327    	-12.2855    	-79.5954    	-67.4572    	-482.036    	-9.97582    	-10.7158    	-70.7309    	-11.4107    	-8.0273     	-65.1186    	-70.5581    	-10.762     	-72.9372    	-68.7428    	-73.1438    	-8.31075    	-510.368    	-73.1794    	-69.3463    	-10.5839    	-65.3237    	-77.7242    	-44.674     
0.115 	-11.7326    	-76.6062    	-485.786    	-474.472    	-11.0746    	-76.6287    	-69.8433    	-86.6214    	-61.9911    	-11.8894    	-538.224    	-63.4156    	-62.4778    	-545.42     	-67.4275    	-8.87787    	-11.2613    	-69.5581    	-70.7711    	-10.0208    	-65.4001    	-65.6768    	-439.335    	-518.58     	-76.8512    	-552.929    	-70.2673    	-74.3513    	-12.0262    	-516.744    	-9.54619    	-63.9204    	-10.8807    	-545.433    	-58.84      	-10.7859    	-78.5399    	-67.8233    	-72.4016    	-533.659    	-60.7341    	-78.364     	-9.77974    	-516.101    	-11.2249    	-74.564     	-70.4008    	-85.893     	-578.995    	-12.6361    	-83.4023    	-70.8898    	-474.804    	-10.5966    	-11.3608    	-73.1815    	-11.5835    	-8.96557    	-67.7377    	-70.6193    	-11.1575    	-74.5203    	-71.0916    	-74.5165    	-8.9774     	-508.071    	-73.6076    	-73.0347    	-11.3049    	-67.9158    	-81.9079    	-51.4302    
0.125 	-12.1329    	-78.4412    	-517.115    	-480.694    	-11.6381    	-77.4917    	-73.8803    	-90.7069    	-66.6377    	-12.3445    	-532.938    	-64.689     	-65.4196    	-532.647    	-71.7421    	-9.47635    	-11.7111    	-72.9777    	-74.3518    	-10.8314    	-68.2122    	-67.2503    	-447.44     	-516.998    	-78.737     	-531.179    	-73.2223    	-76.5539    	-12.6195    	-539.857    	-10.0471    	-68.0065    	-11.5987    	-537.687    	-61.7237    	-11.2701    	-79.4421    	-72.1647    	-76.0125    	-510.824    	-64.2676    	-79.4948    	-10.0995    	-511.336    	-11.8002    	-74.7387    	-73.733     	-90.1664    	-561.36     	-12.9853    	-87.2811    	-74.3468    	-468.392    	-11.2079    	-12.0123    	-75.6482    	-11.7577    	-9.91134    	-70.3284    	-70.7765    	-11.5465    	-76.1275    	-73.5318    	-75.9514    	-9.64684    	-506.107    	-74.0605    	-76.7339    	-12.0183    	-70.5073    	-86.1509    	-58.2151    
0.135 	-12.5254    	-80.3336    	-548.156    	-487.614    	-12.1786    	-78.3768    	-77.8196    	-94.7345    	-71.1073    	-12.7901    	-528.776    	-65.9894    	-68.3226    	-520.679    	-75.9616    	-10.0736    	-12.1421    	-76.2964    	-77.8299    	-11.6319    	-71.0916    	-68.9114    	-456.325    	-516.075    	-80.6913    	-510.78     	-76.0973    	-78.7694    	-13.206     	-563.084    	-10.5358    	-72.0572    	-12.3006    	-531.096    	-64.6113    	-11.7377    	-80.3864    	-76.4865    	-79.5745    	-489.504    	-67.7753    	-80.6143    	-10.42      	-507.313    	-12.3607    	-74.9945    	-77.0015    	-94.3798    	-544.82     	-13.3263    	-91.1741    	-77.771     	-463.03     	-11.7973    	-12.6599    	-78.089     	-11.9302    	-10.8493    	-72.8385    	-71.0394    	-11.9209    	-77.732     	-76.0339    	-77.4319    	-10.3076    	-504.542    	-74.5314    	-80.3801    	-12.7102    	-73.0515    	-90.3877    	-64.9155    
0.145 	-12.903     	-82.2605    	-578.417    	-495.205    	-12.6845    	-79.2703    	-81.5892    	-98.6364    	-75.3103    	-13.2182    	-525.913    	-67.2983    	-71.1374    	-509.761    	-80.01      	-10.6606    	-12.5452    	-79.4498    	-81.1414    	-12.4092    	-74.0029    	-70.6445    	-465.943    	-515.88     	-82.6909    	-492.171    	-78.8371    	-80.9638    	-13.7758    	-586.087    	-11.0033    	-76.0079    	-12.9736    	-525.875    	-67.4601    	-12.1792    	-81.3617    	-80.7215    	-83.0277    	-470.172    	-71.2011    	-81.7029    	-10.7364    	-504.166    	-12.8958    	-75.3351    	-80.1481    	-98.4618    	-529.732    	-13.6529    	-95.0236    	-81.107     	-458.909    	-12.3529    	-13.2934    	-80.4625    	-12.0977    	-11.7648    	-75.2177    	-71.4146    	-12.2731    	-79.3064    	-78.5675    	-78.94      	-10.9487    	-503.426    	-75.0125    	-83.9114    	-13.3673    	-75.5029    	-94.554     	-71.4229    
0.155 	-13.2591    	-84.1979    	-607.431    	-503.416    	-13.1453    	-80.1568    	-85.1214    	-102.349    	-79.1649    	-13.6214    	-524.477    	-68.5962    	-73.8169    	-500.099    	-83.8157    	-11.2285    	-12.9118    	-82.3779    	-84.2276    	-13.1509    	-76.9097    	-72.4318    	-476.223    	-516.454    	-84.711     	-475.728    	-81.3895    	-83.1029    	-14.3197    	-608.531    	-11.441     	-79.7971    	-13.6058    	-522.191    	-70.2288    	-12.5857    	-82.3552    	-84.8055    	-86.3152    	-453.231    	-74.4909    	-82.7415    	-11.0435    	-502.001    	-13.3956    	-75.7606    	-83.1176    	-102.345    	-516.397    	-13.9587    	-98.7733    	-84.3023    	-456.181    	-12.8637    	-13.9031    	-82.7293    	-12.257     	-12.6438    	-77.4185    	-71.9041    	-12.5957    	-80.8232    	-81.1007    	-80.4566    	-11.5595    	-502.784    	-75.4944    	-87.2692    	-13.9774    	-77.8185    	-98.5878    	-77.6356    
0.165 	-13.5875    	-86.1207    	-634.767    	-512.176    	-13.5517    	-81.0202    	-88.3548    	-105.812    	-82.5987    	-13.993     	-524.542    	-69.8626    	-76.3168    	-491.85     	-87.3133    	-11.769     	-13.234     	-85.0263    	-87.0363    	-13.8456    	-79.7755    	-74.2528    	-487.068    	-517.803    	-86.7253    	-461.752    	-83.7068    	-85.153     	-14.8292    	-630.097    	-11.841     	-83.3678    	-14.1864    	-520.158    	-72.8779    	-12.9494    	-83.3527    	-88.6782    	-89.3844    	-439.004    	-77.5941    	-83.7116    	-11.3365    	-500.89     	-13.851     	-76.2674    	-85.8589    	-105.967    	-505.058    	-14.238     	-102.369    	-87.3079    	-454.952    	-13.3198    	-14.4801    	-84.8519    	-12.4051    	-13.4735    	-79.3973    	-72.5057    	-12.8822    	-82.2551    	-83.6014    	-81.9615    	-12.1304    	-502.619    	-75.9665    	-90.3995    	-14.5293    	-79.9581    	-102.431    	-83.4611    
0.175 	-13.8827    	-88.0028    	-660.039    	-521.389    	-13.8953    	-81.8429    	-91.235     	-108.973    	-85.5498    	-14.3267    	-526.13     	-71.0766    	-78.5972    	-485.118    	-90.4447    	-12.2743    	-13.505     	-87.3466    	-89.5227    	-14.4832    	-82.5635    	-76.0851    	-498.361    	-519.901    	-88.7058    	-450.461    	-85.7462    	-87.0814    	-15.2962    	-650.48     	-12.1964    	-86.6685    	-14.7058    	-519.829    	-75.3704    	-13.2632    	-84.3383    	-92.2845    	-92.1879    	-427.724    	-80.4644    	-84.5956    	-11.6105    	-500.865    	-14.2541    	-76.8484    	-88.326     	-109.271    	-495.889    	-14.4857    	-105.76     	-90.0794    	-455.273    	-13.7129    	-15.0162    	-86.7959    	-12.5388    	-14.2423    	-81.115     	-73.2123    	-13.1268    	-83.5757    	-86.0372    	-83.4338    	-12.6525    	-502.908    	-76.4168    	-93.2534    	-15.0132    	-81.8855    	-106.028    	-88.8171    
0.185 	-14.14      	-89.8178    	-682.909    	-530.937    	-14.1696    	-82.6068    	-93.7157    	-111.785    	-87.9688    	-14.6175    	-529.205    	-72.2167    	-80.6224    	-479.952    	-93.1602    	-12.7374    	-13.7192    	-89.298     	-91.6501    	-15.0548    	-85.238     	-77.9041    	-509.958    	-522.687    	-90.6239    	-441.987    	-87.471     	-88.8566    	-15.7141    	-669.399    	-12.5011    	-89.6538    	-15.1555    	-521.197    	-77.6726    	-13.5212    	-85.295     	-95.5752    	-94.684     	-419.527    	-83.0601    	-85.3769    	-11.8612    	-501.92     	-14.5979    	-77.4925    	-90.4789    	-112.208    	-488.992    	-14.697     	-108.898    	-92.5775    	-457.145    	-14.0357    	-15.504     	-88.5302    	-12.6551    	-14.9401    	-82.5381    	-74.0122    	-13.3248    	-84.7595    	-88.3763    	-84.852     	-13.1181    	-503.603    	-76.8321    	-95.7885    	-15.421     	-83.5688    	-109.332    	-93.6336    
0.195 	-14.3551    	-91.5392    	-703.096    	-540.681    	-14.3692    	-83.2929    	-95.7598    	-114.21     	-89.8186    	-14.8611    	-533.674    	-73.2618    	-82.3618    	-476.341    	-95.4195    	-13.1523    	-13.872     	-90.8477    	-93.3906    	-15.5532    	-87.764     	-79.6837    	-521.694    	-526.066    	-92.4504    	-436.368    	-88.8508    	-90.4492    	-16.0768    	-686.598    	-12.7503    	-92.2851    	-15.5291    	-524.196    	-79.754     	-13.7187    	-86.2045    	-98.5079    	-96.8378    	-414.45     	-85.3456    	-86.0401    	-12.0843    	-504.007    	-14.8768    	-78.185     	-92.2841    	-114.736    	-484.393    	-14.8679    	-111.741    	-94.769     	-460.511    	-14.2828    	-15.9374    	-90.0277    	-12.7513    	-15.5586    	-83.6389    	-74.8888    	-13.4722    	-85.7826    	-90.5871    	-86.1944    	-13.5207    	-504.63     	-77.1985    	-97.9689    	-15.7463    	-84.9809    	-112.299    	-97.8536    
0.205 	-14.5248    	-93.1407    	-720.376    	-550.464    	-14.4906    	-83.8824    	-97.3394    	-116.217    	-91.0759    	-15.0542    	-539.391    	-74.1908    	-83.7907    	-474.221    	-97.1917    	-13.5136    	-13.9602    	-91.9713    	-94.7251    	-15.9727    	-90.1084    	-81.3961    	-533.389    	-529.91     	-94.1559    	-433.553    	-89.8622    	-91.8322    	-16.3796    	-701.852    	-12.9401    	-94.5316    	-15.8213    	-528.698    	-81.5881    	-13.8521    	-87.0479    	-101.048    	-98.6213    	-412.432    	-87.2909    	-86.5712    	-12.2761    	-507.039    	-15.0866    	-78.9077    	-93.7152    	-116.823    	-482.044    	-14.9953    	-114.252    	-96.6268    	-465.263    	-14.4503    	-16.3113    	-91.2654    	-12.8249    	-16.0911    	-84.396     	-75.8213    	-13.5662    	-86.6231    	-92.6398    	-87.4393    	-13.8551    	-505.894    	-77.5011    	-99.7664    	-15.9846    	-86.1003    	-114.892    	-101.434    
0.215 	-14.6466    	-94.5969    	-734.588    	-560.112    	-14.5319    	-84.3562    	-98.4365    	-117.784    	-91.7305    	-15.1944    	-546.159    	-74.9832    	-84.8897    	-473.472    	-98.4565    	-13.817     	-13.9818    	-92.6533    	-95.6438    	-16.3091    	-92.2402    	-83.0132    	-544.843    	-534.062    	-95.7117    	-433.403    	-90.4891    	-92.9812    	-16.6189    	-714.967    	-13.0679    	-96.37      	-16.0288    	-534.52     	-83.1525    	-13.9195    	-87.8054    	-103.168    	-100.014    	-413.316    	-88.8726    	-86.9577    	-12.4329    	-510.894    	-15.2244    	-79.6395    	-94.753     	-118.445    	-481.823    	-15.0767    	-116.398    	-98.1305    	-471.239    	-14.5363    	-16.6217    	-92.2253    	-12.8736    	-16.5328    	-84.7948    	-76.7849    	-13.6051    	-87.2612    	-94.5059    	-88.5654    	-14.1173    	-507.276    	-77.7245    	-101.16     	-16.133     	-86.9105    	-117.083    	-104.347    
0.225 	-14.719     	-95.8833    	-745.632    	-569.441    	-14.4927    	-84.696     	-99.0428    	-118.896    	-91.7855    	-15.2806    	-553.735    	-75.6196    	-85.646     	-473.924    	-99.2034    	-14.0593    	-13.9364    	-92.8869    	-96.1454    	-16.5603    	-94.1309    	-84.5062    	-555.849    	-538.343    	-97.0902    	-435.696    	-90.7228    	-93.8753    	-16.7923    	-725.787    	-13.1323    	-97.7851    	-16.15      	-541.428    	-84.429     	-13.9199    	-88.4575    	-104.848    	-101.003    	-416.855    	-90.0742    	-87.1885    	-12.5521    	-515.413    	-15.2886    	-80.3564    	-95.3859    	-119.586    	-483.54     	-15.1104    	-118.153    	-99.2663    	-478.232    	-14.5401    	-16.866     	-92.8937    	-12.8954    	-16.8807    	-84.8274    	-77.7513    	-13.5881    	-87.6797    	-96.1592    	-89.552     	-14.305     	-508.64     	-77.8535    	-102.138    	-16.1907    	-87.4011    	-118.85     	-106.577    
0.235 	-14.7412    	-96.9773    	-753.47     	-578.257    	-14.3745    	-84.8843    	-99.1595    	-119.548    	-91.2567    	-15.3123    	-561.84     	-76.0821    	-86.0522    	-475.364    	-99.4325    	-14.2382    	-13.8244    	-92.6741    	-96.2372    	-16.7254    	-95.7554    	-85.8468    	-566.192    	-542.552    	-98.2652    	-440.133    	-90.5618    	-94.4969    	-16.8986    	-734.194    	-13.133     	-98.7693    	-16.1848    	-549.146    	-85.4038    	-13.8538    	-88.9844    	-106.08     	-101.582    	-422.72     	-90.8856    	-87.2542    	-12.6311    	-520.407    	-15.2793    	-81.0327    	-95.6097    	-120.24     	-486.943    	-15.0955    	-119.499    	-100.027    	-485.993    	-14.4631    	-17.0427    	-93.262     	-12.8885    	-17.1337    	-84.4928    	-78.6898    	-13.5157    	-87.8645    	-97.5763    	-90.3798    	-14.4169    	-509.836    	-77.8727    	-102.694    	-16.1586    	-87.5671    	-120.178    	-108.124    
0.245 	-14.7132    	-97.8582    	-758.122    	-586.365    	-14.18      	-84.9048    	-98.7974    	-119.743    	-90.1716    	-15.2904    	-570.167    	-76.3542    	-86.1075    	-477.54     	-99.1531    	-14.3525    	-13.648     	-92.0252    	-95.9343    	-16.8054    	-97.0921    	-87.0073    	-575.656    	-546.473    	-99.2128    	-446.353    	-90.0118    	-94.8327    	-16.9378    	-740.109    	-13.0709    	-99.3231    	-16.135     	-557.361    	-86.0678    	-13.7229    	-89.3673    	-106.858    	-101.753    	-430.511    	-91.3035    	-87.1472    	-12.6681    	-525.664    	-15.1976    	-81.6411    	-95.4276    	-120.409    	-491.725    	-15.0319    	-120.423    	-100.412    	-494.238    	-14.3081    	-17.1515    	-93.3266    	-12.8517    	-17.2926    	-83.7965    	-79.5674    	-13.3891    	-87.8045    	-98.7366    	-91.0308    	-14.4533    	-510.701    	-77.7675    	-102.831    	-16.0394    	-87.4092    	-121.061    	-109.002    
0.255 	-14.6358    	-98.5082    	-759.667    	-593.57     	-13.9135    	-84.7432    	-97.9757    	-119.492    	-88.5685    	-15.2162    	-578.389    	-76.4219    	-85.8163    	-480.171    	-98.3842    	-14.4021    	-13.4102    	-90.9583    	-95.2584    	-16.8028    	-98.1232    	-87.9617    	-584.033    	-549.886    	-99.9122    	-453.94     	-89.0854    	-94.8733    	-16.9109    	-743.493    	-12.948     	-99.454     	-16.0036    	-565.737    	-86.4158    	-13.53      	-89.5883    	-107.191    	-101.525    	-439.772    	-91.3311    	-86.8615    	-12.6619    	-530.951    	-15.0461    	-82.154     	-94.8497    	-120.105    	-497.534    	-14.9202    	-120.919    	-100.428    	-502.657    	-14.0792    	-17.1933    	-93.0884    	-12.784     	-17.3597    	-82.7504    	-80.3507    	-13.2106    	-87.4921    	-99.6231    	-91.4887    	-14.4156    	-511.072    	-77.5242    	-102.559    	-15.8374    	-86.9332    	-121.498    	-109.237    
