q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-H_24   	H_100-C_8    	H_200-H_15   	C_100-C_7    	C_100-H_22   	H_200-H_23   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
1.685 	-0.0944323  	0.332818    	4.14011     	-11.1955    	-0.058844   	0.412474    	1.38248     	1.98597     	1.95695     	-0.163975   	1.12393     	1.95097     	1.21816     	13.0818     	2.57193     	-0.101184   	-0.114072   	1.20168     	2.79387     	-0.100005   	0.0853563   	-0.0970153  	-0.304175   	10.2012     	0.709445    	11.6129     	0.949915    	0.102282    	-0.17717    	7.78757     	-0.0660091  	0.952166    	-0.177998   	9.35162     	3.71631     	-0.0775607  	0.227729    	1.30072     	0.614974    	15.111      	1.03883     	3.89233     	-0.0451997  	6.45656     	0.0748052   	0.525976    	1.21978     	1.57636     	22.4398     	-0.149757   	-0.739496   	2.40648     	20.9897     	-0.107346   	-0.128816   	1.11599     	-0.0742405  	-0.117976   	1.74203     	0.510827    	-0.0374448  	0.0987389   	0.781303    	0.288759    	-0.0139952  	10.2447     	2.09162     	2.02056     	-0.0835686  	1.21417     	-0.773071   	1.08434     
1.695 	-0.0941211  	0.24003     	3.79216     	-11.3372    	-0.044766   	0.427028    	1.39288     	2.13258     	1.95646     	-0.160204   	0.254526    	1.89632     	1.25159     	11.8425     	2.48929     	-0.101033   	-0.107855   	1.28485     	2.83312     	-0.0887569  	0.0271587   	-0.119927   	-0.88167    	9.69802     	0.629391    	10.2129     	0.999484    	0.0287595   	-0.165896   	6.66974     	-0.0620764  	0.959419    	-0.183353   	8.27566     	3.67        	-0.0753742  	0.183014    	1.14624     	0.573203    	13.6561     	1.10551     	3.80441     	-0.052121   	6.28856     	0.0814382   	0.474366    	1.23534     	1.76131     	21.3804     	-0.152376   	-0.735622   	2.32816     	19.7789     	-0.106708   	-0.132759   	1.02954     	-0.0826584  	-0.123564   	1.60605     	0.462964    	-0.021487   	0.0818962   	0.774334    	0.301588    	-0.00271634 	9.46244     	1.97703     	1.99432     	-0.0743137  	1.25672     	-0.744459   	1.09622     
1.705 	-0.0970904  	0.14086     	3.49597     	-11.5175    	-0.0317997  	0.424534    	1.39208     	2.25887     	1.9486      	-0.156721   	-0.779509   	1.8275      	1.28039     	10.3131     	2.40902     	-0.103054   	-0.101543   	1.36138     	2.84647     	-0.0772989  	-0.030214   	-0.155441   	-1.46081    	8.96661     	0.544126    	8.58099     	1.05103     	-0.0557433  	-0.155027   	5.60162     	-0.0589657  	0.968233    	-0.188274   	7.03504     	3.58929     	-0.0732708  	0.111123    	1.02452     	0.53004     	11.8512     	1.17135     	3.67172     	-0.0597803  	5.87325     	0.0866203   	0.402926    	1.24733     	1.93744     	19.8817     	-0.153555   	-0.717227   	2.23936     	18.2226     	-0.10641    	-0.134492   	0.943851    	-0.0914729  	-0.127918   	1.48194     	0.399252    	-0.00683787 	0.0567994   	0.759133    	0.294823    	0.0077834   	8.42867     	1.86611     	1.96273     	-0.0660008  	1.29406     	-0.702941   	1.12451     
1.715 	-0.103115   	0.039795    	3.23198     	-11.7154    	-0.02004    	0.408225    	1.37963     	2.36432     	1.931       	-0.153723   	-1.9212     	1.74649     	1.30455     	8.55571     	2.33103     	-0.107184   	-0.0951422  	1.43002     	2.83341     	-0.0658519  	-0.0838225  	-0.200046   	-2.01502    	8.05069     	0.458737    	6.79037     	1.10384     	-0.147165   	-0.144619   	4.59005     	-0.0566453  	0.978361    	-0.192791   	5.69286     	3.47652     	-0.071346   	0.0168701   	0.935053    	0.487183    	9.77534     	1.23535     	3.49818     	-0.0679364  	5.2497      	0.0903385   	0.316226    	1.25612     	2.10244     	18.0224     	-0.153275   	-0.68387    	2.1418      	16.3854     	-0.106542   	-0.1342     	0.859916    	-0.100487   	-0.131086   	1.37008     	0.325024    	0.0064284   	0.0266413   	0.738191    	0.270126    	0.0174284   	7.18658     	1.76061     	1.9262      	-0.0587025  	1.32613     	-0.649061   	1.16567     
1.725 	-0.111842   	-0.0588708  	2.98254     	-11.909     	-0.00954048 	0.381593    	1.35544     	2.44885     	1.90198     	-0.151356   	-3.11395    	1.65556     	1.32418     	6.6378      	2.2551      	-0.113272   	-0.0886505  	1.48973     	2.79434     	-0.0546257  	-0.131046   	-0.250057   	-2.51935    	6.99695     	0.377964    	4.91605     	1.15717     	-0.241424   	-0.134708   	3.64095     	-0.0550529  	0.989481    	-0.196916   	4.31098     	3.33502     	-0.0696754  	-0.0943459  	0.876193    	0.446283    	7.51249     	1.29655     	3.28897     	-0.0763347  	4.4624      	0.0926125   	0.219083    	1.26215     	2.25416     	15.8883     	-0.151558   	-0.63552    	2.03738     	14.3379     	-0.107144   	-0.132107   	0.778643    	-0.109491   	-0.133122   	1.2706      	0.245683    	0.018276    	-0.00535752 	0.713918    	0.229555    	0.0261664   	5.78509     	1.66206     	1.88523     	-0.0524502  	1.35299     	-0.583577   	1.21585     
1.735 	-0.122814   	-0.151182   	2.7324      	-12.076     	-0.000313619	0.34824     	1.3198      	2.51277     	1.86054     	-0.149719   	-4.30359    	1.55718     	1.3395      	4.62908     	2.18095     	-0.121084   	-0.08206    	1.53968     	2.73045     	-0.0438114  	-0.16967    	-0.301777   	-2.95146    	5.85318     	0.306045    	3.03197     	1.21024     	-0.334562   	-0.125316   	2.75916     	-0.0540979  	1.0012      	-0.200646   	2.94791     	3.16891     	-0.0683135  	-0.216761   	0.845373    	0.408896    	5.14812     	1.35403     	3.0503      	-0.0847171  	3.55915     	0.093494    	0.116376    	1.26586     	2.39065     	13.5698     	-0.148455   	-0.572568   	1.9281      	12.1546     	-0.108207   	-0.128471   	0.700867    	-0.118268   	-0.134091   	1.18334     	0.166489    	0.0287061   	-0.0360858  	0.688561    	0.175472    	0.0339693   	4.27668     	1.57176     	1.84038     	-0.0472345  	1.3748      	-0.507459   	1.27106     
1.745 	-0.13549    	-0.23365    	2.46889     	-12.195     	0.00766738  	0.311731    	1.27338     	2.55678     	1.80642     	-0.14886    	-5.44024    	1.45393     	1.35086     	2.59903     	2.10823     	-0.130317   	-0.075357   	1.57932     	2.6437      	-0.0335766  	-0.197948   	-0.351643   	-3.29244    	4.66644     	0.246586    	1.20838     	1.26223     	-0.422876   	-0.116446   	1.94829     	-0.0536662  	1.01307     	-0.203957   	1.657       	2.98291     	-0.0672935  	-0.344471   	0.839248    	0.376433    	2.76625     	1.40696     	2.78912     	-0.0928308  	2.5891      	0.093066    	0.0128781   	1.2677      	2.51018     	11.1573     	-0.144052   	-0.495818   	1.81603     	9.90999     	-0.109679   	-0.123569   	0.627339    	-0.126606   	-0.134064   	1.10789     	0.092362    	0.0377544   	-0.0626645  	0.664122    	0.110457    	0.040834    	2.71527     	1.49069     	1.79226     	-0.0430078  	1.39183     	-0.421872   	1.32736     
1.755 	-0.149272   	-0.303349   	2.18219     	-12.2467    	0.0144655   	0.275461    	1.21715     	2.58193     	1.73998     	-0.148779   	-6.47988    	1.34842     	1.35864     	0.614422    	2.03656     	-0.140614   	-0.0685247  	1.60832     	2.53671     	-0.0240607  	-0.214653   	-0.396354   	-3.52744    	3.48142     	0.202462    	-0.490581   	1.31233     	-0.503024   	-0.10809    	1.21063     	-0.0536247  	1.02457     	-0.206813   	0.484907    	2.78218     	-0.0666278  	-0.471648   	0.85388     	0.350115    	0.446502    	1.45461     	2.51288     	-0.100437   	1.60081     	0.0914395   	-0.0869088  	1.26811     	2.61129     	8.73896     	-0.138461   	-0.406472   	1.70323     	7.67699     	-0.111466   	-0.117691   	0.558722    	-0.134299   	-0.133114   	1.04365     	0.0277171   	0.0454872   	-0.0825536  	0.642305    	0.0372163   	0.0467814   	1.15419     	1.41954     	1.7415      	-0.0396877  	1.40443     	-0.328156   	1.38095     
1.765 	-0.163526   	-0.358004   	1.86538     	-12.2146    	0.0201753   	0.242545    	1.15239     	2.58952     	1.6622      	-0.149432   	-7.38551    	1.24318     	1.36333     	-1.26296    	1.96558     	-0.151575   	-0.0615446  	1.62659     	2.4126      	-0.0153727  	-0.219094   	-0.432989   	-3.64611    	2.33904     	0.17575     	-2.00888    	1.35974     	-0.572126   	-0.100221   	0.547099    	-0.0538267  	1.03516     	-0.209163   	-0.529616   	2.57208     	-0.0663087  	-0.592741   	0.884925    	0.330938    	-1.73839    	1.49639     	2.22918     	-0.107318   	0.640488    	0.088751    	-0.178887   	1.26751     	2.69281     	6.39713     	-0.131819   	-0.306094   	1.59167     	5.52385     	-0.113446   	-0.111122   	0.495587    	-0.14116    	-0.131315   	0.989817    	-0.0236822  	0.0519971   	-0.09364    	0.624468    	-0.0414969  	0.051855    	-0.355695   	1.35866     	1.68875     	-0.0371619  	1.41299     	-0.227804   	1.42835     
1.775 	-0.177615   	-0.396028   	1.51443     	-12.0856    	0.0249179   	0.215715    	1.08063     	2.5811      	1.57459     	-0.150738   	-8.12807    	1.14057     	1.36546     	-2.97821    	1.89493     	-0.16278    	-0.0543987  	1.63429     	2.27492     	-0.00758872 	-0.211122   	-0.459097   	-3.64281    	1.27524     	0.167694    	-3.3002     	1.40368     	-0.627831   	-0.0928044  	-0.0427157  	-0.0541185  	1.04426     	-0.210944   	-1.35655    	2.35802     	-0.0663104  	-0.70266    	0.927822    	0.319643    	-3.72474    	1.53182     	1.94556     	-0.113285   	-0.249642   	0.0851574   	-0.259483   	1.26628     	2.75388     	4.20607     	-0.124278   	-0.196562   	1.48324     	3.51225     	-0.115471   	-0.104143   	0.438406    	-0.147024   	-0.128741   	0.945452    	-0.0588315  	0.0573973   	-0.0943031  	0.611602    	-0.122962   	0.0561179   	-1.76772    	1.30808     	1.63466     	-0.0352944  	1.41798     	-0.122431   	1.46651     
1.785 	-0.190916   	-0.416558   	1.12809     	-11.8505    	0.0288342   	0.197247    	1.00362     	2.55838     	1.47908     	-0.152581   	-8.68694    	1.04275     	1.36554     	-4.48485    	1.82431     	-0.173798   	-0.0470724  	1.63177     	2.12746     	-0.000752616	-0.191109   	-0.472767   	-3.51667    	0.320066    	0.178696    	-4.32911    	1.44343     	-0.668371   	-0.0857923  	-0.560518   	-0.0543448  	1.05126     	-0.212089   	-1.97509    	2.14519     	-0.0665915  	-0.796926   	0.97798     	0.316691    	-5.45958    	1.56056     	1.66922     	-0.118179   	-1.03264    	0.0808316   	-0.325734   	1.26476     	2.79396     	2.22968     	-0.116004   	-0.0800173  	1.37964     	1.69549     	-0.117378   	-0.0970138  	0.387556    	-0.151752   	-0.125464   	0.90951     	-0.0755607  	0.0618167   	-0.0834584  	0.604319    	-0.204558   	0.0596503   	-3.04081    	1.2675      	1.57981     	-0.0339312  	1.41987     	-0.0137424  	1.49285     
1.795 	-0.20285    	-0.419439   	0.707712    	-11.5045    	0.0320785   	0.188905    	0.923212    	2.52318     	1.37794     	-0.154821   	-9.05014    	0.951597    	1.36413     	-5.74605    	1.75346     	-0.184206   	-0.0395559  	1.6196      	1.97413     	0.00512357  	-0.159912   	-0.472676   	-3.27145    	-0.502962   	0.208347    	-5.07177    	1.47829     	-0.692584   	-0.0791318  	-1.0092     	-0.0543553  	1.05557     	-0.212525   	-2.37379    	1.9385      	-0.0670972  	-0.871805   	1.03095     	0.322255    	-6.90189    	1.58243     	1.40677     	-0.12188    	-1.67797    	0.0759572   	-0.37536    	1.2632      	2.81284     	0.519902    	-0.107172   	0.0412057   	1.28236     	0.117076    	-0.118998   	-0.0899693  	0.343317    	-0.155237   	-0.121556   	0.880878    	-0.0725753  	0.0653935   	-0.0605774  	0.602854    	-0.283828   	0.0625457   	-4.14068    	1.23634     	1.52478     	-0.032908   	1.41914     	0.0965005   	1.5054      
1.805 	-0.212896   	-0.405205   	0.256959    	-11.0468    	0.0348114   	0.191906    	0.841367    	2.47735     	1.27365     	-0.157296   	-9.21413    	0.868663    	1.36173     	-6.73539    	1.68221     	-0.193602   	-0.0318465  	1.59849     	1.81883     	0.0100573   	-0.118818   	-0.458103   	-2.9152     	-1.17723    	0.255478    	-5.51622    	1.50766     	-0.699921   	-0.0727648  	-1.39272    	-0.0540099  	1.0566      	-0.212181   	-2.55032    	1.74232     	-0.0677628  	-0.924396   	1.08257     	0.336216    	-8.02329    	1.59737     	1.16403     	-0.124306   	-2.16225    	0.0707224   	-0.406794   	1.26181     	2.81063     	-0.884508   	-0.0979556  	0.164646    	1.19266     	-1.19024    	-0.120164   	-0.0832138  	0.305868    	-0.157404   	-0.117086   	0.85841     	-0.0494625  	0.0682696   	-0.0256858  	0.607093    	-0.358529   	0.0649062   	-5.04068    	1.21375     	1.47006     	-0.0320568  	1.41627     	0.206518    	1.5028      
1.815 	-0.220613   	-0.375021   	-0.218487   	-10.4813    	0.0371933   	0.206918    	0.760049    	2.42272     	1.16877     	-0.159837   	-9.18338    	0.79515     	1.35881     	-7.43723    	1.61044     	-0.20162    	-0.0239504  	1.5693      	1.66528     	0.0140925   	-0.0694759  	-0.428933   	-2.45979    	-1.6931     	0.318236    	-5.6622     	1.53101     	-0.690432   	-0.0666319  	-1.71594    	-0.0531842  	1.05378     	-0.210989   	-2.51098    	1.56043     	-0.0685166  	-0.952697   	1.12912     	0.358171    	-8.80828    	1.60548     	0.945871    	-0.125412   	-2.46978    	0.065315    	-0.419201   	1.26069     	2.78776     	-1.95856    	-0.0885293  	0.28779     	1.11148     	-2.20505    	-0.120721   	-0.0769156  	0.275296    	-0.158214   	-0.112121   	0.840965    	-0.00666445 	0.0705849   	0.0206611   	0.616597    	-0.426668   	0.0668391   	-5.72232    	1.19863     	1.41609     	-0.031213   	1.41169     	0.314546    	1.48432     
1.825 	-0.22565    	-0.330613   	-0.711311   	-9.81575    	0.0393771   	0.234059    	0.681176    	2.36106     	1.06589     	-0.162267   	-8.96963    	0.731894    	1.35579     	-7.84665    	1.53812     	-0.207939   	-0.0158837  	1.53301     	1.51694     	0.0172955   	-0.0138211  	-0.385626   	-1.92036    	-2.04772    	0.394183    	-5.52054    	1.54789     	-0.664724   	-0.060675   	-1.98441    	-0.0517742  	1.04661     	-0.208892   	-2.26988    	1.39587     	-0.0692835  	-0.955631   	1.16741     	0.387448    	-9.25402    	1.60694     	0.756093    	-0.125196   	-2.59271    	0.0599164   	-0.412456   	1.25988     	2.74494     	-2.69114    	-0.0790584  	0.408144    	1.03951     	-2.91738    	-0.120532   	-0.0712046  	0.25159     	-0.157662   	-0.10673    	0.827438    	0.0545777   	0.0724723   	0.0774211   	0.630651    	-0.486539   	0.068452    	-6.17553    	1.18973     	1.36321     	-0.0302218  	1.4058      	0.418879    	1.44988     
1.835 	-0.227759   	-0.27418    	-1.21296    	-9.06155    	0.0415029   	0.272937    	0.606561    	2.29403     	0.96743     	-0.164415   	-8.59097    	0.679359    	1.353       	-7.96911    	1.46532     	-0.212295   	-0.00767374 	1.49065     	1.37689     	0.0197509   	0.0460122   	-0.329178   	-1.3146     	-2.24463    	0.480407    	-5.1122     	1.55796     	-0.623914   	-0.0548396  	-2.20425    	-0.0496997  	1.03463     	-0.205842   	-1.84795    	1.25092     	-0.069988   	-0.933039   	1.19487     	0.423133    	-9.36966    	1.60209     	0.597333    	-0.12369    	-2.53094    	0.0546967   	-0.387112   	1.25931     	2.68317     	-3.08465    	-0.069697   	0.523308    	0.977101    	-3.32847    	-0.119486   	-0.0661708  	0.234651    	-0.155778   	-0.100981   	0.816788    	0.132307    	0.074053    	0.143125    	0.64831     	-0.536741   	0.0698486   	-6.39857    	1.18564     	1.31168     	-0.028944   	1.39894     	0.517896    	1.4         
1.845 	-0.226796   	-0.208289   	-1.71408    	-8.23331    	0.0436923   	0.322689    	0.537858    	2.2231      	0.875638    	-0.166119   	-8.07068    	0.63765     	1.35069     	-7.81962    	1.39215     	-0.214486   	0.000640701 	1.44332     	1.24773     	0.0215561   	0.107779    	-0.26105    	-0.661998   	-2.29315    	0.57365     	-4.46704    	1.56099     	-0.56956    	-0.0490778  	-2.38189    	-0.0469072  	1.01748     	-0.201809   	-1.2717     	1.127       	-0.0705575  	-0.885644   	1.20962     	0.464098    	-9.17528    	1.59132     	0.471034    	-0.12096    	-2.29175    	0.0498102   	-0.34434    	1.25885     	2.60371     	-3.15413    	-0.0605834  	0.63104     	0.92432     	-3.45006    	-0.1175     	-0.0618646  	0.224292    	-0.152623   	-0.0949428  	0.808061    	0.223957    	0.0754327   	0.215953    	0.668456    	-0.576185   	0.0711254   	-6.39763    	1.18488     	1.2617      	-0.0272612  	1.39136     	0.610102    	1.33578     
1.855 	-0.22273    	-0.135766   	-2.20488    	-7.3482     	0.0460446   	0.382046    	0.476511    	2.14958     	0.792447    	-0.167232   	-7.436      	0.60653     	1.34901     	-7.42174    	1.3188      	-0.214378   	0.0090094   	1.39212     	1.13154     	0.0228168   	0.169213    	-0.183098   	0.0169212   	-2.20756    	0.670436    	-3.62226    	1.55685     	-0.503581   	-0.04335    	-2.52387    	-0.0433717  	0.994886    	-0.196778   	-0.571908   	1.02475     	-0.0709248  	-0.814986   	1.21046     	0.509046    	-8.70055    	1.57514     	0.377456    	-0.117104   	-1.88914    	0.0453909   	-0.285854   	1.25828     	2.50802     	-2.92598    	-0.0518379  	0.729319    	0.880929    	-3.30348    	-0.114527   	-0.0582982  	0.220243    	-0.148286   	-0.0886866  	0.800414    	0.326472    	0.0766989   	0.293815    	0.689861    	-0.6041     	0.0723672   	-6.18624    	1.18594     	1.21334     	-0.0250798  	1.38327     	0.69415     	1.2588      
1.865 	-0.215632   	-0.0595841  	-2.67562    	-6.42524    	0.048633    	0.449403    	0.423716    	2.07455     	0.719432    	-0.167627   	-6.71684    	0.585457    	1.34802     	-6.8063     	1.24555     	-0.211906   	0.0173712   	1.33814     	1.02983     	0.0236415   	0.228112    	-0.0974779  	0.701394    	-2.00619    	0.767206    	-2.62068    	1.54553     	-0.428171   	-0.0376267  	-2.63669    	-0.0390971  	0.966669    	-0.190753   	0.217753    	0.943964    	-0.0710308  	-0.723329   	1.19692     	0.556552    	-7.98307    	1.55409     	0.315723    	-0.112244   	-1.34303    	0.04155     	-0.213819   	1.25731     	2.39776     	-2.43642    	-0.0435596  	0.816395    	0.846415    	-2.91832    	-0.110558   	-0.0554486  	0.222159    	-0.142882   	-0.0822867  	0.793123    	0.436443    	0.0779184   	0.374447    	0.71124     	-0.620023   	0.0736453   	-5.78439    	1.18733     	1.16661     	-0.0223336  	1.37478     	0.768872    	1.17106     
1.875 	-0.205674   	0.0172583   	-3.11692    	-5.4846     	0.0515031   	0.522897    	0.380394    	1.99886     	0.657756    	-0.167203   	-5.94442    	0.57362     	1.34766     	-6.00988    	1.17269     	-0.207076   	0.0256551   	1.28244     	0.943513    	0.0241369   	0.282421    	-0.0065588  	1.37117     	-1.71042    	0.860447    	-1.50894    	1.52713     	-0.345709   	-0.0318898  	-2.72662    	-0.0341161  	0.932782    	-0.183761   	1.06217     	0.883725    	-0.0708264  	-0.613553   	1.16918     	0.60511     	-7.06656    	1.52876     	0.283914    	-0.106524   	-0.678261   	0.0383731   	-0.130754   	1.2556      	2.27474     	-1.72956    	-0.0358253  	0.890835    	0.820019    	-2.33098    	-0.105618   	-0.0532615  	0.229622    	-0.136546   	-0.0758208  	0.785596    	0.550248    	0.0791368   	0.455502    	0.731315    	-0.623786   	0.0750143   	-5.21751    	1.18763     	1.12146     	-0.0189861  	1.36593     	0.833299    	1.07492     
1.885 	-0.193118   	0.0918436   	-3.52013    	-4.54688    	0.0546716   	0.600494    	0.347163    	1.92314     	0.608143    	-0.165882   	-5.15002    	0.569984    	1.34779     	-5.07322    	1.10058     	-0.199962   	0.0337817   	1.22599     	0.872919    	0.0244031   	0.330301    	0.0871814   	2.00723     	-1.34365    	0.946813    	-0.335624   	1.50188     	-0.258665   	-0.0261333  	-2.79951    	-0.0284886  	0.893299    	-0.175846   	1.92614     	0.842428    	-0.0702738  	-0.489023   	1.12805     	0.653184    	-5.99895    	1.49974     	0.279187    	-0.1001     	0.0765783   	0.0359188   	-0.0394226  	1.25275     	2.14088     	-0.85539    	-0.0286882  	0.95155     	0.800767    	-1.583      	-0.0997698  	-0.0516564  	0.24215     	-0.129429   	-0.0693698  	0.777378    	0.664198    	0.0803777   	0.534648    	0.748866    	-0.615497   	0.0765112   	-4.51531    	1.18556     	1.07774     	-0.0150305  	1.35667     	0.886673    	0.972921    
1.895 	-0.178304   	0.161442    	-3.87764    	-3.63234    	0.0581273   	0.68007     	0.324334    	1.84781     	0.570863    	-0.163615   	-4.36374    	0.573342    	1.34819     	-4.03959    	1.02959     	-0.190698   	0.0416652   	1.16971     	0.81782     	0.0245305   	0.370193    	0.181251    	2.59237     	-0.930161   	1.02324     	0.850623    	1.4701      	-0.169509   	-0.0203635  	-2.86073    	-0.0222994  	0.848429    	-0.167074   	2.77572     	0.8179      	-0.069348   	-0.353455   	1.07488     	0.699257    	-4.83041    	1.46766     	0.297924    	-0.0931401  	0.89034     	0.0342187   	0.0572734   	1.24834     	1.99818     	0.132427    	-0.0221784  	0.997818    	0.787511    	-0.719301   	-0.0931111  	-0.0505316  	0.259205    	-0.121691   	-0.0630185  	0.768146    	0.774668    	0.0816443   	0.609656    	0.762781    	-0.595514   	0.0781541   	-3.71047    	1.17996     	1.0353      	-0.0104892  	1.34691     	0.928461    	0.867778    
1.905 	-0.161636   	0.223604    	-4.18311    	-2.76026    	0.0618319   	0.759498    	0.311907    	1.77305     	0.545742    	-0.160381   	-3.6134     	0.582368    	1.34853     	-2.95306    	0.960107    	-0.179479   	0.0492155   	1.11442     	0.777472    	0.0245954   	0.400867    	0.273238    	3.11181     	-0.494191   	1.08704     	2.00284     	1.43224     	-0.0806296  	-0.0145988  	-2.91498    	-0.015655   	0.798514    	-0.15753    	3.57935     	0.807512    	-0.0680369  	-0.21077    	1.01151     	0.74188     	-3.6114     	1.43309     	0.335908    	-0.0858133  	1.73058     	0.0332768   	0.156402    	1.24195     	1.84869     	1.17872     	-0.0163028  	1.02929     	0.778979    	0.213588    	-0.0857689  	-0.0497707  	0.280201    	-0.113497   	-0.0568541  	0.757708    	0.878237    	0.0829202   	0.678482    	0.772099    	-0.564416   	0.0799425   	-2.83738    	1.16991     	0.993895    	-0.00541237 	1.33648     	0.958361    	0.762212    
1.915 	-0.143563   	0.276239    	-4.43169    	-1.94827    	0.065723    	0.83672     	0.309583    	1.69889     	0.532183    	-0.156187   	-2.92365    	0.595668    	1.34844     	-1.85698    	0.892532    	-0.166547   	0.0563408   	1.06081     	0.750677    	0.0246589   	0.421455    	0.360896    	3.55351     	-0.0589141  	1.13598     	3.07738     	1.38882     	0.00575023  	-0.00886897 	-2.96627    	-0.00867957 	0.744027    	-0.147315   	4.30892     	0.808305    	-0.0663413  	-0.0649531  	0.940119    	0.779717    	-2.39088    	1.39661     	0.388504    	-0.0782875  	2.56478     	0.0330721   	0.255101    	1.23317     	1.69445     	2.22898     	-0.011047   	1.04599     	0.773813    	1.16927     	-0.0778959  	-0.0492482  	0.30451     	-0.105012   	-0.0509661  	0.745992    	0.971797    	0.0841725   	0.739343    	0.776039    	-0.522972   	0.0818576   	-1.93086    	1.15465     	0.953298    	0.000125416 	1.32516     	0.976299    	0.658879    
1.925 	-0.124565   	0.317682    	-4.62008    	-1.21187    	0.0697177   	0.909824    	0.316778    	1.62518     	0.52921     	-0.151063   	-2.31516    	0.611833    	1.34749     	-0.792371   	0.827248    	-0.152182   	0.0629502   	1.00949     	0.735857    	0.0247643   	0.431471    	0.442221    	3.90857     	0.354379    	1.16835     	4.03532     	1.34047     	0.0876363   	-0.00321379 	-3.01785    	-0.00151071 	0.685572    	-0.136543   	4.9406      	0.817119    	-0.0642744  	0.0800899   	0.863136    	0.811589    	-1.21458    	1.35874     	0.450854    	-0.0707231  	3.36156     	0.0335593   	0.350676    	1.22159     	1.53747     	3.23133     	-0.00637663 	1.04829     	0.770627    	2.10316     	-0.0696645  	-0.0488362  	0.331475    	-0.0963956  	-0.0454448  	0.733033    	1.05266     	0.0853544   	0.790776    	0.774031    	-0.472112   	0.0838641   	-1.02486    	1.13371     	0.913256    	0.00602829  	1.3127      	0.982427    	0.560274    
1.935 	-0.105133   	0.346736    	-4.74668    	-0.56391    	0.0737164   	0.9771      	0.332658    	1.55164     	0.535514    	-0.145065   	-1.8041     	0.629486    	1.34521     	0.203295    	0.764621    	-0.136696   	0.0689563   	0.960951    	0.731142    	0.0249368   	0.430822    	0.515517    	4.17132     	0.72701     	1.183       	4.84368     	1.28789     	0.163321    	0.0023184   	-3.07218    	0.00570554  	0.62387     	-0.12534    	5.45547     	0.830728    	-0.0618609  	0.220658    	0.783141    	0.836505    	-0.123602   	1.31996     	0.518063    	-0.0632685  	4.09177     	0.0346726   	0.440678    	1.20687     	1.3797      	4.13837     	-0.00224052 	1.03691     	0.76805     	2.97397     	-0.0612603  	-0.0484097  	0.360419    	-0.0877983  	-0.0403793  	0.718956    	1.11862     	0.0864086   	0.831686    	0.765727    	-0.412891   	0.085912    	-0.151387   	1.1068      	0.873528    	0.0121836   	1.29884     	0.977105    	0.468653    
1.945 	-0.0857545  	0.362704    	-4.81152    	-0.0143049  	0.0776077   	1.03709     	0.356167    	1.47793     	0.549523    	-0.138266   	-1.40175    	0.647326    	1.34113     	1.09731     	0.70499     	-0.12042    	0.0742783   	0.91555     	0.73446     	0.0251837   	0.419795    	0.579439    	4.33942     	1.04349     	1.17936     	5.4763      	1.23184     	0.231427    	0.00767271  	-3.13096    	0.0128197   	0.55975     	-0.113839   	5.83992     	0.845965    	-0.0591359  	0.353375    	0.702736    	0.853692    	0.846841    	1.28067     	0.585389    	-0.0560569  	4.72943     	0.0363286   	0.522977    	1.18872     	1.223       	4.90877     	0.00142691  	1.01284     	0.764774    	3.74502     	-0.0528751  	-0.0478525  	0.390654    	-0.0793559  	-0.0358562  	0.703963    	1.16806     	0.0872713   	0.861375    	0.751008    	-0.346457   	0.0879389   	0.660588    	1.07391     	0.833892    	0.0184666   	1.2833      	0.960897    	0.38596     
