q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_200-H_15   	H_200-Br_24  	C_100-H_22   	H_200-N_7    	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-Br_24  	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
0.105 	-19.6378    	-1720.11    	-23.8501    	-130.326    	-229.807    	-161.795    	-48.217     	-1769.85    	-167.603    	-67.8057    	-842.086    	-331.459    	-265.931    	-33.4938    	-309.906    	-180.903    	-281.246    	-34.3608    	-302.812    	-92.1822    	-1458.31    	-288.755    	-581.731    	-45.8551    	-950.736    	-116.366    	-290.651    	-1885.35    	-266.425    	-237.472    	-33.6813    	-53.3392    	-1499.31    	-197.664    	-328.872    	-95.1449    	-213.21     	-1698.99    	-278.29     	-9699.84    	-2079.26    	-1056.21    	-77.9581    	-130.554    	-280.966    	-1326.65    	-17.1176    	-146.265    	-87.119     	-641.709    	-49.287     	-258.229    	-649.706    	-25.2964    	-34.9411    	-232.223    	-9.61563    	-31.9163    	-1767.16    	-173.521    	-9.27961    	-188.248    	-275.212    	-230.048    	-1393.76    	-32.3608    	-1188.61    	-59.242     	-284.431    	-51.3612    	-136.622    	-171.767    
0.115 	-20.3015    	-1672.18    	-24.0979    	-133.535    	-229.495    	-160.642    	-48.0233    	-1748.76    	-169.86     	-139.212    	-848.618    	-325.661    	-264.006    	-33.6202    	-306.993    	-181.849    	-282.466    	-34.5583    	-298.986    	-97.4709    	-1442.53    	-286.073    	-974.481    	-114.849    	-948.042    	-121.514    	-288.005    	-1850.45    	-264.318    	-236.149    	-33.8148    	-52.6787    	-1456.37    	-199.421    	-323.511    	-100.538    	-212.516    	-1673.58    	-274.808    	-9296.04    	-2028.58    	-1065.89    	-85.3645    	-131.968    	-277.223    	-1346.13    	-18.0991    	-148.35     	-93.3686    	-658.493    	-48.5895    	-255.346    	-660.768    	-25.4269    	-34.9333    	-232.389    	-10.9226    	-32.8105    	-1730.82    	-175.539    	-10.5084    	-188.682    	-269.574    	-231.44     	-1368.41    	-32.5338    	-1180.38    	-66.7163    	-281.306    	-50.8225    	-139.738    	-181.51     
0.125 	-20.9489    	-1621.75    	-24.3058    	-136.659    	-228.682    	-159.293    	-47.6869    	-1723.54    	-171.853    	-210.957    	-854.972    	-319.121    	-261.516    	-33.6882    	-303.433    	-182.504    	-282.756    	-34.6853    	-294.497    	-102.767    	-1424.53    	-282.691    	-1370.03    	-184.315    	-944.634    	-126.522    	-284.684    	-1811.82    	-261.716    	-234.391    	-33.874     	-51.8901    	-1410.55    	-200.797    	-317.547    	-105.875    	-211.451    	-1645.19    	-270.808    	-8878.72    	-1974.54    	-1074.19    	-92.7102    	-133.34     	-273.017    	-1362.61    	-19.0597    	-150.255    	-99.5208    	-675.355    	-47.769     	-251.895    	-672.381    	-25.5183    	-34.8586    	-232.058    	-12.2215    	-33.62      	-1691.86    	-177.315    	-11.7296    	-188.848    	-263.447    	-232.344    	-1339.77    	-32.6472    	-1170.75    	-74.1572    	-277.511    	-50.1604    	-142.643    	-190.654    
0.135 	-21.5654    	-1569.21    	-24.4627    	-139.626    	-227.292    	-157.734    	-47.1891    	-1693.88    	-173.5      	-281.847    	-860.97     	-311.82     	-258.402    	-33.6862    	-299.172    	-182.805    	-281.954    	-34.7271    	-289.304    	-107.975    	-1404.18    	-278.545    	-1761.95    	-253.113    	-940.413    	-131.277    	-280.626    	-1769.45    	-258.575    	-232.144    	-33.8446    	-50.9647    	-1362.08    	-201.703    	-310.976    	-111.047    	-209.961    	-1613.76    	-266.265    	-8452.4     	-1917.46    	-1080.7     	-99.8553    	-134.633    	-268.337    	-1375.26    	-19.9789    	-151.911    	-105.45     	-691.979    	-46.8176    	-247.833    	-684.39     	-25.562     	-34.7057    	-231.147    	-13.488     	-34.3163    	-1650.48    	-178.771    	-12.9203    	-188.693    	-256.847    	-232.655    	-1307.73    	-32.6885    	-1159.6     	-81.428     	-272.993    	-49.3645    	-145.247    	-198.941    
0.145 	-22.1374    	-1514.91    	-24.5586    	-142.365    	-225.259    	-155.953    	-46.5146    	-1659.58    	-174.725    	-350.735    	-866.432    	-303.754    	-254.618    	-33.6038    	-294.169    	-182.692    	-279.923    	-34.6704    	-283.379    	-113.002    	-1381.36    	-273.583    	-2144.05    	-320.147    	-935.285    	-135.673    	-275.782    	-1723.39    	-254.858    	-229.366    	-33.7138    	-49.8962    	-1311.26    	-202.058    	-303.801    	-115.954    	-208        	-1579.28    	-261.163    	-8021.39    	-1857.69    	-1085.06    	-106.667    	-135.812    	-263.177    	-1383.34    	-20.8371    	-153.256    	-111.038    	-708.046    	-45.7301    	-243.127    	-696.624    	-25.5499    	-34.4649    	-229.584    	-14.6991    	-34.8734    	-1606.87    	-179.839    	-14.059     	-188.169    	-249.791    	-232.282    	-1272.25    	-32.6463    	-1146.85    	-88.3982    	-267.71     	-48.4267    	-147.468    	-206.135    
0.155 	-22.6521    	-1459.24    	-24.5849    	-144.81     	-222.532    	-153.941    	-45.6518    	-1620.49    	-175.461    	-416.546    	-871.174    	-294.929    	-250.131    	-33.4325    	-288.395    	-182.117    	-276.555    	-34.5041    	-276.705    	-117.758    	-1356       	-267.769    	-2510.49    	-384.379    	-929.156    	-139.611    	-270.119    	-1673.73    	-250.539    	-226.02     	-33.4708    	-48.6809    	-1258.35    	-201.796    	-296.03     	-120.499    	-205.527    	-1541.76    	-255.492    	-7589.78    	-1795.59    	-1086.92    	-113.02     	-136.843    	-257.537    	-1386.18    	-21.6163    	-154.233    	-116.174    	-723.243    	-44.5031    	-237.756    	-708.888    	-25.4752    	-34.1276    	-227.312    	-15.8333    	-35.2689    	-1561.28    	-180.455    	-15.1253    	-187.234    	-242.3      	-231.146    	-1233.34    	-32.5111    	-1132.43    	-94.946     	-261.635    	-47.3417    	-149.23     	-212.034    
0.165 	-23.0981    	-1402.53    	-24.5341    	-146.901    	-219.072    	-151.691    	-44.5935    	-1576.57    	-175.652    	-478.295    	-875.014    	-285.368    	-244.92     	-33.1653    	-281.836    	-181.037    	-271.774    	-34.2192    	-269.281    	-122.16     	-1328.03    	-261.085    	-2855.92    	-444.854    	-921.941    	-143.005    	-263.618    	-1620.62    	-245.603    	-222.079    	-33.1073    	-47.3183    	-1203.66    	-200.863    	-287.684    	-124.596    	-202.511    	-1501.27    	-249.253    	-7161.34    	-1731.54    	-1086.02    	-118.804    	-137.694    	-251.424    	-1383.28    	-22.3006    	-154.791    	-120.76     	-737.264    	-43.1363    	-231.71     	-720.97     	-25.3322    	-33.6873    	-224.286    	-16.8712    	-35.4844    	-1513.95    	-180.568    	-16.101     	-185.856    	-234.403    	-229.186    	-1191.06    	-32.2754    	-1116.29    	-100.961    	-254.755    	-46.107     	-150.471    	-216.465    
0.175 	-23.4655    	-1345.12    	-24.4006    	-148.585    	-214.855    	-149.199    	-43.337     	-1527.89    	-175.253    	-535.105    	-877.776    	-275.107    	-238.98     	-32.7978    	-274.494    	-179.423    	-265.541    	-33.8096    	-261.121    	-126.132    	-1297.42    	-253.531    	-3175.53    	-500.716    	-913.561    	-145.78     	-256.279    	-1564.29    	-240.048    	-217.527    	-32.6173    	-45.8107    	-1147.5     	-199.221    	-278.792    	-128.167    	-198.93     	-1457.93    	-242.455    	-6739.46    	-1665.93    	-1082.13    	-123.92     	-138.335    	-244.854    	-1374.23    	-22.8763    	-154.889    	-124.712    	-749.815    	-41.632     	-224.993    	-732.641    	-25.1167    	-33.1392    	-220.479    	-17.7958    	-35.506     	-1465.14    	-180.136    	-16.9701    	-184.009    	-226.129    	-226.358    	-1145.53    	-31.9339    	-1098.4     	-106.346    	-247.075    	-44.7234    	-151.138    	-219.3      
0.185 	-23.7461    	-1287.32    	-24.1805    	-149.817    	-209.875    	-146.467    	-41.8846    	-1474.6     	-174.235    	-586.226    	-879.29     	-264.196    	-232.322    	-32.3273    	-266.388    	-177.255    	-257.851    	-33.2717    	-252.254    	-129.605    	-1264.19    	-245.126    	-3465.15    	-551.22     	-903.948    	-147.877    	-248.122    	-1504.99    	-233.881    	-212.361    	-31.9979    	-44.1641    	-1090.19    	-196.851    	-269.393    	-131.146    	-194.773    	-1411.89    	-235.121    	-6327.14    	-1599.18    	-1075.1     	-128.286    	-138.739    	-237.849    	-1358.78    	-23.3322    	-154.496    	-127.96     	-760.624    	-39.9955    	-217.623    	-743.661    	-24.8259    	-32.481     	-215.882    	-18.5928    	-35.3246    	-1415.12    	-179.127    	-17.7193    	-181.677    	-217.516    	-222.637    	-1096.96    	-31.4834    	-1078.78    	-111.019    	-238.615    	-43.1947    	-151.193    	-220.448    
0.195 	-23.9335    	-1229.42    	-23.8716    	-150.559    	-204.145    	-143.498    	-40.2434    	-1416.98    	-172.579    	-631.042    	-879.395    	-252.701    	-224.975    	-31.7538    	-257.553    	-174.528    	-248.742    	-32.6051    	-242.724    	-132.522    	-1228.37    	-235.91     	-3721.33    	-595.747    	-893.046    	-149.251    	-239.183    	-1443.07    	-227.126    	-206.589    	-31.249     	-42.3874    	-1032.06    	-193.748    	-259.535    	-133.481    	-190.039    	-1363.38    	-227.283    	-5926.9     	-1531.69    	-1064.83    	-131.839    	-138.88     	-230.441    	-1336.84    	-23.6598    	-153.589    	-130.451    	-769.442    	-38.2352    	-209.631    	-753.781    	-24.4585    	-31.7124    	-210.503    	-19.251     	-34.9364    	-1364.18    	-177.525    	-18.3379    	-178.856    	-208.603    	-218.021    	-1045.59    	-30.9236    	-1057.44    	-114.916    	-229.417    	-41.5283    	-150.609    	-219.865    
0.205 	-24.0234    	-1171.7     	-23.474     	-150.784    	-197.692    	-140.299    	-38.4256    	-1355.4     	-170.282    	-669.084    	-877.949    	-240.701    	-216.981    	-31.0795    	-248.042    	-171.246    	-238.286    	-31.8121    	-232.592    	-134.834    	-1190.06    	-225.943    	-3941.37    	-633.812    	-880.813    	-149.874    	-229.519    	-1378.9     	-219.818    	-200.23     	-30.3734    	-40.4928    	-973.433    	-189.927    	-249.277    	-135.13     	-184.738    	-1312.65    	-218.982    	-5540.83    	-1463.87    	-1051.3     	-134.532    	-138.738    	-222.668    	-1308.45    	-23.8535    	-152.158    	-132.148    	-776.046    	-36.3624    	-201.063    	-762.747    	-24.015     	-30.8356    	-204.37     	-19.7623    	-34.3423    	-1312.62    	-175.324    	-18.8182    	-175.549    	-199.435    	-212.527    	-991.754    	-30.2563    	-1034.46    	-117.987    	-219.535    	-39.7349    	-149.377    	-217.552    
0.215 	-24.0132    	-1114.39    	-22.9895    	-150.476    	-190.562    	-136.881    	-36.4476    	-1290.33    	-167.356    	-700.029    	-874.822    	-228.288    	-208.4      	-30.3089    	-237.924    	-167.426    	-226.593    	-30.8981    	-221.933    	-136.507    	-1149.39    	-215.302    	-4123.36    	-665.069    	-867.22     	-149.734    	-219.204    	-1312.92    	-212.002    	-193.319    	-29.3769    	-38.4956    	-914.657    	-185.42     	-238.683    	-136.07     	-178.893    	-1260.01    	-210.273    	-5170.54    	-1396.14    	-1034.56    	-136.336    	-138.296    	-214.575    	-1273.82    	-23.9105    	-150.202    	-133.032    	-780.249    	-34.3909    	-191.98     	-770.308    	-23.4973    	-29.8551    	-197.528    	-20.1217    	-33.5488    	-1260.71    	-172.532    	-19.1557    	-171.77     	-190.062    	-206.193    	-935.819    	-29.4861    	-1009.91    	-120.203    	-209.043    	-37.8281    	-147.499    	-213.552    
0.225 	-23.9024    	-1057.73    	-22.4215    	-149.626    	-182.816    	-133.259    	-34.3305    	-1222.33    	-163.825    	-723.707    	-869.906    	-215.565    	-199.303    	-29.4487    	-227.279    	-163.098    	-213.803    	-29.8712    	-210.834    	-137.515    	-1106.53    	-204.081    	-4266.15    	-689.312    	-852.258    	-148.834    	-208.327    	-1245.6     	-203.739    	-185.9      	-28.2679    	-36.4135    	-856.061    	-180.274    	-227.829    	-136.288    	-172.537    	-1205.82    	-201.217    	-4817.22    	-1328.9     	-1014.73    	-137.244    	-137.541    	-206.214    	-1233.32    	-23.8311    	-147.73     	-133.101    	-781.898    	-32.3374    	-182.451    	-776.219    	-22.9089    	-28.7776    	-190.038    	-20.3277    	-32.5667    	-1208.77    	-169.17     	-19.3486    	-167.545    	-180.537    	-199.077    	-878.217    	-28.6195    	-983.905    	-121.552    	-198.029    	-35.8245    	-144.993    	-207.952    
0.235 	-23.6925    	-1001.9     	-21.7757    	-148.237    	-174.53     	-129.45     	-32.0989    	-1152.05    	-159.727    	-740.096    	-863.117    	-202.643    	-189.778    	-28.5073    	-216.205    	-158.301    	-200.09     	-28.742     	-199.397    	-137.848    	-1061.71    	-192.392    	-4369.41    	-706.477    	-835.934    	-147.194    	-196.992    	-1177.48    	-195.095    	-178.03     	-27.0575    	-34.2666    	-797.978    	-174.552    	-216.792    	-135.787    	-165.715    	-1150.45    	-191.883    	-4481.59    	-1262.54    	-991.967    	-137.264    	-136.464    	-197.643    	-1187.44    	-23.6181    	-144.764    	-132.371    	-780.882    	-30.2203    	-172.56     	-780.25     	-22.2546    	-27.6119    	-181.977    	-20.3816    	-31.4116    	-1157.08    	-165.27     	-19.3984    	-162.906    	-170.916    	-191.255    	-819.421    	-27.6655    	-956.589    	-122.039    	-186.594    	-33.7429    	-141.889    	-200.875    
0.245 	-23.3867    	-947.107    	-21.0588    	-146.321    	-165.791    	-125.474    	-29.7804    	-1080.18    	-155.111    	-749.315    	-854.394    	-189.64     	-179.919    	-27.4953    	-204.806    	-153.085    	-185.648    	-27.5233    	-187.728    	-137.505    	-1015.19    	-180.356    	-4433.53    	-716.633    	-818.275    	-144.848    	-185.315    	-1109.08    	-186.148    	-169.774    	-25.759     	-32.0769    	-740.733    	-168.329    	-205.657    	-134.583    	-158.481    	-1094.33    	-182.35     	-4163.99    	-1197.43    	-966.524    	-136.422    	-135.06     	-188.923    	-1136.8     	-23.2771    	-141.332    	-130.873    	-777.128    	-28.0603    	-162.399    	-782.191    	-21.5406    	-26.3687    	-173.435    	-20.288     	-30.103     	-1105.92    	-160.875    	-19.3091    	-157.895    	-161.259    	-182.82     	-759.941    	-26.6348    	-928.12     	-121.686    	-174.851    	-31.6044    	-138.228    	-192.482    
0.255 	-22.9898    	-893.505    	-20.2792    	-143.899    	-156.699    	-121.353    	-27.4051    	-1007.47    	-150.037    	-751.617    	-843.704    	-176.678    	-169.831    	-26.4244    	-193.196    	-147.507    	-170.694    	-26.2301    	-175.944    	-136.497    	-967.262    	-168.106    	-4459.62    	-719.982    	-799.326    	-141.843    	-173.422    	-1040.97    	-176.981    	-161.208    	-24.3876    	-29.8676    	-684.644    	-161.69     	-194.512    	-132.706    	-150.897    	-1037.89    	-172.701    	-3864.43    	-1133.93    	-938.686    	-134.762    	-133.329    	-180.119    	-1082.13    	-22.8159    	-137.474    	-128.65     	-770.612    	-25.879     	-152.067    	-781.857    	-20.7741    	-25.0605    	-164.512    	-20.0541    	-28.6637    	-1055.58    	-156.037    	-19.0873    	-152.561    	-151.625    	-173.878    	-700.311    	-25.5397    	-898.679    	-120.532    	-162.921    	-29.4317    	-134.065    	-182.962    
0.265 	-22.5081    	-841.254    	-19.4465    	-141.002    	-147.361    	-117.112    	-25.0049    	-934.702    	-144.572    	-747.376    	-831.044    	-163.881    	-159.625    	-25.3076    	-181.494    	-141.632    	-155.455    	-24.8787    	-164.165    	-134.849    	-918.272    	-155.781    	-4449.43    	-716.839    	-779.152    	-138.238    	-161.444    	-973.716    	-167.684    	-152.416    	-22.9602    	-27.6625    	-630.016    	-154.73     	-183.446    	-130.196    	-143.034    	-981.588    	-163.021    	-3582.6     	-1072.35    	-908.785    	-132.34     	-131.275    	-171.299    	-1024.25    	-22.2445    	-133.234    	-125.763    	-761.351    	-23.6992    	-141.668    	-779.095    	-19.9633    	-23.701     	-155.319    	-19.6895    	-27.1194    	-1006.29    	-150.819    	-18.7422    	-146.958    	-142.079    	-164.547    	-641.082    	-24.3938    	-868.465    	-118.628    	-150.931    	-27.2482    	-129.462    	-172.525    
