q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_200-H_15   	H_200-Br_24  	C_100-H_22   	H_200-N_7    	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-Br_24  	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
1.305 	0.603578    	152.461     	-0.427325   	8.63967     	-1.3858     	-1.77835    	-0.763318   	30.1277     	-3.30652    	51.0289     	105.83      	-3.50923    	0.34545     	-0.0508813  	0.273565    	-2.25411    	-10.5803    	-0.520876   	1.03444     	12.6994     	10.599      	1.76619     	756.222     	-25.5973    	83.0927     	-3.52483    	-0.641883   	12.4289     	-0.872227   	2.66129     	-0.566578   	-0.113902   	71.8309     	-2.66315    	9.48425     	6.47718     	-1.78101    	72.5978     	4.08583     	865.38      	165.718     	71.9452     	-0.922606   	2.7177      	8.55141     	-53.01      	-0.694241   	6.02825     	0.243534    	103.725     	-0.521791   	-1.1149     	195.395     	0.150297    	0.264949    	-1.2121     	-0.0353902  	-0.976145   	145.416     	5.60973     	-0.11247    	9.22459     	10.4913     	-2.81554    	-19.7753    	-0.417308   	144.063     	-0.487974   	-1.63733    	-0.353139   	-1.50281    	-15.2572    
1.315 	0.675135    	141.383     	-0.390614   	8.28262     	-1.1861     	-1.23668    	-0.554806   	31.4645     	-3.09754    	50.4477     	101.983     	-2.21196    	0.817676    	0.000204988 	0.746239    	-1.90445    	-8.03952    	-0.523543   	1.03115     	11.7731     	4.7428      	1.91862     	765.372     	-23.8771    	79.1036     	-3.45815    	-0.141649   	11.0829     	-0.392025   	2.02154     	-0.530541   	0.0195526   	67.2684     	-2.09401    	9.00778     	5.91372     	-1.67019    	65.4571     	3.41217     	826.266     	158.593     	69.845      	-0.748766   	3.41155     	8.0628      	-51.4774    	-0.667209   	5.67098     	0.468999    	97.6827     	-0.48439    	-0.852771   	185.379     	0.214775    	0.258067    	-1.0187     	-0.00595132 	-0.823103   	138.643     	5.32957     	-0.0844944  	8.55708     	9.40214     	-2.89759    	-18.2877    	-0.372356   	137.699     	-0.0907221  	-1.2529     	-0.290024   	-1.22596    	-13.0304    
1.325 	0.726766    	129.491     	-0.355725   	7.83998     	-1.00716    	-0.761699   	-0.348603   	32.5588     	-2.8657     	49.3031     	97.0214     	-0.957611   	1.27378     	0.0499654   	1.19627     	-1.529      	-5.51581    	-0.522875   	1.02995     	10.7599     	-0.197874   	2.05866     	765.28      	-22.0158    	74.4003     	-3.38347    	0.33675     	9.88643     	0.0906986   	1.42597     	-0.494239   	0.142945    	62.0362     	-1.53679    	8.44844     	5.31602     	-1.53504    	58.318      	2.77249     	780.317     	149.677     	67.2769     	-0.592386   	3.93956     	7.50406     	-48.4018    	-0.639511   	5.26059     	0.658529    	90.8937     	-0.445888   	-0.599703   	173.692     	0.268605    	0.248392    	-0.837749   	0.02241     	-0.660494   	130.261     	5.02361     	-0.0608238  	7.84014     	8.27603     	-2.87269    	-16.9788    	-0.326322   	130.239     	0.278465    	-0.870162   	-0.230014   	-0.962549   	-10.6496    
1.335 	0.758819    	117.066     	-0.323547   	7.32611     	-0.854991   	-0.352758   	-0.150137   	33.3687     	-2.61715    	47.6229     	91.1186     	0.232738    	1.70266     	0.0967643   	1.61299     	-1.13403    	-3.06683    	-0.519723   	1.02463     	9.68438     	-4.11285    	2.17679     	756.271     	-20.0415    	69.1292     	-3.30219    	0.780388    	8.85581     	0.56567     	0.885672    	-0.458621   	0.253294    	56.2922     	-1.00724    	7.81521     	4.69788     	-1.3707     	51.2881     	2.1731      	729.274     	139.153     	64.2851     	-0.453843   	4.30905     	6.88414     	-43.9145    	-0.611899   	4.80657     	0.809303    	83.5487     	-0.407623   	-0.359026   	160.642     	0.3111      	0.236587    	-0.677951   	0.049146    	-0.49308    	120.443     	4.69581     	-0.0419762  	7.08555     	7.13745     	-2.75017    	-15.8651    	-0.280718   	121.831     	0.617381    	-0.49891    	-0.17506    	-0.717422   	-8.17696    
1.345 	0.77207     	104.38      	-0.29487    	6.75589     	-0.734567   	-0.00741631 	0.035649    	33.8601     	-2.35808    	45.4436     	84.4563     	1.34073     	2.09433     	0.139137    	1.98703     	-0.726168   	-0.745566   	-0.5149     	1.00955     	8.57091     	-6.92923    	2.26457     	738.835     	-17.9852    	63.4407     	-3.21561    	1.17776     	8.00428     	1.02297     	0.409425    	-0.424566   	0.348126    	50.1954     	-0.519325   	7.11858     	4.07257     	-1.17396    	44.4665     	1.619       	674.86      	127.236     	60.9183     	-0.333069   	4.5308      	6.21313     	-38.1795    	-0.585066   	4.31885     	0.919345    	75.8368     	-0.370834   	-0.133599   	146.547     	0.341894    	0.22326     	-0.546924   	0.0737386   	-0.325516   	109.391     	4.35019     	-0.0283565  	6.30531     	6.00944     	-2.5415     	-14.9573    	-0.236949   	112.64      	0.924411    	-0.148221   	-0.126869   	-0.494945   	-5.67399    
1.355 	0.767684    	91.69       	-0.270364   	6.14431     	-0.649611   	0.278409    	0.204424    	34.0084     	-2.09454    	42.8097     	77.2217     	2.35113     	2.44019     	0.175834    	2.31058     	-0.312232   	1.4011      	-0.50915    	0.97992     	7.44294     	-8.61208    	2.31488     	713.611     	-15.8799    	57.4855     	-3.12486    	1.51914     	7.34204     	1.45332     	0.00360936  	-0.392854   	0.425532    	43.9024     	-0.0848325  	6.37029     	3.45255     	-0.943285   	37.9423     	1.11395     	618.733     	114.163     	57.2288     	-0.229512   	4.61854     	5.50208     	-31.3874    	-0.559621   	3.80764     	0.987618    	67.9415     	-0.336621   	0.0743091   	131.726     	0.360943    	0.20896     	-0.450934   	0.0957192   	-0.162218   	97.3279     	3.99087     	-0.0202396  	5.51142     	4.91314     	-2.25986    	-14.2602    	-0.196272   	102.834     	1.19858     	0.173816    	-0.0868412  	-0.298831   	-3.20032    
1.365 	0.747173    	79.2319     	-0.250548   	5.50618     	-0.602466   	0.510226    	0.352584    	33.7996     	-1.83222    	39.7737     	69.6024     	3.25209     	2.73332     	0.205851    	2.57765     	0.100997    	3.33346     	-0.503121   	0.931947    	6.32264     	-9.16398    	2.32227     	681.375     	-13.7596    	51.4111     	-3.03086    	1.79686     	6.87636     	1.84838     	-0.327816   	-0.364139   	0.484216    	37.5634     	0.286945    	5.58316     	2.84928     	-0.678835   	31.7932     	0.660499    	562.445     	100.192     	53.2718     	-0.142121   	4.58844     	4.76279     	-23.7496    	-0.536073   	3.28317     	1.01409     	60.0363     	-0.305906   	0.26311     	116.495     	0.368521    	0.194164    	-0.394676   	0.114687    	-0.00724203 	84.4965     	3.622       	-0.0177579  	4.71573     	3.86743     	-1.9196     	-13.772     	-0.159758   	92.5872     	1.43959     	0.460366    	-0.0560345  	-0.132019   	-0.811928   
1.375 	0.712343    	67.2174     	-0.23578    	4.85577     	-0.594014   	0.69472     	0.477326    	33.2306     	-1.57631    	36.3944     	61.7821     	4.0353      	2.96863     	0.228457    	2.7842      	0.506959    	5.01988     	-0.497346   	0.863014    	5.2304      	-8.62339    	2.28314     	643.021     	-11.6576    	45.3581     	-2.93428    	2.00554     	6.6116      	2.20093     	-0.583261   	-0.338934   	0.523515    	31.319      	0.589387    	4.77083     	2.27302     	-0.382365   	26.0849     	0.260021    	507.41      	85.5928     	49.1048     	-0.0693503  	4.45851     	4.00761     	-15.4912    	-0.514822   	2.75552     	0.999758    	52.2817     	-0.27941    	0.431948    	101.154     	0.365201    	0.179281    	-0.381135   	0.130322    	0.135822    	71.1494     	3.24779     	-0.0208946  	3.9297      	2.88864     	-1.53581    	-13.4847    	-0.12826    	82.0754     	1.64782     	0.70604     	-0.0351316  	0.00343158  	1.44023     
1.385 	0.665234    	55.8297     	-0.22624    	4.20654     	-0.623641   	0.839474    	0.576701    	32.31       	-1.33133    	32.7364     	53.9363     	4.69606     	3.14298     	0.243205    	2.92823     	0.899493    	6.4373      	-0.492221   	0.771738    	4.18454     	-7.06193    	2.19581     	599.538     	-9.60618    	39.4573     	-2.83551    	2.14215     	6.54927     	2.5051      	-0.763391   	-0.317596   	0.543392    	25.2974     	0.818647    	3.94741     	1.73267     	-0.057115   	20.87       	-0.0871762  	454.871     	70.6429     	44.7864     	-0.00919259 	4.24802     	3.24912     	-6.84443    	-0.496145   	2.2344      	0.946654    	44.8214     	-0.257631   	0.580727    	85.988      	0.351825    	0.16465     	-0.411499   	0.142397    	0.26393     	57.5451     	2.87242     	-0.0294817  	3.16422     	1.99029     	-1.12377    	-13.3837    	-0.102395   	71.4702     	1.82431     	0.907027    	-0.0244282  	0.106405    	3.51139     
1.395 	0.608058    	45.221      	-0.221932   	3.57085     	-0.689282   	0.952669    	0.649632    	31.0572     	-1.10102    	28.8685     	46.2284     	5.23315     	3.25523     	0.249936    	3.00975     	1.27299     	7.57155     	-0.488004   	0.658004    	3.20101     	-4.58081    	2.06059     	551.989     	-7.63494    	33.8274     	-2.73469    	2.20608     	6.68802     	2.75643     	-0.870961   	-0.300317   	0.544421    	19.6119     	0.973646    	3.12724     	1.23568     	0.292363    	16.1882     	-0.381757   	405.882     	55.6187     	40.3759     	0.0407735   	3.97684     	2.49993     	1.95775     	-0.480198   	1.72892     	0.857788    	37.7805     	-0.240836   	0.710095    	71.2549     	0.329475    	0.150539    	-0.485153   	0.150783    	0.374649    	43.9416     	2.50004     	-0.0432035  	2.42946     	1.18299     	-0.698494   	-13.4486    	-0.0825352  	60.9373     	1.9707      	1.06117     	-0.0238338  	0.176756    	5.36397     
1.405 	0.543127    	35.5109     	-0.222678   	2.95975     	-0.787496   	1.04278     	0.695905    	29.5021     	-0.888308   	24.8623     	38.8065     	5.64868     	3.30619     	0.24877     	3.03073     	1.62252     	8.41731     	-0.484811   	0.522928    	2.29314     	-1.30638    	1.87974     	501.48      	-5.77046    	28.5718     	-2.63168    	2.19908     	7.02364     	2.952       	-0.910593   	-0.28713    	0.527737    	14.3586     	1.05598     	2.32449     	0.787973    	0.660404    	12.0657     	-0.625255   	361.288     	40.7905     	35.932      	0.0833109   	3.66489     	1.77231     	10.6885     	-0.467014   	1.24745     	0.737083    	31.2632     	-0.229068   	0.821396    	57.1851     	0.299429    	0.13715     	-0.599736   	0.155454    	0.466195    	30.5901     	2.13467     	-0.0616052  	1.73465     	0.474349    	-0.274326   	-13.6536    	-0.0688025  	50.6331     	2.08922     	1.16796     	-0.0328878  	0.215308    	6.96824     
1.415 	0.472793    	26.7859     	-0.228136   	2.38283     	-0.913616   	1.11825     	0.716129    	27.6837     	-0.695206   	20.7907     	31.8007     	5.94778     	3.29855     	0.24009     	2.99494     	1.94394     	8.9778      	-0.48262    	0.368778    	1.47157     	2.61491     	1.65733     	449.139     	-4.03541    	23.7778     	-2.52614    	2.1251      	7.54904     	3.09043     	-0.888523   	-0.277909   	0.494979    	9.61533     	1.06971     	1.55285     	0.393882    	1.04047     	8.51575     	-0.81995    	321.717     	26.4165     	31.512      	0.121436    	3.33149     	1.078       	19.1329     	-0.45651    	0.797442    	0.58926     	25.3519     	-0.222148   	0.916594    	43.9762     	0.263114    	0.124621    	-0.751266   	0.156481    	0.537454    	17.7295     	1.78022     	-0.0841063  	1.08799     	-0.13097    	0.135481    	-13.9684    	-0.0610793  	40.7016     	2.18255     	1.22849     	-0.0507878  	0.223812    	8.30273     
1.425 	0.399376    	19.0997     	-0.237804   	1.84805     	-1.06193    	1.18723     	0.711675    	25.6493     	-0.522855   	16.7261     	25.3211     	6.13823     	3.23667     	0.224516    	2.90773     	2.23395     	9.26421     	-0.481281   	0.198843    	0.744164    	7.02192     	1.39906     	396.088     	-2.44805    	19.5148     	-2.41754    	1.99008     	8.2542      	3.17184     	-0.812307   	-0.272386   	0.448214    	5.44045     	1.02111     	0.825189    	0.0561919   	1.42539     	5.53907     	-0.968752   	287.58      	12.7364     	27.1711     	0.158317    	2.99488     	0.427872    	27.0935     	-0.4485     	0.385282    	0.419708    	20.1065     	-0.219701   	0.998173    	31.7908     	0.222058    	0.113033    	-0.934313   	0.154032    	0.587972    	5.58054     	1.44038     	-0.110018   	0.496472    	-0.631161   	0.519078    	-14.3594    	-0.0590238  	31.2722     	2.25373     	1.24535     	-0.0764305  	0.204876    	9.35443     
1.435 	0.325105    	12.4746     	-0.251048   	1.3617      	-1.22588    	1.25725     	0.684589    	23.4519     	-0.371541   	12.7387     	19.4561     	6.23004     	3.12642     	0.202873    	2.77579     	2.49013     	9.29496     	-0.480536   	0.0172656   	0.115999    	11.7446     	1.11199     	343.412     	-1.02192    	15.8334     	-2.30525    	1.80169     	9.12625     	3.19776     	-0.69052    	-0.270164   	0.38985     	1.87264     	0.918363    	0.153261    	-0.223842   	1.80765     	3.12452     	-1.07508    	259.076     	-0.0331876  	22.9611     	0.197163    	2.67169     	-0.168294   	34.3947     	-0.442707   	0.0161808   	0.23432     	15.5645     	-0.221177   	1.06901     	20.7551     	0.177835    	0.102413    	-1.14223    	0.14836     	0.617935    	-5.6586     	1.11854     	-0.138566   	-0.0341703  	-1.02711    	0.866286    	-14.7903    	-0.0620938  	22.4573     	2.30608     	1.22243     	-0.108462   	0.161861    	10.1187     
1.445 	0.252058    	6.9035      	-0.26712    	0.928312    	-1.39837    	1.33504     	0.637488    	21.1494     	-0.24075    	8.89505     	14.2714     	6.23495     	2.9749      	0.176152    	2.60684     	2.71098     	9.09466     	-0.480035   	-0.171161   	-0.410509   	16.6098     	0.804291    	292.141     	0.234338    	12.7657     	-2.18856    	1.56901     	10.1494     	3.17104     	-0.532428   	-0.270741   	0.322539    	-1.06897    	0.771101    	-0.452616   	-0.446414   	2.17963     	1.25008     	-1.14272    	236.199     	-11.7033    	18.9302     	0.241105    	2.37656     	-0.702046   	40.8869     	-0.438778   	-0.305905   	0.0393271   	11.742      	-0.225884   	1.13222     	10.9578     	0.132017    	0.0927463   	-1.36744    	0.139795    	0.62812     	-15.8168    	0.817801    	-0.168909   	-0.499573   	-1.32213    	1.16879     	-15.2239    	-0.0695772  	14.3509     	2.34307     	1.16475     	-0.145334   	0.0987649   	10.5988     
1.455 	0.182115    	2.35252     	-0.285188   	0.550743    	-1.57194    	1.42625     	0.573443    	18.8016     	-0.129262   	5.25647     	9.81046     	6.16591     	2.79015     	0.145464    	2.40931     	2.89588     	8.69303     	-0.479362   	-0.36121    	-0.835483   	21.4468     	0.484856    	243.222     	1.31698     	10.3251     	-2.0668     	1.30215     	11.3051     	3.09566     	-0.347676   	-0.27353    	0.249079    	-3.38405    	0.590051    	-0.98379    	-0.613064   	2.53388     	-0.115983   	-1.17576    	218.759     	-22.1166    	15.1215     	0.293079    	2.12181     	-1.16645    	46.4493     	-0.436305   	-0.578325   	-0.158895   	8.63468     	-0.233026   	1.19104     	2.45166     	0.0861229   	0.0839761   	-1.60168    	0.128725    	0.619839    	-24.7535    	0.540843    	-0.200173   	-0.896767   	-1.52175    	1.42027     	-15.6228    	-0.0806268  	7.02759     	2.36818     	1.07819     	-0.185372   	0.0200712   	10.8055     
1.465 	0.11691     	-1.23543    	-0.304364   	0.230183    	-1.73914    	1.53534     	0.495851    	16.4686     	-0.0352565  	1.87754     	6.09428     	6.03657     	2.58085     	0.112       	2.192       	3.04504     	8.12363     	-0.478058   	-0.547458   	-1.16138    	26.0928     	0.162988    	197.498     	2.22695     	8.50724     	-1.93933    	1.01187     	12.5721     	2.97658     	-0.145974   	-0.277891   	0.172309    	-5.08981    	0.386566    	-1.43349    	-0.726548   	2.86335     	-1.01385    	-1.1784     	206.399     	-31.1496    	11.5731     	0.355717    	1.91714     	-1.55626    	50.9917     	-0.434845   	-0.799747   	-0.354009   	6.21952     	-0.241738   	1.24865     	-4.74604    	0.04157     	0.0760161   	-1.83636    	0.115586    	0.59486     	-32.3607    	0.289912    	-0.231469   	-1.2242     	-1.6333     	1.61645     	-15.951     	-0.0942989  	0.541414    	2.38481     	0.969274    	-0.226834   	-0.0694008  	10.7564     
1.475 	0.0578055   	-3.93705    	-0.323739   	-0.0337274  	-1.89272    	1.6654      	0.408308    	14.2088     	0.043567    	-1.195      	3.12274     	5.86077     	2.35598     	0.0769812   	1.96375     	3.15946     	7.42258     	-0.475651   	-0.724515   	-1.39275    	30.3977     	-0.151979   	155.697     	2.96963     	7.29121     	-1.80569    	0.709198    	13.9266     	2.8195      	0.0631957   	-0.283153   	0.0950163   	-6.21942    	0.172187    	-1.79699    	-0.790685   	3.16164     	-1.4907     	-1.15494    	198.625     	-38.7147    	8.31688     	0.431235    	1.76956     	-1.868      	54.456      	-0.433938   	-0.970143   	-0.539903   	4.45716     	-0.251127   	1.30803     	-10.6506    	-0.000364012	0.0687552   	-2.06288    	0.100841    	0.555324    	-38.5654    	0.0667627   	-0.261926   	-1.4817     	-1.66563    	1.75508     	-16.175     	-0.109594   	-5.07371    	2.39612     	0.844831    	-0.267981   	-0.164662   	10.4744     
1.485 	0.00586179  	-5.84451    	-0.342407   	-0.24276    	-2.02592    	1.81814     	0.314471    	12.0767     	0.109849    	-3.92333    	0.876014    	5.65204     	2.12454     	0.0416143   	1.73312     	3.24083     	6.62725     	-0.471677   	-0.887255   	-1.53593    	34.2285     	-0.451026   	118.41      	3.5543      	6.64112     	-1.66557    	0.40505     	15.3426     	2.63065     	0.270847    	-0.288644   	0.0198385   	-6.81991    	-0.0417896  	-2.07169    	-0.810187   	3.42316     	-1.59922    	-1.10961    	194.826     	-44.7613    	5.37859     	0.521349    	1.68326     	-2.10005    	56.8154     	-0.433129   	-1.09074    	-0.710873   	3.29425     	-0.260312   	1.37181     	-15.307     	-0.0385786  	0.0620653   	-2.27289    	0.0849665   	0.503654    	-43.3296    	-0.127383   	-0.290713   	-1.67046    	-1.62873    	1.83589     	-16.2645    	-0.1255     	-9.80394    	2.40499     	0.711776    	-0.307139   	-0.260718   	9.9876      
1.495 	-0.0381719  	-7.0613     	-0.359501   	-0.399938   	-2.13274    	1.99385     	0.21794     	10.1216     	0.166435    	-6.27921    	-0.683429   	5.42316     	1.89521     	0.00704862  	1.50806     	3.29143     	5.77497     	-0.465711   	-1.03102    	-1.59877    	37.4727     	-0.725781   	86.0854     	3.99369     	6.50803     	-1.51894    	0.109842    	16.7924     	2.4166      	0.468727    	-0.293714   	-0.050817   	-6.94991    	-0.244712   	-2.25717    	-0.790475   	3.64332     	-1.39604    	-1.04653    	194.311     	-49.275     	2.77731     	0.627194    	1.65967     	-2.25267    	58.0742     	-0.431986   	-1.16391    	-0.861775   	2.66611     	-0.268461   	1.4422      	-18.7866    	-0.0721773  	0.0558075   	-2.45864    	0.0684341   	0.442457    	-46.6505    	-0.291855   	-0.317064   	-1.79293    	-1.53334    	1.8604      	-16.1939    	-0.141026   	-13.6546    	2.41389     	0.576824    	-0.34276    	-0.352729   	9.3274      
1.505 	-0.0738615  	-7.69792    	-0.374221   	-0.509346   	-2.20806    	2.1914      	0.122133    	8.38525     	0.216235    	-8.24452    	-1.60847    	5.18576     	1.67611     	-0.0256623  	1.2957      	3.31404     	4.90181     	-0.457381   	-1.15183    	-1.59029    	40.0414     	-0.968827   	59.0244     	4.30326     	6.83208     	-1.366      	-0.166823   	18.2463     	2.184       	0.649517    	-0.297763   	-0.114846   	-6.67704    	-0.426934   	-2.35517    	-0.737496   	3.8186      	-0.940175   	-0.969613   	196.335     	-52.2772    	0.52538     	0.749274    	1.69755     	-2.32791    	58.2658     	-0.430117   	-1.19311    	-0.988179   	2.49965     	-0.274821   	1.52082     	-21.1823    	-0.100489   	0.049839    	-2.61321    	0.0516949   	0.374432    	-48.5588    	-0.426556   	-0.3403     	-1.85273    	-1.39058    	1.83179     	-15.943     	-0.155246   	-16.6489    	2.42482     	0.446249    	-0.37347    	-0.436158   	8.5277      
1.515 	-0.10108    	-7.86785    	-0.385856   	-0.57592    	-2.24791    	2.40839     	0.0301898   	6.90156     	0.262093    	-9.81135    	-1.96472    	4.95003     	1.4745      	-0.0555946  	1.1021      	3.31181     	4.0415      	-0.446396   	-1.24648    	-1.52031    	41.8705     	-1.17395    	37.3765     	4.5006      	7.54494     	-1.20727    	-0.416454   	19.6742     	1.9394      	0.806989    	-0.300256   	-0.170503   	-6.07529    	-0.580126   	-2.36949    	-0.657524   	3.94671     	-0.291455   	-0.882527   	200.127     	-53.8223    	-1.37163    	0.887426    	1.79321     	-2.32958    	57.4499     	-0.427181   	-1.1827     	-1.08648    	2.71617     	-0.278754   	1.60865     	-22.6051    	-0.123076   	0.0440189   	-2.73072    	0.0351664   	0.302274    	-49.1173    	-0.531955   	-0.359844   	-1.85451    	-1.21163    	1.75465     	-15.497     	-0.167332   	-18.8266    	2.43925     	0.32567     	-0.398118   	-0.50691    	7.62363     
1.525 	-0.119994   	-7.68362    	-0.393809   	-0.605236   	-2.24952    	2.64119     	-0.0551238  	5.69498     	0.306663    	-10.9819    	-1.82768    	4.72446     	1.29662     	-0.081981   	0.932057    	3.28814     	3.22447     	-0.432555   	-1.31273    	-1.39917    	42.9225     	-1.33635    	21.1431     	4.60466     	8.57222     	-1.04357    	-0.63191    	21.0453     	1.68904     	0.936131    	-0.300749   	-0.216449   	-5.22224    	-0.697519   	-2.30587    	-0.556977   	4.02655     	0.490935    	-0.78863    	204.923     	-53.9958    	-2.91475    	1.04081     	1.94076     	-2.26309    	55.7098     	-0.422904   	-1.13778    	-1.15398    	3.23425     	-0.279753   	1.70601     	-23.1786    	-0.139744   	0.038213    	-2.80654    	0.0192194   	0.228586    	-48.4174    	-0.609073   	-0.375239   	-1.80381    	-1.00739    	1.63476     	-14.8475    	-0.176576   	-20.2415    	2.45811     	0.219866    	-0.415805   	-0.561446   	6.65041     
1.535 	-0.131032   	-7.25331    	-0.39761    	-0.603282   	-2.21143    	2.88517     	-0.131483   	4.78026     	0.352311    	-11.7681    	-1.27982    	4.51565     	1.14751     	-0.104232   	0.789047    	3.24657     	2.47699     	-0.415758   	-1.34932    	-1.23741    	43.186      	-1.45279    	10.1846     	4.63507     	9.836       	-0.875976   	-0.807577   	22.3287     	1.43875     	1.03321     	-0.298891   	-0.251774   	-4.19638    	-0.774084   	-2.17177    	-0.442233   	4.05827     	1.34986     	-0.690933   	209.99      	-52.91      	-4.11134    	1.20793     	2.13244     	-2.13526    	53.1483     	-0.417084   	-1.06406    	-1.18896    	3.97244     	-0.277463   	1.81251     	-23.035     	-0.150528   	0.0322993   	-2.83743    	0.00416913  	0.155808    	-46.5759    	-0.659455   	-0.386156   	-1.7069     	-0.788161   	1.47877     	-13.9926    	-0.182422   	-20.9598    	2.48175     	0.132641    	-0.425915   	-0.596876   	5.64229     
1.545 	-0.13486    	-6.67742    	-0.396936   	-0.57625    	-2.13352    	3.13487     	-0.197057   	4.16212     	0.40102     	-12.1908    	-0.407639   	4.32829     	1.0309      	-0.121947   	0.675128    	3.19067     	1.82067     	-0.396015   	-1.35602    	-1.0454     	42.6753     	-1.52168    	4.23022     	4.61148     	11.2573     	-0.70587    	-0.939489   	23.4949     	1.19371     	1.09582     	-0.294445   	-0.276006   	-3.07449    	-0.80664    	-1.97617    	-0.319465   	4.04319     	2.23149     	-0.592078   	214.651     	-50.7001    	-4.97464    	1.38665     	2.35897     	-1.95414    	49.8839     	-0.409597   	-0.967613   	-1.19071    	4.8518      	-0.27169    	1.92704     	-22.3104    	-0.155687   	0.0261715   	-2.82157    	-0.00973236 	0.0861399   	-43.7309    	-0.685122   	-0.3924     	-1.57057    	-0.563451   	1.29394     	-12.9366    	-0.184474   	-21.0575    	2.50997     	0.0667257   	-0.428118   	-0.611033   	4.6316      
1.555 	-0.132337   	-6.04628    	-0.39161    	-0.530319   	-2.01699    	3.38421     	-0.25054    	3.83547     	0.454329    	-12.279     	0.701243    	4.1651      	0.949144    	-0.134923   	0.590955    	3.12394     	1.27192     	-0.373445   	-1.33367    	-0.833157   	41.4285     	-1.54309    	2.89157     	4.55292     	12.7586     	-0.534845   	-1.02539    	24.5155     	0.958459    	1.12285     	-0.287281   	-0.289109   	-1.92929    	-0.793887   	-1.72923    	-0.19448    	3.98375     	3.08645     	-0.494314   	218.302     	-47.5198    	-5.52327    	1.5743      	2.60997     	-1.7287     	46.0464     	-0.400397   	-0.854737   	-1.1595     	5.7981      	-0.262404   	2.04788     	-21.1404    	-0.155676   	0.0197429   	-2.75862    	-0.0223001  	0.0214933   	-40.0371    	-0.688516   	-0.393911   	-1.40198    	-0.341714   	1.08789     	-11.6898    	-0.182512   	-20.6179    	2.54208     	0.0237279   	-0.422382   	-0.602508   	3.64785     
1.565 	-0.124477   	-5.43804    	-0.38161    	-0.47147    	-1.8643     	3.62677     	-0.291163   	3.78589     	0.51329     	-12.0685    	1.96076     	4.02692     	0.903215    	-0.143147   	0.535833    	3.04971     	0.841818    	-0.348272   	-1.28403    	-0.610044   	39.5056     	-1.51874    	5.67919     	4.47721     	14.2657     	-0.364679   	-1.0647     	25.3644     	0.736731    	1.11444     	-0.277384   	-0.291459   	-0.827229   	-0.73637    	-1.44202    	-0.0725943  	3.88338     	3.87074     	-0.3995     	220.433     	-43.5362    	-5.78053    	1.76771     	2.87438     	-1.46865    	41.7723     	-0.389515   	-0.731727   	-1.09657    	6.74381     	-0.249737   	2.17268     	-19.6563    	-0.151127   	0.0129482   	-2.64971    	-0.0334176  	-0.0365526  	-35.6608    	-0.672427   	-0.390759   	-1.20845    	-0.130221   	0.868275    	-10.2682    	-0.176488   	-19.7288    	2.57689     	0.00413158  	-0.408954   	-0.570672   	2.71706     
1.575 	-0.112398   	-4.91715    	-0.367061   	-0.40531    	-1.67906    	3.85598     	-0.318682   	3.99041     	0.578446    	-11.6006    	3.28894     	3.91288     	0.892737    	-0.146793   	0.507823    	2.97107     	0.536073    	-0.320817   	-1.2098     	-0.384591   	36.9853     	-1.45186    	12.0212     	4.40052     	15.7101     	-0.197271   	-1.05849    	26.0186     	0.531471    	1.07192     	-0.264848   	-0.28381    	0.173337    	-0.636375   	-1.12616    	0.0414884   	3.74639     	4.54652     	-0.309099   	220.635     	-38.9249    	-5.77373    	1.96332     	3.14085     	-1.18409    	37.2005     	-0.377055   	-0.604702   	-1.00402    	7.62963     	-0.233973   	2.29864     	-17.9815    	-0.14281    	0.00574631  	-2.49731    	-0.0430358  	-0.0867783  	-30.7755    	-0.639916   	-0.383143   	-0.997284   	0.0650577   	0.642569    	-8.69253    	-0.166531   	-18.4804    	2.61284     	0.00733761  	-0.388348   	-0.515665   	1.8612      
