q      	cage        
4.665 	-0.627031   
4.675 	-0.19083    
4.685 	0.323929    
4.695 	0.920708    
4.705 	1.59953     
4.715 	2.35699     
4.725 	3.18645     
4.735 	4.07824     
4.745 	5.02013     
4.755 	5.99775     
4.765 	6.99516     
4.775 	7.99544     
4.785 	8.98131     
4.795 	9.93577     
4.805 	10.8427     
4.815 	11.6873     
4.825 	12.4569     
4.835 	13.1409     
4.845 	13.7314     
4.855 	14.2233     
4.865 	14.6145     
4.875 	14.9055     
4.885 	15.0997     
4.895 	15.203      
4.905 	15.2233     
4.915 	15.1704     
4.925 	15.0551     
4.935 	14.8894     
4.945 	14.6853     
4.955 	14.4545     
4.965 	14.2081     
4.975 	13.9561     
4.985 	13.7068     
4.995 	13.4668     
5.005 	13.2406     
5.015 	13.0305     
5.025 	12.8366     
5.035 	12.6571     
5.045 	12.488      
5.055 	12.3236     
5.065 	12.1571     
5.075 	11.9804     
5.085 	11.785      
5.095 	11.5621     
5.105 	11.3033     
5.115 	11.001      
5.125 	10.6487     
5.135 	10.2411     
5.145 	9.77522     
5.155 	9.24959     
5.165 	8.66506     
5.175 	8.02463     
5.185 	7.33337     
5.195 	6.59837     
5.205 	5.82847     
5.215 	5.03396     
5.225 	4.2263      
5.235 	3.41763     
5.245 	2.62042     
5.255 	1.84699     
5.265 	1.10905     
5.275 	0.417318    
5.285 	-0.218889   
5.295 	-0.791988   
5.305 	-1.29639    
5.315 	-1.72872    
5.325 	-2.08789    
5.335 	-2.37516    
5.345 	-2.59409    
5.355 	-2.75034    
5.365 	-2.85152    
5.375 	-2.90685    
5.385 	-2.92682    
5.395 	-2.92281    
5.405 	-2.90663    
5.415 	-2.89014    
5.425 	-2.88472    
5.435 	-2.90095    
5.445 	-2.94815    
5.455 	-3.03407    
5.465 	-3.16462    
5.475 	-3.34366    
5.485 	-3.57283    
5.495 	-3.85156    
5.505 	-4.17707    
5.515 	-4.54447    
5.525 	-4.947      
5.535 	-5.37621    
5.545 	-5.82234    
5.555 	-6.27465    
5.565 	-6.72179    
5.575 	-7.15226    
5.585 	-7.55477    
5.595 	-7.91866    
5.605 	-8.23425    
5.615 	-8.49318    
5.625 	-8.68872    
5.635 	-8.81591    
5.645 	-8.87177    
5.655 	-8.85536    
5.665 	-8.76775    
5.675 	-8.61201    
5.685 	-8.39301    
5.695 	-8.11727    
5.705 	-7.79265    
5.715 	-7.42811    
5.725 	-7.03333    
5.735 	-6.61842    
5.745 	-6.1935     
5.755 	-5.76839    
5.765 	-5.35231    
5.775 	-4.95352    
5.785 	-4.57915    
5.795 	-4.23491    
5.805 	-3.92503    
5.815 	-3.65213    
5.825 	-3.41718    
5.835 	-3.21961    
5.845 	-3.05733    
5.855 	-2.92692    
5.865 	-2.82383    
5.875 	-2.74261    
5.885 	-2.67715    
5.895 	-2.62098    
5.905 	-2.56757    
5.915 	-2.51054    
5.925 	-2.44401    
5.935 	-2.36275    
5.945 	-2.26247    
5.955 	-2.13989    
5.965 	-1.9929     
5.975 	-1.82062    
5.985 	-1.62341    
5.995 	-1.40282    
6.005 	-1.16152    
6.015 	-0.903133   
6.025 	-0.63213    
6.035 	-0.35358    
6.045 	-0.0729578  
6.055 	0.204088    
6.065 	0.471966    
6.075 	0.725367    
6.085 	0.959471    
6.095 	1.17013     
6.105 	1.35403     
6.115 	1.50878     
6.125 	1.63305     
6.135 	1.72652     
6.145 	1.78996     
6.155 	1.82512     
6.165 	1.83466     
6.175 	1.82203     
6.185 	1.79132     
6.195 	1.74707     
6.205 	1.6941      
6.215 	1.63731     
6.225 	1.58146     
6.235 	1.53101     
6.245 	1.48997     
6.255 	1.46168     
6.265 	1.44876     
6.275 	1.45299     
6.285 	1.47529     
6.295 	1.51566     
6.305 	1.57322     
6.315 	1.64631     
6.325 	1.7325      
6.335 	1.82878     
6.345 	1.93166     
6.355 	2.03734     
6.365 	2.14187     
6.375 	2.24134     
6.385 	2.332       
6.395 	2.41047     
6.405 	2.47384     
6.415 	2.51978     
6.425 	2.54666     
6.435 	2.55359     
6.445 	2.54043     
6.455 	2.50782     
6.465 	2.4571      
6.475 	2.39029     
6.485 	2.30994     
6.495 	2.21907     
6.505 	2.12099     
6.515 	2.01918     
6.525 	1.91715     
6.535 	1.81827     
6.545 	1.72562     
6.555 	1.6419      
6.565 	1.5693      
6.575 	1.5094      
6.585 	1.46312     
6.595 	1.43071     
6.605 	1.41172     
6.615 	1.40503     
6.625 	1.4089      
6.635 	1.42108     
6.645 	1.43889     
6.655 	1.45934     
6.665 	1.47926     
6.675 	1.49545     
6.685 	1.50481     
6.695 	1.5045      
6.705 	1.49203     
6.715 	1.4654      
6.725 	1.42316     
6.735 	1.36453     
6.745 	1.28937     
6.755 	1.19825     
6.765 	1.09241     
6.775 	0.973699    
6.785 	0.844558    
6.795 	0.707877    
6.805 	0.566905    
6.815 	0.425122    
6.825 	0.286104    
6.835 	0.153379    
6.845 	0.0302938   
6.855 	-0.0801215  
6.865 	-0.17527    
6.875 	-0.253092   
6.885 	-0.312145   
6.895 	-0.351661   
6.905 	-0.371576   
6.915 	-0.372536   
6.925 	-0.355869   
6.935 	-0.323538   
6.945 	-0.278061   
6.955 	-0.222415   
6.965 	-0.159926   
6.975 	-0.0941347  
6.985 	-0.0286662  
6.995 	0.0329114   
7.005 	0.087221    
7.015 	0.131205    
7.025 	0.162238    
7.035 	0.178228    
7.045 	0.177688    
7.055 	0.159792    
7.065 	0.124402    
7.075 	0.0720663   
7.085 	0.00399321  
7.095 	-0.0779976  
7.105 	-0.171552   
7.115 	-0.273873   
7.125 	-0.381835   
7.135 	-0.492103   
7.145 	-0.601263   
7.155 	-0.70595    
7.165 	-0.802982   
7.175 	-0.889474   
7.185 	-0.962944   
7.195 	-1.02141    
7.205 	-1.06345    
7.215 	-1.08826    
7.225 	-1.09565    
7.235 	-1.08611    
7.245 	-1.06068    
7.255 	-1.02099    
7.265 	-0.969156   
7.275 	-0.907672   
7.285 	-0.839337   
7.295 	-0.767129   
7.305 	-0.694085   
7.315 	-0.623182   
7.325 	-0.557223   
