q      	cage        
4.065 	-3.31137    
4.075 	-3.4817     
4.085 	-3.59556    
4.095 	-3.65557    
4.105 	-3.66641    
4.115 	-3.63462    
4.125 	-3.56822    
4.135 	-3.4764     
4.145 	-3.3691     
4.155 	-3.25658    
4.165 	-3.14899    
4.175 	-3.05598    
4.185 	-2.98629    
4.195 	-2.94742    
4.205 	-2.94533    
4.215 	-2.98427    
4.225 	-3.06655    
4.235 	-3.19256    
4.245 	-3.36072    
4.255 	-3.5676     
4.265 	-3.80806    
4.275 	-4.07548    
4.285 	-4.36206    
4.295 	-4.65909    
4.305 	-4.95737    
4.315 	-5.2475     
4.325 	-5.52029    
4.335 	-5.76712    
4.345 	-5.98021    
4.355 	-6.15295    
4.365 	-6.28012    
4.375 	-6.35806    
4.385 	-6.38476    
4.395 	-6.35996    
4.405 	-6.28505    
4.415 	-6.16305    
4.425 	-5.9984     
4.435 	-5.79679    
4.445 	-5.56491    
4.455 	-5.31015    
4.465 	-5.0403     
4.475 	-4.76323    
4.485 	-4.48659    
4.495 	-4.2175     
4.505 	-3.96229    
4.515 	-3.72623    
4.525 	-3.5134     
4.535 	-3.32649    
4.545 	-3.16676    
4.555 	-3.03403    
4.565 	-2.92664    
4.575 	-2.84166    
4.585 	-2.77493    
4.595 	-2.72131    
4.605 	-2.67489    
4.615 	-2.62927    
4.625 	-2.57779    
4.635 	-2.51385    
4.645 	-2.43116    
4.655 	-2.32403    
4.665 	-2.18756    
4.675 	-2.0179     
4.685 	-1.81234    
4.695 	-1.56949    
4.705 	-1.28929    
4.715 	-0.973054   
4.725 	-0.623407   
4.735 	-0.244199   
4.745 	0.159635    
4.755 	0.582249    
4.765 	1.0171      
4.775 	1.45716     
4.785 	1.89522     
4.795 	2.32406     
4.805 	2.73676     
4.815 	3.12692     
4.825 	3.48882     
4.835 	3.81768     
4.845 	4.10973     
4.855 	4.36236     
4.865 	4.57412     
4.875 	4.7448      
4.885 	4.87533     
4.895 	4.96773     
4.905 	5.02499     
4.915 	5.05093     
4.925 	5.04998     
4.935 	5.02704     
4.945 	4.98721     
4.955 	4.93563     
4.965 	4.87723     
4.975 	4.81658     
4.985 	4.75768     
4.995 	4.70382     
5.005 	4.65751     
5.015 	4.62032     
5.025 	4.59294     
5.035 	4.57511     
5.045 	4.5657      
5.055 	4.56275     
5.065 	4.56362     
5.075 	4.5651      
5.085 	4.56358     
5.095 	4.5552      
5.105 	4.53609     
5.115 	4.50245     
5.125 	4.45083     
5.135 	4.37821     
5.145 	4.2822      
5.155 	4.16107     
5.165 	4.01393     
5.175 	3.84071     
5.185 	3.6422      
5.195 	3.42003     
5.205 	3.17661     
5.215 	2.91504     
5.225 	2.63903     
5.235 	2.35272     
5.245 	2.06055     
5.255 	1.7671      
5.265 	1.47694     
5.275 	1.19441     
5.285 	0.923525    
5.295 	0.667805    
5.305 	0.43016     
5.315 	0.212794    
5.325 	0.0171443   
5.335 	-0.156158   
5.345 	-0.307288   
5.355 	-0.437203   
5.365 	-0.547578   
5.375 	-0.640721   
5.385 	-0.719465   
5.395 	-0.787034   
5.405 	-0.846902   
