q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_100-H_24   	H_200-H_15   	C_100-H_22   	H_200-N_7    	H_200-H_23   	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
0.005 	-6.37958    	-436.065    	-7.39072    	-45.4372    	-39.2294    	-37.273     	-7.28487    	-438.784    	-16.9599    	-39.5454    	-332.47     	-48.4676    	-40.8098    	-5.31382    	-50.1624    	-6.0031     	-40.8199    	-31.9443    	-6.50387    	-68.0815    	-50.3983    	-417.715    	-63.2497    	-424.472    	-36.4948    	-45.1845    	-473.704    	-46.3461    	-62.5918    	-6.17922    	-6.69166    	-8.70562    	-28.3857    	-54.6946    	-6.59006    	-52.8725    	-33.4336    	-563.916    	-65.3538    	-349.978    	-297.909    	-31.9832    	-37.476     	-48.1755    	-4.777      	-479.042    	-5.47997    	-49.7558    	-36.8867    	-424.654    	-7.86761    	-37.8544    	-400.969    	-6.01739    	-7.2592     	-44.1868    	-5.50306    	-7.99396    	-34.7097    	-289.16     	-39.5121    	-6.33417    	-46.5311    	-62.4342    	-62.08      	-4.74024    	-407.137    	-33.2133    	-44.7087    	-7.87728    	-37.7231    	-33.6225    
0.015 	-6.46527    	-437.04     	-7.47673    	-45.9211    	-39.801     	-37.9099    	-7.36334    	-439.574    	-17.8676    	-40.1203    	-334.641    	-48.8918    	-41.3688    	-5.41517    	-50.7752    	-6.09894    	-41.3868    	-32.5748    	-6.59752    	-68.2714    	-50.7921    	-419.017    	-63.4914    	-425.409    	-37.0825    	-45.6621    	-474.026    	-47.0173    	-62.8736    	-6.26927    	-6.78473    	-8.76855    	-29.0542    	-55.2827    	-6.68143    	-53.2246    	-34.0713    	-563.27     	-65.6092    	-353.286    	-300.716    	-32.6122    	-38.0109    	-48.85      	-4.90151    	-479.552    	-5.5773     	-50.1744    	-37.4554    	-425.435    	-7.93302    	-38.4226    	-402.101    	-6.12545    	-7.3407     	-44.7078    	-5.60834    	-8.06997    	-35.3287    	-293.344    	-40.1002    	-6.42818    	-47.0249    	-62.6974    	-62.3842    	-4.84699    	-408.54     	-33.8487    	-45.1784    	-7.94749    	-38.3089    	-34.2891    
0.025 	-6.63493    	-438.97     	-7.64711    	-46.8802    	-40.9322    	-39.1712    	-7.51845    	-441.139    	-19.6641    	-41.2589    	-338.947    	-49.7318    	-42.4757    	-5.61572    	-51.989     	-6.28864    	-42.5098    	-33.8212    	-6.78281    	-68.6484    	-51.5726    	-421.596    	-63.9701    	-427.278    	-38.2462    	-46.6077    	-474.674    	-48.3467    	-63.4318    	-6.44732    	-6.9691     	-8.89314    	-30.3769    	-56.4477    	-6.86236    	-53.9232    	-35.3316    	-562.007    	-66.1161    	-359.838    	-306.28     	-33.8571    	-39.0699    	-50.1859    	-5.14796    	-480.572    	-5.76988    	-51.0046    	-38.5811    	-426.991    	-8.06238    	-39.5464    	-404.351    	-6.33937    	-7.50179    	-45.7396    	-5.81681    	-8.22037    	-36.554     	-301.628    	-41.2654    	-6.61426    	-48.0038    	-63.2186    	-62.9874    	-5.05816    	-411.33     	-35.1069    	-46.1079    	-8.08649    	-39.4688    	-35.6076    
0.035 	-6.88515    	-441.814    	-7.89861    	-48.2968    	-42.5993    	-41.0318    	-7.74657    	-443.452    	-22.3118    	-42.9393    	-345.316    	-50.9712    	-44.1089    	-5.91124    	-53.7811    	-6.56834    	-44.167     	-35.6546    	-7.05576    	-69.2069    	-52.726     	-425.404    	-64.6764    	-430.066    	-39.9627    	-48.0022    	-475.652    	-50.3087    	-64.2563    	-6.70937    	-7.24125    	-9.07689    	-32.3252    	-58.1672    	-7.12925    	-54.9567    	-37.1849    	-560.182    	-66.8669    	-369.513    	-314.501    	-35.6921    	-40.6315    	-52.1575    	-5.51133    	-482.102    	-6.05355    	-52.2326    	-40.2407    	-429.316    	-8.25279    	-41.2015    	-407.692    	-6.65483    	-7.73867    	-47.2622    	-6.12433    	-8.442      	-38.361     	-313.85     	-42.9858    	-6.88865    	-49.4505    	-63.987     	-63.8796    	-5.36913    	-415.473    	-36.9633    	-47.4771    	-8.29145    	-41.1794    	-37.5487    
0.045 	-7.21091    	-445.512    	-8.22645    	-50.145     	-44.7675    	-43.4552    	-8.04238    	-446.472    	-25.7555    	-45.1292    	-353.643    	-52.5855    	-46.2365    	-6.29553    	-56.1176    	-6.93232    	-46.3265    	-38.0327    	-7.41048    	-69.9384    	-54.2318    	-430.372    	-65.5964    	-433.757    	-42.1978    	-49.8173    	-476.969    	-52.8656    	-65.3316    	-7.04949    	-7.596      	-9.31611    	-34.8572    	-60.4086    	-7.47683    	-56.3081    	-39.5876    	-557.875    	-67.8502    	-382.129    	-325.235    	-38.0791    	-42.6642    	-54.727     	-5.98419    	-484.142    	-6.42223    	-53.8377    	-42.4003    	-432.395    	-8.50002    	-43.3519    	-412.083    	-7.06548    	-8.0458     	-49.2462    	-6.52483    	-8.73017    	-40.7132    	-329.768    	-45.2291    	-7.24574    	-51.3397    	-64.9872    	-65.0459    	-5.77314    	-420.917    	-39.3814    	-49.2568    	-8.55826    	-43.4064    	-40.0696    
0.055 	-7.60567    	-449.984    	-8.62441    	-52.3912    	-47.3918    	-46.3939    	-8.39898    	-450.146    	-29.9239    	-47.7866    	-363.788    	-54.5433    	-48.8169    	-6.7605     	-58.9547    	-7.37319    	-48.9468    	-40.9007    	-7.8394     	-70.8319    	-56.0631    	-436.407    	-66.7121    	-438.324    	-44.9074    	-52.0167    	-478.631    	-55.9685    	-66.6379    	-7.46005    	-8.02664    	-9.60601    	-37.9188    	-63.1294    	-7.89823    	-57.9549    	-42.4835    	-555.188    	-69.0512    	-397.452    	-338.292    	-40.9687    	-45.1269    	-57.8451    	-6.55696    	-486.691    	-6.86802    	-55.7931    	-45.0159    	-436.21     	-8.79855    	-45.9508    	-417.468    	-7.56308    	-8.41598    	-51.6532    	-7.01041    	-9.07883    	-43.5633    	-349.073    	-47.9536    	-7.67832    	-53.6383    	-66.1988    	-66.4669    	-6.26141    	-427.597    	-42.314     	-51.4089    	-8.88152    	-46.1054    	-43.1152    
0.065 	-8.06155    	-455.136    	-9.08499    	-54.9945    	-50.4178    	-49.7906    	-8.80812    	-454.409    	-34.7312    	-50.861     	-375.583    	-56.8062    	-51.8004    	-7.29644    	-62.2393    	-7.882      	-51.9779    	-44.1929    	-8.33337    	-71.8742    	-58.1875    	-443.399    	-68.0018    	-443.735    	-48.0379    	-54.5564    	-480.647    	-59.5582    	-68.1512    	-7.93183    	-8.52506    	-9.94082    	-41.4446    	-66.2782    	-8.38516    	-59.8702    	-45.8051    	-552.242    	-70.4518    	-415.198    	-353.442    	-44.3015    	-47.9701    	-61.4527    	-7.21808    	-489.745    	-7.38143    	-58.0662    	-48.0345    	-440.734    	-9.14175    	-48.9423    	-423.779    	-8.13772    	-8.84057    	-54.4371    	-7.57155    	-9.48067    	-46.8544    	-371.388    	-51.1087    	-8.17764    	-56.3062    	-67.5973    	-68.1189    	-6.82337    	-435.43     	-45.7038    	-53.8877    	-9.25475    	-49.2227    	-46.6187    
0.075 	-8.56947    	-460.86     	-9.59955    	-57.9078    	-53.7833    	-53.5797    	-9.26033    	-459.185    	-40.0796    	-54.2942    	-388.832    	-59.3305    	-55.1295    	-7.89219    	-65.9106    	-8.4485     	-55.3622    	-47.8344    	-8.88189    	-73.0493    	-60.5672    	-451.218    	-69.4402    	-449.949    	-51.5282    	-57.3857    	-483.022    	-63.567     	-69.8436    	-8.45428    	-9.08191    	-10.3139    	-45.3599    	-69.7963    	-8.9281     	-62.022     	-49.4755    	-549.171    	-72.031     	-435.043    	-370.423    	-48.0092    	-51.137     	-65.4817    	-7.95435    	-493.296    	-7.95154    	-60.6191    	-51.3952    	-445.936    	-9.52199    	-52.2622    	-430.934    	-8.77804    	-9.30973    	-57.5449    	-8.19728    	-9.92732    	-50.5211    	-396.286    	-54.6365    	-8.73369    	-59.2971    	-69.1545    	-69.9747    	-7.44695    	-444.319    	-49.4855    	-56.6407    	-9.67049    	-52.6968    	-50.5043    
0.085 	-9.11935    	-467.035    	-10.1585    	-61.0787    	-57.4195    	-57.6887    	-9.74525    	-464.389    	-45.861     	-58.0218    	-403.317    	-62.0676    	-58.7409    	-8.53541    	-69.9009    	-9.06135    	-59.0361    	-51.7428    	-9.47339    	-74.3394    	-63.1601    	-459.723    	-70.9995    	-456.915    	-55.3103    	-60.4489    	-485.762    	-67.9196    	-71.6841    	-9.01579    	-9.68686    	-10.7179    	-49.5822    	-73.6187    	-9.51645    	-64.3748    	-53.4101    	-546.118    	-73.765     	-456.626    	-388.94     	-52.0167    	-54.5643    	-69.8568    	-8.75119    	-497.335    	-8.56632    	-63.4093    	-55.0306    	-451.772    	-9.93088    	-55.8395    	-438.839    	-9.47153    	-9.81261    	-60.9177    	-8.87549    	-10.4095    	-54.4909    	-423.292    	-58.4723    	-9.33537    	-62.5596    	-70.8389    	-72.0038    	-8.11879    	-454.154    	-53.5862    	-59.6102    	-10.1205    	-56.4596    	-54.6885    
0.095 	-9.70034    	-473.53     	-10.7516    	-64.4503    	-61.2529    	-62.0401    	-10.2518    	-469.928    	-51.9607    	-61.9747    	-418.799    	-64.9653    	-62.5664    	-9.21287    	-74.1374    	-9.70835    	-62.9313    	-55.8304    	-10.0955    	-75.7249    	-65.9203    	-468.76     	-72.6491    	-464.57     	-59.3113    	-63.686     	-488.863    	-72.5354    	-73.639     	-9.60392    	-10.3288    	-11.145     	-54.0233    	-77.6753    	-10.1389    	-66.8894    	-57.5192    	-543.231    	-75.6281    	-479.562    	-408.676    	-56.2431    	-58.1843    	-74.4974    	-9.59304    	-501.845    	-9.21288    	-66.3904    	-58.8683    	-458.19     	-10.3594    	-59.5987    	-447.389    	-10.2048    	-10.3377    	-64.4923    	-9.59312    	-10.9173    	-58.6861    	-451.899    	-62.5468    	-9.97079    	-66.0378    	-72.6168    	-74.1729    	-8.82463    	-464.811    	-57.9278    	-62.7341    	-10.5958    	-60.4381    	-59.0821    
0.105 	-10.301     	-480.212    	-11.3679    	-67.9628    	-65.2066    	-66.5526    	-10.7686    	-475.701    	-58.2592    	-66.0801    	-435.023    	-67.9687    	-66.5348    	-9.91073    	-78.5439    	-10.3768    	-66.9761    	-60.0068    	-10.7353    	-77.1846    	-68.799     	-478.166    	-74.3573    	-472.842    	-63.4548    	-67.0343    	-492.319    	-77.3298    	-75.673     	-10.2057    	-10.996     	-11.5868    	-58.5914    	-81.8933    	-10.7834    	-69.5239    	-61.71      	-540.653    	-77.5923    	-503.446    	-429.298    	-60.6043    	-61.9257    	-79.319     	-10.4637    	-506.802    	-9.87777    	-69.5132    	-62.8328    	-465.13     	-10.7981    	-63.461     	-456.463    	-10.9638    	-10.8729    	-68.2025    	-10.3365    	-11.4404    	-63.0256    	-481.579    	-66.7872    	-10.6275    	-69.6729    	-74.4525    	-76.4468    	-9.54963    	-476.156    	-62.4284    	-65.9478    	-11.0872    	-64.5559    	-63.5929    
0.115 	-10.9097    	-486.938    	-11.9963    	-71.5541    	-69.2025    	-71.1438    	-11.284     	-481.604    	-64.6356    	-70.264     	-451.724    	-71.0218    	-70.5733    	-10.6149    	-83.0418    	-11.0535    	-71.0974    	-64.1805    	-11.3796    	-78.696     	-71.7456    	-487.773    	-76.0909    	-481.646    	-67.6629    	-70.4297    	-496.115    	-82.216     	-77.7493    	-10.8081    	-11.6765    	-12.035     	-63.1932    	-86.1978    	-11.4377    	-72.2344    	-65.8889    	-538.522    	-79.6286    	-527.866    	-450.46     	-65.0144    	-65.7155    	-84.2352    	-11.3467    	-512.175    	-10.5473    	-72.726     	-66.8469    	-472.515    	-11.2374    	-67.3464    	-465.935    	-11.7344    	-11.4063    	-71.9804    	-11.0916    	-11.9682    	-67.4263    	-511.793    	-71.1188    	-11.2927    	-73.404     	-76.3094    	-78.789     	-10.2787    	-488.044    	-67.004     	-69.1855    	-11.5851    	-68.735     	-68.1274    
0.125 	-11.5146    	-493.57     	-12.6257    	-75.1615    	-73.1627    	-75.7311    	-11.7865    	-487.528    	-70.9705    	-74.4517    	-468.631    	-74.0681    	-74.6091    	-11.3112    	-87.5523    	-11.7256    	-75.2217    	-68.2614    	-12.0154    	-80.2355    	-74.7081    	-497.41     	-77.8165    	-490.884    	-71.8572    	-73.808     	-500.228    	-87.1075    	-79.8305    	-11.398     	-12.3583    	-12.481     	-67.7358    	-90.514     	-12.0896    	-74.9753    	-69.9641    	-536.959    	-81.7068    	-552.406    	-471.815    	-69.3876    	-69.4805    	-89.1597    	-12.2257    	-517.926    	-11.2078    	-75.9761    	-70.8333    	-480.26     	-11.6677    	-71.1755    	-475.665    	-12.5024    	-11.9258    	-75.758     	-11.8445    	-12.4901    	-71.8051    	-542.008    	-75.4663    	-11.9537    	-77.1696    	-78.1505    	-81.1619    	-10.9968    	-500.321    	-71.5706    	-72.3817    	-12.0799    	-72.8975    	-72.5934    
0.135 	-12.104     	-499.969    	-13.245     	-78.7227    	-77.0115    	-80.2343    	-12.2653    	-493.363    	-77.1485    	-78.5704    	-485.468    	-77.0525    	-78.571     	-11.9859    	-91.998     	-12.3803    	-79.2771    	-72.1633    	-12.63      	-81.7791    	-77.6345    	-506.909    	-79.5008    	-500.448    	-75.9613    	-77.1067    	-504.624    	-91.9189    	-81.8795    	-11.9627    	-13.0296    	-12.9166    	-72.1291    	-94.7687    	-12.7269    	-77.7005    	-73.8475    	-536.072    	-83.7965    	-576.662    	-493.018    	-73.6407    	-73.1486    	-94.0081    	-13.0849    	-524.003    	-11.846     	-79.2101    	-74.7164    	-488.265    	-12.0797    	-74.8713    	-485.506    	-13.254     	-12.42      	-79.4685    	-12.5812    	-12.9958    	-76.0809    	-571.701    	-79.7559    	-12.598     	-80.9082    	-79.9393    	-83.5282    	-11.6895    	-512.827    	-76.0455    	-75.4726    	-12.5623    	-76.9671    	-76.902     
0.145 	-12.6669    	-506.001    	-13.8436    	-82.1768    	-80.6768    	-84.5767    	-12.7101    	-498.999    	-83.061     	-82.5497    	-501.965    	-79.9216    	-82.3907    	-12.626     	-96.304     	-13.0052    	-83.1946    	-75.8056    	-13.2112    	-83.3024    	-80.4737    	-516.105    	-81.1117    	-510.215    	-79.9017    	-80.2656    	-509.259    	-96.5685    	-83.8602    	-12.4903    	-13.6789    	-13.3337    	-76.2879    	-98.8918    	-13.338     	-80.364     	-77.457     	-535.941    	-85.867     	-600.243    	-513.734    	-77.694     	-76.6506    	-98.6994    	-13.9092    	-530.35     	-12.4492    	-82.3756    	-78.4242    	-496.42     	-12.4645    	-78.361     	-495.305    	-13.9764    	-12.8781    	-83.0477    	-13.2887    	-13.4756    	-80.176     	-600.378    	-83.9162    	-13.2138    	-84.5602    	-81.6405    	-85.8508    	-12.3428    	-525.398    	-80.3495    	-78.3976    	-13.023     	-80.871     	-80.9696    
0.155 	-13.1925    	-511.54     	-14.4115    	-85.4657    	-84.0917    	-88.6873    	-13.1115    	-504.328    	-88.6085    	-86.3239    	-517.857    	-82.6255    	-86.0043    	-13.219     	-100.4      	-13.5891    	-86.9095    	-79.1151    	-13.7478    	-84.7811    	-83.1761    	-524.838    	-82.6181    	-520.052    	-83.6098    	-83.2287    	-514.077    	-100.98     	-85.7376    	-12.9698    	-14.2956    	-13.7249    	-80.1332    	-102.818    	-13.9119    	-82.9205    	-80.7184    	-536.622    	-87.8882    	-622.786    	-533.644    	-81.4738    	-79.9215    	-103.158    	-14.6848    	-536.896    	-13.0057    	-85.4211    	-81.8892    	-504.601    	-12.8138    	-81.5775    	-504.902    	-14.6572    	-13.2903    	-86.4352    	-13.9545    	-13.9202    	-84.0176    	-627.577    	-87.8801    	-13.7897    	-88.0683    	-83.2207    	-88.094     	-12.9442    	-537.867    	-84.4079    	-81.1004    	-13.4538    	-84.5411    	-84.7201    
0.165 	-13.6713    	-516.468    	-14.9395    	-88.5352    	-87.1959    	-92.5016    	-13.4611    	-509.242    	-93.7027    	-89.8323    	-532.894    	-85.1183    	-89.3539    	-13.7541    	-104.22     	-14.1215    	-90.3625    	-82.028     	-14.2298    	-86.1912    	-85.6946    	-532.96     	-83.9912    	-529.817    	-87.0226    	-85.945     	-519.011    	-105.082    	-87.4791    	-13.3913    	-14.8698    	-14.0833    	-83.5943    	-106.486    	-14.4384    	-85.3264    	-83.567     	-538.143    	-89.8311    	-643.954    	-552.451    	-84.9131    	-82.9016    	-107.315    	-15.3993    	-543.563    	-13.505     	-88.298     	-85.0501    	-512.674    	-13.1201    	-84.4606    	-514.136    	-15.2856    	-13.6479    	-89.576     	-14.5672    	-14.3214    	-87.5397    	-652.884    	-91.5854    	-14.3157    	-91.3792    	-84.6487    	-90.2238    	-13.4822    	-550.063    	-88.1527    	-83.5305    	-13.8467    	-87.9155    	-88.0858    
0.175 	-14.0944    	-520.679    	-15.4193    	-91.3357    	-89.937     	-95.963     	-13.7523    	-513.641    	-98.2682    	-93.0214    	-546.837    	-87.3591    	-92.3877    	-14.2213    	-107.707    	-14.5931    	-93.501     	-84.4907    	-14.6485    	-87.5097    	-87.9856    	-540.332    	-85.2049    	-539.357    	-90.0847    	-88.3692    	-523.985    	-108.813    	-89.0548    	-13.7464    	-15.3926    	-14.403     	-86.6101    	-109.843    	-14.9085    	-87.5403    	-85.949     	-540.499    	-91.6677    	-663.451    	-569.882    	-87.9536    	-85.5377    	-111.109    	-16.0419    	-550.261    	-13.9379    	-90.9602    	-87.8527    	-520.496    	-13.377     	-86.9587    	-522.843    	-15.8523    	-13.9438    	-92.4208    	-15.1167    	-14.6719    	-90.6838    	-675.936    	-94.9769    	-14.7828    	-94.4439    	-85.8967    	-92.2085    	-13.947     	-561.821    	-91.5231    	-85.6438    	-14.1948    	-90.9395    	-91.0096    
0.185 	-14.4543    	-524.078    	-15.8436    	-93.823     	-92.2711    	-99.024     	-13.9793    	-517.431    	-102.244    	-95.8448    	-559.469    	-89.3126    	-95.0622    	-14.6125    	-110.809    	-14.9961    	-96.2798    	-86.4614    	-14.9966    	-88.7146    	-90.0095    	-546.833    	-86.2357    	-548.514    	-92.7487    	-90.463     	-528.909    	-112.119    	-90.4376    	-14.0282    	-15.8565    	-14.6785    	-89.13      	-112.844    	-15.3145    	-89.5238    	-87.8225    	-543.651    	-93.3722    	-681.02     	-585.7      	-90.5462    	-87.7843    	-114.487    	-16.6038    	-556.892    	-14.2967    	-93.3662    	-90.2514    	-527.915    	-13.5791    	-89.0292    	-530.861    	-16.3491    	-14.172     	-94.9272    	-15.5944    	-14.9656    	-93.4004    	-696.427    	-98.0064    	-15.1832    	-97.2188    	-86.94      	-94.0193    	-14.3304    	-572.977    	-94.4672    	-87.4034    	-14.4921    	-93.5667    	-93.4453    
0.195 	-14.7448    	-526.588    	-16.2066    	-95.9596    	-94.1639    	-101.647    	-14.1383    	-520.522    	-105.584    	-98.2646    	-570.595    	-90.9499    	-97.3416    	-14.9212    	-113.486    	-15.3243    	-98.662     	-87.9103    	-15.2684    	-89.7853    	-91.7315    	-552.352    	-87.0638    	-557.125    	-94.9758    	-92.1954    	-533.687    	-114.955    	-91.6043    	-14.2315    	-16.255     	-14.9058    	-91.1149    	-115.451    	-15.6499    	-91.2421    	-89.1582    	-547.532    	-94.9205    	-696.449    	-599.698    	-92.6524    	-89.6038    	-117.409    	-17.0781    	-563.352    	-14.5753    	-95.4784    	-92.2094    	-534.777    	-13.7219    	-90.6397    	-538.032    	-16.77      	-14.3284    	-97.0607    	-15.9932    	-15.1977    	-95.6494    	-714.115    	-100.634    	-15.511     	-99.6665    	-87.7583    	-95.6305    	-14.6263    	-583.373    	-96.9425    	-88.7806    	-14.7338    	-95.7598    	-95.359     
0.205 	-14.9611    	-528.141    	-16.5036    	-97.7143    	-95.5907    	-103.804    	-14.2269    	-522.837    	-108.259    	-100.252    	-580.048    	-92.2485    	-99.1992    	-15.1427    	-115.703    	-15.5729    	-100.619    	-88.8203    	-15.4599    	-90.7029    	-93.122     	-556.799    	-87.6729    	-565.025    	-96.737     	-93.5431    	-538.215    	-117.289    	-92.5356    	-14.3526    	-16.5833    	-15.0814    	-92.538     	-117.636    	-15.9097    	-92.6647    	-89.9396    	-552.039    	-96.2914    	-709.574    	-611.708    	-94.244     	-90.9678    	-119.841    	-17.46      	-569.529    	-14.7696    	-97.265     	-93.6993    	-540.922    	-13.8025    	-91.7681    	-544.203    	-17.1106    	-14.4104    	-98.7946    	-16.3079    	-15.3645    	-97.4009    	-728.825    	-102.828    	-15.7613    	-101.756    	-88.335     	-97.0201    	-14.8303    	-592.86     	-98.9167    	-89.7548    	-14.916     	-97.4908    	-96.7289    
0.215 	-15.0997    	-528.689    	-16.7312    	-99.0636    	-96.5372    	-105.478    	-14.2442    	-524.306    	-110.254    	-101.785    	-587.685    	-93.1929    	-100.617    	-15.274     	-117.437    	-15.7387    	-102.132    	-89.1869    	-15.5689    	-91.4508    	-94.1571    	-560.098    	-88.0506    	-572.053    	-98.013     	-94.4909    	-542.38     	-119.096    	-93.216     	-14.39      	-16.8379    	-15.2032    	-93.3845    	-119.379    	-16.0903    	-93.7657    	-90.1635    	-557.046    	-97.4661    	-720.28     	-621.601    	-95.3043    	-91.8569    	-121.761    	-17.7468    	-575.307    	-14.877     	-98.6994    	-94.7036    	-546.192    	-13.8192    	-92.4028    	-549.233    	-17.3681    	-14.4172    	-100.111    	-16.5347    	-15.4639    	-98.6353    	-740.444    	-104.568    	-15.9312    	-103.464    	-88.6583    	-98.17      	-14.9403    	-601.297    	-100.368    	-90.3143    	-15.0361    	-98.7415    	-97.5458    
0.225 	-15.1589    	-528.196    	-16.8874    	-99.9912    	-96.9989    	-106.662    	-14.191     	-524.868    	-111.57     	-102.855    	-593.395    	-93.7745    	-101.587    	-15.3142    	-118.674    	-15.8204    	-103.19     	-89.0178    	-15.5948    	-92.0145    	-94.8193    	-562.194    	-88.1886    	-578.049    	-98.7939    	-95.0315    	-546.07     	-120.363    	-93.6348    	-14.3436    	-17.0168    	-15.27      	-93.6517    	-120.668    	-16.19      	-94.5244    	-89.8389    	-562.395    	-98.4291    	-728.501    	-629.29     	-95.8272    	-92.2608    	-123.16     	-17.938     	-580.568    	-14.8969    	-99.7614    	-95.2147    	-550.436    	-13.7714    	-92.5427    	-552.989    	-17.5417    	-14.3494    	-100.999    	-16.6719    	-15.495     	-99.3436    	-748.93     	-105.838    	-16.0193    	-104.774    	-88.7206    	-99.066     	-14.9558    	-608.559    	-101.285    	-90.4553    	-15.0928    	-99.5036    	-97.8124    
0.235 	-15.1381    	-526.643    	-16.9717    	-100.488    	-96.9812    	-107.359    	-14.0695    	-524.478    	-112.223    	-103.459    	-597.099    	-93.9914    	-102.108    	-15.2638    	-119.409    	-15.8182    	-103.791    	-88.3324    	-15.5388    	-92.382     	-95.097     	-563.047    	-88.0826    	-582.866    	-99.0798    	-95.1654    	-549.169    	-121.09     	-93.7851    	-14.2152    	-17.1194    	-15.2816    	-93.3489    	-121.504    	-16.2082    	-94.9256    	-88.9867    	-567.913    	-99.1677    	-734.216    	-634.724    	-95.8175    	-92.1789    	-124.036    	-18.0349    	-585.194    	-14.8304    	-100.437    	-95.2345    	-553.505    	-13.6599    	-92.1969    	-555.356    	-17.6324    	-14.2093    	-101.457    	-16.7193    	-15.4583    	-99.5268    	-754.298    	-106.637    	-16.0257    	-105.675    	-88.5191    	-99.6983    	-14.8786    	-614.533    	-101.666    	-90.1828    	-15.0858    	-99.7781    	-97.5433    
0.245 	-15.0385    	-524.024    	-16.9848    	-100.554    	-96.4985    	-107.582    	-13.8832    	-523.097    	-112.243    	-103.602    	-598.748    	-93.8484    	-102.189    	-15.1254    	-119.647    	-15.7338    	-103.942    	-87.1605    	-15.4035    	-92.5441    	-94.9854    	-562.638    	-87.7321    	-586.365    	-98.8797    	-94.9008    	-551.563    	-121.282    	-93.6649    	-14.0082    	-17.1464    	-15.2388    	-92.4961    	-121.891    	-16.146     	-94.9598    	-87.6389    	-573.405    	-99.6729    	-737.451    	-637.895    	-95.2902    	-91.619     	-124.397    	-18.0408    	-589.071    	-14.6801    	-100.719    	-94.7741    	-555.268    	-13.4865    	-91.384     	-556.233    	-17.6427    	-14.0007    	-101.492    	-16.6786    	-15.3554    	-99.1959    	-756.628    	-106.968    	-15.9522    	-106.167    	-88.0553    	-100.061    	-14.7121    	-619.122    	-101.522    	-89.5093    	-15.016     	-99.5751    	-96.7633    
0.255 	-14.8625    	-520.348    	-16.9286    	-100.195    	-95.5739    	-107.352    	-13.637     	-520.703    	-111.672    	-103.3      	-598.325    	-93.3564    	-101.846    	-14.903     	-119.401    	-15.5703    	-103.658    	-85.5417    	-15.193     	-92.4943    	-94.4858    	-560.961    	-87.1409    	-588.424    	-98.2115    	-94.2526    	-553.144    	-120.957    	-93.2759    	-13.7274    	-17.1001    	-15.1433    	-91.1239    	-121.844    	-16.0058    	-94.6233    	-85.8367    	-578.669    	-99.9387    	-738.273    	-638.832    	-94.2698    	-90.5977    	-124.263    	-17.9607    	-592.087    	-14.4503    	-100.605    	-93.8533    	-555.603    	-13.2544    	-90.1311    	-555.539    	-17.5764    	-13.7286    	-101.118    	-16.553     	-15.1893    	-98.3709    	-756.05     	-106.844    	-15.8017    	-106.254    	-87.3349    	-100.153    	-14.4613    	-622.249    	-100.87     	-88.4545    	-14.8854    	-98.9134    	-95.5072    
0.265 	-14.6139    	-515.637    	-16.8061    	-99.4244    	-94.2379    	-106.697    	-13.3367    	-517.284    	-110.561    	-102.575    	-595.847    	-92.5319    	-101.103    	-14.6021    	-118.691    	-15.3323    	-102.96     	-83.5233    	-14.9128    	-92.2291    	-93.6059    	-558.031    	-86.3162    	-588.941    	-97.1007    	-93.2421    	-553.81     	-120.141    	-92.6242    	-13.3789    	-16.9837    	-14.9976    	-89.2716    	-121.384    	-15.7914    	-93.9185    	-83.6298    	-583.495    	-99.9626    	-736.787    	-637.596    	-92.7889    	-89.1395    	-123.659    	-17.801     	-594.142    	-14.1468    	-100.102    	-92.4996    	-554.411    	-12.9676    	-88.4731    	-553.216    	-17.4388    	-13.3989    	-100.355    	-16.3471    	-14.9638    	-97.08      	-752.743    	-106.288    	-15.5787    	-105.948    	-86.3676    	-99.9758    	-14.1329    	-623.854    	-99.738     	-87.0446    	-14.6969    	-97.8191    	-93.8178    
