q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_100-H_24   	H_200-H_15   	C_100-H_22   	H_200-N_7    	H_200-H_23   	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
2.195 	0.0231956   	-5.31636    	0.0114908   	0.909774    	0.483068    	0.152397    	0.0170228   	-3.12641    	0.30275     	0.218793    	-4.78716    	0.166825    	-0.0964399  	-0.00345952 	-0.226906   	0.0255618   	-0.0316564  	0.0104083   	0.0295165   	0.683194    	0.562623    	-4.31478    	0.794473    	-1.27386    	0.40534     	0.312518    	0.325163    	-0.0223322  	0.968816    	0.0198897   	-0.00682463 	0.068519    	0.257326    	0.0362056   	0.0286774   	0.700189    	0.0121272   	-2.38289    	-0.0860056  	-3.12969    	-1.07823    	0.260218    	0.14803     	0.208326    	-0.018943   	-0.867333   	0.0373289   	0.473883    	0.432063    	-1.47809    	0.0196892   	0.233856    	-2.60715    	-0.0350533  	-0.0600795  	0.370904    	0.0560131   	0.0542188   	-0.0566863  	-4.67671    	0.258191    	0.0419797   	-0.13982    	0.302136    	0.210886    	0.0183946   	-3.96369    	0.13467     	0.276926    	0.0444998   	0.242026    	-0.0345757  
2.205 	0.0243399   	-5.15108    	0.009133    	0.911851    	0.462267    	0.148247    	0.0192375   	-3.19586    	0.297444    	0.223063    	-4.85292    	0.149231    	-0.110458   	0.000602323 	-0.231189   	0.0231503   	-0.0452575  	-0.0109485  	0.0224081   	0.69867     	0.582979    	-4.21277    	0.796286    	-1.08123    	0.385511    	0.286531    	0.35881     	-0.0256812  	0.978087    	0.0155945   	-0.00626128 	0.0693913   	0.248701    	-0.0295189  	0.0279325   	0.687562    	-0.00614315 	-2.03575    	-0.0885808  	-2.80688    	-1.09076    	0.242101    	0.135612    	0.134995    	-0.014723   	-0.680249   	0.0341754   	0.502001    	0.418584    	-1.37558    	0.020147    	0.223864    	-2.47914    	-0.0375752  	-0.0588008  	0.386604    	0.0572929   	0.0528363   	-0.086626   	-4.6814     	0.281257    	0.0395005   	-0.13836    	0.283269    	0.256376    	0.0144579   	-3.87514    	0.126509    	0.280998    	0.0435147   	0.24559     	-0.0685029  
2.215 	0.0255037   	-4.88949    	0.006921    	0.915644    	0.447691    	0.148654    	0.0218618   	-3.20771    	0.29708     	0.232471    	-4.86396    	0.133004    	-0.118109   	0.00477864  	-0.228808   	0.0209958   	-0.0520081  	-0.0262918  	0.0161429   	0.711534    	0.606015    	-4.03778    	0.798923    	-0.886593   	0.369713    	0.267005    	0.39697     	-0.0247     	0.986296    	0.011952    	-0.00519676 	0.0696856   	0.244877    	-0.0879363  	0.0271487   	0.672182    	-0.0127028  	-1.68709    	-0.0862108  	-2.46573    	-1.05352    	0.229431    	0.127626    	0.0686454   	-0.0100403  	-0.473918   	0.0313714   	0.529068    	0.408882    	-1.27403    	0.0208038   	0.221171    	-2.3433     	-0.039186   	-0.0563182  	0.400913    	0.0580679   	0.0515117   	-0.111182   	-4.60741    	0.307875    	0.0370168   	-0.130713   	0.272323    	0.303581    	0.0115757   	-3.74286    	0.119912    	0.289767    	0.042532    	0.255119    	-0.0916553  
2.225 	0.026656    	-4.54503    	0.00491107  	0.920563    	0.439079    	0.153388    	0.0248764   	-3.16819    	0.301469    	0.246486    	-4.82458    	0.118224    	-0.119734   	0.00898168  	-0.220376   	0.0190729   	-0.0523303  	-0.0356545  	0.0107853   	0.721335    	0.630498    	-3.80242    	0.80211     	-0.69862    	0.357877    	0.254027    	0.432824    	-0.0198637  	0.992633    	0.00899434  	-0.00368631 	0.0694214   	0.245177    	-0.139068   	0.0263381   	0.653883    	-0.00818166 	-1.35059    	-0.0799732  	-2.11409    	-0.972975   	0.222002    	0.123833    	0.00961985  	-0.00494847 	-0.262182   	0.0289341   	0.554427    	0.402964    	-1.18097    	0.0215664   	0.225392    	-2.20751    	-0.0398387  	-0.0526793  	0.413531    	0.0583551   	0.0502433   	-0.130217   	-4.45681    	0.337773    	0.0345695   	-0.11758    	0.268797    	0.351596    	0.00973406  	-3.57579    	0.11488     	0.302609    	0.0415409   	0.269971    	-0.104111   
2.235 	0.0277625   	-4.13355    	0.00315414  	0.925924    	0.436007    	0.162092    	0.0282385   	-3.08515    	0.310211    	0.264436    	-4.74033    	0.10494     	-0.115837   	0.0131209   	-0.206591   	0.0173536   	-0.0468389  	-0.0392696  	0.0063737   	0.727695    	0.655169    	-3.5212     	0.805542    	-0.525549   	0.349834    	0.24747     	0.45952     	-0.0117347  	0.996281    	0.00673137  	-0.001796   	0.0686222   	0.248771    	-0.183152   	0.0255098   	0.632605    	0.00642659  	-1.03928    	-0.0710114  	-1.7603     	-0.856924   	0.219463    	0.12387     	-0.0419436  	0.000481298 	-0.0586242  	0.0268664   	0.577471    	0.400728    	-1.10351    	0.0223421   	0.235937    	-2.07942    	-0.0395195  	-0.0479677  	0.42421     	0.0581783   	0.0490165   	-0.143744   	-4.23442    	0.370543    	0.0321938   	-0.0997846  	0.272005    	0.399492    	0.00888432  	-3.38381    	0.111372    	0.318792    	0.0405297   	0.289354    	-0.106326   
2.245 	0.0287879   	-3.67262    	0.00169415  	0.930984    	0.437904    	0.174289    	0.0318847   	-2.96765    	0.322715    	0.285535    	-4.61779    	0.0931683   	-0.10706    	0.0171068   	-0.188223   	0.0158088   	-0.0363106  	-0.037555   	0.00292094  	0.730321    	0.678788    	-3.20989    	0.808883    	-0.374942   	0.345326    	0.247012    	0.470473    	-0.000940257	0.996452    	0.00515106  	0.000399952 	0.0673162   	0.254714    	-0.22061    	0.0246707   	0.608397    	0.0298133   	-0.765028   	-0.0604917  	-1.41279    	-0.714123   	0.221336    	0.127264    	-0.0860953  	0.00616235  	0.123914    	0.0251571   	0.597658    	0.401962    	-1.04807    	0.023042    	0.252035    	-1.96619    	-0.0382463  	-0.0422988  	0.432761    	0.057569    	0.0478062   	-0.151922   	-3.94752    	0.405662    	0.0299188   	-0.0782458  	0.281099    	0.446339    	0.00894699  	-3.17727    	0.109314    	0.33751     	0.0394866   	0.312352    	-0.0991017  
2.255 	0.0296975   	-3.18088    	0.000566746 	0.934972    	0.444075    	0.189399    	0.0357342   	-2.82555    	0.338234    	0.30892     	-4.46431    	0.0828934   	-0.0941589  	0.0208542   	-0.166089   	0.0144088   	-0.0216501  	-0.0310931  	0.000414893 	0.729015    	0.700173    	-2.88494    	0.811789    	-0.253451   	0.344015    	0.252152    	0.459649    	0.0118527   	0.99242     	0.00422131  	0.00282187  	0.0655361   	0.261988    	-0.252015   	0.0238271   	0.581422    	0.0604143   	-0.538137   	-0.0495619  	-1.0798     	-0.553953   	0.227035    	0.133451    	-0.123053   	0.0119961   	0.273789    	0.0237834   	0.614526    	0.406358    	-1.02014    	0.0235842   	0.272767    	-1.87423    	-0.0360661  	-0.0358143  	0.439049    	0.0565649   	0.0465794   	-0.155037   	-3.60545    	0.442501    	0.0277679   	-0.0539492  	0.295109    	0.491241    	0.00981606  	-2.96664    	0.108594    	0.357908    	0.0384013   	0.337962    	-0.0835393  
2.265 	0.0304592   	-2.67726    	-0.000201851	0.937117    	0.453727    	0.206758    	0.0396923   	-2.66915    	0.355898    	0.333681    	-4.28782    	0.0740659   	-0.0779728  	0.0242861   	-0.141032   	0.0131255   	-0.00385188 	-0.020603   	-0.00117978 	0.723679    	0.718235    	-2.56281    	0.813907    	-0.166625   	0.345497    	0.262243    	0.421817    	0.0259627   	0.983552    	0.00389211  	0.00538752  	0.0633193   	0.269546    	-0.27805    	0.0229859   	0.551949    	0.096476    	-0.36703    	-0.0393121  	-0.769079   	-0.386059   	0.235892    	0.1418      	-0.153179   	0.0178756   	0.380942    	0.0227122   	0.627699    	0.413517    	-1.02409    	0.0238963   	0.297105    	-1.80894    	-0.0330521  	-0.0286763  	0.443004    	0.0552102   	0.0452991   	-0.153495   	-3.21922    	0.480353    	0.0257588   	-0.0279162  	0.312976    	0.533354    	0.0113643   	-2.76204    	0.109067    	0.379116    	0.0372654   	0.365132    	-0.0609849  
2.275 	0.0310449   	-2.18035    	-0.000595511	0.936677    	0.465995    	0.225645    	0.0436548   	-2.50872    	0.37475     	0.358897    	-4.09651    	0.0666064   	-0.0593946  	0.0273361   	-0.113897   	0.0119326   	0.0160378   	-0.0069097  	-0.00191944 	0.714315    	0.732013    	-2.25932    	0.814893    	-0.118758   	0.349318    	0.276517    	0.352763    	0.0407189   	0.969338    	0.00409819  	0.00801483  	0.0607086   	0.276358    	-0.299466   	0.0221555   	0.520346    	0.136127    	-0.257976   	-0.0307399  	-0.48758    	-0.219995   	0.247181    	0.151638    	-0.176949   	0.0236899   	0.437225    	0.0219026   	0.636897    	0.422964    	-1.06304    	0.0239183   	0.323945    	-1.77461    	-0.0292994  	-0.0210613  	0.444611    	0.0535545   	0.0439269   	-0.147799   	-2.80097    	0.518451    	0.0239039   	-0.00117371 	0.333585    	0.571916    	0.0134487   	-2.57291    	0.110563    	0.40028     	0.0360738   	0.392796    	-0.0329686  
2.285 	0.0314323   	-1.70771    	-0.000608584	0.932971    	0.479975    	0.245298    	0.0475125   	-2.35415    	0.393792    	0.38367     	-3.89863    	0.060409    	-0.0393385  	0.0299515   	-0.0855123  	0.0108073   	0.0369602   	0.00909081  	-0.0018788  	0.701023    	0.740697    	-1.98916    	0.814419    	-0.112797   	0.354987    	0.29412     	0.249455    	0.0554851   	0.949411    	0.00476207  	0.0106246   	0.0577514   	0.28145     	-0.317045   	0.0213466   	0.48707     	0.177448    	-0.21493    	-0.0247197  	-0.24122    	-0.0648936  	0.260146    	0.162271    	-0.194928   	0.0293274   	0.436634    	0.021308    	0.641938    	0.434165    	-1.13879    	0.0236038   	0.352154    	-1.7742     	-0.0249209  	-0.0131529  	0.443916    	0.0516519   	0.0424264   	-0.138527   	-2.36354    	0.555994    	0.022211    	0.0252754   	0.355808    	0.60626     	0.015917    	-2.40765    	0.11289     	0.420594    	0.0348251   	0.419913    	-0.00113908 
2.295 	0.0316056   	-1.27529    	-0.000245914	0.925396    	0.494753    	0.264946    	0.0511556   	-2.21459    	0.412026    	0.407152    	-3.70223    	0.0553456   	-0.0187093  	0.0320948   	-0.0566675  	0.00973048  	0.0578813   	0.0264676   	-0.00114775 	0.683994    	0.743655    	-1.76527    	0.81218     	-0.150281   	0.361993    	0.314145    	0.110159    	0.069682    	0.923563    	0.00579731  	0.0131431   	0.0544999   	0.283942    	-0.331554   	0.020573    	0.452648    	0.218549    	-0.239447   	-0.0219777  	-0.0346688  	0.0708429   	0.274029    	0.173012    	-0.207739   	0.0346803   	0.375472    	0.0208791   	0.642736    	0.446544    	-1.25173    	0.0229219   	0.380605    	-1.80933    	-0.020042   	-0.00513603 	0.441018    	0.0495597   	0.0407659   	-0.12631    	-1.91993    	0.59217     	0.0206839   	0.0504795   	0.37853     	0.635837    	0.0186128   	-2.27336    	0.115842    	0.439322    	0.0335222   	0.445498    	0.032804    
2.305 	0.0315565   	-0.896959   	0.000477495 	0.913457    	0.509431    	0.28383     	0.0544783   	-2.09813    	0.42849     	0.428578    	-3.51489    	0.0512716   	0.00162741  	0.0337453   	-0.0280939  	0.00868814  	0.0778266   	0.0442908   	0.000172007 	0.663507    	0.740438    	-1.59848    	0.8079      	-0.231349   	0.369823    	0.335666    	-0.0654999  	0.0828054   	0.891753    	0.00711197  	0.0155038   	0.0510106   	0.283088    	-0.343715   	0.0198515   	0.41766     	0.257631    	-0.330696   	-0.0230738  	0.12881     	0.179803    	0.288094    	0.183205    	-0.216034   	0.0396485   	0.25241     	0.0205656   	0.639304    	0.459498    	-1.40092    	0.021858    	0.408219    	-1.88024    	-0.0147961  	0.00280987  	0.436068    	0.0473376   	0.0389212   	-0.111805   	-1.48279    	0.626182    	0.0193233   	0.0735639   	0.400686    	0.66022     	0.021382    	-2.1756     	0.119203    	0.455822    	0.0321725   	0.46866     	0.0671758   
2.315 	0.0312848   	-0.584043   	0.00153712  	0.896773    	0.523159    	0.301229    	0.0573828   	-2.01157    	0.4423      	0.447284    	-3.34355    	0.048032    	0.0208724   	0.0348995   	-0.000449308	0.00767124  	0.0959118   	0.0616668   	0.00197057  	0.63991     	0.730795    	-1.49712    	0.801342    	-0.354776   	0.377974    	0.35777     	-0.276529   	0.0944416   	0.854114    	0.008612    	0.0176498   	0.0473439   	0.278297    	-0.354168   	0.0192021   	0.382715    	0.29305     	-0.485553   	-0.0283889  	0.247459    	0.255785    	0.301653    	0.192244    	-0.220472   	0.0441422   	0.0684675   	0.020319    	0.631742    	0.47242     	-1.58411    	0.0204138   	0.433998    	-1.98578    	-0.00931952 	0.0105162   	0.429261    	0.0450458   	0.0368775   	-0.0956772  	-1.06405    	0.65727     	0.0181271   	0.093752    	0.421287    	0.679116    	0.0240781   	-2.11825    	0.122763    	0.469569    	0.0307879   	0.488624    	0.100369    
2.325 	0.0307982   	-0.345075   	0.00289988  	0.875098    	0.535158    	0.316484    	0.0597831   	-1.96022    	0.452678    	0.462732    	-3.19432    	0.0454673   	0.038316    	0.0355711   	0.0256958   	0.00667611  	0.111369    	0.0777697   	0.00413346  	0.613611    	0.714672    	-1.46678    	0.792307    	-0.518071   	0.38597     	0.379591    	-0.520618   	0.104279    	0.810948    	0.0102045   	0.0195348   	0.0435632   	0.269158    	-0.363444   	0.0186475   	0.348434    	0.323371    	-0.698777   	-0.0381203  	0.321069    	0.293965    	0.314089    	0.199596    	-0.221692   	0.0480856   	-0.173095   	0.0200942   	0.620234    	0.484717    	-1.79784    	0.0186073   	0.457055    	-2.12353    	-0.00374679 	0.0178304   	0.420834    	0.0427439   	0.0346307   	-0.078572   	-0.674409   	0.684734    	0.0170917   	0.110384    	0.439446    	0.692366    	0.0265666   	-2.10342    	0.126316    	0.480162    	0.0293849   	0.504757    	0.130912    
2.335 	0.0301125   	-0.1856     	0.00452532  	0.848322    	0.544743    	0.329011    	0.0616084   	-1.94774    	0.458986    	0.474518    	-3.0723     	0.0434203   	0.0533582   	0.0357902   	0.0498688   	0.0057044   	0.123567    	0.0918702   	0.00654521  	0.585064    	0.692204    	-1.51019    	0.780638    	-0.717596   	0.393375    	0.400332    	-0.794236   	0.112113    	0.762713    	0.011801    	0.0211243   	0.0397339   	0.255452    	-0.371951   	0.0182128   	0.315425    	0.347413    	-0.963255   	-0.0522824  	0.350959    	0.291001    	0.32487     	0.204812    	-0.220293   	0.0514186   	-0.46696    	0.0198516   	0.605038    	0.495824    	-2.03764    	0.0164718   	0.476642    	-2.28989    	0.00179372  	0.0246202   	0.411053    	0.0404891   	0.0321889   	-0.0610972  	-0.323091   	0.707951    	0.0162119   	0.122931    	0.454395    	0.699942    	0.0287297   	-2.13142    	0.129672    	0.487336    	0.0279836   	0.51658     	0.157514    
2.345 	0.0292506   	-0.108105   	0.00636701  	0.816479    	0.551339    	0.338329    	0.0628052   	-1.97613    	0.46074     	0.482381    	-2.9815     	0.0417417   	0.065523    	0.0356024   	0.0717018   	0.00476283  	0.132026    	0.103358    	0.00909281  	0.55475     	0.663704    	-1.62718    	0.766224    	-0.948731   	0.399802    	0.419291    	-1.09277    	0.117851    	0.710015    	0.0133198   	0.0223961   	0.0359226   	0.237157    	-0.379952   	0.017924    	0.284258    	0.364278    	-1.2703     	-0.0707147  	0.339907    	0.24509     	0.333567    	0.207547    	-0.21682    	0.0540989   	-0.806006   	0.0195584   	0.586473    	0.505224    	-2.29816    	0.0140545   	0.492167    	-2.48026    	0.00718361  	0.0307769   	0.400212    	0.038335    	0.029572    	-0.043805   	-0.0175246  	0.726393    	0.015482    	0.131003    	0.465505    	0.701946    	0.0304695   	-2.20084    	0.132664    	0.490964    	0.0266076   	0.523785    	0.179111    
2.355 	0.0282418   	-0.112078   	0.0083741   	0.779735    	0.554496    	0.344062    	0.0633398   	-2.04571    	0.457628    	0.486209    	-2.92475    	0.0402954   	0.0744684   	0.0350659   	0.0909355   	0.00386261  	0.136427    	0.111762    	0.0116688   	0.523164    	0.62965     	-1.81477    	0.748998    	-1.20606    	0.404921    	0.435879    	-1.41071    	0.121506    	0.65358     	0.014689    	0.0233405   	0.0321957   	0.214447    	-0.387567   	0.0178076   	0.255449    	0.373375    	-1.61       	-0.0930943  	0.292012    	0.155956    	0.339865    	0.20756     	-0.211752   	0.0561025   	-1.18162    	0.0191895   	0.56491     	0.512461    	-2.57341    	0.0114145   	0.503207    	-2.68922    	0.0123177   	0.0362175   	0.388618    	0.0363302   	0.0268119   	-0.0271771  	0.236827    	0.739638    	0.0148961   	0.134356    	0.47229     	0.698591    	0.0317103   	-2.30862    	0.135151    	0.491054    	0.0252827   	0.526232    	0.194893    
2.365 	0.0271207   	-0.194162   	0.010493    	0.738394    	0.553899    	0.345955    	0.0631985   	-2.15518    	0.449518    	0.486033    	-2.90367    	0.0389631   	0.0799913   	0.0342501   	0.107419    	0.00301884  	0.136612    	0.116758    	0.0141743   	0.490801    	0.590658    	-2.06736    	0.728936    	-1.48356    	0.408465    	0.449636    	-1.74186    	0.123194    	0.594236    	0.0158478   	0.0239599   	0.0286181   	0.187678    	-0.39477    	0.017889    	0.22944     	0.374424    	-1.9716     	-0.118955   	0.212518    	0.0247969   	0.343563    	0.204724    	-0.205492   	0.0574243   	-1.58404    	0.0187283   	0.540756    	0.517151    	-2.85694    	0.00862066  	0.509519    	-2.91074    	0.0171069   	0.0408864   	0.376588    	0.0345167   	0.0239514   	-0.0116141  	0.436574    	0.747382    	0.0144482   	0.132892    	0.474416    	0.690198    	0.0324004   	-2.45024    	0.137023    	0.487741    	0.0240363   	0.523954    	0.20432     
2.375 	0.025926    	-0.34841    	0.0126691   	0.692873    	0.549372    	0.343877    	0.0623889   	-2.30176    	0.436454    	0.482017    	-2.91865    	0.037648    	0.0820265   	0.033232    	0.121106    	0.00224956  	0.132584    	0.118177    	0.016521    	0.458134    	0.54746     	-2.37696    	0.706059    	-1.77485    	0.410237    	0.460234    	-2.07956    	0.123119    	0.532883    	0.0167482   	0.0242681   	0.0252519   	0.157376    	-0.401396   	0.0181911   	0.20658     	0.367459    	-2.34389    	-0.147709   	0.107595    	-0.145827   	0.344579    	0.199024    	-0.198367   	0.0580775   	-2.00278    	0.018167    	0.514446    	0.518989    	-3.14213    	0.00574925  	0.511033    	-3.13845    	0.0214794   	0.0447548   	0.364437    	0.0329291   	0.0210429   	0.00257158  	0.580418    	0.74944     	0.0141326   	0.126655    	0.4717      	0.677173    	0.0325126   	-2.61994    	0.138203    	0.481277    	0.0228962   	0.517144    	0.207134    
2.385 	0.0246986   	-0.566623   	0.0148482   	0.643699    	0.540875    	0.337818    	0.0609384   	-2.48135    	0.418651    	0.474449    	-2.9689     	0.0362773   	0.0806418   	0.0320937   	0.13205     	0.0015748   	0.124493    	0.116004    	0.0186337   	0.425612    	0.500877    	-2.73362    	0.680425    	-2.07337    	0.410106    	0.467487    	-2.41695    	0.121562    	0.470463    	0.0173561   	0.0242893   	0.022155    	0.124208    	-0.407161   	0.0187336   	0.187119    	0.352806    	-2.71561    	-0.178673   	-0.0159126  	-0.352145   	0.342945    	0.190552    	-0.190628   	0.0580925   	-2.42695    	0.0175062   	0.486425    	0.517763    	-3.42236    	0.0028809   	0.507852    	-3.36581    	0.0253826   	0.0478207   	0.35247     	0.0315938   	0.0181463   	0.0151586   	0.669094    	0.745752    	0.0139441   	0.115823    	0.464105    	0.659993    	0.0320437   	-2.81095    	0.138649    	0.472012    	0.0218893   	0.506142    	0.203352    
2.395 	0.0234805   	-0.838756   	0.0169787   	0.591485    	0.528503    	0.327892    	0.0588938   	-2.68875    	0.396479    	0.463724    	-3.05253    	0.0348032   	0.0760278   	0.0309188   	0.140395    	0.00101548  	0.112625    	0.110371    	0.0204512   	0.393638    	0.451789    	-3.12578    	0.65213     	-2.3726     	0.40801     	0.471341    	-2.74718    	0.118865    	0.407931    	0.0176514   	0.0240569   	0.0193798   	0.0889575   	-0.411679   	0.0195308   	0.171193    	0.331063    	-3.0758     	-0.211095   	-0.150761   	-0.589364   	0.338799    	0.179503    	-0.182452   	0.0575155   	-2.84576    	0.0167546   	0.45714     	0.513346    	-3.69128    	9.78928e-05 	0.500233    	-3.58641    	0.0287829   	0.050107    	0.340974    	0.0305278   	0.015327    	0.0260163   	0.705239    	0.736377    	0.0138775   	0.100697    	0.451731    	0.639188    	0.031014    	-3.0158     	0.138354    	0.460374    	0.0210408   	0.491418    	0.193255    
2.405 	0.022313    	-1.15337    	0.0190124   	0.536912    	0.512474    	0.314322    	0.056319    	-2.91791    	0.370446    	0.450319    	-3.16665    	0.0332031   	0.0684844   	0.0297894   	0.14636     	0.000592302 	0.0973842   	0.101543    	0.0219277   	0.362567    	0.401104    	-3.54076    	0.621303    	-2.66628    	0.403947    	0.471873    	-3.06369    	0.115407    	0.346224    	0.0176281   	0.0236114   	0.0169718   	0.0524895   	-0.414487   	0.0205912   	0.158823    	0.303061    	-3.41419    	-0.244183   	-0.289589   	-0.851879   	0.332374    	0.166156    	-0.173951   	0.0564058   	-3.2488     	0.0159281   	0.427029    	0.505707    	-3.94297    	-0.00251874 	0.488575    	-3.79416    	0.0316656   	0.0516587   	0.330213    	0.0297387   	0.0126529   	0.0350998   	0.693188    	0.72149     	0.0139281   	0.0816877   	0.434805    	0.61532     	0.0294645   	-3.22658    	0.137344    	0.446853    	0.0203728   	0.47355     	0.177363    
2.415 	0.021235    	-1.49812    	0.0209062   	0.480708    	0.493118    	0.297433    	0.0532926   	-3.16218    	0.341173    	0.434777    	-3.30749    	0.0314785   	0.058403    	0.028783    	0.150231    	0.000324621 	0.0792694   	0.0899034   	0.0230329   	0.332694    	0.349733    	-3.96525    	0.588104    	-2.94859    	0.397977    	0.469278    	-3.3604     	0.111593    	0.286234    	0.0172937   	0.0229991   	0.0149687   	0.015716    	-0.415073   	0.0219162   	0.149912    	0.269823    	-3.72153    	-0.277135   	-0.425196   	-1.13351    	0.323982    	0.150871    	-0.165184   	0.0548341   	-3.62648    	0.0150487   	0.396509    	0.494899    	-4.17215    	-0.00489196 	0.473395    	-3.98351    	0.0340338   	0.0525401   	0.320416    	0.0292246   	0.0101924   	0.0424432   	0.638721    	0.701374    	0.0140911   	0.0592961   	0.413663    	0.588968    	0.027455    	-3.43524    	0.135675    	0.431973    	0.0199034   	0.453197    	0.1564      
2.425 	0.020282    	-1.86025    	0.0226233   	0.423626    	0.47086     	0.277634    	0.0499054   	-3.41459    	0.309365    	0.417679    	-3.47056    	0.0296528   	0.0462472   	0.0279693   	0.152344    	0.0002294   	0.0588518   	0.0759292   	0.0237522   	0.304256    	0.298556    	-4.3858     	0.552717    	-3.21428    	0.390206    	0.463853    	-3.63196    	0.107825    	0.22878     	0.016668    	0.0222701   	0.013399    	-0.0204398  	-0.412906   	0.0234994   	0.144254    	0.232521    	-3.9898     	-0.309166   	-0.550823   	-1.42774    	0.314       	0.13406     	-0.156163   	0.0528786   	-3.97029    	0.0141434   	0.365969    	0.481062    	-4.37433    	-0.00695129 	0.455301    	-4.14963    	0.035907    	0.052831    	0.311777    	0.0289741   	0.00801096  	0.0481484   	0.548766    	0.676403    	0.0143615   	0.0340977   	0.388735    	0.560704    	0.025061    	-3.6339     	0.133427    	0.41627     	0.019646    	0.431071    	0.131263    
2.435 	0.0194843   	-2.22708    	0.0241339   	0.366425    	0.446203    	0.255406    	0.0462563   	-3.66814    	0.275784    	0.399624    	-3.65081    	0.027768    	0.0325313   	0.0274083   	0.153068    	0.000320245 	0.0367495   	0.0601703   	0.0240859   	0.27742     	0.248402    	-4.78931    	0.515352    	-3.45881    	0.380787    	0.455978    	-3.87384    	0.104491    	0.174585    	0.015782    	0.021476    	0.0122816   	-0.0550798  	-0.407468   	0.0253263   	0.141533    	0.192418    	-4.21247    	-0.339534   	-0.660392   	-1.72796    	0.302845    	0.11618     	-0.146871   	0.050623    	-4.27308    	0.0132422   	0.335763    	0.464409    	-4.5459     	-0.00863515 	0.43497     	-4.28854    	0.0373187   	0.0526228   	0.304444    	0.0289667   	0.00616897  	0.0523733   	0.431068    	0.647037    	0.0147337   	0.00672058  	0.360526    	0.531082    	0.0223698   	-3.81512    	0.130702    	0.40027     	0.0196081   	0.407911    	0.102971    
2.445 	0.0188661   	-2.58644    	0.025416    	0.309844    	0.419706    	0.231275    	0.04245     	-3.91599    	0.241213    	0.3812      	-3.8428     	0.0258807   	0.0177978   	0.0271473   	0.152792    	0.000606589 	0.0136022   	0.0432215   	0.0240486   	0.252295    	0.200026    	-5.16352    	0.476233    	-3.67849    	0.369903    	0.446099    	-4.08253    	0.101939    	0.124259    	0.0146761   	0.0206686   	0.011625    	-0.0873648  	-0.398284   	0.0273737   	0.141344    	0.150818    	-4.38463    	-0.367561   	-0.74873    	-2.02768    	0.290962    	0.0977085   	-0.137272   	0.0481528   	-4.5293     	0.0123773   	0.306204    	0.445221    	-4.68426    	-0.00989274 	0.413112    	-4.39725    	0.0383144   	0.0520142   	0.298522    	0.0291738   	0.00471902  	0.0553176   	0.293847    	0.613799    	0.0152017   	-0.0221743  	0.329594    	0.500623    	0.019477    	-3.97214    	0.127617    	0.384468    	0.0197913   	0.384453    	0.072624    
2.455 	0.018445    	-2.92715    	0.0264555   	0.254586    	0.391967    	0.2058      	0.0385926   	-4.15179    	0.20643     	0.362968    	-4.04087    	0.0240575   	0.00259525  	0.0272202   	0.151903    	0.00109305  	-0.00995342 	0.0256962   	0.0236674   	0.228925    	0.154087    	-5.49736    	0.435604    	-3.87048    	0.357762    	0.434705    	-4.25561    	0.100468    	0.0782824   	0.0133982   	0.0198976   	0.0114271   	-0.116546   	-0.384951   	0.0296105   	0.143199    	0.109019    	-4.50309    	-0.392657   	-0.811747   	-2.32078    	0.278798    	0.0791239   	-0.127324   	0.0455529   	-4.73509    	0.011581    	0.277562    	0.423831    	-4.78782    	-0.0106856  	0.390447    	-4.47383    	0.0389485   	0.0511071   	0.294066    	0.0295594   	0.00370377  	0.0572077   	0.145455    	0.577262    	0.0157582   	-0.0519137  	0.296533    	0.469801    	0.0164828   	-4.09906    	0.124293    	0.369308    	0.0201909   	0.361404    	0.0413524   
