q      	sum          	Hg-I_2       	H_1-I_2      	I_2-I_2      	I_1-I_2      	O-Hg         	O-I_1        	H_2-Hg       	C-I_1        	H_1-I_1      	H_1-H_1      	C-C          	O-O          	H_2-H_2      	C-H_2        	O-I_2        	C-H_1        	C-I_2        	Hg-I_1       	O-H_2        	Hg-Hg        	H_1-H_2      	H_2-I_1      	O-H_1        	O-C          	H_1-Hg       	I_1-I_1      	H_2-I_2      	C-Hg        
8.995 	4890.73     	-29.3458    	0.0234623   	479.056     	-13.129     	6.72606     	-0.329518   	-0.000901673	0.569326    	0.041886    	0.751929    	1023.12     	1476.67     	0.251177    	-0.74508    	-1.19634    	-4.62288    	0.260425    	-29.3458    	-0.707712   	1459.37     	0.0440212   	0.00297206  	7.52903     	36.0374     	0.10588     	479.056     	0.00144343  	0.529321    
9.005 	4889.27     	-27.9232    	0.0252956   	478.3       	-12.5465    	6.57191     	-0.340202   	-0.00138262 	0.579272    	0.0414951   	0.746354    	1021.81     	1474.41     	0.24909     	-0.769475   	-1.08702    	-4.5966     	0.257896    	-27.9232    	-0.672371   	1457.14     	0.0438446   	0.00263026  	7.43876     	38.4968     	0.100327    	478.3       	0.00124545  	0.614257    
9.015 	4887.82     	-26.4872    	0.0269901   	477.546     	-11.9294    	6.39498     	-0.364756   	-0.00184692 	0.581251    	0.0404352   	0.740822    	1020.5      	1472.16     	0.247024    	-0.793522   	-0.960704   	-4.5688     	0.25766     	-26.4872    	-0.637116   	1454.9      	0.0436465   	0.00231643  	7.34924     	40.9227     	0.0942035   	477.546     	0.00108753  	0.697947    
9.025 	4886.39     	-25.0389    	0.0284843   	476.794     	-11.2798    	6.20135     	-0.402826   	-0.00227829 	0.574075    	0.0387616   	0.735328    	1019.2      	1469.91     	0.244979    	-0.817202   	-0.821979   	-4.53937    	0.260118    	-25.0389    	-0.601981   	1452.68     	0.0434261   	0.00204706  	7.26039     	43.3106     	0.0877566   	476.794     	0.00096981  	0.775978    
9.035 	4884.95     	-23.5796    	0.0297263   	476.044     	-10.5998    	5.99735     	-0.453387   	-0.00266236 	0.556806    	0.0365582   	0.729867    	1017.9      	1467.66     	0.242956    	-0.840492   	-0.67584    	-4.5082     	0.265464    	-23.5796    	-0.567003   	1450.45     	0.0431825   	0.00183458  	7.17215     	45.6571     	0.0812317   	476.044     	0.000889813 	0.844003    
9.045 	4883.49     	-22.1103    	0.0306762   	475.296     	-9.89158    	5.78928     	-0.514816   	-0.0029873  	0.528828    	0.0339326   	0.724436    	1016.6      	1465.41     	0.240952    	-0.863367   	-0.527475   	-4.47522    	0.27364     	-22.1103    	-0.532216   	1448.23     	0.0429148   	0.00168667  	7.08442     	47.9597     	0.0748569   	475.296     	0.000842836 	0.897957    
9.055 	4882.02     	-20.6323    	0.0313069   	474.55      	-9.15747    	5.583       	-0.584975   	-0.00324438 	0.489902    	0.0310099   	0.719033    	1015.31     	1463.17     	0.238969    	-0.885802   	-0.382069   	-4.44034    	0.284302    	-20.6323    	-0.497655   	1446.01     	0.0426223   	0.00160596  	6.99713     	50.2167     	0.0688329   	474.55      	0.000822461 	0.934269    
9.065 	4880.51     	-19.1466    	0.0316047   	473.807     	-8.39978    	5.38368     	-0.661329   	-0.00342821 	0.440207    	0.0279252   	0.713656    	1014.03     	1460.92     	0.237005    	-0.907773   	-0.244595   	-4.40353    	0.296815    	-19.1466    	-0.46335    	1443.8      	0.0423044   	0.00158999  	6.91019     	52.4278     	0.0633238   	473.807     	0.000821116 	0.950054    
9.075 	4878.97     	-17.6543    	0.0315685   	473.066     	-7.62091    	5.19556     	-0.741072   	-0.00353691 	0.380374    	0.0248164   	0.708304    	1012.75     	1458.67     	0.23506     	-0.929258   	-0.11963    	-4.36475    	0.310262    	-17.6543    	-0.429324   	1441.59     	0.0419606   	0.0016315   	6.82354     	54.5934     	0.0584509   	473.066     	0.000830664 	0.943273    
9.085 	4877.38     	-16.1568    	0.0312097   	472.326     	-6.82329    	5.02172     	-0.821262   	-0.00357198 	0.311483    	0.0218166   	0.702979    	1011.48     	1456.41     	0.233134    	-0.950239   	-0.0111784  	-4.32402    	0.32347     	-16.1568    	-0.395596   	1439.38     	0.0415908   	0.00171903  	6.7371      	56.7151     	0.0542891   	472.326     	0.000842974 	0.912855    
9.095 	4875.76     	-14.655     	0.03055     	471.589     	-6.00943    	4.864       	-0.898958   	-0.00353804 	0.235055    	0.0190471   	0.69768     	1010.21     	1454.14     	0.231226    	-0.970705   	0.0774693   	-4.28137    	0.335059    	-14.655     	-0.362177   	1437.18     	0.0411952   	0.00183776  	6.65082     	58.7949     	0.0508659   	471.589     	0.000850459 	0.85878     
9.105 	4874.09     	-13.1501    	0.0296202   	470.854     	-5.18184    	4.72291     	-0.971352   	-0.00344238 	0.15301     	0.0166108   	0.692411    	1008.95     	1451.86     	0.229336    	-0.99065    	0.143854    	-4.23687    	0.343513    	-13.1501    	-0.329071   	1434.98     	0.0407742   	0.0019705   	6.56464     	60.8358     	0.0481637   	470.854     	0.000846535 	0.782099    
9.115 	4872.39     	-11.6434    	0.028458    	470.121     	-4.34308    	4.59772     	-1.03588    	-0.00329437 	0.0676114   	0.0145871   	0.687173    	1007.7      	1449.58     	0.227463    	-1.01007    	0.186427    	-4.1906     	0.347252    	-11.6434    	-0.296273   	1432.78     	0.0403286   	0.0020989   	6.47854     	62.8409     	0.0461243   	470.121     	0.000826003 	0.684911    
9.125 	4870.64     	-10.1358    	0.0271057   	469.391     	-3.49572    	4.48648     	-1.09034    	-0.00310481 	-0.0186118  	0.0130279   	0.68197     	1006.45     	1447.28     	0.225607    	-1.02898    	0.204585    	-4.14268    	0.344722    	-10.1358    	-0.263775   	1430.59     	0.0398593   	0.00220461  	6.39246     	64.8138     	0.0446559   	469.391     	0.000785317 	0.570285    
9.135 	4868.85     	-8.62854    	0.0256082   	468.662     	-2.64235    	4.38625     	-1.13293    	-0.00288512 	-0.102961   	0.0119557   	0.676805    	1005.21     	1444.97     	0.223768    	-1.04739    	0.19868     	-4.09324    	0.334491    	-8.62854    	-0.231559   	1428.4      	0.0393676   	0.00227054  	6.30639     	66.7577     	0.0436412   	468.662     	0.000722749 	0.442128    
9.145 	4867.02     	-7.12275    	0.0240109   	467.935     	-1.78554    	4.29329     	-1.16234    	-0.00264667 	-0.182677   	0.0113624   	0.671681    	1003.98     	1442.65     	0.221945    	-1.06533    	0.169979    	-4.04243    	0.315336    	-7.12275    	-0.199604   	1426.21     	0.038855    	0.00228193  	6.22028     	68.676      	0.0429472   	467.935     	0.000638433 	0.305015    
9.155 	4865.17     	-5.61954    	0.022358    	467.211     	-0.927898   	4.2033      	-1.17779    	-0.00240004 	-0.255053   	0.0112109   	0.666601    	1002.75     	1440.32     	0.220139    	-1.0828     	0.12059     	-3.99041    	0.286329    	-5.61954    	-0.167889   	1424.03     	0.038323    	0.00222735  	6.13413     	70.5715     	0.0424352   	467.211     	0.00053431  	0.163979    
9.165 	4863.28     	-4.12       	0.0206909   	466.488     	-0.0719844  	4.11174     	-1.17895    	-0.00215435 	-0.317557   	0.0114376   	0.66157     	1001.53     	1437.99     	0.218349    	-1.09986    	0.0533644   	-3.93735    	0.246914    	-4.12       	-0.136388   	1421.86     	0.0377734   	0.00209943  	6.04789     	72.4464     	0.0419705   	466.488     	0.000413964 	0.0242773   
9.175 	4861.38     	-2.62523    	0.0190472   	465.768     	0.779642    	4.01407     	-1.16604    	-0.00191683 	-0.36795    	0.0119565   	0.656588    	1000.31     	1435.64     	0.216576    	-1.11651    	-0.0282372  	-3.88342    	0.196959    	-2.62523    	-0.105078   	1419.68     	0.0372079   	0.00189539  	5.96156     	74.3023     	0.0414317   	465.768     	0.000282383 	-0.108857   
9.185 	4859.45     	-1.13633    	0.0174598   	465.05      	1.62445     	3.90609     	-1.13966    	-0.00169237 	-0.404391   	0.0126647   	0.651659    	999.088     	1433.3      	0.214818    	-1.13281    	-0.120294   	-3.82877    	0.136796    	-1.13633    	-0.0739391  	1417.51     	0.0366281   	0.00161724  	5.8751      	76.1402     	0.0407179   	465.05      	0.000145642 	-0.230466   
9.195 	4857.5      	0.345623    	0.0159567   	464.333     	2.45995     	3.78415     	-1.10083    	-0.00148341 	-0.425536   	0.0134488   	0.646784    	997.871     	1430.95     	0.213077    	-1.14878    	-0.218591   	-3.77354    	0.067235    	0.345623    	-0.0429547  	1415.34     	0.0360357   	0.00127176  	5.78849     	77.9602     	0.0397548   	464.333     	1.05519e-05 	-0.336105   
9.205 	4855.53     	1.81957     	0.0145609   	463.619     	3.28368     	3.64538     	-1.05088    	-0.00128987 	-0.430612   	0.0141911   	0.641963    	996.654     	1428.6      	0.211352    	-1.16445    	-0.318789   	-3.71788    	-0.0104439  	1.81957     	-0.0121154  	1413.18     	0.035432    	0.000870144 	5.70173     	79.7615     	0.0384986   	463.619     	-0.00011573 	-0.422061   
9.215 	4853.55     	3.28444     	0.0132904   	462.907     	4.09324     	3.48788     	-0.991366   	-0.00110937 	-0.419468   	0.0147773   	0.637196    	995.436     	1426.26     	0.209643    	-1.17985    	-0.416599   	-3.66188    	-0.0945288  	3.28444     	0.0185813   	1411.02     	0.0348184   	0.000427383 	5.61478     	81.5428     	0.0369372   	462.907     	-0.00022609 	-0.48553    
9.225 	4851.54     	4.7392      	0.0121595   	462.196     	4.88628     	3.31082     	-0.923987   	-0.000937518	-0.392604   	0.0151026   	0.632484    	994.217     	1423.91     	0.207951    	-1.195      	-0.507945   	-3.60565    	-0.182931   	4.7392      	0.0491297   	1408.86     	0.0341957   	-3.85367e-05	5.52764     	83.3022     	0.0350897   	462.196     	-0.000313833	-0.524759   
9.235 	4849.52     	6.18281     	0.0111783   	461.488     	5.6605      	3.11447     	-0.850535   	-0.000768443	-0.351165   	0.0150782   	0.627824    	992.994     	1421.58     	0.206275    	-1.2099     	-0.589119   	-3.54923    	-0.273266   	6.18281     	0.0795153   	1406.71     	0.0335648   	-0.000507642	5.4403      	85.0372     	0.0330034   	461.488     	-0.000373031	-0.539128   
9.245 	4847.47     	7.61426     	0.0103545   	460.782     	6.41369     	2.90022     	-0.7728     	-0.000595366	-0.296908   	0.0146361   	0.623216    	991.767     	1419.25     	0.204616    	-1.22458    	-0.656911   	-3.49267    	-0.362949   	7.61426     	0.109716    	1404.56     	0.0329261   	-0.000959085	5.35276     	86.745      	0.0307491   	460.782     	-0.000398826	-0.529181   
9.255 	4845.39     	9.03254     	0.00969329  	460.078     	7.1437      	2.67048     	-0.692522   	-0.000411278	-0.232139   	0.0137333   	0.618656    	990.535     	1416.93     	0.202973    	-1.23903    	-0.708718   	-3.43597    	-0.449304   	9.03254     	0.1397      	1402.41     	0.0322801   	-0.00137231 	5.26504     	88.4227     	0.0284146   	460.078     	-0.000387675	-0.496595   
9.265 	4843.27     	10.4367     	0.00919834  	459.375     	7.84845     	2.42854     	-0.61134    	-0.000209646	-0.159625   	0.0123541   	0.614143    	989.297     	1414.61     	0.201347    	-1.25325    	-0.742631   	-3.37912    	-0.529681   	10.4367     	0.169431    	1400.27     	0.0316266   	-0.00172819 	5.17716     	90.0672     	0.0260978   	459.375     	-0.00033753 	-0.444095   
9.275 	4841.1      	11.8257     	0.00887219  	458.675     	8.52598     	2.17842     	-0.530757   	1.49061e-05 	-0.0824744  	0.0105112   	0.609674    	988.053     	1412.3      	0.199736    	-1.26723    	-0.757485   	-3.32207    	-0.601578   	11.8257     	0.198865    	1398.13     	0.0309657   	-0.00201011 	5.08916     	91.6759     	0.0238985   	458.675     	-0.00024795 	-0.37531    
9.285 	4838.88     	13.1986     	0.00871641  	457.977     	9.1744      	1.92461     	-0.452125   	0.000265974 	-0.00401238 	0.00824485  	0.605246    	986.803     	1410        	0.198143    	-1.28095    	-0.752881   	-3.26478    	-0.662749   	13.1986     	0.227957    	1396        	0.0302969   	-0.00220487 	5.00108     	93.2461     	0.0219108   	457.977     	-0.000120145	-0.294591   
9.295 	4836.59     	14.5545     	0.00873172  	457.28      	9.7919      	1.67183     	-0.376637   	0.000544856 	0.072371    	0.00562085  	0.600857    	985.547     	1407.7      	0.196565    	-1.29438    	-0.729179   	-3.20717    	-0.711312   	14.5545     	0.256658    	1393.87     	0.0296201   	-0.00230345 	4.91298     	94.7758     	0.0202157   	457.28      	4.30502e-05 	-0.206782   
9.305 	4834.23     	15.8924     	0.00891779  	456.586     	10.3768     	1.4248      	-0.305327   	0.000850176 	0.14337     	0.00272684  	0.596504    	984.284     	1405.4      	0.195003    	-1.30752    	-0.687465   	-3.14915    	-0.745838   	15.8924     	0.284921    	1391.74     	0.0289347   	-0.00230147 	4.82493     	96.2633     	0.0188755   	456.586     	0.000237265 	-0.116971   
9.315 	4831.78     	17.2115     	0.00927285  	455.894     	10.9275     	1.18798     	-0.23909    	0.00117768  	0.205916    	-0.000332471	0.592186    	983.016     	1403.1      	0.193456    	-1.32033    	-0.629478   	-3.09063    	-0.765414   	17.2115     	0.312699    	1389.61     	0.0282405   	-0.00219948 	4.73701     	97.7075     	0.0179284   	455.894     	0.000456743 	-0.0302275  
9.325 	4829.23     	18.5108     	0.00979317  	455.203     	11.4426     	0.965313    	-0.178694   	0.00152022  	0.257318    	-0.003441   	0.587901    	981.744     	1400.8      	0.191926    	-1.33278    	-0.557533   	-3.03153    	-0.769694   	18.5108     	0.339953    	1387.49     	0.0275371   	-0.00200289 	4.6493      	99.1081     	0.0173857   	455.203     	0.000694532 	0.0486638   
9.335 	4826.58     	19.7895     	0.0104725   	454.515     	11.9207     	0.760066    	-0.124802   	0.00186794  	0.295393    	-0.00647759 	0.583648    	980.468     	1398.5      	0.19041     	-1.34486    	-0.474409   	-2.97176    	-0.758911   	19.7895     	0.366647    	1385.37     	0.0268243   	-0.00172172 	4.5619      	100.465     	0.0172312   	454.515     	0.000942726 	0.11545     
9.345 	4823.81     	21.0468     	0.0113011   	453.828     	12.3605     	0.574632    	-0.0779914  	0.00220863  	0.318573    	-0.00932253 	0.579425    	979.189     	1396.19     	0.188909    	-1.35654    	-0.38323    	-2.91125    	-0.73387    	21.0468     	0.392755    	1383.26     	0.026102    	-0.00137006 	4.47489     	101.779     	0.0174216   	453.828     	0.00119273  	0.166632    
9.355 	4820.91     	22.2818     	0.0122658   	453.143     	12.7609     	0.410436    	-0.0387658  	0.00252829  	0.325978    	-0.011864   	0.575233    	977.911     	1393.88     	0.187423    	-1.36781    	-0.287336   	-2.84994    	-0.695909   	22.2818     	0.41826     	1381.14     	0.0253705   	-0.000965298	4.38835     	103.051     	0.0178891   	453.143     	0.00143553  	0.19965     
9.365 	4817.88     	23.4937     	0.0133486   	452.461     	13.1209     	0.267874    	-0.00756465 	0.0028118   	0.317468    	-0.0140038  	0.571071    	976.633     	1391.56     	0.185952    	-1.37866    	-0.190146   	-2.78778    	-0.646841   	23.4937     	0.443152    	1379.04     	0.02463     	-0.000527254	4.30237     	104.282     	0.0185468   	452.461     	0.00166203  	0.213016    
9.375 	4814.7      	24.6818     	0.014527    	451.78      	13.4397     	0.146309    	0.0152388   	0.00304376  	0.293655    	-0.015663   	0.566939    	975.358     	1389.23     	0.184494    	-1.38908    	-0.0950326  	-2.72477    	-0.588866   	24.6818     	0.467433    	1376.93     	0.0238813   	-7.71077e-05	4.21702     	105.473     	0.0192934   	451.78      	0.00186331  	0.206391    
9.385 	4811.39     	25.8452     	0.0157737   	451.101     	13.7166     	0.0441275   	0.0293466   	0.00320931  	0.255877    	-0.0167851  	0.562839    	974.087     	1386.9      	0.183051    	-1.39907    	-0.00518766 	-2.66089    	-0.524472   	25.8452     	0.491113    	1374.83     	0.0231249   	0.000363671 	4.13236     	106.627     	0.0200207   	451.101     	0.00203095  	0.180606    
9.395 	4807.92     	26.9832     	0.0170566   	450.424     	13.9508     	-0.0411572  	0.034555    	0.00329505  	0.206139    	-0.0173397  	0.55877     	972.823     	1384.55     	0.181622    	-1.40863    	0.076487    	-2.5962     	-0.456318   	26.9832     	0.514211    	1372.73     	0.022362    	0.000774417 	4.04841     	107.745     	0.0206206   	450.424     	0.00215728  	0.137611    
9.405 	4804.31     	28.0952     	0.0183397   	449.749     	14.1419     	-0.112758   	0.0307792   	0.00328986  	0.147024    	-0.0173233  	0.554733    	971.566     	1382.2      	0.180206    	-1.41779    	0.147481    	-2.53072    	-0.387114   	28.0952     	0.536754    	1370.64     	0.0215936   	0.0011363   	3.96522     	108.828     	0.0209925   	449.749     	0.00223567  	0.0803768   
9.415 	4800.55     	29.1803     	0.0195834   	449.075     	14.2896     	-0.174432   	0.0180852   	0.0031857   	0.0815675   	-0.0167594  	0.550728    	970.318     	1379.85     	0.178803    	-1.42656    	0.205758    	-2.46454    	-0.319494   	29.1803     	0.558771    	1368.55     	0.0208211   	0.00143323  	3.88279     	109.878     	0.02105     	449.075     	0.00226075  	0.0127276   
9.425 	4796.64     	30.238      	0.020746    	448.404     	14.3936     	-0.230271   	-0.00327777 	0.00297819  	0.0131178   	-0.0156967  	0.546756    	969.081     	1377.49     	0.177414    	-1.43496    	0.249814    	-2.39776    	-0.255904   	30.238      	0.580299    	1366.46     	0.0200457   	0.00165263  	3.80111     	110.894     	0.0207267   	448.404     	0.00222858  	-0.0608622  
9.435 	4792.59     	31.2676     	0.0217848   	447.735     	14.4539     	-0.284483   	-0.0328448  	0.0026671   	-0.0548297  	-0.0142067  	0.542817    	967.855     	1375.13     	0.176038    	-1.443      	0.278716    	-2.33048    	-0.198491   	31.2676     	0.601374    	1364.37     	0.0192691   	0.00178598  	3.72016     	111.878     	0.019981    	447.735     	0.00213686  	-0.135515   
9.445 	4788.39     	32.2685     	0.0226579   	447.067     	14.4705     	-0.341177   	-0.0699081  	0.00225661  	-0.118801   	-0.0123791  	0.538911    	966.641     	1372.77     	0.174675    	-1.45073    	0.29212     	-2.26283    	-0.149013   	32.2685     	0.622031    	1362.29     	0.0184925   	0.00182916  	3.63989     	112.829     	0.0187988   	447.067     	0.001985    	-0.206218   
9.455 	4784.07     	33.2401     	0.0233254   	446.401     	14.4435     	-0.40415    	-0.113498   	0.0017553   	-0.175514   	-0.0103172  	0.535036    	965.439     	1370.41     	0.173326    	-1.45817    	0.290256    	-2.19495    	-0.10877    	33.2401     	0.642302    	1360.21     	0.0177173   	0.00178254  	3.56027     	113.747     	0.0171946   	446.401     	0.00177421  	-0.268103   
