q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_100-H_24   	H_200-H_15   	C_100-H_22   	H_200-N_7    	H_200-H_23   	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
0.005 	-0.0480171  	-454.705    	-4.10295    	-28.2612    	-23.2449    	-43.6571    	-7.72586    	-464.904    	-14.0669    	-18.9806    	-160.579    	-16.9125    	-23.7876    	-4.87907    	-24.1646    	-3.33286    	-18.9055    	-47.8728    	-4.36994    	-49.6961    	-27.3821    	-220.068    	-59.9574    	-49.7603    	-18.3089    	-25.0684    	-403.615    	-19.3055    	-46.3537    	-5.17749    	-4.23687    	-4.74562    	-30.9352    	-29.2018    	-3.22867    	-12.0466    	-60.746     	-490.435    	-56.4402    	-117.454    	-269.054    	-17.0322    	19.2796     	-21.8903    	-2.77102    	-427.865    	-1.81427    	-17.8047    	-14.1684    	20.9973     	-4.77385    	-25.5735    	-161.376    	-5.22086    	-8.52738    	-23.1651    	-0.885452   	-4.50502    	-2.33855    	-87.0055    	-30.2686    	-1.95459    	-32.9695    	-61.2613    	-52.033     	-3.58945    	-307.18     	14.0042     	-26.9654    	-4.28338    	-14.5389    	6.14806     
0.015 	-0.196298   	-454.484    	-4.20273    	-28.858     	-23.8689    	-43.9875    	-7.77516    	-464.462    	-14.835     	-19.6799    	-164.425    	-17.6193    	-24.4111    	-4.96951    	-24.9125    	-3.4463     	-19.5898    	-48.1622    	-4.46551    	-49.9603    	-27.9642    	-222.889    	-60.0887    	-54.6744    	-19.0167    	-25.6679    	-403.946    	-20.1172    	-46.6818    	-5.26041    	-4.33889    	-4.83509    	-31.4735    	-29.8851    	-3.34859    	-12.8019    	-60.8832    	-489.565    	-56.619     	-122.411    	-271.33     	-17.7444    	18.1324     	-22.6764    	-2.89224    	-427.761    	-1.93925    	-18.4848    	-14.9023    	15.1686     	-4.8613     	-26.1645    	-165.039    	-5.30593    	-8.56806    	-23.793     	-1.02292    	-4.6028     	-3.30203    	-92.3862    	-30.8199    	-2.0768     	-33.4663    	-61.3849    	-52.274     	-3.69575    	-308.826    	12.9132     	-27.5339    	-4.37851    	-15.2672    	5.10879     
0.025 	-0.489832   	-454.059    	-4.40051    	-30.0405    	-25.105     	-44.645     	-7.87289    	-463.602    	-16.3567    	-21.0652    	-172.043    	-19.0187    	-25.6464    	-5.14868    	-26.3945    	-3.67092    	-20.9456    	-48.7358    	-4.65482    	-50.4855    	-29.1179    	-228.481    	-60.3506    	-64.4085    	-20.4184    	-26.8555    	-404.617    	-21.725     	-47.3332    	-5.42459    	-4.54105    	-5.01233    	-32.5396    	-31.2395    	-3.586      	-14.2982    	-61.1561    	-487.868    	-56.976     	-132.231    	-275.849    	-19.1547    	15.8619     	-24.2339    	-3.13244    	-427.583    	-2.18661    	-19.8326    	-16.3557    	3.62833     	-5.0344     	-27.3349    	-172.294    	-5.47469    	-8.64877    	-25.0372    	-1.29516    	-4.79647    	-5.20836    	-103.045    	-31.9134    	-2.31881    	-34.4521    	-61.6317    	-52.7543    	-3.90619    	-312.1      	10.7538     	-28.6597    	-4.56689    	-16.7097    	3.05244     
0.035 	-0.92263    	-453.467    	-4.69275    	-31.7869    	-26.9299    	-45.6231    	-8.01731    	-462.371    	-18.6037    	-23.1104    	-183.284    	-21.0823    	-27.4706    	-5.41316    	-28.5826    	-4.00225    	-22.9476    	-49.5835    	-4.93427    	-51.2655    	-30.822     	-236.749    	-60.7421    	-78.7763    	-22.4869    	-28.6081    	-405.646    	-24.0985    	-48.2986    	-5.66676    	-4.83961    	-5.27398    	-34.1129    	-33.2412    	-3.93606    	-16.5071    	-61.5614    	-485.43     	-57.5105    	-146.732    	-282.546    	-21.2349    	12.5156     	-26.5342    	-3.48713    	-427.382    	-2.55126    	-21.8239    	-18.4995    	-13.3924    	-5.28963    	-29.0616    	-183.003    	-5.72443    	-8.7682     	-26.8751    	-1.6968     	-5.08225    	-8.01681    	-118.777    	-33.5307    	-2.67583    	-35.9114    	-62.0007    	-53.47      	-4.21646    	-316.972    	7.57051     	-30.3208    	-4.84485    	-18.8382    	0.0228381   
0.045 	-1.48589    	-452.756    	-5.07422    	-34.065     	-29.309     	-46.9118    	-8.20589    	-460.835    	-21.534     	-25.7769    	-197.932    	-23.7687    	-29.8499    	-5.75794    	-31.4361    	-4.43374    	-25.5585    	-50.6906    	-5.29853    	-52.2911    	-33.0454    	-247.549    	-61.2615    	-97.5039    	-25.1819    	-30.8923    	-407.06     	-27.1928    	-49.5641    	-5.98207    	-5.22909    	-5.61511    	-36.1629    	-35.8546    	-4.39171    	-19.3868    	-62.0941    	-482.373    	-58.2207    	-165.641    	-291.327    	-23.9437    	8.16331     	-29.535     	-3.94974    	-427.239    	-3.02567    	-24.4226    	-21.2912    	-35.5538    	-5.6218     	-31.311     	-196.963    	-6.05114    	-8.92439    	-29.2732    	-2.21996    	-5.45459    	-11.6676    	-139.285    	-35.6447    	-3.14087    	-37.8215    	-62.4908    	-54.4155    	-4.62024    	-323.39     	3.42894     	-32.4848    	-5.20694    	-21.6118    	-3.91571    
0.055 	-2.16821    	-451.99     	-5.53817    	-36.8328    	-32.1976    	-48.4979    	-8.43528    	-459.082    	-25.0935    	-29.0149    	-215.704    	-27.0242    	-32.7406    	-6.17651    	-34.9021    	-4.95685    	-28.7299    	-52.0374    	-5.74072    	-53.5499    	-35.7478    	-260.695    	-61.9061    	-120.236    	-28.4514    	-33.6644    	-408.891    	-30.9497    	-51.1114    	-6.36428    	-5.70237    	-6.02931    	-38.65      	-39.0338    	-4.94376    	-22.883     	-62.7478    	-478.856    	-59.1043    	-188.61     	-302.066    	-27.2276    	2.89523     	-33.1812    	-4.51173    	-427.251    	-3.6001     	-27.582     	-24.6757    	-62.4155    	-6.02419    	-34.0391    	-213.91     	-6.44959    	-9.11483    	-32.1882    	-2.85445    	-5.90632    	-16.0834    	-164.18     	-38.2205    	-3.70482    	-40.1527    	-63.0998    	-55.5831    	-5.10936    	-331.291    	-1.58612    	-35.1096    	-5.64614    	-24.9768    	-8.68009    
0.065 	-2.95584    	-451.246    	-6.07639    	-40.0399    	-35.5417    	-50.3652    	-8.70146    	-457.211    	-29.2165    	-32.764     	-236.26     	-30.7842    	-36.0897    	-6.66096    	-38.9164    	-5.56133    	-32.4036    	-53.6005    	-6.25249    	-55.0268    	-38.8802    	-275.963    	-62.6726    	-146.545    	-32.2327    	-36.8718    	-411.173    	-35.2987    	-52.9184    	-6.80581    	-6.25083    	-6.50885    	-41.5265    	-42.7233    	-5.58116    	-26.9301    	-63.5145    	-475.062    	-60.158     	-215.215    	-314.61     	-31.022     	-3.17999    	-37.4067    	-5.16281    	-427.532    	-4.26284    	-31.2457    	-28.5865    	-93.4472    	-6.48867    	-37.1933    	-233.524    	-6.91345    	-9.33641    	-35.5675    	-3.58793    	-6.42878    	-21.1715    	-192.994    	-41.2152    	-4.35671    	-42.8687    	-63.8251    	-56.9634    	-5.67392    	-340.594    	-7.37266    	-38.1444    	-6.15396    	-28.8691    	-14.1705    
0.075 	-3.83301    	-450.605    	-6.67945    	-43.6282    	-39.2795    	-52.4941    	-8.99975    	-455.337    	-33.8279    	-36.955     	-259.213    	-34.9745    	-39.8365    	-7.20221    	-43.4057    	-6.23539    	-36.5125    	-55.3526    	-6.82428    	-56.7039    	-42.3862    	-293.096    	-63.5565    	-175.938    	-36.4536    	-40.4542    	-413.946    	-40.1592    	-54.9592    	-7.29798    	-6.86458    	-7.04483    	-44.7374    	-46.8591    	-6.29126    	-31.4529    	-64.3846    	-471.2      	-61.3773    	-244.97     	-328.783    	-35.2528    	-9.93801    	-42.1352    	-5.89112    	-428.209    	-5.00045    	-35.3486    	-32.9476    	-128.041    	-7.00595    	-40.7128    	-255.44     	-7.43539    	-9.58553    	-39.351     	-4.40629    	-7.01203    	-26.8258    	-225.192    	-44.5797    	-5.08394    	-45.9275    	-64.6629    	-58.5444    	-6.30261    	-351.203    	-13.814     	-41.531     	-6.72063    	-33.2145    	-20.273     
0.085 	-4.78234    	-450.154    	-7.33689    	-47.5332    	-43.3421    	-54.8618    	-9.32492    	-453.576    	-38.8444    	-41.5113    	-284.132    	-39.5136    	-43.9137    	-7.79017    	-48.2886    	-6.96602    	-40.9822    	-57.2633    	-7.44549    	-58.5609    	-46.2034    	-311.805    	-64.552     	-207.871    	-41.0346    	-44.3449    	-417.246    	-45.4419    	-57.2048    	-7.83118    	-7.53265    	-7.62741    	-48.2218    	-51.3702    	-7.06009    	-36.3677    	-65.347     	-467.488    	-62.7561    	-277.339    	-344.384    	-39.8383    	-17.2418    	-47.2823    	-6.68354    	-429.411    	-5.79808    	-39.8185    	-37.6745    	-165.526    	-7.5657     	-44.5307    	-279.254    	-8.00719    	-9.85813    	-43.4718    	-5.2939     	-7.6451     	-32.9299    	-260.182    	-48.2591    	-5.87258    	-49.2823    	-65.6084    	-60.3125    	-6.9829     	-363.005    	-20.7815    	-45.205     	-7.33537    	-37.9315    	-26.8623    
0.095 	-5.78515    	-449.982    	-8.03742    	-51.6855    	-47.6561    	-57.4429    	-9.67131    	-452.051    	-44.1763    	-46.3507    	-310.557    	-44.3143    	-48.2491    	-8.41395    	-53.4775    	-7.73923    	-45.733     	-59.2995    	-8.1047     	-60.5749    	-50.2641    	-331.782    	-65.6522    	-241.762    	-45.8903    	-48.4722    	-421.104    	-51.0508    	-59.6233    	-8.39508    	-8.24321    	-8.246      	-51.9144    	-56.1802    	-7.87271    	-41.5846    	-66.3895    	-464.152    	-64.2869    	-311.746    	-361.196    	-44.6908    	-24.9449    	-52.7573    	-7.52597    	-431.267    	-6.63986    	-44.5774    	-42.6771    	-205.184    	-8.15689    	-48.5751    	-304.529    	-8.61998    	-10.1498    	-47.858     	-6.23403    	-8.31622    	-39.3596    	-297.327    	-52.1938    	-6.70769    	-52.8818    	-66.6554    	-62.2516    	-7.70138    	-375.877    	-28.138     	-49.0973    	-7.98661    	-42.9322    	-33.8054    
0.105 	-6.82201    	-450.173    	-8.76917    	-56.0124    	-52.1441    	-60.2088    	-10.0329    	-450.88     	-49.7301    	-51.387     	-338.009    	-49.2856    	-52.767     	-9.06206    	-58.8808    	-8.54043    	-50.6813    	-61.4262    	-8.78995    	-62.7211    	-54.4972    	-352.701    	-66.8484    	-276.998    	-50.9312    	-52.7612    	-425.548    	-56.8855    	-62.1805    	-8.97886    	-8.98387    	-8.88949    	-55.7464    	-61.2084    	-8.71353    	-47.0093    	-67.4983    	-461.411    	-65.96      	-347.588    	-378.984    	-49.7186    	-32.8949    	-58.465     	-8.40361    	-433.899    	-7.50923    	-49.5432    	-47.8611    	-246.265    	-8.76796    	-52.7708    	-330.81     	-9.26431    	-10.4557    	-52.4341    	-7.20915    	-9.01309    	-45.9865    	-335.966    	-56.321     	-7.57363    	-56.6716    	-67.7965    	-64.3437    	-8.44401    	-389.678    	-35.7406    	-53.1356    	-8.66221    	-48.1249    	-40.9642    
0.115 	-7.87307    	-450.803    	-9.51991    	-60.4389    	-56.7272    	-63.1284    	-10.4034    	-450.172    	-55.4097    	-56.5322    	-365.998    	-54.3352    	-57.3897    	-9.72271    	-64.4045    	-9.35473    	-55.7414    	-63.6071    	-9.489      	-64.9727    	-58.8293    	-374.228    	-68.1304    	-312.957    	-56.0661    	-57.1353    	-430.593    	-62.8431    	-64.8406    	-9.57144    	-9.74191    	-9.54652    	-59.6474    	-66.3722    	-9.5667     	-52.545     	-68.6584    	-459.476    	-67.7638    	-384.249    	-397.505    	-54.8282    	-40.9372    	-64.308     	-9.30132    	-437.413    	-8.38931    	-54.6316    	-53.1301    	-288.007    	-9.3871     	-57.041     	-357.631    	-9.93038    	-10.771     	-57.1228    	-8.20142    	-9.72317    	-52.6806    	-375.421    	-60.5753    	-8.45444    	-60.5948    	-69.0223    	-66.5683    	-9.19649    	-404.258    	-43.4446    	-57.2459    	-9.34978    	-53.416     	-48.1992    
0.125 	-8.91857    	-451.94     	-10.2774    	-64.8901    	-61.3262    	-66.1683    	-10.7764    	-450.026    	-61.1193    	-61.698     	-394.038    	-59.3713    	-62.0396    	-10.384     	-69.9545    	-10.1672    	-60.8274    	-65.8052    	-10.1895    	-67.3015    	-63.1866    	-396.025    	-69.4862    	-349.014    	-61.204     	-61.5179    	-436.244    	-68.8208    	-67.5665    	-10.1617    	-10.5045    	-10.2057    	-63.5467    	-71.5883    	-10.4164    	-58.0948    	-69.854     	-458.533    	-69.6841    	-421.113    	-416.503    	-59.9266    	-48.9183    	-70.1885    	-10.2039    	-441.896    	-9.26332    	-59.7575    	-58.3883    	-329.651    	-10.0025    	-61.3092    	-384.524    	-10.6082    	-11.0904    	-61.8462    	-9.19299    	-10.4339    	-59.3138    	-415.017    	-64.8907    	-9.33417    	-64.5934    	-70.322     	-68.9032    	-9.94454    	-419.454    	-51.1066    	-61.3546    	-10.0369    	-58.7117    	-55.3733    
0.135 	-9.93927    	-453.634    	-11.0294    	-69.2919    	-65.8637    	-69.2929    	-11.1457    	-450.522    	-66.7645    	-66.7982    	-421.653    	-64.3048    	-66.6405    	-11.0341    	-75.4384    	-10.9634    	-65.8551    	-67.9834    	-10.8795    	-69.6778    	-67.4957    	-417.757    	-70.9019    	-384.559    	-66.2557    	-65.8342    	-442.488    	-74.7179    	-70.3205    	-10.7389    	-11.2592    	-10.8557    	-67.3747    	-76.7742    	-11.2474    	-63.5631    	-71.0679    	-458.744    	-71.7047    	-457.578    	-435.723    	-64.9226    	-56.6895    	-76.0106    	-11.0965    	-447.41     	-10.1149    	-64.8366    	-63.5419    	-370.456    	-10.6026    	-65.5002    	-411.033    	-11.2878    	-11.4086    	-66.528     	-10.1664    	-11.1331    	-65.7627    	-454.095    	-69.2011    	-10.1972    	-68.6089    	-71.6828    	-71.324     	-10.6742    	-435.093    	-58.5874    	-65.3892    	-10.7115    	-63.9205    	-62.3544    
0.145 	-10.9168    	-455.921    	-11.7642    	-73.573     	-70.2653    	-72.4651    	-11.5047    	-451.72     	-72.2551    	-71.7499    	-448.39     	-69.0513    	-71.1191    	-11.6617    	-80.7673    	-11.7294    	-70.7436    	-70.1052    	-11.5473    	-72.0712    	-71.6858    	-439.103    	-72.3618    	-419.009    	-71.136     	-70.0124    	-449.3      	-80.4376    	-73.0648    	-11.2924    	-11.9937    	-11.4859    	-71.0647    	-81.8503    	-12.0451    	-68.8582    	-72.2825    	-460.232    	-73.8066    	-493.066    	-454.907    	-69.7296    	-64.1102    	-81.6819    	-11.9646    	-453.986    	-10.9286    	-69.7878    	-68.5016    	-409.722    	-11.1765    	-69.5425    	-436.718    	-11.9593    	-11.7206    	-71.0945    	-11.1051    	-11.809     	-71.9117    	-492.025    	-73.4419    	-11.0286    	-72.5835    	-73.09      	-73.8046    	-11.3722    	-450.994    	-65.7561    	-69.2807    	-11.3619    	-68.9548    	-69.0186    
0.155 	-11.8343    	-458.813    	-12.4706    	-77.666     	-74.4611    	-75.6462    	-11.8475    	-453.654    	-77.5065    	-76.4756    	-473.829    	-73.5325    	-75.4067    	-12.256     	-85.8578    	-12.4521    	-75.4169    	-72.1354    	-12.1819    	-74.4507    	-75.6895    	-459.753    	-73.8486    	-451.817    	-75.7654    	-73.9854    	-456.633    	-85.8894    	-75.7621    	-11.8126    	-12.6967    	-12.0861    	-74.5535    	-86.7412    	-12.7958    	-73.8935    	-73.4794    	-463.081    	-75.9686    	-527.038    	-473.803    	-74.2668    	-71.0512    	-87.1156    	-12.7949    	-461.623    	-11.6899    	-74.5337    	-73.1841    	-446.797    	-11.7138    	-73.369     	-461.166    	-12.6132    	-12.021     	-75.4762    	-11.9936    	-12.4507    	-77.6551    	-528.222    	-77.5512    	-11.8145    	-76.4609    	-74.5272    	-76.317     	-12.0262    	-466.972    	-72.4919    	-72.9645    	-11.9771    	-73.7329    	-75.2533    
0.165 	-12.6762    	-462.304    	-13.1385    	-81.5088    	-78.3873    	-78.797     	-12.1684    	-456.333    	-82.4413    	-80.9044    	-497.588    	-77.6783    	-79.4404    	-12.8069    	-90.6334    	-13.12      	-79.8053    	-74.0408    	-12.7734    	-76.785     	-79.444     	-479.421    	-75.3428    	-482.488    	-80.0716    	-77.6921    	-464.424    	-90.9907    	-78.3761    	-12.2904    	-13.3576    	-12.647     	-77.7831    	-91.3768    	-13.4876    	-78.5897    	-74.6395    	-467.33     	-78.1672    	-559        	-492.165    	-78.4609    	-77.3967    	-92.232     	-13.575     	-470.283    	-12.386     	-79.003     	-77.514     	-481.094    	-12.2051    	-76.919     	-484        	-13.2406    	-12.3049    	-79.6092    	-12.8177    	-13.0482    	-82.8999    	-562.152    	-81.4708    	-12.5422    	-80.1876    	-75.9762    	-78.8321    	-12.6248    	-482.833    	-78.6872    	-76.3817    	-12.5474    	-78.1801    	-80.9592    
0.175 	-13.4292    	-466.361    	-13.7583    	-85.0456    	-81.9872    	-81.878     	-12.4618    	-459.737    	-86.9909    	-84.9735    	-519.331    	-81.4278    	-83.164     	-13.3053    	-95.026     	-13.7226    	-83.847     	-75.7903    	-13.3129    	-79.0434    	-82.8928    	-497.847    	-76.824     	-510.582    	-83.991     	-81.0784    	-472.59     	-95.6679    	-80.8722    	-12.718     	-13.967     	-13.1602    	-80.7018    	-95.694     	-14.1096    	-82.8762    	-75.7439    	-472.971    	-80.3766    	-588.518    	-509.761    	-82.2478    	-83.0476    	-96.9599    	-14.2939    	-479.89     	-13.0054    	-83.131     	-81.425     	-512.102    	-12.6422    	-80.1385    	-504.884    	-13.8331    	-12.5675    	-83.4363    	-13.5651    	-13.5928    	-87.5672    	-593.347    	-85.1468    	-13.2005    	-83.7135    	-77.417     	-81.3198    	-13.1583    	-498.387    	-84.2496    	-79.4802    	-13.0638    	-82.231     	-86.0527    
0.185 	-14.0822    	-470.927    	-14.322     	-88.2279    	-85.2123    	-84.8497    	-12.7229    	-463.814    	-91.0964    	-88.6292    	-538.776    	-84.7302    	-86.5292    	-13.7433    	-98.9769    	-14.2512    	-87.4886    	-77.3557    	-13.7925    	-81.1955    	-85.9857    	-514.8      	-78.27      	-535.728    	-87.4693    	-84.0982    	-481.027    	-99.8583    	-83.2176    	-13.0886    	-14.5167    	-13.6186    	-83.2648    	-99.6373    	-14.6531    	-86.6919    	-76.7733    	-479.946    	-82.5694    	-615.22     	-526.372    	-85.5733    	-87.9225    	-101.238    	-14.942     	-490.332    	-13.5389    	-86.8612    	-84.8615    	-539.395    	-13.0181    	-82.982     	-523.53     	-14.3832    	-12.8043    	-86.9079    	-14.2253    	-14.077     	-91.5939    	-621.412    	-88.5313    	-13.7799    	-86.9925    	-78.8284    	-83.7491    	-13.6184    	-513.44     	-89.1037    	-82.2157    	-13.5189    	-85.8298    	-90.4668    
0.195 	-14.6262    	-475.925    	-14.8228    	-91.0153    	-88.0225    	-87.6738    	-12.9475    	-468.488    	-94.71      	-91.8278    	-555.696    	-87.5461    	-89.4965    	-14.1143    	-102.438    	-14.6987    	-90.6865    	-78.7121    	-14.2059    	-83.2124    	-88.6807    	-530.084    	-79.6577    	-557.623    	-90.4633    	-86.714     	-489.616    	-103.511    	-85.3823    	-13.3965    	-15         	-14.0162    	-85.4348    	-103.16     	-15.1111    	-89.9866    	-77.7088    	-488.146    	-84.7168    	-638.801    	-541.796    	-88.3943    	-91.9597    	-105.015    	-15.5117    	-501.462    	-13.979     	-90.1462    	-87.779     	-562.641    	-13.3272    	-85.4126    	-539.702    	-14.884     	-13.0113    	-89.9829    	-14.79      	-14.4948    	-94.9332    	-646.027    	-91.5823    	-14.273     	-89.9838    	-80.1881    	-86.089     	-13.9985    	-527.805    	-93.192     	-84.5524    	-13.9065    	-88.9314    	-94.1527    
0.205 	-15.0551    	-481.249    	-15.255     	-93.3758    	-90.3876    	-90.3134    	-13.1317    	-473.649    	-97.7952    	-94.536     	-569.922    	-89.8475    	-92.0351    	-14.4128    	-105.372    	-15.06      	-93.407     	-79.8381    	-14.5482    	-85.0663    	-90.9437    	-543.536    	-80.9635    	-576.043    	-92.9404    	-88.8975    	-498.222    	-106.586    	-87.3388    	-13.6376    	-15.4115    	-14.3483    	-87.1831    	-106.224    	-15.4785    	-92.7217    	-78.5318    	-497.42     	-86.7888    	-659.033    	-555.856    	-90.6793    	-95.1175    	-108.253    	-15.9968    	-513.098    	-14.3205    	-92.9481    	-90.1449    	-581.601    	-13.5653    	-87.4028    	-553.216    	-15.33      	-13.1848    	-92.6288    	-15.2529    	-14.8415    	-97.5559    	-666.957    	-94.2649    	-14.6739    	-92.6517    	-81.4727    	-88.3086    	-14.2936    	-541.297    	-96.4758    	-86.4633    	-14.2221    	-91.5025    	-97.0798    
0.215 	-15.365     	-486.777    	-15.6147    	-95.2864    	-92.2866    	-92.734     	-13.2726    	-479.164    	-100.327    	-96.7314    	-581.347    	-91.6179    	-94.1239    	-14.635     	-107.752    	-15.3318    	-95.6269    	-80.7162    	-14.8159    	-86.7316    	-92.7493    	-555.031    	-82.1634    	-590.84     	-94.8796    	-90.6299    	-506.695    	-109.059    	-89.0633    	-13.8091    	-15.7473    	-14.6118    	-88.489     	-108.802    	-15.7523    	-94.8705    	-79.2245    	-507.569    	-88.7552    	-675.762    	-568.393    	-92.4084    	-97.3749    	-110.923    	-16.3932    	-525.029    	-14.5604    	-95.239     	-91.9389    	-596.136    	-13.7297    	-88.9342    	-563.948    	-15.7165    	-13.3215    	-94.8228    	-15.6103    	-15.1141    	-99.4497    	-684.047    	-96.5513    	-14.9791    	-94.9669    	-82.6586    	-90.3778    	-14.5008    	-553.746    	-98.9355    	-87.9306    	-14.4626    	-93.5212    	-99.2362    
0.225 	-15.5548    	-492.366    	-15.8992    	-96.7329    	-93.7083    	-94.9035    	-13.3677    	-484.877    	-102.293    	-98.4025    	-589.92     	-92.8526    	-95.7508    	-14.7783    	-109.566    	-15.5126    	-97.3337    	-81.3327    	-15.0071    	-88.1849    	-94.081     	-564.481    	-83.2335    	-601.946    	-96.2715    	-91.9015    	-514.875    	-110.914    	-90.535     	-13.9093    	-16.0053    	-14.8046    	-89.3408    	-110.874    	-15.9315    	-96.4184    	-79.77      	-518.359    	-90.5856    	-688.906    	-579.277    	-93.5738    	-98.7313    	-113.009    	-16.6987    	-537.023    	-14.6978    	-97.0015    	-93.1527    	-606.206    	-13.8193    	-89.9985    	-571.827    	-16.04      	-13.4189    	-96.551     	-15.8604    	-15.3111    	-100.619    	-697.23     	-98.4213    	-15.1869    	-96.9064    	-83.7222    	-92.2677    	-14.6189    	-564.988    	-100.57     	-88.9454    	-14.6264    	-94.9773    	-100.627    
0.235 	-15.6257    	-497.857    	-16.1074    	-97.7101    	-94.6508    	-96.7935    	-13.4156    	-490.612    	-103.692    	-99.5484    	-595.65     	-93.5578    	-96.9134    	-14.8419    	-110.808    	-15.6027    	-98.525     	-81.6784    	-15.1213    	-89.4058    	-94.931     	-571.836    	-84.1508    	-609.366    	-97.1173    	-92.712     	-522.595    	-112.151    	-91.7372    	-13.9383    	-16.1847    	-14.9262    	-89.7351    	-112.433    	-16.017     	-97.3626    	-80.1528    	-529.524    	-92.2506    	-698.46     	-588.401    	-94.1789    	-99.2054    	-114.506    	-16.9127    	-548.826    	-14.734     	-98.2284    	-93.79      	-611.864    	-13.8342    	-90.596     	-576.841    	-16.2978    	-13.4748    	-97.809     	-16.0037    	-15.4324    	-101.083    	-706.515    	-99.8626    	-15.2977    	-98.4535    	-84.6403    	-93.9512    	-14.6485    	-574.877    	-101.397    	-89.5081    	-14.7135    	-95.8721    	-101.276    
0.245 	-15.5816    	-503.08     	-16.2395    	-98.2212    	-95.1213    	-98.3796    	-13.4152    	-496.178    	-104.534    	-100.178    	-598.598    	-93.7501    	-97.6176    	-14.8259    	-111.488    	-15.6044    	-99.2082    	-81.7477    	-15.1594    	-90.3764    	-95.3003    	-577.081    	-84.8931    	-613.18     	-97.4293    	-93.0698    	-529.685    	-112.781    	-92.6571    	-13.8972    	-16.2863    	-14.9773    	-89.6767    	-113.479    	-16.0114    	-97.7122    	-80.3586    	-540.773    	-93.7222    	-704.485    	-595.69     	-94.2382    	-98.8343    	-115.423    	-17.0365    	-560.175    	-14.6721    	-98.9225    	-93.8658    	-613.253    	-13.7763    	-90.7362    	-579.027    	-16.4889    	-13.4877    	-98.6011    	-16.0429    	-15.4793    	-100.878    	-711.991    	-100.87     	-15.3136    	-99.5987    	-85.3907    	-95.4036    	-14.5919    	-583.285    	-101.449    	-89.6272    	-14.7253    	-96.2179    	-101.221    
0.255 	-15.4281    	-507.858    	-16.297     	-98.2777    	-95.1355    	-99.6417    	-13.3665    	-501.375    	-104.839    	-100.31     	-598.874    	-93.4553    	-97.8779    	-14.7323    	-111.623    	-15.5214    	-99.4002    	-81.5395    	-15.1236    	-91.0826    	-95.1983    	-580.235    	-85.4402    	-613.534    	-97.2293    	-92.9913    	-535.975    	-112.825    	-93.2856    	-13.7884    	-16.3122    	-14.9599    	-89.1782    	-114.022    	-15.9191    	-97.4869    	-80.3751    	-551.802    	-94.9742    	-707.109    	-601.093    	-93.776     	-97.672     	-115.775    	-17.073     	-570.804    	-14.5172    	-99.0961    	-93.4053    	-610.598    	-13.6483    	-90.4366    	-578.474    	-16.6129    	-13.4567    	-98.94      	-15.9825    	-15.4544    	-100.049    	-713.815    	-101.446    	-15.2387    	-100.339    	-85.9527    	-96.6028    	-14.4528    	-590.102    	-100.776    	-89.3193    	-14.6644    	-96.0371    	-100.512    
0.265 	-15.1732    	-512.009    	-16.2829    	-97.8984    	-94.7166    	-100.565    	-13.27      	-505.997    	-104.637    	-99.9725    	-596.632    	-92.7076    	-97.7158    	-14.564     	-111.239    	-15.3587    	-99.1261    	-81.0563    	-15.0174    	-91.5136    	-94.642     	-581.347    	-85.7739    	-610.636    	-96.548     	-92.5002    	-541.302    	-112.314    	-93.618     	-13.6153    	-16.2658    	-14.8769    	-88.2592    	-114.078    	-15.7458    	-96.7166    	-80.1919    	-562.297    	-95.9832    	-706.514    	-604.589    	-92.8258    	-95.7867    	-115.588    	-17.0267    	-580.449    	-14.276     	-98.7707    	-92.4432    	-604.197    	-13.4546    	-89.7221    	-575.315    	-16.6707    	-13.3814    	-98.8459    	-15.8288    	-15.3613    	-98.6563    	-712.207    	-101.601    	-15.0785    	-100.677    	-86.3075    	-97.5304    	-14.2366    	-595.239    	-99.4386    	-88.6081    	-14.5349    	-95.361     	-99.2139    
