q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_100-H_24   	H_200-H_15   	C_100-H_22   	H_200-N_7    	H_200-H_23   	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
0.765 	-1.75481    	-159.559    	-2.27768    	-18.5654    	-13.3644    	-22.9872    	-2.25291    	-169.507    	-23.5785    	-18.5064    	-144.578    	-16.6568    	-20.4902    	-1.7472     	-16.4133    	-0.72766    	-20.303     	-16.9353    	-0.804753   	-23.822     	-18.0397    	-145.755    	-21.8791    	-161.884    	-13.1059    	-16.565     	-182.474    	-16.3582    	-19.6071    	-1.37464    	-2.31984    	-2.26125    	-13.9898    	-23.9264    	-1.08964    	-18.6487    	-16.2539    	-221.312    	-29.2489    	-174.726    	-199.088    	-13.2831    	-12.4806    	-24.1153    	-3.21401    	-195.933    	-1.38739    	-21.7551    	-14.2568    	-138.349    	-1.46045    	-13.7037    	-140.721    	-3.1806     	-2.05333    	-18.4674    	-1.97042    	-1.1906     	-8.62328    	-176.883    	-25.9667    	-1.44       	-28.5318    	-20.444     	-26.4178    	-1.29732    	-217.611    	-14.4584    	-14.7613    	-1.5382     	-16.022     	-8.46601    
0.775 	-1.74918    	-152.935    	-2.10066    	-17.525     	-12.8146    	-21.1815    	-2.18683    	-162.566    	-22.3363    	-17.408     	-138.52     	-16.3916    	-19.6411    	-1.67721    	-15.4783    	-0.650787   	-19.2172    	-16.5697    	-0.744878   	-22.7308    	-17.3044    	-139.651    	-20.9224    	-157.697    	-12.3904    	-16.022     	-174.651    	-15.3002    	-18.434     	-1.35817    	-2.12603    	-2.18054    	-13.6959    	-22.7858    	-0.975402   	-18.1583    	-15.7899    	-209.016    	-27.6443    	-168.455    	-188.986    	-12.8789    	-12.835     	-22.9875    	-3.02748    	-183.336    	-1.35872    	-20.9361    	-13.7823    	-137.234    	-1.43318    	-13.4109    	-136.972    	-2.9461     	-1.98521    	-17.5441    	-1.89599    	-1.08835    	-8.21494    	-170.244    	-24.6056    	-1.34429    	-27.1879    	-19.4652    	-24.7391    	-1.28258    	-207.335    	-14.2667    	-14.4137    	-1.47284    	-15.2488    	-8.38955    
0.785 	-1.76005    	-146.077    	-1.93774    	-16.5264    	-12.3385    	-19.4547    	-2.12116    	-155.415    	-21.1649    	-16.3934    	-132.527    	-16.1519    	-18.8602    	-1.61718    	-14.6385    	-0.590529   	-18.2099    	-16.2007    	-0.697998   	-21.6551    	-16.6369    	-133.577    	-19.9691    	-154.079    	-11.766     	-15.5362    	-166.769    	-14.3407    	-17.2723    	-1.34878    	-1.94601    	-2.10366    	-13.4489    	-21.6917    	-0.868687   	-17.7711    	-15.3152    	-196.771    	-26.061     	-162.521    	-179.007    	-12.5523    	-13.328     	-21.9115    	-2.85094    	-170.945    	-1.34124    	-20.2069    	-13.3824    	-136.845    	-1.4138     	-13.1715    	-133.507    	-2.71793    	-1.91997    	-16.7001    	-1.8363     	-0.990753   	-7.83983    	-163.922    	-23.2943    	-1.26281    	-25.8992    	-18.4927    	-23.0795    	-1.27851    	-197.233    	-14.1758    	-14.1164    	-1.41787    	-14.5545    	-8.34696    
0.795 	-1.78552    	-139.149    	-1.78864    	-15.5738    	-11.928     	-17.8207    	-2.05678    	-148.229    	-20.057     	-15.4597    	-126.609    	-15.9241    	-18.1421    	-1.56807    	-13.8887    	-0.545635   	-17.2797    	-15.8346    	-0.662875   	-20.6075    	-16.0435    	-127.559    	-19.037     	-150.999    	-11.2263    	-15.1006    	-158.968    	-13.4758    	-16.1329    	-1.3455     	-1.77974    	-2.02977    	-13.2532    	-20.6419    	-0.76884    	-17.4843    	-14.8438    	-184.805    	-24.5188    	-156.874    	-169.243    	-12.2948    	-13.9341    	-20.8836    	-2.68346    	-158.957    	-1.33336    	-19.5673    	-13.0497    	-137.103    	-1.40125    	-12.9772    	-130.352    	-2.49687    	-1.85891    	-15.9303    	-1.78989    	-0.897034   	-7.48011    	-157.865    	-22.0384    	-1.19466    	-24.6744    	-17.5446    	-21.457     	-1.28368    	-187.439    	-14.1647    	-13.8622    	-1.37217    	-13.9346    	-8.31049    
0.805 	-1.82328    	-132.327    	-1.65282    	-14.6711    	-11.5741    	-16.2902    	-1.99457    	-141.194    	-19.0036    	-14.6028    	-120.783    	-15.6947    	-17.4807    	-1.53062    	-13.2221    	-0.514607   	-16.4238    	-15.4785    	-0.638107   	-19.5999    	-15.5289    	-121.631    	-18.1436    	-148.414    	-10.7634    	-14.7075    	-151.387    	-12.7005    	-15.0268    	-1.3473     	-1.62695    	-1.95807    	-13.1128    	-19.6334    	-0.675278   	-17.2922    	-14.3912    	-173.341    	-23.0365    	-151.459    	-159.783    	-12.0968    	-14.6251    	-19.8993    	-2.52391    	-147.553    	-1.33326    	-19.015     	-12.7754    	-137.915    	-1.39436    	-12.8188    	-127.535    	-2.28354    	-1.80334    	-15.2284    	-1.75503    	-0.806574   	-7.11967    	-152.025    	-20.8419    	-1.1387     	-23.5202    	-16.6394    	-19.8887    	-1.29648    	-178.077    	-14.2112    	-13.6434    	-1.33452    	-13.3831    	-8.25415    
0.815 	-1.87078    	-125.793    	-1.52953    	-13.8217    	-11.267     	-14.8709    	-1.93548    	-134.496    	-17.9942    	-13.8171    	-115.074    	-15.4516    	-16.8688    	-1.50537    	-12.6308    	-0.495761   	-15.638     	-15.1399    	-0.622175   	-18.6435    	-15.0964    	-115.833    	-17.3057    	-146.268    	-10.3685    	-14.3488    	-144.165    	-12.008     	-13.9653    	-1.3531     	-1.48715    	-1.88782    	-13.0317    	-18.6631    	-0.587524   	-17.1869    	-13.9733    	-162.584    	-21.6311    	-146.224    	-150.706    	-11.9478    	-15.371     	-18.9538    	-2.37099    	-136.898    	-1.33905    	-18.5449    	-12.5497    	-139.176    	-1.39188    	-12.6874    	-125.079    	-2.07842    	-1.75452    	-14.5868    	-1.72979    	-0.718927   	-6.74489    	-146.349    	-19.7075    	-1.09357    	-22.4415    	-15.7951    	-18.3904    	-1.3152     	-169.26     	-14.2925    	-13.4519    	-1.30357    	-12.8932    	-8.15483    
0.825 	-1.92524    	-119.727    	-1.41778    	-13.0286    	-10.9969    	-13.567     	-1.8804     	-128.317    	-17.0175    	-13.0962    	-109.515    	-15.1842    	-16.299     	-1.49258    	-12.106     	-0.487281   	-14.9173    	-14.827     	-0.613492   	-17.748     	-14.7477    	-110.21     	-16.5391    	-144.501    	-10.0318    	-14.0167    	-137.43     	-11.3909    	-12.9592    	-1.36178    	-1.35964    	-1.81834    	-13.0132    	-17.7275    	-0.505252   	-17.1581    	-13.6065    	-152.718    	-20.3173    	-141.114    	-142.086    	-11.8368    	-16.1409    	-18.042     	-2.22332    	-127.134    	-1.34872    	-18.1503    	-12.3624    	-140.775    	-1.3925     	-12.5739    	-123.012    	-1.88186    	-1.71362    	-13.9972    	-1.71209    	-0.633848   	-6.34538    	-140.79     	-18.6362    	-1.05774    	-21.4409    	-15.0285    	-16.976     	-1.33806    	-161.085    	-14.3862    	-13.2796    	-1.27796    	-12.4571    	-7.99322    
0.835 	-1.98378    	-114.304    	-1.31646    	-12.2945    	-10.7536    	-12.379     	-1.83018    	-122.828    	-16.0618    	-12.4333    	-104.146    	-14.8836    	-15.7636    	-1.4923     	-11.6384    	-0.487288   	-14.256     	-14.5475    	-0.610455   	-16.922     	-14.4827    	-104.812    	-15.8574    	-143.045    	-9.74351    	-13.7031    	-131.302    	-10.8411    	-12.0185    	-1.37225    	-1.24359    	-1.74908    	-13.0604    	-16.8228    	-0.428317   	-17.1939    	-13.3065    	-143.899    	-19.1068    	-136.081    	-133.982    	-11.7529    	-16.9042    	-17.1589    	-2.07946    	-118.373    	-1.36032    	-17.8221    	-12.2032    	-142.596    	-1.39492    	-12.4698    	-121.353    	-1.69407    	-1.68166    	-13.4509    	-1.6998     	-0.551314   	-5.91446    	-135.304    	-17.6275    	-1.02961    	-20.5186    	-14.3547    	-15.6572    	-1.36328    	-153.633    	-14.4713    	-13.1188    	-1.25628    	-12.0667    	-7.75468    
0.845 	-2.04352    	-109.687    	-1.2243     	-11.6215    	-10.5277    	-11.3039    	-1.7856     	-118.185    	-15.1154    	-11.821     	-99.0117    	-14.5434    	-15.255     	-1.5043     	-11.2185    	-0.493897   	-13.6478    	-14.3094    	-0.61149    	-16.1716    	-14.2996    	-99.6909    	-15.2723    	-141.825    	-9.49343    	-13.4006    	-125.881    	-10.3498    	-11.1527    	-1.38346    	-1.13804    	-1.6796     	-13.1756    	-15.9457    	-0.356772   	-17.2808    	-13.0882    	-136.248    	-18.0083    	-131.081    	-126.442    	-11.6855    	-17.6317    	-16.2997    	-1.93801    	-110.695    	-1.37197    	-17.5501    	-12.0617    	-144.523    	-1.3979     	-12.3671    	-120.124    	-1.51513    	-1.65951    	-12.9386    	-1.69082    	-0.471539   	-5.44963    	-129.856    	-16.6795    	-1.00754    	-19.6726    	-13.7864    	-14.4429    	-1.38911    	-146.96     	-14.5286    	-12.9621    	-1.23719    	-11.7137    	-7.42982    
0.855 	-2.10165    	-106.02     	-1.13997    	-11.0112    	-10.31      	-10.3354    	-1.74733    	-114.518    	-14.1671    	-11.2519    	-94.1655    	-14.1598    	-14.766     	-1.5281     	-10.8368    	-0.505277   	-13.0862    	-14.1198    	-0.615105   	-15.5015    	-14.195     	-94.9004    	-14.7925    	-140.769    	-9.27191    	-13.1026    	-121.249    	-9.90865    	-10.3695    	-1.39443    	-1.04192    	-1.6096     	-13.3603    	-15.0928    	-0.290877   	-17.4042    	-12.9648    	-129.846    	-17.0269    	-126.08     	-119.498    	-11.6245    	-18.2964    	-15.4604    	-1.79767    	-104.145    	-1.38191    	-17.3224    	-11.9285    	-146.445    	-1.40025    	-12.2588    	-119.34     	-1.345      	-1.64779    	-12.4515    	-1.68313    	-0.394967   	-4.95275    	-124.418    	-15.789     	-0.989906   	-18.8989    	-13.3338    	-13.3392    	-1.41396    	-141.102    	-14.5415    	-12.803     	-1.21943    	-11.39      	-7.01493    
0.865 	-2.15551    	-103.424    	-1.0621     	-10.4647    	-10.0927    	-9.46428    	-1.71591    	-111.933    	-13.2066    	-10.7188    	-89.6623    	-13.7314    	-14.2898    	-1.56298    	-10.4843    	-0.519707   	-12.5649    	-13.9854    	-0.61993    	-14.9136    	-14.1637    	-90.4944    	-14.4237    	-139.802    	-9.06986    	-12.8032    	-117.464    	-9.50908    	-9.67556    	-1.4043     	-0.95416    	-1.53898    	-13.6152    	-14.2612    	-0.2311     	-17.5486    	-12.9476    	-124.733    	-16.1639    	-121.05     	-113.167    	-11.561     	-18.8742    	-14.6372    	-1.65725    	-98.7332    	-1.38862    	-17.1264    	-11.7947    	-148.255    	-1.40092    	-12.139     	-119.013    	-1.18354    	-1.6469     	-11.981     	-1.67486    	-0.322269   	-4.4301     	-118.973    	-14.9514    	-0.975155   	-18.1912    	-13.0039    	-12.3494    	-1.43634    	-136.067    	-14.4966    	-12.6358    	-1.20184    	-11.088     	-6.51225    
0.875 	-2.20269    	-101.991    	-0.989326   	-9.98254    	-9.86874    	-8.67841    	-1.69172    	-110.503    	-12.2252    	-10.2151    	-85.5597    	-13.2597    	-13.8204    	-1.60798    	-10.1525    	-0.535617   	-12.0776    	-13.9116    	-0.624755   	-14.4077    	-14.1993    	-86.5248    	-14.1682    	-138.851    	-8.87912    	-12.4976    	-114.56     	-9.14324    	-9.07561    	-1.41231    	-0.873639   	-1.46775    	-13.9402    	-13.4485    	-0.178102   	-17.6986    	-13.0455    	-120.906    	-15.4171    	-115.973    	-107.449    	-11.4872    	-19.345     	-13.8276    	-1.51579    	-94.4301    	-1.39079    	-16.9487    	-11.653     	-149.855    	-1.39898    	-12.0031    	-119.148    	-1.03054    	-1.65695    	-11.5191    	-1.66433    	-0.254316   	-3.89221    	-113.514    	-14.1614    	-0.961868   	-17.5415    	-12.8       	-11.4734    	-1.45499    	-131.838    	-14.384     	-12.4559    	-1.18342    	-10.8007    	-5.92989    
0.885 	-2.24106    	-101.783    	-0.920331   	-9.56464    	-9.63266    	-7.9637     	-1.67497    	-110.267    	-11.2156    	-9.73438    	-81.9151    	-12.7489    	-13.3529    	-1.66194    	-9.83391    	-0.551636   	-11.6183    	-13.9029    	-0.628564   	-13.9812    	-14.2936    	-83.0398    	-14.025     	-137.847    	-8.69262    	-12.1823    	-112.541    	-8.80389    	-8.57263    	-1.41786    	-0.799273   	-1.39613    	-14.3338    	-12.653     	-0.132707   	-17.8386    	-13.2641    	-118.315    	-14.7804    	-110.844    	-102.329    	-11.3968    	-19.6928    	-13.0297    	-1.37253    	-91.1719    	-1.38743    	-16.776     	-11.497     	-151.161    	-1.3937     	-11.8478    	-119.743    	-0.885713   	-1.67779    	-11.0587    	-1.65013    	-0.192152   	-3.35356    	-108.046    	-13.4125    	-0.948787   	-16.94      	-12.7223    	-10.708     	-1.46887    	-128.371    	-14.1977    	-12.2599    	-1.16335    	-10.5221    	-5.28163    
0.895 	-2.26885    	-102.826    	-0.853888   	-9.21024    	-9.3804     	-7.30443    	-1.66568    	-111.226    	-10.1727    	-9.27145    	-78.7832    	-12.2055    	-12.8833    	-1.72348    	-9.52217    	-0.566618   	-11.1819    	-13.9619    	-0.630552   	-13.6291    	-14.4372    	-80.0818    	-13.9894    	-136.727    	-8.5046     	-11.8548    	-111.387    	-8.48466    	-8.16761    	-1.42049    	-0.730025   	-1.32446    	-14.7936    	-11.8736    	-0.0958731  	-17.9537    	-13.6062    	-116.87     	-14.2445    	-105.666    	-97.7714    	-11.2851    	-19.9066    	-12.2426    	-1.227      	-88.8609    	-1.37782    	-16.5949    	-11.3222    	-152.099    	-1.38452    	-11.6713    	-120.79     	-0.748744   	-1.70894    	-10.594     	-1.63113    	-0.136953   	-2.83209    	-102.582    	-12.6981    	-0.934853   	-16.3757    	-12.7669    	-10.0475    	-1.4772     	-125.599    	-13.9356    	-12.0457    	-1.14099    	-10.2471    	-4.58646    
0.905 	-2.28468    	-105.108    	-0.788887   	-8.91788    	-9.10943    	-6.68395    	-1.6637     	-113.345    	-9.09352    	-8.82175    	-76.2136    	-11.6385    	-12.4086    	-1.79107    	-9.21199    	-0.579662   	-10.7637    	-14.0902    	-0.630149   	-13.3444    	-14.6196    	-77.6856    	-14.0535    	-135.432    	-8.31068    	-11.5141    	-111.046    	-8.18018    	-7.85949    	-1.4199     	-0.664935   	-1.25323    	-15.3155    	-11.1096    	-0.0686426  	-18.0297    	-14.071     	-116.437    	-13.7965    	-100.453    	-93.7289    	-11.1491    	-19.9802    	-11.4665    	-1.07902    	-87.3684    	-1.36159    	-16.3926    	-11.1256    	-152.611    	-1.37108    	-11.4732    	-122.269    	-0.619294   	-1.74965    	-10.12      	-1.60651    	-0.0899798  	-2.3485     	-97.1474    	-12.0107    	-0.919229   	-15.8367    	-12.9264    	-9.48305    	-1.47945    	-123.429    	-13.5994    	-11.8123    	-1.11592    	-9.97193    	-3.86787    
0.915 	-2.2876     	-108.581    	-0.724369   	-8.68537    	-8.81878    	-6.08534    	-1.66865    	-116.55     	-7.97748    	-8.38173    	-74.2483    	-11.0586    	-11.927     	-1.86303    	-8.89942    	-0.590128   	-10.3598    	-14.287     	-0.627018   	-13.1178    	-14.8296    	-75.8768    	-14.2061    	-133.912    	-8.10792    	-11.16      	-111.443    	-7.88612    	-7.64518    	-1.41595    	-0.603141   	-1.18306    	-15.8945    	-10.3614    	-0.052092   	-18.0537    	-14.654     	-116.846    	-13.4213    	-95.2268    	-90.1375    	-10.9874    	-19.9127    	-10.7023    	-0.928707   	-86.5396    	-1.33868    	-16.157     	-10.9057    	-152.653    	-1.3532     	-11.2542    	-124.153    	-0.497022   	-1.79886    	-9.63344    	-1.57576    	-0.0525249  	-1.92551    	-91.7742    	-11.3431    	-0.901314   	-15.3103    	-13.1898    	-9.00363    	-1.47539    	-121.748    	-13.1947    	-11.5599    	-1.08792    	-9.69396    	-3.15307    
0.925 	-2.27704    	-113.159    	-0.659542   	-8.50972    	-8.509      	-5.4921     	-1.67996    	-120.729    	-6.82636    	-7.94882    	-72.9196    	-10.4781    	-11.438     	-1.93756    	-8.58181    	-0.597636   	-9.96717    	-14.5503    	-0.621061   	-12.9385    	-15.0549    	-74.6703    	-14.4328    	-132.123    	-7.89483    	-10.7938    	-112.474    	-7.59925    	-7.51954    	-1.40866    	-0.543897   	-1.11463    	-16.5239    	-9.62959    	-0.0472744  	-18.0142    	-15.3474    	-117.898    	-13.1012    	-90.0187    	-86.9207    	-10.8004    	-19.7079    	-9.95182    	-0.776476   	-86.1982    	-1.30933    	-15.8775    	-10.6628    	-152.195    	-1.33093    	-11.0166    	-126.404    	-0.381606   	-1.85526    	-9.13215    	-1.5387     	-0.0258556  	-1.58697    	-86.502     	-10.6879    	-0.880749   	-14.7836    	-13.543     	-8.5962     	-1.46502    	-120.422    	-12.7304    	-11.2898    	-1.05695    	-9.41173    	-2.47196    
0.935 	-2.25291    	-118.72     	-0.593804   	-8.38713    	-8.18209    	-4.88878    	-1.6969     	-125.739    	-5.64432    	-7.52141    	-72.2471    	-9.91024    	-10.9419    	-2.01279    	-8.25781    	-0.602057   	-9.58347    	-14.8758    	-0.612404   	-12.7942    	-15.2831    	-74.0683    	-14.717     	-130.029    	-7.67128    	-10.4177    	-114.015    	-7.31741    	-7.47553    	-1.39816    	-0.486581   	-1.04871    	-17.1957    	-8.91565    	-0.0551593  	-17.9014    	-16.1394    	-119.362    	-12.8168    	-84.8658    	-83.9909    	-10.5898    	-19.3743    	-9.21759    	-0.623036   	-86.1525    	-1.27408    	-15.5445    	-10.3986    	-151.223    	-1.30447    	-10.7636    	-128.972    	-0.272758   	-1.91727    	-8.61547    	-1.49545    	-0.011155   	-1.35686    	-81.3753    	-10.0384    	-0.857412   	-14.2439    	-13.9686    	-8.24614    	-1.44862    	-119.307    	-12.2182    	-11.0045    	-1.02319    	-9.12497    	-1.85601    
0.945 	-2.21547    	-125.108    	-0.526747   	-8.31301    	-7.84128    	-4.26162    	-1.71853    	-131.402    	-4.43783    	-7.09878    	-72.2365    	-9.36893    	-10.44      	-2.0868     	-7.92729    	-0.603498   	-9.20722    	-15.2576    	-0.601383   	-12.6714    	-15.5011    	-74.0601    	-15.0396    	-127.603    	-7.43841    	-10.0346    	-115.922    	-7.03947    	-7.50435    	-1.38473    	-0.430704   	-0.98608    	-17.9003    	-8.22134    	-0.0765727  	-17.7076    	-17.0153    	-120.994    	-12.5479    	-79.81      	-81.252     	-10.3588    	-18.9247    	-8.50268    	-0.469363   	-86.2016    	-1.23371    	-15.1503    	-10.1163    	-149.735    	-1.27421    	-10.4991    	-131.795    	-0.170236   	-1.98312    	-8.08403    	-1.44641    	-0.00946359 	-1.25836    	-76.4411    	-9.388      	-0.831406   	-13.679     	-14.4471    	-7.93774    	-1.42667    	-118.242    	-11.6724    	-10.7071    	-0.986972   	-8.83444    	-1.33713    
0.955 	-2.16537    	-132.136    	-0.458165   	-8.28194    	-7.49094    	-3.59914    	-1.74377    	-137.518    	-3.21543    	-6.68104    	-72.8774    	-8.86791    	-9.93452    	-2.15769    	-7.59125    	-0.602278   	-8.8376     	-15.6877    	-0.588517   	-12.556     	-15.6962    	-74.6204    	-15.3802    	-124.823    	-7.19845    	-9.6481     	-118.034    	-6.7652     	-7.59557    	-1.36875    	-0.37591    	-0.927534   	-18.627     	-7.54879    	-0.112138   	-17.4269    	-17.9571    	-122.535    	-12.2736    	-74.8956    	-78.6017    	-10.1117    	-18.3756    	-7.8105     	-0.316672   	-86.1416    	-1.18923    	-14.6889    	-9.82004    	-147.742    	-1.24068    	-10.228     	-134.801    	-0.0738565  	-2.05084    	-7.53972    	-1.39224    	-0.0216233  	-1.31279    	-71.7469    	-8.7311     	-0.803037   	-13.0775    	-14.9568    	-7.65476    	-1.39986    	-117.063    	-11.1089    	-10.4015    	-0.948782   	-8.54186    	-0.946382   
0.965 	-2.10361    	-139.591    	-0.388047   	-8.28775    	-7.13629    	-2.89257    	-1.7714     	-143.86     	-1.98756    	-6.269      	-74.1424    	-8.42039    	-9.42834    	-2.22355    	-7.25165    	-0.598897   	-8.47442    	-16.1568    	-0.574478   	-12.4334    	-15.8557    	-75.7098    	-15.7172    	-121.678    	-6.95453    	-9.26241    	-120.181    	-6.49518    	-7.73744    	-1.35067    	-0.321973   	-0.873811   	-19.3636    	-6.90035    	-0.162224   	-17.0555    	-18.9441    	-123.722    	-11.9736    	-70.1677    	-75.9349    	-9.85355    	-17.7463    	-7.14465    	-0.166374   	-85.7726    	-1.14182    	-14.1561    	-9.51506    	-145.263    	-1.20452    	-9.95537    	-137.909    	0.0165033   	-2.11834    	-6.98553    	-1.33378    	-0.0482265  	-1.5387     	-67.3381    	-8.06289    	-0.772788   	-12.4293    	-15.4745    	-7.38088    	-1.36903    	-115.604    	-10.5449    	-10.0919    	-0.909227   	-8.2497     	-0.712809   
0.975 	-2.03145    	-147.238    	-0.316568   	-8.32351    	-6.7832     	-2.13629    	-1.80008    	-150.191    	-0.766188   	-5.86404    	-75.9861    	-8.03849    	-8.9248     	-2.28257    	-6.91125    	-0.593998   	-8.11802    	-16.6537    	-0.56006    	-12.2894    	-15.9676    	-77.2742    	-16.0284    	-118.159    	-6.71047    	-8.88184    	-122.184    	-6.23063    	-7.91711    	-1.33101    	-0.268792   	-0.825581   	-20.0971    	-6.27847    	-0.226895   	-16.5918    	-19.9533    	-124.299    	-11.6282    	-65.6698    	-73.1461    	-9.59028    	-17.0584    	-6.50874    	-0.0200326  	-84.9051    	-1.09275    	-13.5499    	-9.20714    	-142.328    	-1.16646    	-9.68662    	-141.025    	0.100899    	-2.18344    	-6.42542    	-1.27208    	-0.0895714  	-1.95097    	-63.2558    	-7.37959    	-0.741285   	-11.726     	-15.9764    	-7.1003     	-1.33516    	-113.701    	-9.99767    	-9.78298    	-0.869003   	-7.96098    	-0.662263   
0.985 	-1.95037    	-154.83     	-0.244077   	-8.38167    	-6.43788    	-1.32805    	-1.82842    	-156.26     	0.435483    	-5.46793    	-78.3457    	-7.73276    	-8.42756    	-2.333      	-6.57344    	-0.588329   	-7.76911    	-17.166     	-0.546136   	-12.1102    	-16.0204    	-79.2456    	-16.292     	-114.267    	-6.47053    	-8.51079    	-123.864    	-5.97324    	-8.12098    	-1.31032    	-0.216377   	-0.783407   	-20.8131    	-5.6855     	-0.305878   	-16.0361    	-20.96      	-124.021    	-11.2195    	-61.4416    	-70.1328    	-9.32793    	-16.3348    	-5.90613    	0.120692    	-83.3658    	-1.04338    	-12.8702    	-8.90247    	-138.97     	-1.1273     	-9.427      	-144.048    	0.179321    	-2.24394    	-5.8641     	-1.20827    	-0.145626   	-2.56       	-59.5344    	-6.67852    	-0.709261   	-10.9606    	-16.4383    	-6.79818    	-1.29928    	-111.197    	-9.48434    	-9.47917    	-0.828861   	-7.67911    	-0.816333   
0.995 	-1.86205    	-162.108    	-0.171075   	-8.45411    	-6.10668    	-0.469179   	-1.85494    	-161.816    	1.60343     	-5.0827     	-81.1404    	-7.51175    	-7.94043    	-2.37327    	-6.24197    	-0.582702   	-7.4287     	-17.6804    	-0.533622   	-11.8828    	-16.0037    	-81.5428    	-16.487     	-110.005    	-6.23917    	-8.15346    	-125.045    	-5.72502    	-8.33497    	-1.28914    	-0.164834   	-0.74772    	-21.4969    	-5.12363    	-0.39853    	-15.3909    	-21.9384    	-122.663    	-10.7317    	-57.5173    	-66.7986    	-9.07266    	-15.5989    	-5.3398     	0.254093    	-81.0038    	-0.995074   	-12.1187    	-8.6073     	-135.229    	-1.08784    	-9.18151    	-146.869    	0.251699    	-2.29764    	-5.30684    	-1.14354    	-0.216004   	-3.3711     	-56.2001    	-5.95821    	-0.677516   	-10.1286    	-16.8367    	-6.46113    	-1.26245    	-107.947    	-9.02094    	-9.18491    	-0.789578   	-7.40766    	-1.1914     
1.005 	-1.76823    	-168.81     	-0.0981917  	-8.53228    	-5.79577    	0.43541     	-1.87818    	-166.611    	2.7232      	-4.71048    	-84.2733    	-7.38161    	-7.46715    	-2.40193    	-5.92083    	-0.577951   	-7.09789    	-18.1826    	-0.523433   	-11.5957    	-15.9083    	-84.0728    	-16.5937    	-105.381    	-6.0208     	-7.8137     	-125.559    	-5.48811    	-8.54488    	-1.26802    	-0.114355   	-0.718796   	-22.1329    	-4.5947     	-0.503828   	-14.6604    	-22.8622    	-120.028    	-10.1516    	-53.9239    	-63.0557    	-8.83032    	-14.8738    	-4.81218    	0.37848     	-77.6948    	-0.94914    	-11.2992    	-8.3277     	-131.144    	-1.0489     	-8.95458    	-149.374    	0.31791     	-2.34243    	-4.75926    	-1.0791     	-0.299945   	-4.38395    	-53.2684    	-5.21835    	-0.646878   	-9.22719    	-17.1492    	-6.07764    	-1.22573    	-103.826    	-8.62178    	-8.90419    	-0.75192    	-7.15013    	-1.79786    
1.015 	-1.67071    	-174.681    	-0.0261604  	-8.60735    	-5.51092    	1.37733     	-1.8967     	-170.41     	3.78034     	-4.35334    	-87.6326    	-7.34582    	-7.01125    	-2.41775    	-5.61394    	-0.574887   	-6.77782    	-18.6578    	-0.516449   	-11.239     	-15.7263    	-86.7324    	-16.5943    	-100.408    	-5.81957    	-7.49482    	-125.252    	-5.26464    	-8.73676    	-1.24744    	-0.0651943  	-0.696736   	-22.7057    	-4.10013    	-0.620366   	-13.8505    	-23.7051    	-115.952    	-9.46931    	-50.6795    	-58.8283    	-8.60628    	-14.1814    	-4.32499    	0.49223     	-73.3457    	-0.9068     	-10.4169    	-8.06923    	-126.755    	-1.01125    	-8.74994    	-151.445    	0.377786    	-2.37634    	-4.22707    	-1.01611    	-0.396321   	-5.59234    	-50.7439    	-4.4599     	-0.618163   	-8.25624    	-17.3551    	-5.6384     	-1.19011    	-98.724     	-8.29891    	-8.64048    	-0.716612   	-6.90981    	-2.63952    
