q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_200-H_15   	H_200-Br_24  	C_100-H_22   	H_200-N_7    	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-Br_24  	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
0.005 	-8.14477    	-333.873    	-5.73394    	-51.5805    	-30.1433    	-43.5276    	-5.89862    	-277.338    	-46.9123    	-348.245    	-390.278    	-20.1896    	-33.821     	-7.11405    	-45.9589    	-45.9768    	-28.0419    	-5.30784    	-42.5132    	-55.8019    	-172.191    	-39.0166    	-2070.55    	-246.145    	-365.435    	-47.4738    	-30.2102    	-265.741    	-46.9702    	-32.3878    	-4.23859    	-6.54951    	-209.704    	-35.465     	-69.8376    	-44.921     	-11.2682    	-382.914    	-48.1184    	-1094.11    	-474.248    	-325.668    	-48.3124    	-55.409     	-68.2035    	-171.953    	-8.6159     	-45.2758    	-45.9311    	-341.312    	-4.89461    	-27.3331    	-477.56     	-7.42684    	-4.30234    	-34.4565    	-6.49772    	-4.14553    	-501.321    	-48.4158    	-6.45253    	-58.7337    	-39.9542    	-33.9812    	-165.338    	-8.38677    	-452.565    	-35.4989    	-26.3724    	-4.91744    	-40.313     	-7.99628    
0.015 	-8.24439    	-336.248    	-5.84227    	-52.1287    	-30.8832    	-44.0797    	-5.99607    	-280.432    	-47.4927    	-350.328    	-392.56     	-21.0524    	-34.5318    	-7.22691    	-46.6978    	-46.5437    	-28.7481    	-5.43279    	-43.0833    	-56.2516    	-176.807    	-39.5955    	-2083.92    	-249.399    	-367.54     	-48.0425    	-30.9348    	-269.137    	-47.6957    	-33.0923    	-4.36949    	-6.64969    	-212.911    	-36.2472    	-70.2788    	-45.4723    	-12.2543    	-384.958    	-48.6442    	-1116.9     	-476.336    	-328.752    	-48.8368    	-55.935     	-68.6574    	-176.732    	-8.70237    	-45.8267    	-46.4614    	-343.761    	-5.00554    	-28.0831    	-478.441    	-7.51452    	-4.43292    	-35.1638    	-6.59597    	-4.28483    	-502.975    	-49.0027    	-6.54971    	-59.1401    	-40.5243    	-34.6911    	-169.142    	-8.47772    	-453.705    	-36.1567    	-27.1245    	-5.03533    	-40.9228    	-9.07088    
0.025 	-8.44139    	-340.953    	-6.05674    	-53.2135    	-32.3477    	-45.1733    	-6.18884    	-286.557    	-48.6422    	-354.445    	-397.08     	-22.7594    	-35.9394    	-7.45029    	-48.1614    	-47.667     	-30.145     	-5.68019    	-44.2123    	-57.1419    	-185.948    	-40.7415    	-2110.33    	-255.834    	-371.719    	-49.1684    	-32.3691    	-275.864    	-49.1328    	-34.4872    	-4.62854    	-6.84794    	-219.254    	-37.795     	-71.1539    	-46.5639    	-14.2054    	-389.014    	-49.6861    	-1161.96    	-480.479    	-334.862    	-49.875     	-56.9753    	-69.558     	-186.196    	-8.8735     	-46.918     	-47.5116    	-348.613    	-5.22497    	-29.5671    	-480.192    	-7.68817    	-4.69137    	-36.5643    	-6.7904     	-4.56066    	-506.263    	-50.1648    	-6.74199    	-59.9464    	-41.6531    	-36.0973    	-176.663    	-8.65787    	-455.978    	-37.458     	-28.6125    	-5.26866    	-42.1303    	-11.1979    
0.035 	-8.73135    	-347.897    	-6.37297    	-54.8126    	-34.5069    	-46.787     	-6.47276    	-295.589    	-50.3387    	-360.501    	-403.752    	-25.274     	-38.0158    	-7.77953    	-50.3215    	-49.3254    	-32.2016    	-6.04511    	-45.8777    	-58.4549    	-199.427    	-42.4313    	-2149.18    	-265.304    	-377.905    	-50.8288    	-34.4838    	-285.787    	-51.2539    	-36.5448    	-5.01026    	-7.1401     	-228.589    	-40.0762    	-72.4483    	-48.1743    	-17.0801    	-395.019    	-51.225     	-1228.24    	-486.614    	-343.885    	-51.4059    	-58.5068    	-70.8905    	-200.159    	-9.12569    	-48.5291    	-49.0605    	-355.779    	-5.54809    	-31.7532    	-482.791    	-7.94443    	-5.07225    	-38.6304    	-7.07689    	-4.96756    	-511.146    	-51.8792    	-7.02527    	-61.139     	-43.3181    	-38.1727    	-187.732    	-8.92372    	-459.366    	-39.3746    	-30.8048    	-5.61256    	-43.9118    	-14.3337    
0.045 	-9.10775    	-356.948    	-6.78454    	-56.8928    	-37.3165    	-48.8895    	-6.84167    	-307.344    	-52.5497    	-368.355    	-412.448    	-28.5423    	-40.7202    	-8.20782    	-53.1364    	-51.488     	-34.8725    	-6.52029    	-48.0469    	-60.1641    	-216.977    	-44.6307    	-2199.55    	-277.595    	-386.002    	-52.9906    	-37.2357    	-298.713    	-54.0184    	-39.224     	-5.50663    	-7.52004    	-240.709    	-43.0432    	-74.1403    	-50.2716    	-20.8174    	-402.879    	-53.233     	-1314.2     	-494.645    	-355.653    	-53.3986    	-60.4956    	-72.6333    	-218.349    	-9.45366    	-50.6297    	-51.0771    	-365.127    	-5.96782    	-34.5951    	-486.206    	-8.27836    	-5.56764    	-41.3218    	-7.4494     	-5.49747    	-517.566    	-54.1124    	-7.39351    	-62.6983    	-45.4859    	-40.8774    	-202.099    	-9.27014    	-463.846    	-41.8653    	-33.6548    	-6.0599     	-46.2322    	-18.4138    
0.055 	-9.56219    	-367.933    	-7.28314    	-59.4112    	-40.7192    	-51.4402    	-7.28762    	-321.587    	-55.2329    	-377.826    	-423.005    	-32.4944    	-43.9993    	-8.72634    	-56.5522    	-54.1142    	-38.0989    	-7.09631    	-50.6771    	-62.2354    	-238.245    	-47.2954    	-2260.27    	-292.43     	-395.882    	-55.6104    	-40.5689    	-314.387    	-57.3737    	-42.4718    	-6.10725    	-7.97984    	-255.343    	-46.6345    	-76.2018    	-52.8146    	-25.3383    	-412.472    	-55.6735    	-1417.85    	-504.45     	-369.948    	-55.8129    	-62.8979    	-74.7583    	-240.41     	-9.85055    	-53.1803    	-53.5214    	-376.485    	-6.47502    	-38.0324    	-490.392    	-8.68352    	-6.16723    	-44.5856    	-7.9001     	-6.13997    	-525.445    	-56.8204    	-7.8389     	-64.5986    	-48.1135    	-44.1599    	-219.443    	-9.69047    	-469.383    	-44.8765    	-37.1023    	-6.60142    	-49.0462    	-23.3551    
0.065 	-10.0846    	-380.644    	-7.85872    	-62.3162    	-44.646     	-54.3901    	-7.801      	-338.029    	-58.3372    	-388.695    	-435.222    	-37.0467    	-47.789     	-9.32445    	-60.5036    	-57.1554    	-41.8103    	-7.76184    	-53.7171    	-64.6272    	-262.81     	-50.3716    	-2329.94    	-309.476    	-407.392    	-58.6361    	-44.416     	-332.504    	-61.2562    	-46.2242    	-6.79961    	-8.50993    	-272.166    	-50.7759    	-78.5988    	-55.7534    	-30.5481    	-423.647    	-58.5022    	-1536.8     	-515.878    	-386.507    	-58.6002    	-65.661     	-77.2311    	-265.916    	-10.3081    	-56.1332    	-56.3447    	-389.646    	-7.05867    	-41.9926    	-495.297    	-9.15215    	-6.85861    	-48.3584    	-8.41956    	-6.8825     	-534.689    	-59.9506    	-8.35202    	-66.8086    	-51.1487    	-47.9576    	-239.374    	-10.1766    	-475.933    	-48.3438    	-41.0746    	-7.22595    	-52.299     	-29.0574    
0.075 	-10.6633    	-394.842    	-8.49975    	-65.5486    	-49.0179    	-57.6827    	-8.37082    	-356.344    	-61.804     	-400.711    	-448.869    	-42.1033    	-52.0158    	-9.98999    	-64.916     	-60.5553    	-45.9258    	-8.50386    	-57.1076    	-67.2921    	-290.188    	-53.7979    	-2406.92    	-328.35     	-420.352    	-62.0078    	-48.6997    	-352.715    	-65.5929    	-50.4076    	-7.56935    	-9.09936    	-290.805    	-55.383     	-81.2915    	-59.0307    	-36.338     	-436.233    	-61.6684    	-1668.34    	-528.755    	-405.027    	-61.7049    	-68.7246    	-80.012     	-294.378    	-10.8168    	-59.4336    	-59.4913    	-404.37     	-7.70614    	-46.3925    	-500.855    	-9.6753     	-7.62759    	-52.5673    	-8.99698    	-7.71063    	-545.184    	-63.4425    	-8.92205    	-69.2921    	-54.5316    	-52.199     	-261.45     	-10.7194    	-483.444    	-52.1936    	-45.4887    	-7.92069    	-55.9274    	-35.406     
0.085 	-11.2857    	-410.258    	-9.19349    	-69.0428    	-53.7474    	-61.2555    	-8.98495    	-376.168    	-65.5681    	-413.597    	-463.692    	-47.5585    	-56.5985    	-10.7095    	-69.7063    	-64.2516    	-50.3566    	-9.308      	-60.7834    	-70.1774    	-319.842    	-57.5061    	-2489.45    	-348.631    	-434.559    	-65.6592    	-53.3344    	-374.63     	-70.3026    	-54.9406    	-8.40066    	-9.73605    	-310.849    	-60.3625    	-84.2357    	-62.583     	-42.5885    	-450.034    	-65.1154    	-1809.47    	-542.885    	-425.174    	-65.0652    	-72.0223    	-83.0565    	-325.253    	-11.3661    	-63.0204    	-62.8995    	-420.39     	-8.40352    	-51.1408    	-506.993    	-10.2431    	-8.45847    	-57.1319    	-9.62041    	-8.60843    	-556.804    	-67.2292    	-9.53707    	-72.0085    	-58.196     	-56.8046    	-285.18     	-11.3085    	-491.851    	-56.3447    	-50.2529    	-8.67151    	-59.8618    	-42.2749    
0.095 	-11.9382    	-426.604    	-9.92623    	-72.7289    	-58.741     	-65.0411    	-9.63041    	-397.111    	-69.5596    	-427.058    	-479.415    	-53.2998    	-61.4496    	-11.4688    	-74.7853    	-68.1772    	-55.0078    	-10.1588    	-64.6741    	-73.2265    	-351.2      	-61.4231    	-2575.62    	-369.87     	-449.792    	-69.519     	-58.2288    	-397.833    	-75.2985    	-59.7359    	-9.2766     	-10.407     	-331.858    	-65.615     	-87.3833    	-66.3421    	-49.1718    	-464.839    	-68.7823    	-1957.01    	-558.054    	-446.585    	-68.6148    	-75.4834    	-86.3159    	-357.962    	-11.9448    	-66.8281    	-66.5028    	-437.417    	-9.13594    	-56.1394    	-513.626    	-10.8448    	-9.33448    	-61.9654    	-10.2771    	-9.55882    	-569.403    	-71.2388    	-10.1843    	-74.9137    	-62.0705    	-61.6891    	-310.044    	-11.9329    	-501.076    	-60.7105    	-55.2692    	-9.46324    	-64.0272    	-49.5289    
0.105 	-12.6068    	-443.577    	-10.6837    	-76.5338    	-63.9008    	-68.9692    	-10.2936    	-418.765    	-73.7049    	-440.784    	-495.75     	-59.2101    	-66.4782    	-12.2527    	-80.0596    	-72.2614    	-59.7808    	-11.0403    	-68.7061    	-76.38      	-383.662    	-65.4724    	-2663.46    	-391.599    	-465.813    	-73.5127    	-63.287     	-421.888    	-80.489     	-64.7023    	-10.1795    	-11.0988    	-353.377    	-71.0372    	-90.6831    	-70.2364    	-55.9552    	-480.422    	-72.6049    	-2107.66    	-574.034    	-468.881    	-72.2841    	-79.0345    	-89.7385    	-391.898    	-12.5411    	-70.7876    	-70.2315    	-455.146    	-9.88791    	-61.2866    	-520.66     	-11.4692    	-10.2381    	-66.9775    	-10.9536    	-10.544     	-582.824    	-75.3961    	-10.8503    	-77.9607    	-66.0803    	-66.7631    	-335.498    	-12.5809    	-511.032    	-65.2008    	-60.4357    	-10.2801    	-68.3449    	-57.0279    
0.115 	-13.2772    	-460.865    	-11.4511    	-80.383     	-69.1274    	-72.9673    	-10.9609    	-440.714    	-77.9288    	-454.461    	-512.398    	-65.1708    	-71.5908    	-13.0463    	-85.4333    	-76.4317    	-64.5758    	-11.9358    	-72.8039    	-79.577     	-416.616    	-69.5756    	-2750.97    	-413.341    	-482.373    	-77.5639    	-68.4118    	-446.35     	-85.7806    	-69.7461    	-11.0914    	-11.7977    	-374.94     	-76.5242    	-94.0818    	-74.1928    	-62.804     	-496.544    	-76.5169    	-2258.1     	-590.586    	-491.672    	-76.0021    	-82.601     	-93.2704    	-426.441    	-13.1429    	-74.828     	-74.0143    	-473.262    	-10.6437    	-66.479     	-527.994    	-12.1048    	-11.1516    	-72.0756    	-11.6364    	-11.5457    	-596.898    	-79.6244    	-11.5216    	-81.1007    	-70.149     	-71.9349    	-360.991    	-13.2408    	-521.618    	-69.7242    	-65.6486    	-11.1059    	-72.7345    	-64.6292    
0.125 	-13.9354    	-478.151    	-12.2141    	-84.2023    	-74.3216    	-76.9627    	-11.6185    	-462.54     	-82.1557    	-467.778    	-529.061    	-71.0646    	-76.6946    	-13.8344    	-90.8105    	-80.6151    	-69.294     	-12.8292    	-76.892     	-82.7567    	-449.454    	-73.6545    	-2836.16    	-434.625    	-499.214    	-81.5963    	-73.5057    	-470.771    	-91.0792    	-74.7742    	-11.9945    	-12.49      	-396.087    	-81.9723    	-97.5252    	-78.1375    	-69.5846    	-512.964    	-80.4516    	-2405.07    	-607.466    	-514.564    	-79.6974    	-86.1093    	-96.8563    	-460.974    	-13.7382    	-78.8779    	-77.7796    	-491.446    	-11.3877    	-71.6138    	-535.518    	-12.7401    	-12.0571    	-77.1673    	-12.312     	-12.5457    	-611.445    	-83.847     	-12.1846    	-84.2837    	-74.1997    	-77.1129    	-385.979    	-13.9005    	-532.721    	-74.19      	-70.805     	-11.9245    	-77.1153    	-72.1918    
0.135 	-14.5677    	-495.124    	-12.9581    	-87.9196    	-79.3865    	-80.8842    	-12.253     	-483.836    	-86.3111    	-480.43     	-545.441    	-76.7779    	-81.6985    	-14.6023    	-96.0967    	-84.7396    	-73.8402    	-13.7042    	-80.8965    	-85.8592    	-481.579    	-77.6324    	-2917.13    	-454.993    	-516.076    	-85.5348    	-78.4741    	-494.714    	-96.2926    	-79.6951    	-12.8714    	-13.1622    	-416.371    	-87.2812    	-100.958    	-81.9987    	-76.1679    	-529.434    	-84.3429    	-2545.42    	-624.423    	-537.173    	-83.3       	-89.4881    	-100.441    	-494.895    	-14.3151    	-82.8669    	-81.4571    	-509.382    	-12.1047    	-76.5917    	-543.115    	-13.3636    	-12.9375    	-82.1621    	-12.9672    	-13.5265    	-626.277    	-87.9887    	-12.826     	-87.4593    	-78.1571    	-82.2068    	-409.935    	-14.5484    	-544.215    	-78.5102    	-75.8052    	-12.7204    	-81.4081    	-79.5786    
0.145 	-15.1615    	-511.479    	-13.6695    	-91.4659    	-84.2303    	-84.6628    	-12.8519    	-504.211    	-90.3235    	-492.13     	-561.253    	-82.2037    	-86.5156    	-15.3363    	-101.201    	-88.7356    	-78.1243    	-14.5458    	-84.746     	-88.827     	-512.425    	-81.4359    	-2992.05    	-474.012    	-532.696    	-89.3077    	-83.2265    	-517.762    	-101.332    	-84.4215    	-13.7056    	-13.8019    	-435.369    	-92.3562    	-104.328    	-85.7068    	-82.4321    	-545.71     	-88.127     	-2676.22    	-641.211    	-559.124    	-86.7429    	-92.6704    	-103.968    	-527.626    	-14.8623    	-86.7269    	-84.9792    	-526.761    	-12.7805    	-81.3183    	-550.664    	-13.9643    	-13.7764    	-86.9734    	-13.5894    	-14.4709    	-641.196    	-91.9777    	-13.4334    	-90.5781    	-81.949     	-87.1304    	-432.361    	-15.173     	-555.964    	-82.6021    	-80.5544    	-13.4784    	-85.5369    	-86.6603    
0.155 	-15.7051    	-526.931    	-14.3355    	-94.7775    	-88.7674    	-88.234     	-13.4035    	-523.302    	-94.1254    	-502.613    	-576.225    	-87.2438    	-91.0646    	-16.0235    	-106.039    	-92.5374    	-82.064     	-15.3395    	-88.374     	-91.6062    	-541.464    	-84.9964    	-3059.26    	-491.284    	-548.82     	-92.8476    	-87.6789    	-539.52     	-106.113    	-88.8716    	-14.4819    	-14.3972    	-452.692    	-97.1101    	-107.581    	-89.197     	-88.2649    	-561.553    	-91.7429    	-2794.8     	-657.587    	-580.064    	-89.9631    	-95.5944    	-107.385    	-558.631    	-15.3694    	-90.3936    	-88.2826    	-543.287    	-13.4018    	-85.707     	-558.037    	-14.5318    	-14.5587    	-91.5201    	-14.1671    	-15.3634    	-656.005    	-95.7469    	-13.9949    	-93.5919    	-85.5075    	-91.8023    	-452.801    	-15.7637    	-567.819    	-86.3891    	-84.9656    	-14.1848    	-89.4304    	-93.3176    
0.165 	-16.1881    	-541.21     	-14.9445    	-97.7967    	-92.9206    	-91.538     	-13.8973    	-540.776    	-97.6547    	-511.638    	-590.105    	-91.811     	-95.2717    	-16.6525    	-110.532    	-96.084     	-85.5864    	-16.0725    	-91.7195    	-94.1473    	-568.218    	-88.2513    	-3117.3     	-506.454    	-564.197    	-96.0931    	-91.7553    	-559.632    	-110.56     	-92.9711    	-15.1866    	-14.9375    	-467.992    	-101.465    	-110.669    	-92.4095    	-93.5665    	-576.731    	-95.1341    	-2898.83    	-673.315    	-599.668    	-92.9031    	-98.2054    	-110.64     	-587.424    	-15.8266    	-93.8075    	-91.309     	-558.685    	-13.9568    	-89.68      	-565.106    	-15.0566    	-15.2706    	-95.7286    	-14.6896    	-16.1896    	-670.5      	-99.235     	-14.5001    	-96.4549    	-88.7705    	-96.1484    	-470.851    	-16.3107    	-579.624    	-89.8032    	-88.9605    	-14.827     	-93.0232    	-99.444     
0.175 	-16.6018    	-554.076    	-15.4862    	-100.473    	-96.6223    	-94.5218    	-14.3241    	-556.341    	-100.856    	-519        	-602.665    	-95.8306    	-99.0718    	-17.2132    	-114.61     	-99.3207    	-88.6291    	-16.7334    	-94.7282    	-96.4066    	-592.268    	-91.1456    	-3164.89    	-519.216    	-578.593    	-98.9898    	-95.389     	-577.78     	-114.604    	-96.6544    	-15.8078    	-15.4135    	-480.969    	-105.356    	-113.544    	-95.2915    	-98.2513    	-591.025    	-98.2496    	-2986.35    	-688.173    	-617.643    	-95.5117    	-100.456    	-113.684    	-613.576    	-16.2256    	-96.9151    	-94.0068    	-572.703    	-14.4353    	-93.1706    	-571.741    	-15.53      	-15.9004    	-99.5337    	-15.1479    	-16.937     	-684.48     	-102.388    	-14.9397    	-99.1243    	-91.6831    	-100.103    	-486.165    	-16.8052    	-591.213    	-92.7856    	-92.4718    	-15.394     	-96.2572    	-104.948    
0.185 	-16.939     	-565.315    	-15.9518    	-102.765    	-99.8161    	-97.1392    	-14.6764    	-569.746    	-103.681    	-524.528    	-613.706    	-99.2419    	-102.41     	-17.6976    	-118.213    	-102.2      	-91.1419    	-17.3126    	-97.3539    	-98.3463    	-613.263    	-93.6323    	-3200.99    	-529.32     	-591.787    	-101.491    	-98.5243    	-593.693    	-118.185    	-99.8659    	-16.3356    	-15.8176    	-491.379    	-108.726    	-116.164    	-97.7975    	-102.25     	-604.234    	-101.044    	-3055.84    	-701.95     	-633.733    	-97.7453    	-102.309    	-116.475    	-636.725    	-16.5591    	-99.6698    	-96.3315    	-585.117    	-14.829     	-96.1239    	-577.811    	-15.9445    	-16.4383    	-102.88     	-15.5342    	-17.595     	-697.747    	-105.16     	-15.3061    	-101.561    	-94.198     	-103.608    	-498.463    	-17.2396    	-602.417    	-95.2885    	-95.444     	-15.8765    	-99.0825    	-109.754    
0.195 	-17.1945    	-574.746    	-16.3344    	-104.638    	-102.458    	-99.3521    	-14.9485    	-580.792    	-106.091    	-528.091    	-623.059    	-101.999    	-105.241    	-18.0992    	-121.292    	-104.681    	-93.0873    	-17.8023    	-99.5585    	-99.9356    	-630.922    	-95.6737    	-3224.84    	-536.578    	-603.578    	-103.559    	-101.117    	-607.149    	-121.255    	-102.561    	-16.7624    	-16.1437    	-499.036    	-111.535    	-118.492    	-99.8903    	-105.508    	-616.173    	-103.48     	-3106.19    	-714.457    	-647.725    	-99.5683    	-103.735    	-118.97     	-656.583    	-16.8214    	-102.033    	-98.2466    	-595.736    	-15.1316    	-98.4977    	-583.19     	-16.2938    	-16.8764    	-105.723    	-15.8427    	-18.1551    	-710.108    	-107.514    	-15.5932    	-103.73     	-96.2769    	-106.619    	-507.538    	-17.6075    	-613.061    	-97.2752    	-97.8346    	-16.2674    	-101.458    	-113.804    
0.205 	-17.365     	-582.225    	-16.6287    	-106.069    	-104.514    	-101.131    	-15.1363    	-589.329    	-108.054    	-529.599    	-630.588    	-104.072    	-107.532    	-18.4135    	-123.809    	-106.733    	-94.4411    	-18.197     	-101.313    	-101.151    	-645.042    	-97.2418    	-3235.93    	-540.863    	-613.788    	-105.164    	-103.135    	-617.982    	-123.775    	-104.706    	-17.0827    	-16.3874    	-503.816    	-113.755    	-120.495    	-101.542    	-107.992    	-626.678    	-105.526    	-3136.78    	-725.519    	-659.449    	-100.954    	-104.714    	-121.137    	-672.936    	-17.008     	-103.972    	-99.7244    	-604.4      	-15.3388    	-100.264    	-587.756    	-16.5732    	-17.2095    	-108.028    	-16.0689    	-18.6113    	-721.375    	-109.423    	-15.7967    	-105.602    	-97.8909    	-109.101    	-513.255    	-17.9039    	-622.973    	-98.7209    	-99.6144    	-16.5613    	-103.354    	-117.06     
0.215 	-17.4488    	-587.643    	-16.8313    	-107.044    	-105.967    	-102.454    	-15.2375    	-595.257    	-109.549    	-529.002    	-636.192    	-105.447    	-109.262    	-18.6381    	-125.736    	-108.333    	-95.1926    	-18.493     	-102.599    	-101.977    	-655.498    	-98.3185    	-3233.99    	-542.114    	-622.265    	-106.289    	-104.558    	-626.079    	-125.718    	-106.28     	-17.2936    	-16.546     	-505.656    	-115.371    	-122.145    	-102.732    	-109.684    	-635.61     	-107.16     	-3147.41    	-734.986    	-668.782    	-101.883    	-105.237    	-122.945    	-685.649    	-17.1162    	-105.467    	-100.746    	-610.989    	-15.4483    	-101.407    	-591.392    	-16.7789    	-17.4345    	-109.774    	-16.2104    	-18.9596    	-731.376    	-110.867    	-15.914     	-107.153    	-99.0205    	-111.028    	-515.554    	-18.1254    	-631.981    	-99.613     	-100.768    	-16.755     	-104.747    	-119.5      
0.225 	-17.4465    	-590.93     	-16.9408    	-107.557    	-106.81     	-103.31     	-15.2519    	-598.534    	-110.562    	-526.296    	-639.805    	-106.124    	-110.421    	-18.7723    	-127.059    	-109.465    	-95.3442    	-18.6886    	-103.406    	-102.405    	-662.243    	-98.8957    	-3219.07    	-540.333    	-628.881    	-106.922    	-105.38     	-631.384    	-127.07     	-107.273    	-17.3943    	-16.6188    	-504.556    	-116.382    	-123.422    	-103.452    	-110.584    	-642.852    	-108.365    	-3138.35    	-742.731    	-675.647    	-102.348    	-105.304    	-124.37     	-694.663    	-17.1449    	-106.503    	-101.301    	-615.42     	-15.4603    	-101.926    	-593.993    	-16.9088    	-17.5505    	-110.95     	-16.2664    	-19.1984    	-739.948    	-111.838    	-15.9444    	-108.362    	-99.6562    	-112.389    	-514.453    	-18.2697    	-639.92     	-99.9506    	-101.293    	-16.8476    	-105.627    	-121.122    
0.235 	-17.3602    	-592.055    	-16.9573    	-107.613    	-107.047    	-103.695    	-15.1808    	-599.164    	-111.09     	-521.513    	-641.397    	-106.119    	-111.01     	-18.8174    	-127.776    	-110.124    	-94.9112    	-18.7843    	-103.732    	-102.434    	-665.304    	-98.9754    	-3191.41    	-535.585    	-633.54     	-107.064    	-105.606    	-633.892    	-127.826    	-107.687    	-17.3864    	-16.6067    	-500.578    	-116.799    	-124.31     	-103.701    	-110.71     	-648.315    	-109.136    	-3110.29    	-748.648    	-680.013    	-102.349    	-104.924    	-125.397    	-699.997    	-17.0941    	-107.075    	-101.389    	-617.645    	-15.3765    	-101.832    	-595.463    	-16.9622    	-17.559     	-111.557    	-16.2377    	-19.3283    	-746.946    	-112.336    	-15.8887    	-109.216    	-99.7982    	-113.182    	-510.038    	-18.3364    	-646.634    	-99.7442    	-101.202    	-16.8399    	-105.992    	-121.941    
0.245 	-17.1936    	-591.023    	-16.883     	-107.224    	-106.698    	-103.613    	-15.0272    	-597.203    	-111.138    	-514.727    	-640.971    	-105.461    	-111.041    	-18.7764    	-127.892    	-110.314    	-93.9207    	-18.7824    	-103.587    	-102.072    	-664.784    	-98.5688    	-3151.55    	-527.991    	-636.175    	-106.724    	-105.252    	-633.653    	-127.992    	-107.535    	-17.2735    	-16.512     	-493.839    	-116.645    	-124.8      	-103.486    	-110.093    	-651.936    	-109.472    	-3064.3     	-752.659    	-681.896    	-101.892    	-104.114    	-126.013    	-701.739    	-16.9656    	-107.186    	-101.017    	-617.658    	-15.201     	-101.149    	-595.719    	-16.9396    	-17.4635    	-111.605    	-16.1269    	-19.3522    	-752.241    	-112.372    	-15.7497    	-109.709    	-99.4558    	-113.417    	-502.463    	-18.3259    	-651.981    	-99.0149    	-100.517    	-16.7348    	-105.851    	-121.989    
0.255 	-16.952     	-587.876    	-16.7215    	-106.411    	-105.79     	-103.079    	-14.7958    	-592.755    	-110.72     	-506.046    	-638.563    	-104.193    	-110.538    	-18.6538    	-127.428    	-110.044    	-92.4105    	-18.687     	-102.986    	-101.331    	-660.849    	-97.6963    	-3100.19    	-517.73     	-636.749    	-105.918    	-104.345    	-630.764    	-127.586    	-106.842    	-17.0612    	-16.3387    	-484.508    	-115.954    	-124.889    	-102.823    	-108.781    	-653.679    	-109.382    	-3001.81    	-754.711    	-681.351    	-100.995    	-102.898    	-126.214    	-700.047    	-16.7625    	-106.847    	-100.2      	-615.487    	-14.9392    	-99.9128    	-594.693    	-16.8428    	-17.2695    	-111.118    	-15.938     	-19.2746    	-755.724    	-111.962    	-15.5314    	-109.837    	-98.6474    	-113.114    	-491.947    	-18.2404    	-655.833    	-97.7936    	-99.2728    	-16.537     	-105.221    	-121.312    
0.265 	-16.6419    	-582.69     	-16.478     	-105.203    	-104.361    	-102.11     	-14.4926    	-585.962    	-109.857    	-495.612    	-634.24     	-102.367    	-109.53     	-18.4556    	-126.409    	-109.333    	-90.4277    	-18.5035    	-101.955    	-100.231    	-653.728    	-96.3863    	-3038.27    	-505.024    	-635.258    	-104.672    	-102.923    	-625.364    	-126.634    	-105.64     	-16.7568    	-16.0921    	-472.802    	-114.769    	-124.581    	-101.737    	-106.834    	-653.536    	-108.88     	-2924.53    	-754.773    	-678.473    	-99.6824    	-101.309    	-126.001    	-695.135    	-16.489     	-106.078    	-98.9615    	-611.196    	-14.5984    	-98.1675    	-592.335    	-16.675     	-16.9842    	-110.125    	-15.6763    	-19.102     	-757.31     	-111.132    	-15.2393    	-109.606    	-97.3994    	-112.302    	-478.758    	-18.083     	-658.082    	-96.1196    	-97.515     	-16.2528    	-104.126    	-119.969    
0.275 	-16.2709    	-575.572    	-16.1588    	-103.633    	-102.457    	-100.735    	-14.1248    	-577.005    	-108.575    	-483.593    	-628.094    	-100.043    	-108.058    	-18.1888    	-124.873    	-108.206    	-88.0273    	-18.2391    	-100.524    	-98.7976    	-643.698    	-94.6741    	-2966.86    	-490.138    	-631.726    	-103.017    	-101.031    	-617.635    	-125.169    	-103.97     	-16.3692    	-15.7785    	-458.979    	-113.14     	-123.882    	-100.257    	-104.322    	-651.523    	-107.988    	-2834.43    	-752.841    	-673.393    	-97.9833    	-99.3837    	-125.382    	-687.269    	-16.1504    	-104.902    	-97.3311    	-604.878    	-14.1871    	-95.9664    	-588.61     	-16.4401    	-16.6163    	-108.664    	-15.3484    	-18.8425    	-756.936    	-109.914    	-14.8801    	-109.024    	-95.7453    	-111.018    	-463.213    	-17.858     	-658.643    	-94.0393    	-95.2962    	-15.8897    	-102.599    	-118.03     
