q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_200-H_15   	H_200-Br_24  	C_100-H_22   	H_200-N_7    	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-Br_24  	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
1.095 	-0.944765   	-57.0438    	-0.528689   	-1.59721    	-5.34249    	-15.0255    	-0.491337   	-41.4094    	-4.12395    	-52.7374    	-49.9978    	-11.9928    	-5.93599    	-0.457684   	-6.87363    	-5.60938    	-7.92859    	-0.25844    	-2.61133    	-0.949362   	-41.2476    	-0.759195   	-772.233    	-52.2922    	-56.2318    	-5.59937    	-4.84943    	-54.3689    	-6.53576    	-1.23867    	-0.673205   	-0.978502   	-55.7439    	-6.88684    	-7.15717    	-1.15484    	-11.3664    	-56.2582    	-2.02237    	-827.355    	-109.085    	-30.7509    	-7.92506    	-13.6651    	-7.55726    	-22.8403    	-0.742922   	-3.3982     	-5.87315    	-44.7997    	-0.497513   	-7.62909    	-54.9907    	-1.362      	-0.859803   	-4.01067    	-0.677114   	-0.101547   	-107.076    	-0.567748   	-0.620634   	-1.95545    	-1.04884    	0.235021    	-52.9683    	-0.335825   	-47.1043    	-10.1602    	-5.10396    	-0.583547   	-4.92953    	-2.67893    
1.105 	-0.923013   	-42.3657    	-0.525631   	-0.667081   	-5.16337    	-15.0736    	-0.496265   	-32.9485    	-4.079      	-47.371     	-40.4987    	-12.7983    	-5.7406     	-0.486085   	-6.82845    	-5.45941    	-8.16548    	-0.270968   	-2.07285    	0.684562    	-33.4706    	-0.00301604 	-736.793    	-52.1404    	-47.1433    	-5.44751    	-4.66785    	-49.0034    	-6.49643    	-0.330898   	-0.676625   	-1.00979    	-52.538     	-7.51457    	-6.28082    	-0.0706139  	-11.3913    	-45.6397    	-1.05496    	-816.943    	-101.437    	-24.4122    	-7.58543    	-13.6648    	-6.58198    	-17.6415    	-0.737764   	-2.5139     	-5.60147    	-33.6572    	-0.486653   	-7.34608    	-37.4726    	-1.33391    	-0.807528   	-3.85688    	-0.6348     	-0.130574   	-98.1695    	0.117683    	-0.615433   	-0.734238   	0.335113    	0.841836    	-52.9053    	-0.351376   	-34.6319    	-10.0664    	-4.86168    	-0.589569   	-4.76534    	-3.35924    
1.115 	-0.900182   	-27.1186    	-0.526692   	0.220991    	-5.01393    	-15.0432    	-0.503217   	-24.2446    	-4.03365    	-41.8478    	-30.6794    	-13.5889    	-5.55015    	-0.514737   	-6.77853    	-5.30754    	-8.40277    	-0.286949   	-1.54602    	2.26494     	-25.7728    	0.712182    	-696.025    	-52.018     	-37.7964    	-5.30008    	-4.5141     	-43.3404    	-6.45571    	0.522169    	-0.686048   	-1.03695    	-49.0477    	-8.11325    	-5.33773    	0.956434    	-11.4389    	-34.2784    	-0.0862009  	-800.33     	-92.3694    	-17.9225    	-7.23869    	-13.5975    	-5.53606    	-12.5264    	-0.734928   	-1.64616    	-5.32677    	-22.2938    	-0.480995   	-7.07507    	-19.3825    	-1.29754    	-0.75854    	-3.72351    	-0.594514   	-0.164577   	-87.9469    	0.764544    	-0.611236   	0.474076    	1.67721     	1.39767     	-52.9306    	-0.366663   	-21.6752    	-9.93487    	-4.64353    	-0.600956   	-4.61009    	-4.09584    
1.125 	-0.875154   	-11.445     	-0.531492   	1.06123     	-4.88947    	-14.9281    	-0.510963   	-15.3559    	-3.98443    	-36.1928    	-20.6288    	-14.3392    	-5.36093    	-0.542189   	-6.71961    	-5.152      	-8.62549    	-0.305598   	-1.03232    	3.77541     	-18.1879    	1.38286     	-649.855    	-51.8884    	-28.3029    	-5.15382    	-4.38396    	-37.3942    	-6.41028    	1.31439     	-0.700489   	-1.05861    	-45.2632    	-8.66301    	-4.33816    	1.91805     	-11.495     	-22.29      	0.874056    	-776.909    	-81.9534    	-11.3261    	-6.88302    	-13.4532    	-4.43213    	-7.50405    	-0.733985   	-0.802835   	-5.04822    	-10.8201    	-0.479856   	-6.80999    	-0.927493   	-1.25276    	-0.712381   	-3.60741    	-0.555639   	-0.20232    	-76.5196    	1.36884     	-0.607479   	1.65394     	2.96473     	1.89937     	-52.9979    	-0.381262   	-8.40596    	-9.75459    	-4.44462    	-0.616822   	-4.46207    	-4.86758    
1.135 	-0.846872   	4.49733     	-0.539552   	1.84854     	-4.78454    	-14.7234    	-0.51828    	-6.34939    	-3.92801    	-30.4355    	-10.4442    	-15.0242    	-5.16914    	-0.567004   	-6.64755    	-4.99109    	-8.81911    	-0.326063   	-0.533258   	5.20042     	-10.747     	2.00599     	-598.329    	-51.7144    	-18.7783    	-5.00549    	-4.27257    	-31.1871    	-6.35687    	2.04073     	-0.718824   	-1.0735     	-41.1834    	-9.14492    	-3.29403    	2.80704     	-11.5447    	-9.80795    	1.81564     	-746.22     	-70.2923    	-4.67156    	-6.51672    	-13.2233    	-3.28443    	-2.58183    	-0.734452   	0.00855096  	-4.76514    	0.647263    	-0.482458   	-6.54457    	17.672      	-1.19959    	-0.668502   	-3.50489    	-0.517559   	-0.242443   	-64.0277    	1.92731     	-0.603609   	2.79012     	4.18541     	2.34486     	-53.0593    	-0.394775   	4.99599     	-9.51565    	-4.25972    	-0.636152   	-4.31942    	-5.65202    
1.145 	-0.814387   	20.5383     	-0.550312   	2.57849     	-4.69323    	-14.4256    	-0.52399    	2.69967     	-3.86134    	-24.6105    	-0.229518   	-15.6199    	-4.97108    	-0.587805   	-6.55846    	-4.82321    	-8.96994    	-0.347456   	-0.0504631  	6.52549     	-3.47903    	2.57901     	-541.613    	-51.4604    	-9.33887    	-4.85189    	-4.17467    	-24.7494    	-6.29232    	2.69734     	-0.739839   	-1.08054    	-36.8168    	-9.54158    	-2.2186     	3.61738     	-11.5726    	3.01923     	2.72821     	-707.974    	-57.5213    	1.98911     	-6.13833    	-12.9015    	-2.10853    	2.23377     	-0.735808   	0.780912    	-4.47705    	11.9881     	-0.487952   	-6.27268    	36.1866     	-1.13823    	-0.626291   	-3.41195    	-0.47968    	-0.283512   	-50.6369    	2.43737     	-0.599104   	3.86805     	5.3277      	2.73312     	-53.0662    	-0.406851   	18.3463     	-9.20977    	-4.08351    	-0.657842   	-4.18024    	-6.42611    
1.155 	-0.776901   	36.4986     	-0.563155   	3.24734     	-4.60935    	-14.0331    	-0.52699    	11.7093     	-3.78177    	-18.7567    	9.90633     	-16.1039    	-4.7633     	-0.603329   	-6.44886    	-4.64695    	-9.0656     	-0.368886   	0.414351    	7.73748     	3.58916     	3.09988     	-479.998    	-51.0929    	-0.0988892  	-4.69006    	-4.08479    	-18.1198    	-6.21373    	3.28147     	-0.762272   	-1.07881    	-32.1815    	-9.83766    	-1.12624    	4.34425     	-11.5636    	16.0309     	3.60153     	-662.061    	-43.8044    	8.6009      	-5.74667    	-12.4835    	-0.920922   	6.93638     	-0.737514   	1.5077      	-4.18374    	23.0809     	-0.495458   	-5.98856    	54.3826     	-1.06907    	-0.58511    	-3.32446    	-0.441461   	-0.324057   	-36.5349    	2.89718     	-0.593488   	4.87415     	6.38093     	3.0642      	-52.9717    	-0.417193   	31.4608     	-8.83062    	-3.91074    	-0.680732   	-4.04264    	-7.16692    
1.165 	-0.733806   	52.1932     	-0.577427   	3.85202     	-4.52673    	-13.5457    	-0.526293   	20.5919     	-3.68714    	-12.9173    	19.8516     	-16.4563    	-4.54277    	-0.612466   	-6.31581    	-4.46114    	-9.09532    	-0.389489   	0.859356    	8.82481     	10.432      	3.56707     	-413.897    	-50.5817    	8.83157     	-4.51737    	-3.9975     	-11.3444    	-6.11855    	3.79154     	-0.784858   	-1.06764    	-27.3054    	-10.0203    	-0.0320308  	4.98405     	-11.5031    	29.0577     	4.42558     	-608.568    	-29.3308    	15.1066     	-5.34094    	-11.9672    	0.26134     	11.5191     	-0.739028   	2.18302     	-3.88527    	33.8046     	-0.504091   	-5.68708    	72.027      	-0.99266    	-0.544325   	-3.23826    	-0.402435   	-0.362631   	-21.9268    	3.30552     	-0.586352   	5.79612     	7.33552     	3.33904     	-52.7317    	-0.425566   	44.1593     	-8.37401    	-3.73652    	-0.703653   	-3.90488    	-7.85231    
1.175 	-0.684708   	67.4353     	-0.592462   	4.39012     	-4.43943    	-12.9653    	-0.521052   	29.2563     	-3.57588    	-7.13919    	29.4938     	-16.66      	-4.30702    	-0.614294   	-6.15706    	-4.2649     	-9.05029    	-0.40846    	1.28261     	9.77762     	17.0249     	3.97952     	-343.84     	-49.9013    	17.3492     	-4.33162    	-3.9076     	-4.47638    	-6.00467    	4.22703     	-0.806379   	-1.04659    	-22.226     	-10.0796    	1.04854     	5.53442     	-11.3778    	41.9255     	5.19087     	-547.772    	-14.3106    	21.4476     	-4.92078    	-11.3534    	1.42103     	15.974      	-0.739829   	2.80167     	-3.58204    	44.0418     	-0.512993   	-5.36393    	88.8925     	-0.909723   	-0.503342   	-3.14943    	-0.362228   	-0.397846   	-7.03045    	3.66182     	-0.577365   	6.62315     	8.1831      	3.55945     	-52.3069    	-0.431806   	56.2701     	-7.83817    	-3.55647    	-0.725461   	-3.7654     	-8.46154    
1.185 	-0.629451   	82.0395     	-0.607604   	4.85986     	-4.34197    	-12.2954    	-0.510591   	37.6091     	-3.44709    	-1.47202    	38.7218     	-16.7015    	-4.05424    	-0.608119   	-5.9711     	-4.05771    	-8.9239     	-0.425079   	1.68208     	10.588      	23.3439     	4.33662     	-270.468    	-49.0313    	25.3596     	-4.13118    	-3.8103     	2.42489     	-5.87047    	4.58843     	-0.8257     	-1.01548    	-16.9895    	-10.0089    	2.09997     	5.99421     	-11.1763    	54.459      	5.88854     	-480.15     	1.03017     	27.5648     	-4.48633    	-10.6452    	2.54115     	20.2912     	-0.739428   	3.35925     	-3.27476    	53.6803     	-0.521361   	-5.01583    	104.762     	-0.821138   	-0.461632   	-3.05439    	-0.320577   	-0.428427   	7.92864     	3.96608     	-0.566289   	7.34622     	8.91673     	3.72798     	-51.6635    	-0.435823   	67.6332     	-7.22377    	-3.36691    	-0.745081   	-3.6229     	-8.97594    
1.195 	-0.568129   	95.8264     	-0.622227   	5.2601      	-4.22955    	-11.5411    	-0.494416   	45.5571     	-3.30053    	4.03229     	47.4284     	-16.5709    	-3.78343    	-0.593488   	-5.75725    	-3.83943    	-8.7119     	-0.438734   	2.05563     	11.2501     	29.3655     	4.63825     	-194.517    	-47.957     	32.7792     	-3.915      	-3.70144    	9.29492     	-5.71493    	4.87716     	-0.841808   	-0.974377   	-11.6501    	-9.80475    	3.10706     	6.36345     	-10.8891    	66.4855     	6.51065     	-406.358    	16.4545     	33.3995     	-4.03822    	-9.84837    	3.60533     	24.4589     	-0.737388   	3.8522      	-2.96451    	62.6156     	-0.528472   	-4.64066    	119.433     	-0.727922   	-0.418761   	-2.95004    	-0.27734    	-0.453245   	22.7225     	4.21883     	-0.552982   	7.9582      	9.53098     	3.84778     	-50.775     	-0.437602   	78.1039     	-6.53401    	-3.16501    	-0.761533   	-3.47643    	-9.37937    
1.205 	-0.501088   	108.626     	-0.635754   	5.59032     	-4.09818    	-10.7094    	-0.47224    	53.0091     	-3.13671    	9.32074     	55.5124     	-16.2627    	-3.49437    	-0.570212   	-5.5157     	-3.61033    	-8.41254    	-0.448939   	2.40111     	11.7601     	35.0662     	4.88467     	-116.809    	-46.6703    	39.5368     	-3.68269    	-3.57762    	16.0654     	-5.53762    	5.0955      	-0.85384    	-0.923636   	-6.26911    	-9.46742    	4.05531     	6.64329     	-10.5092    	77.8389     	7.05025     	-327.231    	31.7202     	38.8947     	-3.57765    	-8.97095    	4.59817     	28.4629     	-0.733334   	4.27784     	-2.65269    	70.7531     	-0.533706   	-4.23753    	132.724     	-0.631207   	-0.374405   	-2.83392    	-0.232504   	-0.471352   	37.1261     	4.42107     	-0.537404   	8.454       	10.022      	3.92247     	-49.6228    	-0.437203   	87.556      	-5.77457    	-2.94886    	-0.773971   	-3.3254     	-9.6587     
1.215 	-0.428916   	120.281     	-0.647673   	5.85056     	-3.94488    	-9.80855    	-0.443981   	59.8779     	-2.95685    	14.3402     	62.8805     	-15.7754    	-3.18773    	-0.538367   	-5.24751    	-3.3711     	-8.02653    	-0.455345   	2.71633     	12.1166     	40.4227     	5.07658     	-38.2307    	-45.1696    	45.575      	-3.43454    	-3.43628    	22.6657     	-5.33871    	5.24644     	-0.861112   	-0.86385    	-0.91295    	-9.00057    	4.93121     	6.83593     	-10.0322    	88.3634     	7.50163     	-243.754    	46.5856     	43.9955     	-3.10634    	-8.02323    	5.50562     	32.2865     	-0.726963   	4.63439     	-2.341      	78.0096     	-0.53656    	-3.80687    	144.474     	-0.532218   	-0.328369   	-2.70425    	-0.186184   	-0.482015   	50.9222     	4.57422     	-0.51962    	8.83066     	10.3877     	3.95603     	-48.1964    	-0.434757   	95.8836     	-4.95343    	-2.71754    	-0.7817     	-3.1696     	-9.80417    
1.225 	-0.352432   	130.65      	-0.657551   	6.04149     	-3.76771    	-8.84837    	-0.409766   	66.0829     	-2.76283    	19.0388     	69.4498     	-15.1118    	-2.86503    	-0.498292   	-4.9546     	-3.12285    	-7.55706    	-0.457752   	2.99916     	12.3203     	45.4116     	5.21504     	40.2818     	-43.4597    	50.8509     	-3.17153    	-3.27585    	29.0243     	-5.119      	5.33364     	-0.863131   	-0.795848   	4.348       	-8.4112     	5.72258     	6.94455     	-9.45679    	97.9165     	7.86038     	-157.043    	60.815      	48.6509     	-2.62652    	-7.01743    	6.31525     	35.9106     	-0.718054   	4.92098     	-2.03146    	84.3152     	-0.53666    	-3.35037    	154.549     	-0.432247   	-0.280595   	-2.56006    	-0.13862    	-0.484728   	63.9065     	4.68007     	-0.49979    	9.08731     	10.6275     	3.95264     	-46.4945    	-0.430457   	103.003     	-4.08073    	-2.47117    	-0.784201   	-3.00923    	-9.80958    
1.235 	-0.272658   	139.614     	-0.66504    	6.16432     	-3.56586    	-7.83967    	-0.369927   	71.5515     	-2.55717    	23.3666     	75.1491     	-14.2792    	-2.52857    	-0.450581   	-4.63969    	-2.86705    	-7.00963    	-0.456104   	3.24758     	12.3741     	50.0101     	5.30148     	117.767     	-41.5518    	55.3366     	-2.89529    	-3.09572    	35.0704     	-4.87983    	5.36126     	-0.859607   	-0.720673   	9.44137     	-7.70952    	6.41884     	6.97318     	-8.7843     	106.373     	8.12354     	-68.322     	74.1846     	52.8143     	-2.1409     	-5.96739    	7.01658     	39.314      	-0.706469   	5.13769     	-1.72627    	89.6149     	-0.533771   	-2.87099    	162.845     	-0.332622   	-0.231167   	-2.40114    	-0.0901691  	-0.479232   	75.8921     	4.74073     	-0.478165   	9.22524     	10.7429     	3.91658     	-44.5242    	-0.424555   	108.855     	-3.16845    	-2.21083    	-0.781141   	-2.84491    	-9.67248    
1.245 	-0.190788   	147.073     	-0.669887   	6.22085     	-3.33967    	-6.79419    	-0.324986   	76.2211     	-2.34293    	27.2775     	79.9212     	-13.2886    	-2.18143    	-0.396056   	-4.30619    	-2.60557    	-6.39185    	-0.450491   	3.45972     	12.2829     	54.1956     	5.33767     	193.257     	-39.4629    	59.0194     	-2.60807    	-2.89629    	40.7357     	-4.62309    	5.33391     	-0.850452   	-0.639549   	14.2947     	-6.90852    	7.01123     	6.92665     	-8.01909    	113.626     	8.28964     	21.1153     	86.4876     	56.4449     	-1.65264    	-4.88814    	7.60124     	42.4739     	-0.692158   	5.28545     	-1.42786    	93.869      	-0.527792   	-2.3728     	169.286     	-0.234677   	-0.180305   	-2.2281     	-0.0412932  	-0.465515   	86.7134     	4.75858     	-0.455077   	9.24771     	10.7367     	3.85211     	-42.3013    	-0.417345   	113.404     	-2.23009    	-1.93857    	-0.772377   	-2.67759    	-9.39414    
1.255 	-0.108148   	152.952     	-0.671932   	6.21341     	-3.09055    	-5.72433    	-0.275635   	80.041      	-2.12362    	30.7296     	83.7232     	-12.1547    	-1.82731    	-0.335749   	-3.95815    	-2.34055    	-5.71322    	-0.441139   	3.63395     	12.0539     	57.9465     	5.32571     	265.803     	-37.2154    	61.9017     	-2.31264    	-2.67893    	45.9563     	-4.35112    	5.2565      	-0.835781   	-0.553845   	18.8371     	-6.02367    	7.49301     	6.81044     	-7.16826    	119.592     	8.35876     	109.931     	97.5387     	59.5081     	-1.16522    	-3.79558    	8.06314     	45.366      	-0.675155   	5.36609     	-1.13873    	97.0543     	-0.518759   	-1.86089    	173.831     	-0.139722   	-0.128361   	-2.04231    	0.00745943  	-0.443811   	96.2297     	4.73622     	-0.430923   	9.15993     	10.6137     	3.76336     	-39.8493    	-0.409154   	116.639     	-1.28029    	-1.65724    	-0.757959   	-2.50857    	-8.97947    
1.265 	-0.026157   	157.203     	-0.67111    	6.14488     	-2.82099    	-4.64284    	-0.22272    	82.9737     	-1.90307    	33.6871     	86.5285     	-10.8957    	-1.47044    	-0.270861   	-3.6001     	-2.07441    	-4.98479    	-0.428393   	3.76895     	11.6961     	61.2429     	5.268       	334.492     	-34.8362    	64.0001     	-2.01225    	-2.44589    	50.6736     	-4.06662    	5.13417     	-0.815889   	-0.46504    	23.0019     	-5.07241    	7.85957     	6.6306      	-6.24147    	124.208     	8.33256     	196.781     	107.179     	61.9769     	-0.682408   	-2.70598    	8.39865     	47.9659     	-0.655575   	5.38224     	-0.861437   	99.1644     	-0.50683    	-1.34115    	176.469     	-0.0490118  	-0.0758026  	-1.84586    	0.0554736   	-0.414585   	104.328     	4.67647     	-0.406149   	8.96884     	10.3801     	3.65427     	-37.1988    	-0.400327   	118.573     	-0.334403   	-1.3704     	-0.73812    	-2.33941    	-8.43681    
1.275 	0.0537235   	159.805     	-0.667442   	6.01867     	-2.53437    	-3.56262    	-0.167206   	84.9958     	-1.68532    	36.1207     	88.3267     	-9.53228    	-1.11543    	-0.202726   	-3.23689    	-1.80971    	-4.21882    	-0.412705   	3.86377     	11.2202     	64.0667     	5.16724     	398.472     	-32.3555    	65.3445     	-1.71047    	-2.20022    	54.8365     	-3.7726     	4.97221     	-0.791244   	-0.374678   	26.7274     	-4.07367    	8.10856     	6.39363     	-5.25063    	127.439     	8.21418     	280.346     	115.278     	63.832      	-0.208159   	-1.63556    	8.60656     	50.2492     	-0.633607   	5.33731     	-0.598515   	100.21      	-0.492276   	-0.820125   	177.222     	0.0362802   	-0.0231979  	-1.64146    	0.102089    	-0.378521   	110.924     	4.58231     	-0.381235   	8.68291     	10.0435     	3.52849     	-34.3864    	-0.391218   	119.24      	0.591935    	-1.08217    	-0.713264   	-2.17189    	-7.77764    
1.285 	0.130033    	160.761     	-0.661034   	5.83868     	-2.23491    	-2.49638    	-0.110148   	86.0989     	-1.47446    	38.0088     	89.1241     	-8.08752    	-0.767118   	-0.13277    	-2.87358    	-1.54917    	-3.42843    	-0.394608   	3.91787     	10.6382     	66.4024     	5.02638     	456.972     	-29.8064    	65.9771     	-1.41111    	-1.94563    	58.4021     	-3.47222    	4.77594     	-0.762452   	-0.28433    	29.9596     	-3.0473     	8.23988     	6.10637     	-4.20958    	129.272     	8.00829     	359.366     	121.739     	65.0629     	0.253499    	-0.600056   	8.68812     	52.1929     	-0.609507   	5.23539     	-0.352373   	100.217     	-0.475464   	-0.304721   	176.144     	0.115092    	0.0288084   	-1.43232    	0.146625    	-0.336489   	115.967     	4.45682     	-0.356673   	8.31195     	9.61295     	3.38936     	-31.4536    	-0.382171   	118.697     	1.48326     	-0.797055   	-0.683945   	-2.00793    	-7.01618    
1.295 	0.201363    	160.107     	-0.65206    	5.6093      	-1.92742    	-1.4564     	-0.0526617  	86.2903     	-1.27453    	39.338      	88.9438     	-6.58595    	-0.43038    	-0.0624672  	-2.51524    	-1.29547    	-2.62717    	-0.3747     	3.9312      	9.96381     	68.2378     	4.84865     	509.317     	-27.2232    	65.9506     	-1.1181     	-1.68634    	61.3375     	-3.16874    	4.55067     	-0.73024    	-0.195546   	32.6533     	-2.01349    	8.25568     	5.77591     	-3.13367    	129.721     	7.72088     	432.673     	126.499     	65.668      	0.698552    	0.385706    	8.64695     	53.7759     	-0.583581   	5.0812      	-0.125237   	99.229      	-0.456836   	0.197973    	173.316     	0.186493    	0.0795174   	-1.22206    	0.188405    	-0.289521   	119.433     	4.30322     	-0.33295    	7.86683     	9.09854     	3.23986     	-28.4451    	-0.373507   	117.018     	2.32472     	-0.519735   	-0.650848   	-1.84948    	-6.16895    
1.305 	0.266399    	157.899     	-0.640753   	5.33537     	-1.61719    	-0.454245   	0.00411639  	85.5927     	-1.08932    	40.1038     	87.8249     	-5.05304    	-0.109998   	0.0067085   	-2.16683    	-1.05127    	-1.82863    	-0.353612   	3.90425     	9.21139     	69.5648     	4.63749     	554.943     	-24.6408    	65.3264     	-0.835334   	-1.42692    	63.62       	-2.8654     	4.3016      	-0.695416   	-0.109818   	34.7733     	-0.992271   	8.16025     	5.40944     	-2.03932    	128.822     	7.35925     	499.217     	129.529     	65.6547     	1.12311     	1.30818     	8.48896     	54.9801     	-0.556184   	4.87999     	0.08092     	97.3027     	-0.436891   	0.680946    	168.849     	0.249708    	0.128203    	-1.01452    	0.226778    	-0.238771   	121.335     	4.12481     	-0.310532   	7.35923     	8.5114      	3.0826      	-25.4077    	-0.365516   	114.297     	3.10252     	-0.254906   	-0.614758   	-1.69849    	-5.25425    
1.315 	0.323964    	154.223     	-0.627394   	5.02212     	-1.30973    	0.499404    	0.0590603   	84.0438     	-0.922316   	40.311      	85.8214     	-3.51452    	0.18952     	0.0733235   	-1.83299    	-0.819087   	-1.04609    	-0.331991   	3.83803     	8.39622     	70.3795     	4.39656     	593.413     	-22.0933    	64.1733     	-0.566571   	-1.17212    	65.2382     	-2.56533    	4.0338      	-0.65884    	-0.0285414  	36.2955     	-0.00289508 	7.9599      	5.01421     	-0.943522   	126.637     	6.93176     	558.096     	130.836     	65.0398     	1.52352     	2.15547     	8.22211     	55.791      	-0.527696   	4.63742     	0.264449    	94.5089     	-0.41616    	1.1375      	162.875     	0.304129    	0.174137    	-0.813657   	0.261147    	-0.185484   	121.711     	3.92493     	-0.28984    	6.80134     	7.86339     	2.91982     	-22.3887    	-0.358443   	110.637     	3.80425     	-0.00708328 	-0.576534   	-1.55678    	-4.29162    
1.325 	0.373056    	149.184     	-0.612292   	4.67515     	-1.01066    	1.39501     	0.111089    	81.6959     	-0.776501   	39.9732     	83.0017     	-1.99569    	0.464088    	0.136028    	-1.51798    	-0.601203   	-0.292103   	-0.310471   	3.73415     	7.53398     	70.6834     	4.12972     	624.423     	-19.6132    	62.5648     	-0.315308   	-0.926671   	66.1921     	-2.27145    	3.75212     	-0.621392   	0.0470193   	37.208      	0.936633    	7.6628      	4.59738     	0.136596    	123.248     	6.44772     	608.573     	130.461     	63.849      	1.89642     	2.91758     	7.85622     	56.199      	-0.498517   	4.35951     	0.424076    	90.9299     	-0.395184   	1.56146     	155.55      	0.349331    	0.216617    	-0.623388   	0.290984    	-0.130947   	120.629     	3.70695     	-0.271244   	6.20561     	7.16692     	2.75339     	-19.4344    	-0.352479   	106.156     	4.41933     	0.219575    	-0.537075   	-1.426      	-3.30124    
1.335 	0.412879    	142.91      	-0.595777   	4.30033     	-0.725413   	2.22433     	0.159196    	78.6145     	-0.654307   	39.1136     	79.4465     	-0.520832   	0.710183    	0.193595    	-1.22548    	-0.399621   	0.421788    	-0.289652   	3.59477     	6.64055     	70.4831     	3.84095     	647.808     	-17.2302    	60.5777     	-0.084671   	-0.695118   	66.4931     	-1.9864     	3.46118     	-0.58394    	0.115761    	37.5108     	1.81003     	7.27871     	4.16598     	1.18428     	118.755     	5.91719     	650.094     	128.48      	62.1167     	2.23886     	3.58667     	7.40271     	56.1992     	-0.46905    	4.05249     	0.558943    	86.6581     	-0.374494   	1.94739     	147.045     	0.385073    	0.25499     	-0.447427   	0.315852    	-0.0764583  	118.185     	3.47428     	-0.255041   	5.58446     	6.43473     	2.58486     	-16.5886    	-0.347755   	100.977     	4.93918     	0.421426    	-0.497293   	-1.30755    	-2.30341    
1.345 	0.442866    	135.544     	-0.578179   	3.90379     	-0.459122   	2.98055     	0.202482    	74.8774     	-0.557504   	37.7635     	75.2469     	0.88741     	0.924958    	0.244951    	-0.95853    	-0.215994   	1.08538     	-0.270082   	3.42261     	5.73167     	69.7914     	3.53439     	663.545     	-14.9707    	58.2897     	0.122682    	-0.481665   	66.164      	-1.71248    	3.16531     	-0.547305   	0.176766    	37.2164     	2.60315     	6.81878     	3.72678     	2.18358     	113.276     	5.35071     	682.301     	124.997     	59.8852     	2.54839     	4.15722     	6.87429     	55.7929     	-0.439692   	3.72272     	0.668645    	81.7937     	-0.354588   	2.29073     	137.546     	0.411305    	0.288678    	-0.289166   	0.33542     	-0.0232831  	114.495     	3.23027     	-0.241452   	4.95005     	5.67964     	2.41548     	-13.8918    	-0.34434    	95.2287     	5.35754     	0.595476    	-0.458078   	-1.20252    	-1.31796    
1.355 	0.462694    	127.247     	-0.559821   	3.49177     	-0.216415   	3.65839     	0.240173    	70.572      	-0.487137   	35.9629     	70.5029     	2.20853     	1.10634     	0.289206    	-0.719425   	-0.0515692  	1.69002     	-0.252235   	3.22089     	4.82268     	68.6268     	3.21423     	671.752     	-12.8567    	55.7777     	0.304638    	-0.290016   	65.2383     	-1.45161    	2.86852     	-0.512237   	0.229319    	36.3494     	3.30427     	6.29522     	3.28624     	3.11979     	106.942     	4.75916     	705.035     	120.144     	57.2043     	2.82304     	4.62608     	6.28466     	54.9873     	-0.410821   	3.37654     	0.753244    	76.4428     	-0.335915   	2.58796     	127.245     	0.428161    	0.317192    	-0.151549   	0.34947     	0.0273816   	109.696     	2.97826     	-0.230609   	4.31398     	4.91434     	2.24623     	-11.3792    	-0.342234   	89.042      	5.67057     	0.739494    	-0.42027    	-1.11164    	-0.363732   
1.365 	0.472296    	118.186     	-0.541003   	3.07058     	-0.00126656 	4.25415     	0.271646    	65.7944     	-0.443489   	33.7586     	65.3204     	3.4246      	1.25309     	0.325674    	-0.509676   	0.0928435   	2.22881     	-0.2365     	2.99332     	3.92822     	67.0139     	2.88472     	672.681     	-10.9058    	53.1158     	0.45969     	-0.123247   	63.7593     	-1.20528    	2.57452     	-0.479394   	0.272918    	34.9455     	3.90437     	5.721       	2.85046     	3.97982     	99.8962     	4.15348     	718.339     	114.077     	54.1302     	3.06148     	4.99252     	5.64814     	53.7959     	-0.382783   	3.02024     	0.813271    	70.7148     	-0.318858   	2.83669     	116.343     	0.435951    	0.340155    	-0.0369661  	0.357912    	0.074441    	103.94      	2.72149     	-0.222558   	3.68713     	4.15115     	2.0779      	-9.08072    	-0.341374   	82.5458     	5.87696     	0.852087    	-0.384638   	-1.03525    	0.541901    
