q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-C_8    	H_200-H_15   	H_200-Br_24  	C_100-C_7    	C_100-H_22   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-Br_24  	C_100-C_14   	H_100-C_12   	C_100-H_21   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
0.005 	-9.77138    	-54.5249    	-412.872    	-322.913    	-7.3117     	-66.5606    	-43.1575    	-48.394     	-32.8494    	-4.524      	-451.533    	-37.629     	-246.239    	-608.755    	-16.0626    	-7.55594    	-45.7202    	-14.5942    	-5.97936    	-45.2485    	-53.284     	-303.583    	-251.705    	-52.4686    	-1641.06    	-201.789    	-357.437    	-52.8173    	-38.7357    	-6.695      	-537.656    	-37.0398    	-5.17878    	-382.083    	-382.461    	-43.1306    	-62.2135    	-25.9016    	-41.1625    	-2520.62    	-544.079    	-36.3774    	-57.2955    	-222.35     	-8.11214    	-46.9823    	-47.4332    	-49.2443    	-507.792    	-6.27956    	-65.9915    	-41.285     	-417.636    	-7.1489     	-7.03977    	-40.2712    	-5.56927    	-6.22145    	-59.4437    	-5.61838    	-46.1098    	-46.8723    	-36.5057    	-301.96     	-5.84781    	-314.55     	-33.2028    	-44.4538    	-6.26924    	-35.2233    	-56.1813    	-37.5109    
0.015 	-9.86639    	-55.1955    	-417.235    	-327.019    	-7.42317    	-67.0119    	-43.9175    	-49.3451    	-33.7206    	-4.68776    	-454.075    	-38.4742    	-250.383    	-608.812    	-17.2152    	-7.68064    	-46.4256    	-15.7477    	-6.12958    	-46.0448    	-53.9434    	-308.035    	-256.762    	-53.1783    	-1664.6     	-206.422    	-360.82     	-53.4411    	-39.6029    	-6.83564    	-540.439    	-37.9305    	-5.33694    	-384.33     	-385.778    	-43.9259    	-62.7491    	-26.9569    	-41.9961    	-2531.7     	-545.057    	-37.2511    	-57.8835    	-227.604    	-8.22568    	-47.6956    	-48.158     	-50.1833    	-509.251    	-6.41637    	-66.7566    	-42.1145    	-420.447    	-7.27074    	-7.18016    	-41.0904    	-5.7133     	-6.37295    	-59.9906    	-5.76027    	-46.8415    	-47.6398    	-37.3806    	-305.112    	-5.99123    	-318.565    	-34.0917    	-45.2371    	-6.40177    	-36.0972    	-57.0642    	-38.4286    
0.025 	-10.0544    	-56.5237    	-425.879    	-335.155    	-7.64362    	-67.9054    	-45.4217    	-51.228     	-35.4426    	-5.01178    	-459.116    	-40.1466    	-258.581    	-608.935    	-19.4945    	-7.92749    	-47.8211    	-18.0297    	-6.42696    	-47.6219    	-55.2498    	-316.853    	-266.767    	-54.5835    	-1711.15    	-215.584    	-367.523    	-54.6751    	-41.3184    	-7.11402    	-545.958    	-39.6936    	-5.6497     	-388.769    	-392.352    	-45.4999    	-63.8098    	-29.0456    	-43.646     	-2553.6     	-547.005    	-38.9804    	-59.0473    	-238.005    	-8.45028    	-49.1083    	-49.5921    	-52.0422    	-512.148    	-6.68707    	-68.2717    	-43.7569    	-426.019    	-7.51158    	-7.45806    	-42.7118    	-5.99823    	-6.67287    	-61.0745    	-6.04087    	-48.2888    	-49.1602    	-39.1127    	-311.343    	-6.27506    	-326.508    	-35.8501    	-46.7877    	-6.664      	-37.8261    	-58.8126    	-40.2455    
0.035 	-10.3315    	-58.4837    	-438.642    	-347.173    	-7.96811    	-69.2229    	-47.6384    	-54.0047    	-37.9759    	-5.48915    	-466.564    	-42.6104    	-270.656    	-609.135    	-22.849     	-8.29151    	-49.8763    	-21.3912    	-6.86541    	-49.9495    	-57.1784    	-329.869    	-281.501    	-56.6561    	-1779.69    	-229.07     	-377.417    	-56.4924    	-43.8449    	-7.52441    	-554.12     	-42.2934    	-6.11002    	-395.293    	-402.064    	-47.8204    	-65.375     	-32.1246    	-46.0778    	-2585.77    	-549.907    	-41.5295    	-60.7631    	-253.346    	-8.78112    	-51.1925    	-51.705     	-54.7834    	-516.445    	-7.08589    	-70.5071    	-46.179     	-434.256    	-7.86585    	-7.86782    	-45.1015    	-6.41792    	-7.11514    	-62.6756    	-6.45388    	-50.4199    	-51.4044    	-41.6672    	-320.504    	-6.69336    	-338.202    	-38.4392    	-49.0739    	-7.05035    	-40.3727    	-61.3922    	-42.9248    
0.045 	-10.6918    	-61.0377    	-455.284    	-362.849    	-8.3894     	-70.9379    	-50.5212    	-57.6193    	-41.262     	-6.10973    	-476.287    	-45.8131    	-286.345    	-609.433    	-27.2033    	-8.76531    	-52.5466    	-25.76      	-7.436      	-52.9827    	-59.693     	-346.834    	-300.643    	-59.3545    	-1868.7     	-246.581    	-390.315    	-58.8533    	-47.1278    	-8.05835    	-564.785    	-45.6771    	-6.7076     	-403.744    	-414.737    	-50.8396    	-67.4142    	-36.1304    	-49.2412    	-2627.42    	-553.737    	-44.8457    	-62.9957    	-273.321    	-9.21107    	-53.907     	-54.4518    	-58.3513    	-522.082    	-7.60432    	-73.4189    	-49.332     	-445.012    	-8.32537    	-8.40112    	-48.2099    	-6.96331    	-7.69083    	-64.7645    	-6.99006    	-53.1885    	-54.3297    	-44.993     	-332.378    	-7.23739    	-353.391    	-41.8021    	-52.049     	-7.55261    	-43.682     	-64.7523    	-46.4125    
0.055 	-11.1279    	-64.1363    	-475.496    	-381.898    	-8.89811    	-73.0158    	-54.01      	-61.9991    	-45.2254    	-6.86035    	-488.113    	-49.6865    	-305.309    	-609.852    	-32.4599    	-9.33932    	-55.7741    	-31.0427    	-8.12714    	-56.6632    	-62.7462    	-367.427    	-323.779    	-62.625     	-1976.24    	-267.725    	-405.972    	-61.7065    	-51.0962    	-8.70492    	-577.774    	-49.7763    	-7.42906    	-413.919    	-430.144    	-54.4958    	-69.8878    	-40.9808    	-53.0709    	-2677.53    	-558.461    	-48.8608    	-65.6996    	-297.531    	-9.73088    	-57.1985    	-57.7745    	-62.6741    	-528.981    	-8.23136    	-76.9502    	-53.1528    	-458.1      	-8.87952    	-9.04714    	-51.9726    	-7.62265    	-8.38835    	-67.3033    	-7.63743    	-56.534     	-57.8806    	-49.0233    	-346.686    	-7.89579    	-371.741    	-45.8654    	-55.6525    	-8.16013    	-47.683     	-68.8273    	-50.6385    
0.065 	-11.6306    	-67.72      	-498.902    	-403.972    	-9.48292    	-75.4146    	-58.0322    	-67.0567    	-49.7755    	-7.72518    	-501.831    	-54.1488    	-327.138    	-610.416    	-38.5016    	-10.002     	-59.4892    	-37.1267    	-8.92487    	-60.9205    	-66.2807    	-391.256    	-350.411    	-66.4028    	-2099.93    	-292.034    	-424.091    	-64.9904    	-55.6649    	-9.45093    	-592.867    	-54.5085    	-8.25838    	-425.572    	-448.005    	-58.7142    	-72.748     	-46.5769    	-57.4882    	-2734.87    	-564.034    	-53.4924    	-68.8195    	-325.496    	-10.3294    	-61.0026    	-61.6029    	-67.665     	-537.044    	-8.95374    	-81.0322    	-57.565     	-473.29     	-9.51559    	-9.79289    	-56.3119    	-8.38182    	-9.19373    	-70.2456    	-8.38159    	-60.3841    	-61.99      	-53.6779    	-363.09     	-8.65488    	-392.853    	-50.5405    	-59.8115    	-8.86008    	-52.29      	-73.5379    	-55.5185    
0.075 	-12.1895    	-71.7202    	-525.067    	-428.667    	-10.1309    	-78.0861    	-62.5047    	-72.6914    	-54.8088    	-8.68607    	-517.2      	-59.1059    	-351.363    	-611.151    	-45.195     	-10.7401    	-63.6123    	-43.8833    	-9.81315    	-65.6736    	-70.2305    	-417.874    	-379.968    	-70.6132    	-2237.08    	-318.97     	-444.331    	-68.634     	-60.7364    	-10.2813    	-609.808    	-59.779     	-9.17723    	-438.421    	-468.001    	-63.4093    	-75.9394    	-52.8053    	-62.4028    	-2798.02    	-570.4      	-58.646     	-72.292     	-356.665    	-10.9939    	-65.2447    	-65.857     	-73.2243    	-546.156    	-9.75624    	-85.5858    	-62.4812    	-490.317    	-10.219     	-10.6234    	-61.1386    	-9.2246     	-10.0909    	-73.5376    	-9.20605    	-64.6554    	-66.5803    	-58.8645    	-381.204    	-9.49898    	-416.268    	-55.7259    	-64.4422    	-9.63773    	-57.405     	-78.7929    	-60.9556    
0.085 	-12.7929    	-76.0609    	-553.512    	-455.537    	-10.8278    	-80.9766    	-67.3354    	-78.7919    	-60.2116    	-9.72298    	-533.948    	-64.4539    	-377.464    	-612.081    	-52.3931    	-11.5388    	-68.0552    	-51.1708    	-10.7743    	-70.8325    	-74.5218    	-446.783    	-411.823    	-75.1739    	-2384.69    	-347.939    	-466.308    	-72.5594    	-66.2033    	-11.1792    	-628.311    	-65.4831    	-10.1654    	-452.155    	-489.775    	-68.4863    	-79.4006    	-59.5408    	-67.7153    	-2865.43    	-577.491    	-64.2172    	-76.047     	-390.427    	-11.7103    	-69.8424    	-70.4479    	-79.2419    	-556.185    	-10.622     	-90.5232    	-67.8044    	-508.884    	-10.9738    	-11.5222    	-66.3543    	-10.1331    	-11.0623    	-77.1194    	-10.0927    	-69.2565    	-71.5658    	-64.4809    	-400.602    	-10.4107    	-441.482    	-61.3098    	-69.4522    	-10.4768    	-62.9197    	-84.491     	-66.8427    
0.095 	-13.4286    	-80.66      	-583.714    	-484.099    	-11.5583    	-84.0283    	-72.4259    	-85.2387    	-65.8631    	-10.8145    	-551.783    	-70.0819    	-404.884    	-613.223    	-59.9397    	-12.3823    	-72.724     	-58.8375    	-11.7892    	-76.3004    	-79.0751    	-477.445    	-445.307    	-79.9961    	-2539.57    	-378.308    	-489.609    	-76.683     	-71.9511    	-12.1268    	-648.063    	-71.5084    	-11.2015    	-466.442    	-512.937    	-73.8437    	-83.0651    	-66.6495    	-73.319     	-2935.42    	-585.224    	-70.0939    	-80.0088    	-426.125    	-12.4635    	-74.7063    	-75.2811    	-85.5993    	-566.981    	-11.5331    	-95.7501    	-73.4303    	-528.666    	-11.7629    	-12.4716    	-71.8533    	-11.0881    	-12.0887    	-80.9255    	-11.022     	-74.0893    	-76.8536    	-70.417     	-420.831    	-11.3715    	-467.956    	-67.1729    	-74.7422    	-11.3599    	-68.7184    	-90.5236    	-73.0651    
0.105 	-14.0834    	-85.4314    	-615.126    	-513.842    	-12.3064    	-87.18      	-77.6734    	-91.9066    	-71.6378    	-11.9382    	-570.392    	-75.8737    	-433.041    	-614.587    	-67.673     	-13.2541    	-77.5205    	-66.7258    	-12.838     	-81.9754    	-83.8064    	-509.297    	-479.725    	-84.9872    	-2698.38    	-409.414    	-513.797    	-80.9177    	-77.8604    	-13.1054    	-668.732    	-77.7373    	-12.2632    	-480.936    	-537.08     	-79.3751    	-86.863     	-73.9917    	-79.1025    	-3006.27    	-593.505    	-76.1591    	-84.0982    	-463.069    	-13.2377    	-79.7428    	-80.2574    	-92.1727    	-578.383    	-12.4707    	-101.167    	-79.2501    	-549.319    	-12.5687    	-13.453     	-77.525     	-12.0697    	-13.1503    	-84.8868    	-11.9739    	-79.0521    	-82.3461    	-76.5578    	-441.418    	-12.3618    	-495.131    	-73.1906    	-80.2085    	-12.2688    	-74.6804    	-96.7765    	-79.5028    
0.115 	-14.7441    	-90.2865    	-647.183    	-544.237    	-13.0561    	-90.3691    	-82.9727    	-98.6676    	-77.4092    	-13.0714    	-589.452    	-81.7113    	-461.339    	-616.176    	-75.4297    	-14.1371    	-82.3449    	-74.6755    	-13.9005    	-87.7529    	-88.6287    	-541.759    	-514.374    	-90.0521    	-2857.71    	-440.585    	-538.419    	-85.1749    	-83.8102    	-14.0958    	-689.969    	-84.0499    	-13.328     	-495.283    	-561.778    	-84.9717    	-90.7222    	-81.4255    	-84.9527    	-3076.19    	-602.222    	-82.2931    	-88.2339    	-500.557    	-14.0168    	-84.8553    	-85.2762    	-98.8355    	-590.212    	-13.4155    	-106.673    	-85.1522    	-570.483    	-13.3732    	-14.4476    	-83.2568    	-13.0574    	-14.2268    	-88.9308    	-12.9279    	-84.0411    	-87.9429    	-82.7852    	-461.883    	-13.3618    	-522.438    	-79.2367    	-85.7451    	-13.185     	-80.683     	-103.133    	-86.0333    
0.125 	-15.3971    	-95.1363    	-679.314    	-574.752    	-13.7912    	-93.5322    	-88.2193    	-105.394    	-83.0528    	-14.1915    	-608.635    	-87.4772    	-489.185    	-617.977    	-83.049     	-15.0143    	-87.0982    	-82.5279    	-14.9563    	-93.5276    	-93.4544    	-574.248    	-548.556    	-95.096     	-3014.19    	-471.153    	-563.017    	-89.3665    	-89.6809    	-15.0791    	-711.417    	-90.3262    	-14.3736    	-509.133    	-586.601    	-90.5251    	-94.5699    	-88.8095    	-90.7566    	-3143.43    	-611.253    	-88.3767    	-92.3343    	-537.88     	-14.7848    	-89.9463    	-90.2372    	-105.461    	-602.281    	-14.3485    	-112.165    	-91.025     	-591.789    	-14.1587    	-15.4365    	-88.936     	-14.031     	-15.298     	-92.9841    	-13.8637    	-88.9538    	-93.5428    	-88.9811    	-481.753    	-14.3517    	-549.315    	-85.1858    	-91.2464    	-14.0898    	-86.6042    	-109.474    	-92.5346    
0.135 	-16.0296    	-99.8928    	-710.953    	-604.857    	-14.4961    	-96.6068    	-93.311     	-111.959    	-88.4488    	-15.2765    	-627.61     	-93.057     	-515.999    	-619.967    	-90.3763    	-15.8689    	-91.6841    	-90.1291    	-15.9857    	-99.1961    	-98.196     	-606.189    	-581.6      	-100.026    	-3164.5     	-500.467    	-587.134    	-93.4069    	-95.3563    	-16.0367    	-732.715    	-96.449     	-15.3786    	-522.148    	-611.121    	-95.9289    	-98.3339    	-96.0064    	-96.4042    	-3206.29    	-620.456    	-94.2931    	-96.3195    	-574.347    	-15.5261    	-94.92      	-95.0428    	-111.926    	-614.392    	-15.251     	-117.544    	-96.7592    	-612.868    	-14.9083    	-16.4014    	-94.4527    	-14.9707    	-16.344     	-96.9727    	-14.7616    	-93.6904    	-99.0458    	-95.0296    	-500.569    	-15.312     	-575.216    	-90.9162    	-96.609     	-14.9654    	-92.3254    	-115.686    	-98.8872    
0.145 	-16.6288    	-104.471    	-741.552    	-634.036    	-15.156     	-99.5321    	-98.1506    	-118.245    	-93.4853    	-16.3055    	-646.055    	-98.3419    	-541.229    	-622.105    	-97.2671    	-16.6847    	-96.0111    	-97.3338    	-16.9697    	-104.658    	-102.769    	-637.025    	-612.872    	-104.752    	-3305.53    	-527.915    	-610.325    	-97.2147    	-100.727    	-16.9507    	-753.505    	-102.306    	-16.3229    	-534.004    	-634.917    	-101.081    	-101.944    	-102.886    	-101.791    	-3263.13    	-629.679    	-99.9312    	-100.112    	-609.293    	-16.2259    	-99.6833    	-99.6003    	-118.11     	-626.342    	-16.1053    	-122.711    	-102.25     	-633.352    	-15.6061    	-17.3245    	-99.702     	-15.8577    	-17.3458    	-100.824    	-15.6031    	-98.1568    	-104.355    	-100.819    	-517.897    	-16.2243    	-599.629    	-96.3131    	-101.734    	-15.7944    	-97.7344    	-121.658    	-104.977    
0.155 	-17.183     	-108.792    	-770.59     	-661.797    	-15.7572    	-102.251    	-102.648    	-124.137    	-98.0606    	-17.2592    	-663.658    	-103.231    	-564.36     	-624.337    	-103.59     	-17.4468    	-99.9949    	-104.008    	-17.8907    	-109.819    	-107.092    	-666.232    	-641.791    	-109.191    	-3434.35    	-552.926    	-632.164    	-100.715    	-105.692    	-17.8048    	-773.439    	-107.793    	-17.188     	-544.404    	-657.59     	-105.888    	-105.335    	-109.327    	-106.82     	-3312.47    	-638.757    	-105.187    	-103.641    	-642.094    	-16.8703    	-104.148    	-103.824    	-123.904    	-637.92     	-16.8948    	-127.577    	-107.4      	-652.885    	-16.2374    	-18.1896    	-104.586    	-16.6748    	-18.286     	-104.468    	-16.3711    	-102.266    	-109.379    	-106.246    	-533.341    	-17.0712    	-622.079    	-101.27     	-106.53     	-16.5608    	-102.727    	-127.283    	-110.699    
0.165 	-17.6815    	-112.78     	-797.579    	-687.68     	-16.2875    	-104.71     	-106.72     	-129.533    	-102.085    	-18.1202    	-680.125    	-107.634    	-584.927    	-626.59     	-109.23     	-18.1411    	-103.56     	-110.032    	-18.7326    	-114.592    	-111.089    	-693.324    	-667.841    	-113.268    	-3548.35    	-574.994    	-652.251    	-103.84     	-110.163    	-18.584     	-792.18     	-112.815    	-17.9579    	-553.082    	-678.761    	-110.262    	-108.443    	-115.221    	-111.403    	-3352.97    	-647.511    	-109.967    	-106.838    	-672.183    	-17.4469    	-108.233    	-107.635    	-129.207    	-648.917    	-17.6047    	-132.056    	-112.119    	-671.129    	-16.7894    	-18.9817    	-109.016    	-17.4061    	-19.1483    	-107.838    	-17.0504    	-105.941    	-114.033    	-111.215    	-546.549    	-17.8372    	-642.147    	-105.694    	-110.914    	-17.2504    	-107.21     	-132.467    	-115.955    
0.175 	-18.1147    	-116.371    	-822.081    	-711.268    	-16.7365    	-106.862    	-110.296    	-134.344    	-105.485    	-18.8734    	-695.182    	-111.471    	-602.521    	-628.778    	-114.09     	-18.7554    	-106.64     	-115.304    	-19.4815    	-118.9      	-114.693    	-717.865    	-690.581    	-116.913    	-3645.26    	-593.68     	-670.224    	-106.531    	-114.061    	-19.2752    	-809.415    	-117.288    	-18.6187    	-559.809    	-698.085    	-114.126    	-111.214    	-120.474    	-115.465    	-3383.45    	-655.756    	-114.188    	-109.645    	-699.053    	-17.9449    	-111.866    	-110.968    	-133.928    	-659.124    	-18.222     	-136.075    	-116.329    	-687.764    	-17.2513    	-19.6879    	-112.915    	-18.0381    	-19.9187    	-110.873    	-17.6281    	-109.114    	-118.241    	-115.64     	-557.221    	-18.5086    	-659.471    	-109.501    	-114.811    	-17.8504    	-111.104    	-137.124    	-120.663    
0.185 	-18.4746    	-119.506    	-843.707    	-732.19     	-17.0953    	-108.664    	-113.317    	-138.491    	-108.201    	-19.5065    	-708.584    	-114.677    	-616.801    	-630.798    	-118.094    	-19.279     	-109.181    	-119.74     	-20.1253    	-122.673    	-117.841    	-739.476    	-709.656    	-120.071    	-3723.17    	-608.624    	-685.757    	-108.74     	-117.325    	-19.8674    	-824.853    	-121.141    	-19.1595    	-564.399    	-715.255    	-117.418    	-113.599    	-125.007    	-118.941    	-3402.97    	-663.298    	-117.781    	-112.012    	-722.275    	-18.3552    	-114.982    	-113.765    	-137.993    	-668.338    	-18.7358    	-139.568    	-119.962    	-702.501    	-17.6144    	-20.2971    	-116.216    	-18.5596    	-20.5852    	-113.517    	-18.0935    	-111.732    	-121.935    	-119.451    	-565.114    	-19.0737    	-673.756    	-112.626    	-118.16     	-18.3502    	-114.34     	-141.181    	-124.749    
0.195 	-18.7545    	-122.138    	-862.127    	-750.13     	-17.3573    	-110.082    	-115.733    	-141.913    	-110.191    	-20.0097    	-720.113    	-117.201    	-627.498    	-632.536    	-121.187    	-19.7034    	-111.142    	-123.275    	-20.6546    	-125.857    	-120.483    	-757.839    	-724.796    	-122.694    	-3780.62    	-619.552    	-698.575    	-110.428    	-119.908    	-20.3518    	-838.232    	-124.319    	-19.5723    	-566.707    	-730.003    	-120.083    	-115.556    	-128.761    	-121.78     	-3410.79    	-669.942    	-120.691    	-113.897    	-741.499    	-18.6706    	-117.529    	-115.983    	-141.341    	-676.363    	-19.1375    	-142.482    	-122.964    	-715.082    	-17.8726    	-20.8005    	-118.868    	-18.9617    	-21.1384    	-115.722    	-18.4387    	-113.751    	-125.061    	-122.589    	-570.048    	-19.5234    	-684.779    	-115.018    	-120.911    	-18.7417    	-116.869    	-144.575    	-128.157    
0.205 	-18.9496    	-124.229    	-877.076    	-764.831    	-17.5182    	-111.089    	-117.512    	-144.562    	-111.43     	-20.3764    	-729.586    	-119.007    	-634.419    	-633.866    	-123.337    	-20.0217    	-112.494    	-125.868    	-21.0624    	-128.406    	-122.576    	-772.706    	-735.828    	-124.747    	-3816.57    	-626.279    	-708.45     	-111.571    	-121.777    	-20.722     	-849.326    	-126.777    	-19.852     	-566.64     	-742.111    	-122.084    	-117.053    	-131.691    	-123.948    	-3406.43    	-675.493    	-122.876    	-115.269    	-756.462    	-18.886     	-119.465    	-117.591    	-143.926    	-683.015    	-19.4212    	-144.775    	-125.295    	-725.282    	-18.0219    	-21.1916    	-120.834    	-19.2383    	-21.5711    	-117.447    	-18.6584    	-115.145    	-127.574    	-125.01     	-571.909    	-19.8511    	-692.392    	-116.643    	-123.029    	-19.0189    	-118.654    	-147.262    	-130.845    
0.215 	-19.0566    	-125.753    	-888.355    	-776.1      	-17.5755    	-111.666    	-118.632    	-146.409    	-111.912    	-20.6026    	-736.855    	-120.074    	-637.449    	-634.654    	-124.533    	-20.2296    	-113.22     	-127.497    	-21.3443    	-130.291    	-124.088    	-783.895    	-742.668    	-126.207    	-3830.43    	-628.711    	-715.213    	-112.152    	-122.917    	-20.9741    	-857.942    	-128.492    	-19.9968    	-564.15     	-751.407    	-123.395    	-118.066    	-133.773    	-125.422    	-3389.61    	-679.76     	-124.312    	-116.106    	-766.992    	-18.9985    	-120.761    	-118.57     	-145.718    	-688.128    	-19.5831    	-146.417    	-126.927    	-732.918    	-18.061     	-21.4665    	-122.088    	-19.386     	-21.8788    	-118.66     	-18.7503    	-115.9      	-129.442    	-126.684    	-570.649    	-20.0524    	-696.52     	-117.483    	-124.489    	-19.1783    	-119.677    	-149.209    	-132.787    
0.225 	-19.0739    	-126.695    	-895.834    	-783.806    	-17.5291    	-111.8      	-119.087    	-147.438    	-111.645    	-20.6877    	-741.81     	-120.397    	-636.554    	-634.764    	-124.788    	-20.3248    	-113.318    	-128.161    	-21.4985    	-131.493    	-124.998    	-791.299    	-745.326    	-127.063    	-3822.07    	-626.844    	-718.746    	-112.17     	-123.329    	-21.1067    	-863.928    	-129.45     	-20.0075    	-559.239    	-757.773    	-124.006    	-118.579    	-135.002    	-126.195    	-3360.33    	-682.56     	-124.99     	-116.397    	-773.004    	-19.0072    	-121.4      	-118.914    	-146.704    	-691.551    	-19.6222    	-147.394    	-127.848    	-737.848    	-17.991     	-21.6235    	-122.624    	-19.4041    	-22.0597    	-119.337    	-18.7145    	-116.014    	-130.647    	-127.599    	-566.287    	-20.1261    	-697.163    	-117.538    	-125.283    	-19.2188    	-119.934    	-150.397    	-133.971    
0.235 	-19.0019    	-127.051    	-899.45     	-787.885    	-17.3811    	-111.489    	-118.882    	-147.652    	-110.658    	-20.6338    	-744.379    	-119.986    	-631.775    	-634.057    	-124.132    	-20.3069    	-112.799    	-127.881    	-21.5256    	-132.008    	-125.297    	-794.881    	-743.899    	-127.316    	-3791.79    	-620.767    	-718.994    	-111.631    	-123.029    	-21.1205    	-867.173    	-129.656    	-19.8882    	-551.958    	-761.142    	-123.917    	-118.588    	-135.389    	-126.275    	-3318.79    	-683.723    	-124.914    	-116.143    	-774.505    	-18.9132    	-121.378    	-118.633    	-146.887    	-693.156    	-19.54      	-147.7      	-128.06     	-739.974    	-17.8152    	-21.6634    	-122.445    	-19.2945    	-22.1144    	-119.466    	-18.5542    	-115.5      	-131.181    	-127.755    	-558.903    	-20.0729    	-694.395    	-116.825    	-125.414    	-19.1417    	-119.438    	-150.825    	-134.402    
0.245 	-18.8423    	-126.828    	-899.209    	-788.337    	-17.1353    	-110.737    	-118.037    	-147.067    	-108.99     	-20.4457    	-744.527    	-118.866    	-623.232    	-632.398    	-122.619    	-20.1778    	-111.683    	-126.696    	-21.4289    	-131.842    	-124.985    	-794.673    	-738.565    	-126.978    	-3740.34    	-610.648    	-715.956    	-110.555    	-122.046    	-21.0187    	-867.606    	-129.127    	-19.6453    	-542.4      	-761.498    	-123.145    	-118.096    	-134.963    	-125.681    	-3265.45    	-683.098    	-124.106    	-115.351    	-771.589    	-18.7196    	-120.703    	-117.745    	-146.283    	-692.841    	-19.3401    	-147.345    	-127.578    	-739.242    	-17.5393    	-21.589     	-121.572    	-19.0617    	-22.0458    	-119.04     	-18.2747    	-114.384    	-131.051    	-127.168    	-548.641    	-19.8964    	-688.352    	-115.374    	-124.898    	-18.9508    	-118.217    	-150.504    	-134.098    
0.255 	-18.5985    	-126.042    	-895.184    	-785.226    	-16.7976    	-109.557    	-116.583    	-145.716    	-106.697    	-20.1308    	-742.258    	-117.074    	-611.113    	-629.661    	-120.314    	-19.9413    	-110.005    	-124.662    	-21.2137    	-131.016    	-124.073    	-790.772    	-729.574    	-126.071    	-3668.82    	-596.736    	-709.689    	-108.971    	-120.424    	-20.8066    	-865.202    	-127.897    	-19.2878    	-530.704    	-758.879    	-121.717    	-117.115    	-133.766    	-124.447    	-3200.95    	-680.556    	-122.598    	-114.042    	-764.43     	-18.4313    	-119.393    	-116.28     	-144.925    	-690.53     	-19.0285    	-146.347    	-126.429    	-735.642    	-17.1706    	-21.4055    	-120.037    	-18.7124    	-21.8592    	-118.065    	-17.8838    	-112.703    	-130.275    	-125.867    	-535.697    	-19.6023    	-679.234    	-113.23     	-123.764    	-18.6516    	-116.311    	-149.458    	-133.091    
0.265 	-18.2753    	-124.72     	-887.508    	-778.674    	-16.3756    	-107.97     	-114.559    	-143.641    	-103.844    	-19.6988    	-737.613    	-114.659    	-595.669    	-625.729    	-117.301    	-19.6031    	-107.807    	-121.852    	-20.8874    	-129.561    	-122.582    	-783.338    	-717.242    	-124.627    	-3578.71    	-579.35     	-700.305    	-106.915    	-118.216    	-20.4912    	-859.974    	-126.007    	-18.8265    	-517.043    	-753.368    	-119.671    	-115.665    	-131.858    	-122.615    	-3126.14    	-675.992    	-120.435    	-112.243    	-753.275    	-18.0548    	-117.48     	-114.279    	-142.858    	-686.176    	-18.6129    	-144.738    	-124.653    	-729.209    	-16.7183    	-21.1197    	-117.882    	-18.2556    	-21.5619    	-116.555    	-17.3912    	-110.504    	-128.88     	-123.895    	-520.317    	-19.1982    	-667.294    	-110.452    	-122.049    	-18.2518    	-113.775    	-147.724    	-131.425    
0.275 	-17.8788    	-122.897    	-876.367    	-768.859    	-15.878     	-106        	-112.017    	-140.901    	-100.507    	-19.1611    	-730.668    	-111.681    	-577.209    	-620.503    	-113.673    	-19.1703    	-105.14     	-118.351    	-20.4593    	-127.518    	-120.543    	-772.585    	-701.937    	-122.688    	-3471.8     	-558.868    	-687.966    	-104.433    	-115.487    	-20.0813    	-851.98     	-123.513    	-18.2742    	-501.626    	-745.095    	-117.055    	-113.774    	-129.305    	-120.24     	-3042.03    	-669.332    	-117.675    	-109.989    	-738.441    	-17.5981    	-115.005    	-111.791    	-140.136    	-679.765    	-18.103     	-142.556    	-122.297    	-720.02     	-16.193     	-20.7401    	-115.162    	-17.7019    	-21.1629    	-114.534    	-16.8085    	-107.841    	-126.905    	-121.305    	-502.789    	-18.6937    	-652.827    	-107.108    	-119.802    	-17.7607    	-110.671    	-145.349    	-129.153    
