q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-C_8    	H_200-H_15   	H_200-Br_24  	C_100-C_7    	C_100-H_22   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-Br_24  	C_100-C_14   	H_100-C_12   	C_100-H_21   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
2.475 	0.0240878   	0.14706     	0.687294    	-3.49367    	0.0104334   	-0.386261   	0.341901    	0.216047    	-0.221048   	0.0346115   	-4.34952    	-0.192761   	1.1765      	-2.16462    	0.0691323   	0.0102371   	0.348073    	-0.0386421  	0.0244501   	0.357624    	0.32666     	-3.61676    	-4.49432    	-0.503903   	-44.6287    	2.94189     	-3.97324    	-0.149675   	0.0495411   	0.0357286   	0.76876     	0.307814    	0.0205398   	0.458192    	-2.81358    	-0.233653   	0.193105    	0.395504    	0.364265    	-44.4797    	-2.83513    	0.231776    	-0.302608   	-4.57218    	0.00910866  	0.536297    	0.2655      	0.167791    	-6.47302    	-0.00389701 	-0.104664   	-0.300739   	-6.72834    	0.0023546   	0.047085    	0.260875    	0.0255009   	0.0694207   	-0.214775   	0.00655169  	0.409493    	-0.415078   	0.235815    	2.59423     	0.00392076  	-4.9419     	-0.317508   	-0.424862   	0.0224395   	0.448244    	-0.0221978  	0.277797    
2.485 	0.0221503   	0.14278     	0.737749    	-3.37398    	0.00906464  	-0.393196   	0.345987    	0.209987    	-0.23598    	0.0320336   	-4.21326    	-0.222751   	0.924548    	-2.16374    	0.0311829   	0.00750008  	0.323158    	-0.0397758  	0.026672    	0.345427    	0.273859    	-3.76536    	-4.71395    	-0.512815   	-46.0477    	2.8363      	-4.13565    	-0.161229   	0.00849525  	0.0325626   	0.789181    	0.298668    	0.020087    	0.262895    	-2.92113    	-0.241894   	0.162944    	0.364719    	0.347828    	-45.5869    	-2.82238    	0.21542     	-0.297903   	-4.58391    	0.00656043  	0.515409    	0.254427    	0.15298     	-6.39182    	-0.00398835 	-0.0824028  	-0.304433   	-6.85088    	0.000751414 	0.0501142   	0.272555    	0.0232736   	0.0689653   	-0.224545   	0.00423354  	0.370957    	-0.421767   	0.210496    	2.57941     	0.0029596   	-5.28776    	-0.335254   	-0.425545   	0.021488    	0.422168    	0.00482269  	0.244846    
2.495 	0.020249    	0.139498    	0.786892    	-3.23269    	0.00779606  	-0.394706   	0.350899    	0.203226    	-0.247346   	0.0298408   	-4.02221    	-0.247345   	0.708251    	-2.11225    	-0.00313484 	0.0052471   	0.303215    	-0.0387345  	0.0289685   	0.331866    	0.223434    	-3.89185    	-4.8787     	-0.515648   	-47.1992    	2.73707     	-4.27945    	-0.166172   	-0.0268918  	0.0294877   	0.819641    	0.289687    	0.0201396   	0.108658    	-3.02793    	-0.246935   	0.134986    	0.332282    	0.332242    	-46.4016    	-2.73769    	0.201698    	-0.291104   	-4.57229    	0.00426829  	0.490696    	0.246466    	0.1397      	-6.28171    	-0.00362903 	-0.0601477  	-0.305994   	-6.92028    	-0.00014509 	0.0530027   	0.285267    	0.0213642   	0.0680681   	-0.233062   	0.00236684  	0.332688    	-0.427299   	0.18642     	2.57303     	0.00225625  	-5.57425    	-0.347861   	-0.421379   	0.0203173   	0.396565    	0.0294782   	0.213324    
2.505 	0.0183906   	0.137022    	0.83401     	-3.07086    	0.00667241  	-0.391106   	0.356522    	0.196125    	-0.254953   	0.0280745   	-3.78026    	-0.266145   	0.528676    	-2.01439    	-0.0329641  	0.00347629  	0.288409    	-0.0355972  	0.0313254   	0.316963    	0.175535    	-3.99517    	-4.98557    	-0.512531   	-48.0579    	2.64774     	-4.40473    	-0.164733   	-0.0563829  	0.0265931   	0.85838     	0.281194    	0.0207004   	-0.00415278 	-3.13247    	-0.248713   	0.108914    	0.298775    	0.317869    	-46.9108    	-2.58592    	0.190738    	-0.282478   	-4.53809    	0.00227685  	0.462162    	0.241622    	0.128234    	-6.14808    	-0.00282034 	-0.0380929  	-0.305462   	-6.93712    	-0.000323733	0.0557385   	0.298541    	0.0197799   	0.0668196   	-0.240046   	0.000996861 	0.294951    	-0.431539   	0.163478    	2.5759      	0.00182925  	-5.79786    	-0.355207   	-0.412421   	0.0189656   	0.372094    	0.0517782   	0.183668    
2.515 	0.0165815   	0.135142    	0.877815    	-2.89009    	0.00573226  	-0.382844   	0.362688    	0.188999    	-0.258766   	0.02676     	-3.4928     	-0.278938   	0.385843    	-1.87575    	-0.0576641  	0.00217483  	0.278689    	-0.0305315  	0.033721    	0.300732    	0.130237    	-4.07516    	-5.03368    	-0.503766   	-48.6089    	2.57124     	-4.51209    	-0.157364   	-0.0799202  	0.0239563   	0.902722    	0.273454    	0.0217514   	-0.0762765  	-3.23335    	-0.247304   	0.0843778   	0.264756    	0.304964    	-47.1122    	-2.37396    	0.182575    	-0.272331   	-4.48268    	0.000622579 	0.429899    	0.239779    	0.118762    	-5.99648    	-0.00157671 	-0.0164568  	-0.30293    	-6.90343    	0.000201831 	0.0583048   	0.311886    	0.0185156   	0.0653066   	-0.245272   	0.000148865 	0.257963    	-0.43435    	0.141554    	2.5883      	0.00169019  	-5.95721    	-0.357341   	-0.39888    	0.017478    	0.349313    	0.0717509   	0.156195    
2.525 	0.0148277   	0.133642    	0.916537    	-2.69242    	0.00500683  	-0.370476   	0.369178    	0.182114    	-0.258908   	0.0259066   	-3.16651    	-0.285694   	0.278747    	-1.70299    	-0.0768265  	0.00131971  	0.273801    	-0.0237891  	0.0361263   	0.283187    	0.0875528   	-4.13242    	-5.02425    	-0.48981    	-48.8478    	2.50976     	-4.60258    	-0.144713   	-0.0976212  	0.0216421   	0.949253    	0.266668    	0.0232549   	-0.10952    	-3.32924    	-0.242916   	0.0610163   	0.230737    	0.293671    	-47.0137    	-2.11047    	0.177143    	-0.261003   	-4.40788    	-0.000667147	0.394083    	0.2407      	0.111368    	-5.83251    	7.47215e-05 	0.00452407  	-0.29854    	-6.82259    	0.00139407  	0.0606802   	0.324796    	0.0175545   	0.0636101   	-0.248573   	-0.000171967	0.221885    	-0.4356     	0.120534    	2.60995     	0.0018432   	-6.05295    	-0.354483   	-0.381104   	0.0159055   	0.328666    	0.089437    	0.131102    
2.535 	0.0131351   	0.132305    	0.948053    	-2.48027    	0.00451902  	-0.354641   	0.37573     	0.175678    	-0.255649   	0.0255072   	-2.80911    	-0.286559   	0.205429    	-1.50355    	-0.0902816  	0.000878859 	0.273304    	-0.0156984  	0.0385066   	0.264341    	0.04744     	-4.16829    	-4.96041    	-0.471259   	-48.7802    	2.46471     	-4.67757    	-0.127595   	-0.109769   	0.0197008   	0.994018    	0.260966    	0.0251552   	-0.106684   	-3.41892    	-0.235874   	0.0384738   	0.197173    	0.284025    	-46.6323    	-1.80549    	0.174285    	-0.248862   	-4.31596    	-0.00157461 	0.35498     	0.244045    	0.106042    	-5.66151    	0.00209501  	0.0246016   	-0.292483   	-6.6991     	0.00319344  	0.0628398   	0.336772    	0.0168691   	0.0618033   	-0.249843   	2.02127e-05 	0.186831    	-0.435163   	0.100308    	2.64008     	0.0022847   	-6.08765    	-0.347004   	-0.359572   	0.0143028   	0.310471    	0.104883    	0.108465    
2.545 	0.01151     	0.130919    	0.970015    	-2.25637    	0.00428296  	-0.336037   	0.382047    	0.169847    	-0.249392   	0.0255391   	-2.429      	-0.281846   	0.16307     	-1.28542    	-0.0980953  	0.000812512 	0.276593    	-0.00665296 	0.0408226   	0.244215    	0.0098147   	-4.18473    	-4.84704    	-0.448821   	-48.4207    	2.43671     	-4.73868    	-0.106955   	-0.116795   	0.0181681   	1.03274     	0.256412    	0.0273809   	-0.0714516  	-3.50126    	-0.226607   	0.0164157   	0.164451    	0.275954    	-45.9938    	-1.47008    	0.173757    	-0.236285   	-4.20952    	-0.00209201 	0.312937    	0.249376    	0.102689    	-5.48848    	0.00443467  	0.0435252   	-0.284985   	-6.5384     	0.00552096  	0.0647555   	0.347334    	0.0164234   	0.0599497   	-0.249032   	0.000693377 	0.152868    	-0.432931   	0.0807755   	2.67743     	0.00300347  	-6.06555    	-0.335411   	-0.33487    	0.0127263   	0.294915    	0.118139    	0.0882515   
2.555 	0.00995847  	0.129288    	0.980001    	-2.02362    	0.0043038   	-0.315392   	0.387806    	0.164716    	-0.240655   	0.0259656   	-2.035      	-0.272014   	0.14812     	-1.05673    	-0.100556   	0.00107478  	0.28293     	0.00290192  	0.0430319   	0.222842    	-0.0254372  	-4.18418    	-4.69048    	-0.423288   	-47.7923    	2.42556     	-4.78765    	-0.0838291  	-0.119261   	0.0170647   	1.06104     	0.252998    	0.0298483   	-0.00826045 	-3.57523    	-0.215628   	-0.00545632 	0.132883    	0.26929     	-45.1306    	-1.11586    	0.175241    	-0.223656   	-4.09138    	-0.00222134 	0.268378    	0.256181    	0.101146    	-5.31782    	0.00703533  	0.0610507   	-0.276303   	-6.3466     	0.00828153  	0.0663982   	0.356034    	0.0161748   	0.0581021   	-0.246146   	0.00179971  	0.120024    	-0.42881    	0.0618533   	2.7203      	0.00398103  	-5.99233    	-0.320322   	-0.307677   	0.0112319   	0.282057    	0.129254    	0.0703277   
2.565 	0.00848736  	0.127236    	0.975666    	-1.78507    	0.00457801  	-0.293438   	0.39267     	0.160331    	-0.230043   	0.0267368   	-1.63603    	-0.257649   	0.156435    	-0.82555    	-0.0981571  	0.00161536  	0.291469    	0.0124855   	0.0450911   	0.200274    	-0.058447   	-4.16945    	-4.49825    	-0.395509   	-46.925     	2.43032     	-4.82626    	-0.0593006  	-0.117832   	0.0163965   	1.07468     	0.250656    	0.0324646   	0.0778591   	-3.63994    	-0.203507   	-0.0273914  	0.102703    	0.263783    	-44.0808    	-0.754634   	0.178353    	-0.211352   	-3.96452    	-0.00197396 	0.221798    	0.26389     	0.101189    	-5.15327    	0.00983169  	0.0769503   	-0.266716   	-6.13021    	0.0113677   	0.0677379   	0.362473    	0.0160758   	0.0563021   	-0.24124    	0.00327821  	0.0882986   	-0.422731   	0.0434753   	2.76666     	0.00519226  	-5.87482    	-0.302444   	-0.278736   	0.00987351  	0.27183     	0.138276    	0.0544754   
2.575 	0.0071038   	0.124612    	0.954878    	-1.54377    	0.00509383  	-0.270885   	0.396299    	0.156689    	-0.218219   	0.0277928   	-1.24077    	-0.239438   	0.183451    	-0.599556   	-0.0915645  	0.00238138  	0.301298    	0.0215993   	0.0469572   	0.176583    	-0.0893519  	-4.14355    	-4.27869    	-0.366355   	-45.8541    	2.44933     	-4.85621    	-0.0344585  	-0.11325    	0.0161558   	1.06976     	0.249261    	0.0351318   	0.181453    	-3.69456    	-0.190852   	-0.0495795  	0.0740701   	0.259116    	-42.8861    	-0.397973   	0.182661    	-0.19973    	-3.83192    	-0.00136988 	0.173749    	0.2719      	0.102555    	-4.99777    	0.0127537   	0.091022    	-0.256511   	-5.89595    	0.0146639   	0.068746    	0.366309    	0.0160768   	0.0545796   	-0.234415   	0.00505768  	0.0576697   	-0.414651   	0.0255976   	2.8142      	0.00660629  	-5.7206     	-0.282537   	-0.248829   	0.00870112  	0.264052    	0.145254    	0.0404092   
2.585 	0.00581552  	0.121298    	0.915863    	-1.3027     	0.00583214  	-0.2484     	0.398362    	0.153745    	-0.205879   	0.029065    	-0.857366   	-0.218145   	0.224342    	-0.385794   	-0.0815882  	0.00331914  	0.311472    	0.0297453   	0.0485898   	0.151871    	-0.118284   	-4.10952    	-4.0406     	-0.336691   	-44.6184    	2.48034     	-4.87901    	-0.0103563  	-0.106304   	0.0163224   	1.04294     	0.248639    	0.0377504   	0.296825    	-3.73841    	-0.178279   	-0.0721439  	0.0470647   	0.254922    	-41.5898    	-0.0568163  	0.187702    	-0.189121   	-3.69654    	-0.000436796	0.12483     	0.279596    	0.104951    	-4.85339    	0.0157286   	0.103098    	-0.245978   	-5.65039    	0.0180508   	0.0693965   	0.367268    	0.0161282   	0.0529537   	-0.225812   	0.00706001  	0.0281039   	-0.404555   	0.00820003  	2.86045     	0.00818754  	-5.53775    	-0.26139    	-0.218753   	0.00775915  	0.258442    	0.150236    	0.0277959   
2.595 	0.00463077  	0.117208    	0.857313    	-1.06468    	0.00676752  	-0.22658    	0.398551    	0.151421    	-0.193719   	0.0304797   	-0.493218   	-0.194577   	0.274205    	-0.190466   	-0.0691421  	0.00437589  	0.32105     	0.0364449   	0.0499525   	0.126272    	-0.145361   	-4.07033    	-3.79288    	-0.307346   	-43.259     	2.52056     	-4.8959     	0.0120265   	-0.0978002  	0.0168648   	0.991576    	0.24858     	0.0402231   	0.418221    	-3.77088    	-0.166387   	-0.0951368  	0.0217007   	0.250809    	-40.2357    	0.258863    	0.192993    	-0.179817   	-3.56112    	0.000791073 	0.0756739   	0.286374    	0.108076    	-4.72131    	0.0186838   	0.113053    	-0.235397   	-5.39981    	0.0214095   	0.0696668   	0.365154    	0.0161825   	0.0514331   	-0.215602   	0.00920347  	-0.000434265	-0.39246    	-0.00871351 	2.90284     	0.009897    	-5.33443    	-0.239788   	-0.189289   	0.00708521  	0.25463     	0.153277    	0.0162753   
2.605 	0.00355827  	0.11229     	0.778489    	-0.8323     	0.00786948  	-0.205943   	0.396588    	0.149614    	-0.182404   	0.0319602   	-0.154712   	-0.169559   	0.328221    	-0.0187459  	-0.0552046  	0.00550145  	0.329129    	0.0412569   	0.0510147   	0.0999513   	-0.170677   	-4.02866    	-3.5442     	-0.279087   	-41.817     	2.56685     	-4.90779    	0.031819    	-0.0885322  	0.0177425   	0.913902    	0.248849    	0.0424589   	0.540006    	-3.79149    	-0.155739   	-0.118537   	-0.00206837 	0.246371    	-38.8656    	0.54036     	0.198052    	-0.172066   	-3.42818    	0.00227431  	0.026932    	0.291665    	0.111632    	-4.60179    	0.0215487   	0.12081     	-0.225029   	-5.14993    	0.0246261   	0.0695397   	0.359852    	0.0161965   	0.050017    	-0.203984   	0.0114061   	-0.027973   	-0.378417   	-0.025115   	2.93886     	0.0116934   	-5.11861    	-0.218484   	-0.161181   	0.00670901  	0.252184    	0.154437    	0.00548004  
2.615 	0.00260707  	0.106531    	0.679285    	-0.607853   	0.00910381  	-0.186908   	0.392241    	0.148205    	-0.172542   	0.0334299   	0.152943    	-0.143907   	0.381823    	0.125344    	-0.0407772  	0.00664967  	0.334878    	0.0437944   	0.0517529   	0.0731107   	-0.194302   	-3.98687    	-3.30262    	-0.252594   	-40.3322    	2.61579     	-4.91521    	0.048288    	-0.0792532  	0.0189076   	0.809089    	0.249194    	0.044376    	0.656837    	-3.79985    	-0.146832   	-0.142253   	-0.0243391  	0.241218    	-37.5181    	0.780484    	0.202411    	-0.166062   	-3.2999     	0.0039697   	-0.0207419  	0.294951    	0.115336    	-4.49427    	0.024257    	0.126344    	-0.215107   	-4.90572    	0.0275955   	0.069004    	0.351334    	0.0161327   	0.048697    	-0.191173   	0.013589    	-0.0545253  	-0.362509   	-0.040954   	2.96607     	0.0135349   	-4.89771    	-0.198172   	-0.135108   	0.00665161  	0.250624    	0.153787    	-0.00494434 
2.625 	0.00178631  	0.0999528   	0.560275    	-0.393282   	0.010434    	-0.16979    	0.385328    	0.147068    	-0.16466    	0.0348147   	0.425841    	-0.118396   	0.430832    	0.239018    	-0.0268444  	0.00777963  	0.337562    	0.0437393   	0.0521516   	0.0459853   	-0.21627    	-3.94681    	-3.07537    	-0.228439   	-38.8414    	2.66383     	-4.91824    	0.0608613   	-0.0706507  	0.0203069   	0.677328    	0.249361    	0.045905    	0.763816    	-3.79568    	-0.140086   	-0.166123   	-0.0452459  	0.234987    	-36.2271    	0.97374     	0.205634    	-0.161944   	-3.17806    	0.00583168  	-0.0667061  	0.295788    	0.118938    	-4.39736    	0.0267489   	0.129684    	-0.20583    	-4.67131    	0.0302248   	0.0680556   	0.339652    	0.0159615   	0.0474578   	-0.177398   	0.0156789   	-0.0800831  	-0.344853   	-0.0561598  	2.98227     	0.0153798   	-4.6784     	-0.179467   	-0.111669   	0.00692489  	0.249446    	0.151411    	-0.0153215  
2.635 	0.00110501  	0.092609    	0.422723    	-0.190142   	0.0118228   	-0.154791   	0.375725    	0.146079    	-0.159178   	0.0360459   	0.661457    	-0.0937451  	0.47159     	0.320762    	-0.0143346  	0.00885662  	0.336572    	0.0408553   	0.0522043   	0.0188424   	-0.236587   	-3.90982    	-2.86853    	-0.207073   	-37.3771    	2.70745     	-4.91655    	0.069144    	-0.0633246  	0.0218842   	0.519834    	0.249103    	0.046991    	0.85662     	-3.77883    	-0.135822   	-0.18993    	-0.0649492  	0.227362    	-35.0205    	1.11644     	0.207328    	-0.159788   	-3.06399    	0.00781376  	-0.110347   	0.293818    	0.122224    	-4.30899    	0.0289727   	0.130915    	-0.197357   	-4.4498     	0.0324365   	0.066698    	0.324943    	0.0156613   	0.0462796   	-0.162891   	0.0176112   	-0.104612   	-0.325599   	-0.0706452  	2.98552     	0.0171885   	-4.46634    	-0.162879   	-0.0913568  	0.00753143  	0.248143    	0.147412    	-0.0259289  
2.645 	0.000571673 	0.0845847   	0.268564    	0.000420922 	0.0132333   	-0.142005   	0.363371    	0.145119    	-0.156399   	0.0370622   	0.858666    	-0.0705895  	0.501056    	0.370315    	-0.00408571 	0.00985282  	0.331439    	0.0349966   	0.051914    	-0.00802317 	-0.255223   	-3.8766     	-2.68689    	-0.188815   	-35.9665    	2.74325     	-4.90937    	0.0729278   	-0.0577691  	0.0235819   	0.338823    	0.248189    	0.0475954   	0.931614    	-3.74925    	-0.134256   	-0.2134     	-0.0836219  	0.218087    	-33.9195    	1.20676     	0.207154    	-0.15961    	-2.95858    	0.00986989  	-0.151095   	0.288781    	0.125028    	-4.22651    	0.0308864   	0.130173    	-0.189803   	-4.24329    	0.0341707   	0.0649428   	0.307421    	0.0152202   	0.0451395   	-0.147882   	0.0193316   	-0.128047   	-0.304929   	-0.0843104  	2.97421     	0.0189245   	-4.266      	-0.148805   	-0.0745533  	0.00846463  	0.246222    	0.141911    	-0.0369844  
2.655 	0.00019397  	0.0759906   	0.100356    	0.177682    	0.0146305   	-0.131416   	0.348273    	0.144088    	-0.156494   	0.0378118   	1.01771     	-0.0494685  	0.516878    	0.388611    	0.0031847   	0.0107477   	0.321852    	0.0261144   	0.0512928   	-0.0342939  	-0.272123   	-3.84725    	-2.53379    	-0.173845   	-34.6305    	2.76807     	-4.89553    	0.0721923   	-0.0543601  	0.0253434   	0.137444    	0.246415    	0.0476972   	0.985931    	-3.707      	-0.135487   	-0.236222   	-0.101438   	0.20698     	-32.9378    	1.2447      	0.204837    	-0.161363   	-2.8622     	0.0119557   	-0.188436   	0.280521    	0.127234    	-4.14684    	0.0324586   	0.127643    	-0.183234   	-4.05279    	0.0353867   	0.0628098   	0.287367    	0.0146356   	0.044013    	-0.132598   	0.0207977   	-0.150297   	-0.283052   	-0.097048   	2.94715     	0.020555    	-4.08061    	-0.13752    	-0.0615142  	0.00970908  	0.243224    	0.135051    	-0.0486375  
2.665 	-2.16844e-05	0.0669585   	-0.078793   	0.341328    	0.0159822   	-0.122909   	0.330503    	0.142902    	-0.159495   	0.0382535   	1.14013     	-0.0308117  	0.517442    	0.377678    	0.0069041   	0.011528    	0.307659    	0.0142595   	0.0503622   	-0.0596368  	-0.287206   	-3.82126    	-2.41107    	-0.162206   	-33.3833    	2.77913     	-4.87354    	0.0671006   	-0.0533468  	0.0271144   	-0.0803356  	0.243607    	0.047293    	1.01753     	-3.65228    	-0.139502   	-0.258057   	-0.118559   	0.193935    	-32.0812    	1.23205     	0.200173    	-0.164942   	-2.77477    	0.0140296   	-0.221925   	0.268992    	0.128775    	-4.06657    	0.0336696   	0.123551    	-0.177672   	-3.87829    	0.036064    	0.0603266   	0.265122    	0.0139144   	0.0428759   	-0.117251   	0.0219806   	-0.17124    	-0.260202   	-0.108748   	2.90352     	0.0220522   	-3.91206    	-0.129164   	-0.0523668  	0.0112413   	0.23874     	0.126997    	-0.060963   
2.675 	-7.05258e-05	0.0576356   	-0.265326   	0.491438    	0.0172602   	-0.116279   	0.310196    	0.141501    	-0.165299   	0.0383585   	1.2286      	-0.0149326  	0.501886    	0.3405      	0.00666255  	0.0121877   	0.288871    	-0.000419012	0.049152    	-0.0837114  	-0.300371   	-3.79752    	-2.31901    	-0.153808   	-32.2322    	2.77406     	-4.84161    	0.057986    	-0.0548489  	0.0288445   	-0.30986    	0.239628    	0.0463968   	1.02519     	-3.58539    	-0.14617    	-0.278549   	-0.135127   	0.17893     	-31.348     	1.17217     	0.19303     	-0.170184   	-2.69574    	0.0160538   	-0.251196   	0.254254    	0.129639    	-3.98222    	0.0345112   	0.118157    	-0.173092   	-3.71878    	0.0362019   	0.0575285   	0.241074    	0.0130724   	0.0417052   	-0.102041   	0.0228643   	-0.19073    	-0.236636   	-0.119305   	2.84297     	0.0233938   	-3.76094    	-0.123755   	-0.0471088  	0.0130305   	0.232425    	0.117934    	-0.073959   
2.685 	5.01584e-05 	0.0481785   	-0.455355   	0.628449    	0.0184408   	-0.111247   	0.28755     	0.13985     	-0.173673   	0.0381105   	1.28682     	-0.00202479 	0.470089    	0.280852    	0.00222368  	0.0127275   	0.265658    	-0.0176782  	0.0476994   	-0.106179   	-0.311512   	-3.77441    	-2.25648    	-0.148438   	-31.1775    	2.751       	-4.79776    	0.045335    	-0.0588589  	0.0304887   	-0.545957   	0.234382    	0.0450395   	1.00857     	-3.50679    	-0.155255   	-0.297342   	-0.151253   	0.162029    	-30.729     	1.0699      	0.183352    	-0.17688    	-2.62415    	0.0179949   	-0.275972   	0.23647     	0.129859    	-3.89027    	0.0349871   	0.111746    	-0.169426   	-3.5724     	0.0358196   	0.0544571   	0.215646    	0.0121333   	0.0404811   	-0.0871461  	0.0234463   	-0.208601   	-0.212626   	-0.12862    	2.76556     	0.0245633   	-3.62657    	-0.121184   	-0.0456125  	0.0150397   	0.224004    	0.10807     	-0.0875484  
2.695 	0.000340663 	0.0387469   	-0.644792   	0.753114    	0.0195052   	-0.107473   	0.262815    	0.137939    	-0.184262   	0.0375061   	1.31926     	0.00783594  	0.422626    	0.203115    	-0.00647154 	0.0131539   	0.238336    	-0.0371892  	0.046048    	-0.126711   	-0.320515   	-3.74989    	-2.22094    	-0.14577    	-30.2131    	2.70865     	-4.73989    	0.0297626   	-0.0652488  	0.0320079   	-0.783124   	0.227812    	0.0432665   	0.968097    	-3.41704    	-0.166424   	-0.314094   	-0.167014   	0.143373    	-30.2083    	0.931232    	0.171158    	-0.184777   	-2.55868    	0.0198244   	-0.296069   	0.215898    	0.129511    	-3.78741    	0.0351122   	0.104615    	-0.166571   	-3.43656    	0.034954    	0.0511602   	0.189279    	0.0111278   	0.0391869   	-0.0727271  	0.0237369   	-0.224677   	-0.188457   	-0.136609   	2.67175     	0.0255505   	-3.50715    	-0.121236   	-0.0476335  	0.0172272   	0.213283    	0.0976274   	-0.101584   
2.705 	0.000798543 	0.0294977   	-0.829495   	0.86645     	0.0204402   	-0.104576   	0.236289    	0.135783    	-0.196607   	0.0365544   	1.33101     	0.014686    	0.36071     	0.112076    	-0.019308   	0.0134786   	0.207356    	-0.0585483  	0.0442459   	-0.145002   	-0.327276   	-3.72154    	-2.20868    	-0.145391   	-29.3269    	2.64625     	-4.66591    	0.0119857   	-0.0737815  	0.03337     	-1.01572    	0.219904    	0.0411364   	0.904949    	-3.31683    	-0.179263   	-0.328488   	-0.182445   	0.12318     	-29.764     	0.763112    	0.156535    	-0.193587   	-2.49771    	0.0215192   	-0.311399   	0.192877    	0.128706    	-3.67064    	0.0349116   	0.0970694   	-0.164389   	-3.30806    	0.0336583   	0.0476899   	0.162425    	0.0100917   	0.037811    	-0.058921   	0.0237576   	-0.238776   	-0.16442    	-0.143209   	2.56238     	0.0263509   	-3.39991    	-0.123593   	-0.0528224  	0.0195474   	0.200151    	0.0868454   	-0.115856   
2.715 	0.00141836  	0.0205791   	-1.00541    	0.969675    	0.0212379   	-0.10215    	0.208305    	0.133415    	-0.210165   	0.0352764   	1.32745     	0.0186643   	0.286102    	0.0127202   	-0.0360059  	0.0137172   	0.173279    	-0.0812903  	0.0423446   	-0.160775   	-0.331705   	-3.68678    	-2.21501    	-0.14681    	-28.5019    	2.56364     	-4.57382    	-0.00720841 	-0.0841262  	0.0345497   	-1.23819    	0.210678    	0.038718    	0.820969    	-3.20696    	-0.193291   	-0.340244   	-0.197539   	0.101732    	-29.3696    	0.573127    	0.139632    	-0.203001   	-2.43942    	0.0230614   	-0.321972   	0.167814    	0.127579    	-3.5374     	0.03442     	0.0894026   	-0.162723   	-3.18332    	0.0319991   	0.0441015   	0.135524    	0.00906462  	0.0363462   	-0.0458423  	0.0235399   	-0.25072    	-0.140807   	-0.148377   	2.43863     	0.0269659   	-3.30131    	-0.127864   	-0.0607402  	0.0219525   	0.184578    	0.075971    	-0.130105   
2.725 	0.00219151  	0.0121248   	-1.16872    	1.06415     	0.0218955   	-0.0997869  	0.179227    	0.13089     	-0.22433    	0.033704    	1.31413     	0.02        	0.201011    	-0.0899656  	-0.0561369  	0.0138883   	0.136757    	-0.104904   	0.0403967   	-0.173796   	-0.333737   	-3.64291    	-2.23445    	-0.149488   	-27.717     	2.46118     	-4.46182    	-0.0269942  	-0.0958762  	0.0355293   	-1.44523    	0.20019     	0.0360877   	0.718559    	-3.08836    	-0.207981   	-0.349132   	-0.212248   	0.0793627   	-28.9949    	0.369214    	0.120657    	-0.212692   	-2.38182    	0.0244386   	-0.327894   	0.141168    	0.126283    	-3.38567    	0.0336798   	0.081893    	-0.161395   	-3.05852    	0.0300537   	0.0404522   	0.108997    	0.00808795  	0.0347907   	-0.0335824  	0.0231232   	-0.260349   	-0.117903   	-0.152101   	2.3019      	0.0274021   	-3.20725    	-0.133595   	-0.070876   	0.024394    	0.166617    	0.0652555   	-0.144031   
2.735 	0.00310615  	0.00425012  	-1.31596    	1.15131     	0.022415    	-0.0970884  	0.14943     	0.128274    	-0.238461   	0.0318782   	1.29643     	0.0189966   	0.107979    	-0.191189   	-0.0791445  	0.0140118   	0.098505    	-0.128851   	0.0384544   	-0.183877   	-0.333335   	-3.58727    	-2.26106    	-0.152858   	-26.9483    	2.33974     	-4.32839    	-0.0465411  	-0.108569   	0.0362978   	-1.63199    	0.188525    	0.0333266   	0.600568    	-2.96206    	-0.222781   	-0.354978   	-0.226484   	0.0564448   	-28.6076    	0.159369    	0.0998631   	-0.22233    	-2.32289    	0.0256431   	-0.329361   	0.113431    	0.124977    	-3.21406    	0.0327395   	0.0747912   	-0.160221   	-2.92981    	0.0279067   	0.0367992   	0.0832316   	0.00720308  	0.0331476   	-0.02221    	0.0225527   	-0.267523   	-0.0959848  	-0.154395   	2.15384     	0.0276709   	-3.1133     	-0.140296   	-0.0826671  	0.0268236   	0.146394    	0.0549483   	-0.157314   
