q      	cage        
6.485 	3.30363     
6.495 	3.20606     
6.505 	3.09248     
6.515 	2.96623     
6.525 	2.83105     
6.535 	2.69089     
6.545 	2.54977     
6.555 	2.41161     
6.565 	2.28011     
6.575 	2.15852     
6.585 	2.04963     
6.595 	1.95555     
6.605 	1.87773     
6.615 	1.81685     
6.625 	1.77282     
6.635 	1.74481     
6.645 	1.7313      
6.655 	1.7301      
6.665 	1.73854     
6.675 	1.7535      
6.685 	1.7716      
6.695 	1.78933     
6.705 	1.80322     
6.715 	1.80995     
6.725 	1.8065      
6.735 	1.79031     
6.745 	1.75934     
6.755 	1.71218     
6.765 	1.6481      
6.775 	1.56709     
6.785 	1.46982     
6.795 	1.35768     
6.805 	1.23266     
6.815 	1.0973      
6.825 	0.954579    
6.835 	0.807792    
6.845 	0.660428    
6.855 	0.516024    
6.865 	0.378025    
6.875 	0.249652    
6.885 	0.133776    
6.895 	0.0328079   
6.905 	-0.0513919  
6.915 	-0.117582   
6.925 	-0.165182   
6.935 	-0.194291   
6.945 	-0.205671   
6.955 	-0.20072    
6.965 	-0.181398   
6.975 	-0.150155   
6.985 	-0.109823   
6.995 	-0.0635032  
7.005 	-0.0144408  
7.015 	0.0341021   
7.025 	0.0789742   
7.035 	0.117255    
7.045 	0.146364    
7.055 	0.164158    
7.065 	0.168999    
7.075 	0.159816    
7.085 	0.136129    
7.095 	0.0980587   
7.105 	0.0463033   
7.115 	-0.0178996  
7.125 	-0.0928373  
7.135 	-0.176403   
7.145 	-0.266191   
7.155 	-0.359603   
7.165 	-0.453958   
7.175 	-0.546607   
7.185 	-0.635043   
7.195 	-0.716998   
7.205 	-0.790533   
7.215 	-0.854113   
7.225 	-0.906661   
7.235 	-0.947588   
7.245 	-0.976807   
7.255 	-0.994724   
7.265 	-1.00221    
7.275 	-1.00053    
7.285 	-0.9913     
7.295 	-0.976403   
7.305 	-0.957871   
7.315 	-0.937811   
7.325 	-0.918292   
7.335 	-0.901249   
7.345 	-0.888396   
7.355 	-0.881136   
7.365 	-0.880503   
7.375 	-0.88711    
7.385 	-0.901116   
7.395 	-0.922221   
7.405 	-0.949674   
7.415 	-0.982309   
7.425 	-1.01859    
7.435 	-1.05669    
7.445 	-1.09456    
7.455 	-1.13004    
7.465 	-1.16093    
7.475 	-1.18512    
7.485 	-1.20068    
7.495 	-1.20595    
7.505 	-1.19963    
7.515 	-1.18084    
7.525 	-1.14917    
7.535 	-1.10473    
7.545 	-1.04815    
7.555 	-0.980554   
7.565 	-0.903565   
7.575 	-0.819214   
7.585 	-0.729889   
7.595 	-0.638242   
7.605 	-0.547091   
7.615 	-0.459309   
7.625 	-0.377714   
7.635 	-0.304956   
7.645 	-0.243405   
7.655 	-0.195059   
7.665 	-0.161455   
7.675 	-0.1436     
7.685 	-0.141926   
7.695 	-0.156259   
7.705 	-0.185817   
7.715 	-0.229232   
7.725 	-0.284589   
7.735 	-0.349494   
7.745 	-0.421157   
7.755 	-0.496489   
7.765 	-0.572219   
7.775 	-0.645012   
7.785 	-0.711591   
7.795 	-0.768864   
7.805 	-0.814041   
7.815 	-0.844734   
7.825 	-0.859058   
7.835 	-0.855698   
7.845 	-0.833966   
7.855 	-0.793827   
7.865 	-0.735908   
7.875 	-0.661475   
7.885 	-0.57239    
7.895 	-0.471047   
7.905 	-0.360284   
7.915 	-0.243281   
7.925 	-0.123445   
7.935 	-0.00428218 
7.945 	0.110725    
7.955 	0.21825     
7.965 	0.31524     
7.975 	0.399027    
7.985 	0.467429    
7.995 	0.518822    
8.005 	0.552201    
8.015 	0.567214    
8.025 	0.564169    
8.035 	0.544023    
8.045 	0.50834     
8.055 	0.459227    
8.065 	0.399257    
8.075 	0.331367    
8.085 	0.258746    
8.095 	0.184716    
8.105 	0.112604    
8.115 	0.0456193   
8.125 	-0.0132682  
