q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-C_8    	H_200-H_15   	H_200-Br_24  	C_100-C_7    	C_100-H_22   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-Br_24  	C_100-C_14   	H_100-C_12   	C_100-H_21   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
0.665 	-3.41815    	-30.9314    	-250.275    	-245.251    	-3.33412    	-36.1358    	-23.2253    	-27.0262    	-27.4221    	-3.13339    	-232.891    	-28.8479    	-154.893    	-260.925    	-17.3848    	-2.93646    	-25.7177    	-20.6305    	-3.03468    	-30.2618    	-28.805     	-210.844    	-195.496    	-32.5305    	-1134.82    	-148.334    	-224.691    	-28.5388    	-27.3166    	-3.01787    	-235.124    	-24.8846    	-2.48842    	-179.648    	-220.423    	-20.6311    	-30.9531    	-26.0948    	-24.8126    	-1239       	-248.815    	-24.5976    	-23.3418    	-210.247    	-2.73317    	-31.519     	-24.507     	-26.2049    	-221.864    	-2.66063    	-33.6718    	-26.7646    	-205.551    	-3.96014    	-3.77478    	-24.2577    	-3.89883    	-3.50535    	-33.9896    	-3.4378     	-31.4998    	-34.5716    	-29.7604    	-146.368    	-2.71492    	-224.473    	-27.1505    	-26.1107    	-2.42805    	-26.5777    	-35.3382    	-23.4918    
0.675 	-3.29169    	-29.7978    	-246.281    	-242.017    	-3.17498    	-35.4555    	-22.2501    	-25.6226    	-26.6125    	-2.97005    	-228.037    	-28.1235    	-152.901    	-260.534    	-16.1024    	-2.80076    	-24.8148    	-19.4916    	-2.81513    	-29.0421    	-27.9647    	-204.242    	-189.442    	-31.3931    	-1131.89    	-145.601    	-221.892    	-27.7582    	-26.2054    	-2.81324    	-229.327    	-23.6216    	-2.31436    	-176.806    	-215.353    	-19.8033    	-30.0861    	-24.9004    	-23.6682    	-1228.97    	-248.902    	-23.6725    	-22.6282    	-206.017    	-2.6112     	-30.8232    	-23.6046    	-24.7841    	-218.957    	-2.51423    	-32.4896    	-25.5043    	-201.929    	-3.82035    	-3.56475    	-23.2225    	-3.77398    	-3.24337    	-33.5126    	-3.29175    	-30.5822    	-33.6264    	-28.853     	-142.124    	-2.58319    	-221.033    	-26.3275    	-24.9393    	-2.27931    	-25.701     	-34.2731    	-21.7265    
0.685 	-3.16606    	-28.6375    	-241.649    	-238.202    	-3.01977    	-34.6974    	-21.3013    	-24.2559    	-25.8293    	-2.81357    	-222.811    	-27.3888    	-150.684    	-259.245    	-14.9466    	-2.67172    	-23.9349    	-18.4644    	-2.60178    	-27.8509    	-27.1247    	-197.797    	-183.45     	-30.2404    	-1127.86    	-142.573    	-218.898    	-26.9863    	-25.1163    	-2.61479    	-223.372    	-22.3826    	-2.15416    	-173.629    	-209.871    	-19.0501    	-29.1757    	-23.7102    	-22.544     	-1217.78    	-248.307    	-22.756     	-21.9418    	-201.71     	-2.49357    	-30.1055    	-22.7207    	-23.4171    	-215.488    	-2.3727     	-31.2988    	-24.2757    	-198.234    	-3.67999    	-3.35506    	-22.2127    	-3.65046    	-2.99879    	-32.9773    	-3.14658    	-29.6365    	-32.6394    	-27.9475    	-137.785    	-2.45559    	-217.281    	-25.5514    	-23.803     	-2.13509    	-24.8272    	-33.1615    	-20.1099    
0.695 	-3.04185    	-27.451     	-236.288    	-233.744    	-2.87079    	-33.8669    	-20.3856    	-22.9348    	-25.0811    	-2.66541    	-217.181    	-26.6511    	-148.278    	-257.01     	-13.9325    	-2.55054    	-23.087     	-17.5614    	-2.39606    	-26.6943    	-26.2906    	-191.521    	-177.564    	-29.0751    	-1122.81    	-139.31     	-215.72     	-26.2307    	-24.0573    	-2.4237     	-217.211    	-21.1767    	-2.00915    	-170.168    	-203.939    	-18.3784    	-28.225     	-22.5207    	-21.4466    	-1205.6     	-246.987    	-21.8557    	-21.286     	-197.331    	-2.38135    	-29.3721    	-21.8622    	-22.112     	-211.429    	-2.2375     	-30.0989    	-23.0886    	-194.466    	-3.54047    	-3.14577    	-21.238     	-3.52985    	-2.77346    	-32.3871    	-3.00449    	-28.6718    	-31.611     	-27.0488    	-133.431    	-2.33345    	-213.227    	-24.8347    	-22.7082    	-1.99675    	-23.9665    	-32.0007    	-18.6561    
0.705 	-2.91974    	-26.2406    	-230.148    	-228.605    	-2.73008    	-32.9723    	-19.5092    	-21.6677    	-24.3749    	-2.52685    	-211.138    	-25.9176    	-145.722    	-253.818    	-13.0712    	-2.43829    	-22.2791    	-16.7908    	-2.19933    	-25.5788    	-25.4688    	-185.427    	-171.833    	-27.9019    	-1116.79    	-135.874    	-212.377    	-25.4986    	-23.0368    	-2.24108    	-210.813    	-20.0127    	-1.8804     	-166.479    	-197.539    	-17.7932    	-27.2392    	-21.3296    	-20.3825    	-1192.61    	-244.923    	-20.9788    	-20.6638    	-192.89     	-2.27556    	-28.6299    	-21.0361    	-20.876     	-206.776    	-2.11001    	-28.8917    	-21.9521    	-190.628    	-3.40316    	-2.93712    	-20.3073    	-3.41355    	-2.56878    	-31.7477    	-2.86752    	-27.698     	-30.5442    	-26.1621    	-129.138    	-2.218      	-208.897    	-24.1874    	-21.6605    	-1.86561    	-23.1284    	-30.7915    	-17.3746    
0.715 	-2.80041    	-25.0107    	-223.214    	-222.781    	-2.59934    	-32.0243    	-18.6776    	-20.4625    	-23.716     	-2.39887    	-204.694    	-25.195     	-143.054    	-249.697    	-12.3699    	-2.33587    	-21.5177    	-16.1567    	-2.01285    	-24.5099    	-24.6659    	-179.528    	-166.304    	-26.7271    	-1109.9     	-132.327    	-208.892    	-24.7962    	-22.0629    	-2.06796    	-204.169    	-18.8989    	-1.7686     	-162.62     	-190.677    	-17.297     	-26.2255    	-20.1356    	-19.3582    	-1178.97    	-242.128    	-20.1324    	-20.0773    	-188.402    	-2.17706    	-27.8861    	-20.2484    	-19.715     	-201.552    	-1.99142    	-27.6812    	-20.874     	-186.732    	-3.26929    	-2.72954    	-19.4283    	-3.30274    	-2.38563    	-31.0667    	-2.73746    	-26.7256    	-29.4443    	-25.2927    	-124.974    	-2.11027    	-204.327    	-23.616     	-20.665     	-1.74287    	-22.3215    	-29.5379    	-16.2696    
0.725 	-2.68454    	-23.7672    	-215.509    	-216.297    	-2.4799     	-31.0359    	-17.8954    	-19.326     	-23.1072    	-2.28217    	-197.885    	-24.4894    	-140.317    	-244.707    	-11.8311    	-2.24399    	-20.808     	-15.6583    	-1.83772    	-23.4926    	-23.8883    	-173.833    	-161.026    	-25.5582    	-1102.19    	-128.727    	-205.294    	-24.1284    	-21.1431    	-1.90523    	-197.287    	-17.8423    	-1.67412    	-158.651    	-183.379    	-16.8899    	-25.1924    	-18.9382    	-18.3794    	-1164.85    	-238.638    	-19.3224    	-19.5281    	-183.885    	-2.08654    	-27.1477    	-19.5045    	-18.6337    	-195.807    	-1.8827     	-26.4733    	-19.861     	-182.795    	-3.13994    	-2.52362    	-18.6074    	-3.19832    	-2.2243     	-30.3535    	-2.61575    	-25.7656    	-28.3184    	-24.4453    	-120.996    	-2.01109    	-199.562    	-23.1239    	-19.7259    	-1.62959    	-21.5528    	-28.2472    	-15.3404    
0.735 	-2.57279    	-22.5178    	-207.092    	-209.204    	-2.37265    	-30.0213    	-17.166     	-18.2637    	-22.5494    	-2.17709    	-190.767    	-23.8058    	-137.549    	-238.942    	-11.4529    	-2.16309    	-20.1532    	-15.2904    	-1.67485    	-22.5309    	-23.1424    	-168.35     	-156.044    	-24.404     	-1093.73    	-125.131    	-201.612    	-23.4989    	-20.2841    	-1.75361    	-190.192    	-16.849     	-1.59688    	-154.633    	-175.694    	-16.5693    	-24.15      	-17.7383    	-17.4513    	-1150.37    	-234.516    	-18.5539    	-19.0169    	-179.36     	-2.00449    	-26.4215    	-18.8085    	-17.635     	-189.608    	-1.78454    	-25.2755    	-18.918     	-178.839    	-3.01597    	-2.32008    	-17.849     	-3.10088    	-2.08455    	-29.6184    	-2.50351    	-24.8284    	-27.1754    	-23.6244    	-117.251    	-1.92103    	-194.659    	-22.7109    	-18.8459    	-1.52662    	-20.8281    	-26.9292    	-14.5807    
0.745 	-2.46574    	-21.271     	-198.057    	-201.583    	-2.27804    	-28.996     	-16.4917    	-17.2796    	-22.0412    	-2.08367    	-183.413    	-23.1482    	-134.787    	-232.524    	-11.229     	-2.09333    	-19.5548    	-15.0437    	-1.52492    	-21.6274    	-22.4338    	-163.081    	-151.401    	-23.2738    	-1084.58    	-121.587    	-197.88     	-22.9099    	-19.4915    	-1.61362    	-182.929    	-15.9234    	-1.53645    	-150.621    	-167.689    	-16.3302    	-23.1091    	-16.5379    	-16.578     	-1135.67    	-229.847    	-17.8306    	-18.5434    	-174.849    	-1.93115    	-25.7136    	-18.1632    	-16.7202    	-183.046    	-1.69735    	-24.0965    	-18.0482    	-174.889    	-2.89803    	-2.11977    	-17.1559    	-3.01071    	-1.96556    	-28.8728    	-2.40145    	-23.9243    	-26.0256    	-22.8336    	-113.773    	-1.8404     	-189.68     	-22.3732    	-18.0269    	-1.43459    	-20.1512    	-25.5962    	-13.9798    
0.755 	-2.3639     	-20.0364    	-188.525    	-193.534    	-2.1961     	-27.9759    	-15.8734    	-16.3761    	-21.5794    	-2.00157    	-175.913    	-22.5191    	-132.064    	-225.6      	-11.1486    	-2.03462    	-19.0123    	-14.9048    	-1.38834    	-20.7836    	-21.7674    	-158.027    	-147.129    	-22.1771    	-1074.79    	-118.137    	-194.129    	-22.3621    	-18.7695    	-1.48558    	-175.556    	-15.0684    	-1.49197    	-146.669    	-159.449    	-16.1655    	-22.0811    	-15.3399    	-15.7625    	-1120.84    	-224.735    	-17.1552    	-18.1067    	-170.376    	-1.86653    	-25.0292    	-17.5698    	-15.8887    	-176.226    	-1.62124    	-22.9459    	-17.2531    	-170.972    	-2.78655    	-1.92365    	-16.5287    	-2.92775    	-1.866      	-28.1279    	-2.30988    	-23.0622    	-24.8799    	-22.0758    	-110.585    	-1.76922    	-184.69     	-22.104     	-17.2691    	-1.35385    	-19.524     	-24.2622    	-13.5222    
0.765 	-2.26768    	-18.8242    	-178.647    	-185.18     	-2.12642    	-26.9767    	-15.3106    	-15.554     	-21.1588    	-1.93016    	-168.367    	-21.9201    	-129.411    	-218.334    	-11.1972    	-1.98657    	-18.5236    	-14.8569    	-1.2653     	-19.9995    	-21.1467    	-153.185    	-143.259    	-21.1237    	-1064.41    	-114.817    	-190.39     	-21.8547    	-18.1206    	-1.36957    	-168.146    	-14.2852    	-1.46224    	-142.826    	-151.071    	-16.0659    	-21.0773    	-14.1486    	-15.0067    	-1105.99    	-219.3      	-16.5287    	-17.7047    	-165.966    	-1.81037    	-24.3725    	-17.0285    	-15.1384    	-169.267    	-1.55599    	-21.8336    	-16.532     	-167.118    	-2.6817     	-1.73272    	-15.9663    	-2.85164    	-1.78406    	-27.3952    	-2.22872    	-22.25      	-23.75      	-21.353     	-107.693    	-1.70724    	-179.758    	-21.8932    	-16.5716    	-1.2845     	-18.9469    	-22.9424    	-13.1888    
0.775 	-2.17738    	-17.645     	-168.592    	-176.657    	-2.06818    	-26.0138    	-14.8018    	-14.8123    	-20.7728    	-1.86852    	-160.885    	-21.3516    	-126.85     	-210.905    	-11.3571    	-1.94853    	-18.0849    	-14.8808    	-1.15568    	-19.2736    	-20.5744    	-148.551    	-139.808    	-20.1227    	-1053.5     	-111.651    	-186.694    	-21.3853    	-17.5458    	-1.26544    	-160.781    	-13.5735    	-1.44571    	-139.133    	-142.664    	-16.0207    	-20.1091    	-12.9694    	-14.3109    	-1091.2     	-213.669    	-15.9511    	-17.335     	-161.64     	-1.76219    	-23.7465    	-16.5374    	-14.4656    	-162.295    	-1.50112    	-20.7698    	-15.8826    	-163.357    	-2.58343    	-1.54806    	-15.4657    	-2.78173    	-1.71754    	-26.6851    	-2.1575     	-21.4942    	-22.6473    	-20.6663    	-105.094    	-1.65397    	-174.951    	-21.7285    	-15.9323    	-1.22637    	-18.4181    	-21.6528    	-12.9572    
0.785 	-2.0932     	-16.509     	-158.545    	-168.112    	-2.02022    	-25.101     	-14.344     	-14.1485    	-20.4138    	-1.81548    	-153.582    	-20.8126    	-124.401    	-203.499    	-11.6075    	-1.91963    	-17.6909    	-14.9552    	-1.05915    	-18.6033    	-20.0514    	-144.116    	-136.788    	-19.1826    	-1042.11    	-108.656    	-183.067    	-20.9503    	-17.0444    	-1.17286    	-153.555    	-12.9313    	-1.44058    	-135.628    	-134.344    	-16.0181    	-19.1868    	-11.8085    	-13.6746    	-1076.54    	-207.979    	-15.4207    	-16.9943    	-157.422    	-1.72128    	-23.153     	-16.0938    	-13.8652    	-155.44     	-1.45586    	-19.7642    	-15.3011    	-159.717    	-2.49151    	-1.37077    	-15.022     	-2.71713    	-1.66389    	-26.0072    	-2.09542    	-20.7993    	-21.5832    	-20.0159    	-102.772    	-1.60867    	-170.334    	-21.5956    	-15.3479    	-1.17902    	-17.9346    	-20.4096    	-12.803     
0.795 	-2.01522    	-15.4263    	-148.699    	-159.697    	-1.98111    	-24.2507    	-13.9332    	-13.5587    	-20.0733    	-1.7697     	-146.573    	-20.3013    	-122.079    	-196.299    	-11.9261    	-1.89876    	-17.335     	-15.0579    	-0.975111   	-17.9847    	-19.5775    	-139.868    	-134.197    	-18.3107    	-1030.31    	-105.841    	-179.532    	-20.5452    	-16.6137    	-1.09128    	-146.563    	-12.3551    	-1.4448     	-132.336    	-126.23     	-16.0454    	-18.32      	-10.6734    	-13.0958    	-1062.08    	-202.367    	-14.9351    	-16.6791    	-153.331    	-1.68673    	-22.5922    	-15.6934    	-13.3308    	-148.831    	-1.41922    	-18.8259    	-14.7819    	-156.227    	-2.40549    	-1.20197    	-14.6294    	-2.65672    	-1.62039    	-25.3697    	-2.04138    	-20.1682    	-20.568     	-19.4009    	-100.7      	-1.57043    	-165.967    	-21.4786    	-14.8142    	-1.14179    	-17.4916    	-19.2285    	-12.7003    
0.805 	-1.94341    	-14.4065    	-139.249    	-151.564    	-1.94917    	-23.4733    	-13.5647    	-13.0374    	-19.7425    	-1.72971    	-139.97     	-19.8151    	-119.891    	-189.484    	-12.2892    	-1.88467    	-17.0099    	-15.1666    	-0.90279    	-17.4126    	-19.151     	-135.797    	-132.027    	-17.5133    	-1018.18    	-103.205    	-176.107    	-20.1641    	-16.2495    	-1.01999    	-139.906    	-11.8403    	-1.45621    	-129.28     	-118.443    	-16.0898    	-17.5169    	-9.57223    	-12.5712    	-1047.89    	-196.964    	-14.4905    	-16.3857    	-149.386    	-1.6575     	-22.0632    	-15.3309    	-12.8553    	-142.591    	-1.39001    	-17.9628    	-14.3185    	-152.911    	-2.3248     	-1.04275    	-14.2803    	-2.59926    	-1.58417    	-24.7791    	-1.99405    	-19.6016    	-19.611     	-18.8198    	-98.8444    	-1.53816    	-161.903    	-21.3613    	-14.3263    	-1.11378    	-17.0833    	-18.1242    	-12.623     
0.815 	-1.87765    	-13.4577    	-130.387    	-143.858    	-1.92259    	-22.7767    	-13.2329    	-12.5785    	-19.4127    	-1.69398    	-133.879    	-19.3506    	-117.842    	-183.218    	-12.6728    	-1.87597    	-16.7077    	-15.2597    	-0.841222   	-16.881     	-18.7688    	-131.888    	-130.257    	-16.7948    	-1005.78    	-100.742    	-172.806    	-19.801     	-15.946     	-0.95812    	-133.681    	-11.3811    	-1.47253    	-126.47     	-111.096    	-16.1389    	-16.7843    	-8.51387    	-12.0969    	-1034.04    	-191.894    	-14.0827    	-16.1102    	-145.603    	-1.63239    	-21.5639    	-15.0001    	-12.4309    	-136.837    	-1.3669     	-17.1817    	-13.9033    	-149.791    	-2.24876    	-0.894146   	-13.9668    	-2.54342    	-1.55233    	-24.2397    	-1.95193    	-19.0986    	-18.7199    	-18.2704    	-97.1634    	-1.51071    	-158.185    	-21.2271    	-13.8785    	-1.09393    	-16.7029    	-17.1099    	-12.5455    
0.825 	-1.81773    	-12.5874    	-122.292    	-136.717    	-1.89945    	-22.1658    	-12.9318    	-12.1747    	-19.0757    	-1.66096    	-128.392    	-18.904     	-115.93     	-177.648    	-13.0533    	-1.87123    	-16.42      	-15.3171    	-0.789306   	-16.3832    	-18.4265    	-128.126    	-128.858    	-16.158     	-993.242    	-98.439     	-169.637    	-19.4492    	-15.6961    	-0.904717   	-127.983    	-10.9709    	-1.49149    	-123.912    	-104.298    	-16.1811    	-16.1269    	-7.50778    	-11.6679    	-1020.59    	-187.269    	-13.7065    	-15.8489    	-141.995    	-1.61016    	-21.0907    	-14.6941    	-12.0495    	-131.667    	-1.34846    	-16.4875    	-13.5281    	-146.883    	-2.17659    	-0.757154   	-13.6801    	-2.48781    	-1.52207    	-23.754     	-1.91338    	-18.6561    	-17.9009    	-17.7495    	-95.6115    	-1.48684    	-154.847    	-21.0601    	-13.4651    	-1.08104    	-16.3431    	-16.1968    	-12.4438    
0.835 	-1.76337    	-11.8013    	-115.126    	-130.259    	-1.87786    	-21.643     	-12.6553    	-11.8184    	-18.724     	-1.62918    	-123.588    	-18.4714    	-114.151    	-172.894    	-13.4085    	-1.86895    	-16.1387    	-15.3213    	-0.745851   	-15.9119    	-18.1185    	-124.497    	-127.792    	-15.6038    	-980.666    	-96.2774    	-166.602    	-19.102     	-15.4912    	-0.858741   	-122.896    	-10.6026    	-1.5109     	-121.603    	-98.1435    	-16.2057    	-15.5476    	-6.56374    	-11.2787    	-1007.63    	-183.181    	-13.3566    	-15.5983    	-138.57     	-1.58954    	-20.6394    	-14.4057    	-11.7031    	-127.166    	-1.33324    	-15.8833    	-13.1845    	-144.201    	-2.10751    	-0.632673   	-13.4113    	-2.4311     	-1.49079    	-23.3219    	-1.87676    	-18.2693    	-17.158     	-17.2539    	-94.1411    	-1.46534    	-151.91     	-20.846     	-13.0801    	-1.07383    	-15.9963    	-15.3939    	-12.2964    
0.845 	-1.71421    	-11.1036    	-109.029    	-124.586    	-1.85599    	-21.2074    	-12.397     	-11.5017    	-18.3517    	-1.5973     	-119.53     	-18.0485    	-112.497    	-169.047    	-13.7182    	-1.8677     	-15.856     	-15.2575    	-0.709606   	-15.4596    	-17.8382    	-120.986    	-127.013    	-15.1311    	-968.186    	-94.2359    	-163.697    	-18.7529    	-15.3219    	-0.819121   	-118.494    	-10.2687    	-1.52868    	-119.532    	-92.7152    	-16.204     	-15.0472    	-5.69165    	-10.9232    	-995.216    	-179.703    	-13.0275    	-15.3554    	-135.334    	-1.56925    	-20.2046    	-14.1276    	-11.384     	-123.396    	-1.31979    	-15.3704    	-12.8641    	-141.75     	-2.04073    	-0.521501   	-13.1518    	-2.37205    	-1.45612    	-22.9412    	-1.84044    	-17.9316    	-16.4933    	-16.7795    	-92.7042    	-1.44501    	-149.381    	-20.572     	-12.7175    	-1.07093    	-15.6548    	-14.7074    	-12.0848    
0.855 	-1.66985    	-10.4966    	-104.114    	-119.775    	-1.83215    	-20.855     	-12.1509    	-11.2167    	-17.954     	-1.56414    	-116.258    	-17.6314    	-110.954    	-166.168    	-13.9648    	-1.86608    	-15.5645    	-15.1148    	-0.679313   	-15.0187    	-17.5781    	-117.579    	-126.467    	-14.7368    	-955.948    	-92.2904    	-160.915    	-18.3956    	-15.178     	-0.784783   	-114.839    	-9.96192    	-1.54295    	-117.683    	-88.0767    	-16.1689    	-14.6244    	-4.90125    	-10.5952    	-983.44     	-176.882    	-12.7137    	-15.1178    	-132.289    	-1.54812    	-19.7804    	-13.8527    	-11.085     	-120.397    	-1.30674    	-14.9478    	-12.5587    	-139.529    	-1.97549    	-0.424306   	-12.8934    	-2.30953    	-1.41608    	-22.6073    	-1.80289    	-17.6352    	-15.9064    	-16.3225    	-91.2553    	-1.42476    	-147.254    	-20.2278    	-12.3718    	-1.07101    	-15.3116    	-14.1405    	-11.7946    
0.865 	-1.62987    	-9.98091    	-100.458    	-115.875    	-1.80484    	-20.579     	-11.9113    	-10.956     	-17.5278    	-1.52874    	-113.792    	-17.2166    	-109.508    	-164.278    	-14.134     	-1.86284    	-15.2581    	-14.8861    	-0.653737   	-14.5818    	-17.3304    	-114.261    	-126.096    	-14.4158    	-944.108    	-90.4161    	-158.238    	-18.0247    	-15.049     	-0.754689   	-111.974    	-9.67494    	-1.55209    	-116.031    	-84.2729    	-16.0953    	-14.2759    	-4.20189    	-10.2884    	-972.379    	-174.741    	-12.4101    	-14.8836    	-129.434    	-1.52506    	-19.3602    	-13.574     	-10.7998    	-118.184    	-1.29283    	-14.6122    	-12.2607    	-137.533    	-1.91112    	-0.341615   	-12.6285    	-2.24262    	-1.36906    	-22.3136    	-1.76273    	-17.3708    	-15.3949    	-15.8785    	-89.7529    	-1.40364    	-145.508    	-19.8059    	-12.0378    	-1.07274    	-14.96      	-13.6933    	-11.4153    
0.875 	-1.59379    	-9.55518    	-98.1066    	-112.909    	-1.77282    	-20.3696    	-11.673     	-10.7125    	-17.0719    	-1.49038    	-112.127    	-16.8007    	-108.143    	-163.362    	-14.2151    	-1.85686    	-14.9314    	-14.5687    	-0.63171    	-14.1419    	-17.0864    	-111.018    	-125.836    	-14.1613    	-932.824    	-88.5884    	-155.646    	-17.6355    	-14.924     	-0.727868   	-109.924    	-9.40106    	-1.55475    	-114.55     	-81.3271    	-15.9806    	-13.9962    	-3.60223    	-9.99677    	-962.107    	-173.272    	-12.1119    	-14.6517    	-126.761    	-1.49911    	-18.9372    	-13.2854    	-10.5228    	-116.748    	-1.27693    	-14.3585    	-11.9636    	-135.747    	-1.84704    	-0.273794   	-12.3507    	-2.17062    	-1.31394    	-22.0513    	-1.7188     	-17.1283    	-14.9542    	-15.4434    	-88.161     	-1.38084    	-144.111    	-19.3018    	-11.7111    	-1.07491    	-14.5942    	-13.3628    	-10.9415    
0.885 	-1.56115    	-9.21613    	-97.0657    	-110.867    	-1.73511    	-20.2146    	-11.4315    	-10.4799    	-16.5869    	-1.44862    	-111.235    	-16.3811    	-106.839    	-163.366    	-14.2013    	-1.84719    	-14.5804    	-14.1641    	-0.612162   	-13.6927    	-16.8376    	-107.839    	-125.62     	-13.9646    	-922.257    	-86.7842    	-153.112    	-17.2244    	-14.7924    	-0.703439   	-108.693    	-9.13423    	-1.54995    	-113.206    	-79.2405    	-15.8243    	-13.778     	-3.10998    	-9.71467    	-952.691    	-172.443    	-11.8152    	-14.4215    	-124.26     	-1.46953    	-18.5047    	-12.9815    	-10.2499    	-116.052    	-1.25815    	-14.1794    	-11.6616    	-134.149    	-1.78281    	-0.221034   	-12.0547    	-2.09309    	-1.25006    	-21.8101    	-1.67017    	-16.897     	-14.5775    	-15.0132    	-86.4511    	-1.35575    	-143.013    	-18.7143    	-11.3879    	-1.07638    	-14.2096    	-13.143     	-10.3721    
0.895 	-1.53147    	-8.95865    	-97.3031    	-109.709    	-1.69107    	-20.0993    	-11.1831    	-10.253     	-16.0751    	-1.40331    	-111.064    	-15.9558    	-105.578    	-164.202    	-14.0901    	-1.83311    	-14.2025    	-13.6782    	-0.594146   	-13.2284    	-16.5756    	-104.709    	-125.381    	-13.8156    	-912.56     	-84.9831    	-150.605    	-16.7888    	-14.644     	-0.680636   	-108.265    	-8.86925    	-1.53701    	-111.963    	-77.9913    	-15.628     	-13.6121    	-2.73162    	-9.43693    	-944.185    	-172.19     	-11.5164    	-14.1934    	-121.917    	-1.43574    	-18.056     	-12.658     	-9.97797    	-116.036    	-1.23576    	-14.0656    	-11.3503    	-132.712    	-1.7181     	-0.183341   	-11.7367    	-2.00982    	-1.17728    	-21.5781    	-1.6162     	-16.6656    	-14.2562    	-14.5839    	-84.6026    	-1.32794    	-142.155    	-18.0455    	-11.0654    	-1.07618    	-13.8027    	-13.0246    	-9.71125    
0.905 	-1.5043     	-8.77587    	-98.7481    	-109.367    	-1.64036    	-20.0075    	-10.9251    	-10.0275    	-15.5405    	-1.35455    	-111.538    	-15.5236    	-104.339    	-165.742    	-13.8828    	-1.81408    	-13.7963    	-13.1209    	-0.57686    	-12.7443    	-16.2921    	-101.617    	-125.051    	-13.7029    	-903.872    	-83.1679    	-148.089    	-16.3271    	-14.4691    	-0.658826   	-108.599    	-8.60186    	-1.51563    	-110.78     	-77.5351    	-15.3955    	-13.4883    	-2.47214    	-9.15911    	-936.621    	-172.422    	-11.2131    	-13.9679    	-119.711    	-1.39738    	-17.5846    	-12.3115    	-9.70517    	-116.613    	-1.20931    	-14.0063    	-11.0265    	-131.398    	-1.65275    	-0.160526   	-11.3942    	-1.92092    	-1.09593    	-21.3422    	-1.55653    	-16.423     	-13.98      	-14.152     	-82.6038    	-1.2972     	-141.463    	-17.3008    	-10.7415    	-1.07351    	-13.3714    	-12.9957    	-8.96728    
0.915 	-1.47917    	-8.65933    	-101.293    	-109.741    	-1.58299    	-19.9215    	-10.6554    	-9.80025    	-14.9888    	-1.30273    	-112.56     	-15.0837    	-103.101    	-167.829    	-13.585     	-1.7898     	-13.3618    	-12.5056    	-0.559663   	-12.2368    	-15.9795    	-98.5509    	-124.564    	-13.6139    	-896.307    	-81.3256    	-145.524    	-15.8392    	-14.2591    	-0.637513   	-109.635    	-8.3289     	-1.48585    	-109.618    	-77.8057    	-15.1324    	-13.3946    	-2.33481    	-8.87756    	-930.008    	-173.026    	-10.9034    	-13.7465    	-117.618    	-1.35434    	-17.0846    	-11.9401    	-9.43086    	-117.677    	-1.17856    	-13.9891    	-10.6884    	-130.167    	-1.58671    	-0.152199   	-11.0262    	-1.82674    	-1.00681    	-21.0889    	-1.49111    	-16.1583    	-13.7372    	-13.7143    	-80.4523    	-1.26353    	-140.857    	-16.4885    	-10.415     	-1.06775    	-12.915     	-13.042     	-8.15293    
0.925 	-1.45565    	-8.59917    	-104.793    	-110.707    	-1.51926    	-19.8226    	-10.3731    	-9.56915    	-14.4267    	-1.24847    	-114.012    	-14.6361    	-101.843    	-170.275    	-13.2056    	-1.76018    	-12.9004    	-11.849     	-0.542082   	-11.7031    	-15.6307    	-95.4971    	-123.856    	-13.5356    	-889.95     	-79.4475    	-142.866    	-15.326     	-14.0063    	-0.616351   	-111.288    	-8.04825    	-1.44806    	-108.433    	-78.7164    	-14.8457    	-13.3185    	-2.32098    	-8.58951    	-924.318    	-173.863    	-10.5864    	-13.5309    	-115.611    	-1.30671    	-16.5509    	-11.5429    	-9.1555     	-119.103    	-1.14351    	-14.0005    	-10.3355    	-128.969    	-1.5201     	-0.157769   	-10.6333    	-1.72788    	-0.911131   	-20.804     	-1.42021    	-15.8612    	-13.5152    	-13.2678    	-78.1545    	-1.22713    	-140.246    	-15.6197    	-10.0856    	-1.05847    	-12.4338    	-13.1468    	-7.28463    
