q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-C_8    	H_200-H_15   	H_200-Br_24  	C_100-C_7    	C_100-H_22   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-Br_24  	C_100-C_14   	H_100-C_12   	C_100-H_21   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
0.005 	-7.83255    	-54.4994    	-524.625    	-428.002    	-5.36601    	-62.9907    	-38.0931    	-37.7005    	-34.408     	-3.13563    	-409.405    	-30.943     	-241.019    	-547.191    	-11.1867    	-4.13249    	-37.0303    	-2.16645    	-4.85098    	-28.5263    	-35.4288    	-197.262    	-264.371    	-51.5831    	-1353.93    	-214.018    	-257.684    	-42.7675    	-42.0549    	-6.29973    	-399.353    	-28.2226    	-4.94482    	-324.412    	-418.244    	-15.2951    	-57.1121    	-48.8634    	-41.8424    	-1761.01    	-419.653    	-29.3484    	-41.6394    	-241.662    	-7.14958    	-36.587     	-42.6106    	-34.5058    	-454.185    	-4.95119    	-59.2492    	-25.7639    	-253.843    	-6.97555    	-7.99706    	-26.9269    	-4.60749    	-1.44763    	-49.2716    	-4.74641    	-49.1336    	-48.3069    	-30.9631    	-249.054    	-3.98747    	-364.663    	-16.3454    	-35.3768    	-5.77858    	-29.6048    	-63.6292    	1.99566     
0.015 	-7.92648    	-54.9928    	-526.204    	-429.61     	-5.49075    	-63.346     	-38.7945    	-38.5971    	-35.149     	-3.28655    	-411.349    	-31.6803    	-244.237    	-547.255    	-12.2216    	-4.26549    	-37.7427    	-3.31718    	-4.98319    	-29.3214    	-36.1092    	-201.856    	-268.104    	-52.1026    	-1375.06    	-217.485    	-261.313    	-43.4056    	-42.6886    	-6.41861    	-402.596    	-29.0282    	-5.07502    	-326.872    	-420.123    	-16.2405    	-57.5554    	-49.4544    	-42.5051    	-1779.04    	-421.11     	-30.1165    	-42.2892    	-245.611    	-7.25292    	-37.2539    	-43.2537    	-35.4514    	-455.488    	-5.07925    	-59.8537    	-26.6108    	-257.544    	-7.07863    	-8.09392    	-27.743     	-4.73552    	-1.62391    	-49.7589    	-4.87164    	-49.6682    	-48.8477    	-31.7234    	-252.463    	-4.1226     	-367.112    	-17.2767    	-36.1259    	-5.8975     	-30.3677    	-64.1728    	0.771851    
0.025 	-8.11246    	-55.9716    	-529.353    	-432.812    	-5.73746    	-64.0503    	-40.1833    	-40.3733    	-36.6146    	-3.58535    	-415.212    	-33.1399    	-250.605    	-547.396    	-14.2699    	-4.52887    	-39.1526    	-5.59436    	-5.24509    	-30.8971    	-37.4574    	-210.961    	-275.503    	-53.1333    	-1416.87    	-224.343    	-268.502    	-44.6683    	-43.9441    	-6.6541     	-409.031    	-30.6242    	-5.3328     	-331.734    	-423.858    	-18.112     	-58.4344    	-50.6256    	-43.8179    	-1814.68    	-424.007    	-31.6377    	-43.5755    	-253.436    	-7.45745    	-38.5749    	-44.5272    	-37.3245    	-458.079    	-5.33277    	-61.0532    	-28.2883    	-264.88     	-7.28259    	-8.28592    	-29.3587    	-4.98888    	-1.97298    	-50.725     	-5.1194     	-50.7272    	-49.9206    	-33.2297    	-259.201    	-4.39012    	-371.966    	-19.119     	-37.6097    	-6.13297    	-31.8778    	-65.2521    	-1.65092    
0.035 	-8.38677    	-57.4194    	-534.052    	-437.58     	-6.10068    	-65.0917    	-42.232     	-42.9957    	-38.7727    	-4.026      	-420.95     	-35.292     	-259.985    	-547.632    	-17.2893    	-4.91741    	-41.2302    	-8.95008    	-5.63175    	-33.2247    	-39.449     	-224.408    	-286.431    	-54.6586    	-1478.43    	-234.444    	-279.114    	-46.5292    	-45.7983    	-7.00168    	-418.562    	-32.9802    	-5.713      	-338.887    	-429.403    	-20.8712    	-59.7338    	-52.3562    	-45.7563    	-1867.09    	-428.307    	-33.8821    	-45.4722    	-264.993    	-7.75894    	-40.5247    	-46.4056    	-40.0891    	-461.931    	-5.70658    	-62.829     	-30.764     	-275.716    	-7.58302    	-8.56967    	-31.742     	-5.36219    	-2.488      	-52.1531    	-5.48432    	-52.2905    	-51.5091    	-35.4534    	-269.112    	-4.78459    	-379.137    	-21.8326    	-39.7997    	-6.48027    	-34.1042    	-66.8515    	-5.22357    
0.045 	-8.74397    	-59.3125    	-540.271    	-443.869    	-6.57237    	-66.452     	-44.9001    	-46.4151    	-41.576     	-4.59966    	-428.491    	-38.0929    	-272.177    	-547.995    	-21.2175    	-5.42348    	-43.9319    	-13.3139    	-6.13588    	-36.2617    	-42.0476    	-241.952    	-300.691    	-56.6538    	-1558.4     	-247.568    	-292.947    	-48.9492    	-48.2169    	-7.45472    	-431.045    	-36.0517    	-6.20799    	-348.165    	-436.686    	-24.4619    	-61.4311    	-54.6153    	-48.2838    	-1935.03    	-433.956    	-36.8057    	-47.9408    	-280.07     	-8.15115    	-43.0658    	-48.8517    	-43.6924    	-467.001    	-6.19309    	-65.1534    	-33.9907    	-289.858    	-7.97348    	-8.94016    	-34.8454    	-5.84758    	-3.15886    	-54.0185    	-5.95851    	-54.3283    	-53.5881    	-38.3524    	-281.965    	-5.29801    	-388.495    	-25.3588    	-42.6539    	-6.93248    	-37.0012    	-68.9475    	-9.874      
0.055 	-9.17694    	-61.6197    	-547.969    	-451.623    	-7.14216    	-68.1076    	-48.1349    	-50.5674    	-44.9634    	-5.29486    	-437.747    	-41.4859    	-286.919    	-548.52     	-25.9738    	-6.03716    	-47.2012    	-18.5948    	-6.748      	-39.9531    	-45.206     	-263.274    	-318.022    	-59.087     	-1655.05    	-263.43     	-309.74     	-51.8779    	-51.1553    	-8.00459    	-446.289    	-39.7808    	-6.80793    	-359.355    	-445.616    	-28.811     	-63.4969    	-57.3625    	-51.3533    	-2016.93    	-440.883    	-40.3516    	-50.9312    	-298.39     	-8.62598    	-46.1499    	-51.8168    	-48.0655    	-473.231    	-6.78244    	-67.9902    	-37.9065    	-307.051    	-8.44562    	-9.39089    	-38.6074    	-6.43481    	-3.9725     	-56.2889    	-6.53175    	-56.802     	-56.1252    	-41.8721    	-297.462    	-5.91999    	-399.872    	-29.622     	-46.1179    	-7.48062    	-40.5097    	-71.5098    	-15.5088    
0.065 	-9.67712    	-64.3031    	-557.091    	-460.768    	-7.79752    	-70.0301    	-51.8729    	-55.3754    	-48.8611    	-6.09774    	-448.602    	-45.4025    	-303.899    	-549.247    	-31.4612    	-6.74646    	-50.9698    	-24.6831    	-7.4567     	-44.2323    	-48.8671    	-287.988    	-338.112    	-61.9192    	-1766.27    	-281.687    	-329.176    	-55.2543    	-54.5596    	-8.64088    	-464.065    	-44.0976    	-7.50091    	-372.199    	-456.08     	-33.8308    	-65.8956    	-60.5492    	-54.9077    	-2110.86    	-449.001    	-44.4508    	-54.3832    	-319.619    	-9.17367    	-49.7183    	-55.2425    	-53.1257    	-480.551    	-7.46276    	-71.2953    	-42.4373    	-326.986    	-8.98935    	-9.91396    	-42.9538    	-7.1116     	-4.91316    	-58.9248    	-7.19175    	-59.6649    	-59.0809    	-45.9465    	-315.245    	-6.63804    	-413.064    	-34.531     	-50.1259    	-8.11381    	-44.5586    	-74.5012    	-22.0157    
0.075 	-10.2346    	-67.319     	-567.571    	-471.216    	-8.52415    	-72.1859    	-56.0412    	-60.75      	-53.185     	-6.99245    	-460.926    	-49.7642    	-322.754    	-550.221    	-37.5684    	-7.53763    	-55.1598    	-31.4533    	-8.2488     	-49.0228    	-52.965     	-315.65     	-360.599    	-65.1051    	-1889.66    	-301.947    	-350.89     	-59.0086    	-58.3677    	-9.35161    	-484.107    	-48.9216    	-8.27329    	-386.401    	-467.944    	-39.4206    	-68.5859    	-64.1194    	-58.8811    	-2214.64    	-458.204    	-49.0243    	-58.2276    	-343.373    	-9.78301    	-53.7036    	-59.0615    	-58.7776    	-488.877    	-8.22041    	-75.0175    	-47.4975    	-349.307    	-9.59315    	-10.5003    	-47.7995    	-7.86382    	-5.96276    	-61.8809    	-7.9244     	-62.863     	-62.4093    	-50.4999    	-334.903    	-7.43779    	-427.832    	-39.9814    	-54.6023    	-8.8196     	-49.066     	-77.8782    	-29.266     
0.085 	-10.8386    	-70.6183    	-579.327    	-482.865    	-9.30627    	-74.5378    	-60.559     	-66.5926    	-57.8423    	-7.96143    	-474.564    	-54.4843    	-343.087    	-551.481    	-44.1728    	-8.39544    	-59.6849    	-38.7674    	-9.10973    	-54.2395    	-57.4266    	-345.767    	-385.082    	-68.5941    	-2022.57    	-323.774    	-374.479    	-63.0637    	-62.5106    	-10.1235    	-506.113    	-54.1637    	-9.10997    	-401.636    	-481.054    	-45.4691    	-71.5215    	-68.0107    	-63.2007    	-2325.87    	-468.371    	-53.9845    	-62.388     	-369.223    	-10.4416    	-58.0308    	-63.1993    	-64.9157    	-498.108    	-9.0403     	-79.0993    	-52.9925    	-373.621    	-10.2442    	-11.1397    	-53.0503    	-8.67591    	-7.10134    	-65.1061    	-8.71416    	-66.3365    	-66.0588    	-55.4479    	-355.985    	-8.30338    	-443.913    	-45.8585    	-59.4633    	-9.58416    	-53.9416    	-81.5918    	-37.1178    
0.095 	-11.4772    	-74.1476    	-592.263    	-495.596    	-10.127     	-77.0449    	-65.3396    	-72.7968    	-62.734     	-8.98587    	-489.348    	-59.4695    	-364.469    	-553.067    	-51.1432    	-9.30353    	-64.4527    	-46.4777    	-10.0238    	-59.7907    	-62.1727    	-377.809    	-411.126    	-72.3312    	-2162.16    	-346.703    	-399.505    	-67.3367    	-66.9138    	-10.9422    	-529.756    	-59.728     	-9.99475    	-417.554    	-495.242    	-51.8576    	-74.6522    	-72.1559    	-67.7875    	-2441.96    	-479.368    	-59.2371    	-66.7822    	-396.71     	-11.1361    	-62.6194    	-67.5757    	-71.4265    	-508.132    	-9.90624    	-83.4781    	-58.8204    	-399.499    	-10.929     	-11.8213    	-58.6049    	-9.53119    	-8.30751    	-68.5452    	-9.54439    	-70.0206    	-69.9733    	-60.7001    	-378.007    	-9.21775    	-461.019    	-52.0396    	-64.619     	-10.3926    	-59.0885    	-85.5882    	-45.4196    
0.105 	-12.1382    	-77.8502    	-606.266    	-509.276    	-10.9689    	-79.6637    	-70.292     	-79.251     	-67.7569    	-10.0461    	-505.09     	-64.6224    	-386.453    	-555.006    	-58.343     	-10.2448    	-69.3669    	-54.4307    	-10.9744    	-65.5799    	-67.1201    	-411.22     	-438.274    	-76.2575    	-2305.49    	-370.245    	-425.51     	-71.7412    	-71.4988    	-11.7927    	-554.685    	-65.5137    	-10.9107    	-433.791    	-510.321    	-58.4618    	-77.9246    	-76.4839    	-72.559     	-2560.27    	-491.043    	-64.6836    	-71.3243    	-425.348    	-11.8525    	-67.3845    	-72.1067    	-78.1911    	-518.823    	-10.8013    	-88.087     	-64.8748    	-426.493    	-11.6332    	-12.5334    	-64.3577    	-10.4123    	-9.55892    	-72.1393    	-10.3978    	-73.847     	-74.0925    	-66.1613    	-400.469    	-10.1631    	-478.848    	-58.3971    	-69.9749    	-11.2295    	-64.4053    	-89.8094    	-54.0135    
0.115 	-12.8089    	-81.6672    	-621.203    	-523.756    	-11.8141    	-82.3485    	-75.3232    	-85.8405    	-72.8067    	-11.122     	-521.591    	-69.8436    	-408.583    	-557.317    	-65.633     	-11.2016    	-74.3295    	-62.4707    	-11.9448    	-71.5081    	-72.1827    	-445.427    	-466.055    	-80.3119    	-2449.54    	-393.906    	-452.022    	-76.1892    	-76.185     	-12.6596    	-580.534    	-71.4174    	-11.8405    	-449.974    	-526.093    	-65.1556    	-81.2831    	-80.9218    	-77.4299    	-2678.08    	-503.234    	-70.2228    	-75.9267    	-454.638    	-12.5767    	-72.239     	-76.7063    	-85.0876    	-530.042    	-11.7081    	-92.856     	-71.0462    	-454.137    	-12.3422    	-13.2641    	-70.2004    	-11.3015    	-10.8328    	-75.8271    	-11.2566    	-77.7454    	-78.3538    	-71.734     	-422.86     	-11.1212    	-497.082    	-64.8016    	-75.4342    	-12.0787    	-69.7886    	-94.1944    	-62.7391    
0.125 	-13.4765    	-85.5381    	-636.929    	-538.875    	-12.6449    	-85.0525    	-80.3401    	-92.45      	-77.7797    	-12.1937    	-538.637    	-75.0336    	-430.402    	-560.005    	-72.8754    	-12.1564    	-79.2426    	-70.4433    	-12.9178    	-77.4753    	-77.2738    	-479.855    	-493.992    	-84.4316    	-2591.34    	-417.188    	-478.568    	-80.5926    	-80.8907    	-13.5275    	-606.923    	-77.3355    	-12.7669    	-465.734    	-542.346    	-71.8131    	-84.6712    	-85.3957    	-82.3144    	-2792.74    	-515.769    	-75.7535    	-80.5015    	-484.076    	-13.2943    	-77.0953    	-81.2881    	-91.9938    	-541.639    	-12.6095    	-97.7131    	-77.2252    	-481.964    	-13.0418    	-14.0013    	-76.0248    	-12.1812    	-12.1064    	-79.5462    	-12.1035    	-81.6449    	-82.6926    	-77.3201    	-444.678    	-12.074     	-515.402    	-71.1249    	-80.8999    	-12.9244    	-75.1353    	-98.6799    	-71.4372    
0.135 	-14.1286    	-89.4025    	-653.276    	-554.456    	-13.4444    	-87.7284    	-85.2512    	-98.9657    	-82.5758    	-13.2414    	-556.005    	-80.0955    	-451.467    	-563.06     	-79.9358    	-13.0921    	-84.0112    	-78.199     	-13.8767    	-83.383     	-82.3073    	-513.938    	-521.612    	-88.5534    	-2727.97    	-439.61     	-504.677    	-84.8659    	-85.5354    	-14.3809    	-633.47     	-83.1656    	-13.673     	-480.712    	-558.863    	-78.3121    	-88.0318    	-89.8323    	-87.1278    	-2901.66    	-528.464    	-81.1763    	-84.963     	-513.165    	-13.9914    	-81.867     	-85.7675    	-98.7896    	-553.453    	-13.4884    	-102.586    	-83.3042    	-509.508    	-13.7177    	-14.7329    	-81.7251    	-13.0342    	-13.3575    	-83.2339    	-12.9213    	-85.4751    	-87.0437    	-82.8231    	-465.435    	-13.0035    	-533.487    	-77.243     	-86.2765    	-13.7507    	-80.3446    	-103.201    	-79.9532    
0.145 	-14.7531    	-93.2004    	-670.061    	-570.313    	-14.1963    	-90.3293    	-89.9689    	-105.278    	-87.1003    	-14.2466    	-573.466    	-84.9363    	-471.351    	-566.452    	-86.6871    	-13.992     	-88.5448    	-85.5966    	-14.8053    	-89.1357    	-87.1998    	-547.128    	-548.458    	-92.6151    	-2856.68    	-460.71     	-529.898    	-88.9271    	-90.0409    	-15.2053    	-659.793    	-88.8095    	-14.5427    	-494.565    	-575.415    	-84.5363    	-91.3089    	-94.1606    	-91.7883    	-3002.41    	-541.127    	-86.3957    	-89.2292    	-541.421    	-14.6546    	-86.4707    	-90.0631    	-105.36     	-565.314    	-14.3288    	-107.401    	-89.18      	-536.319    	-14.3566    	-15.4472    	-87.2       	-13.8442    	-14.5651    	-86.8284    	-13.6939    	-89.1679    	-91.3424    	-88.1498    	-484.672    	-13.893     	-551.022    	-83.0387    	-91.4724    	-14.5427    	-85.3203    	-107.693    	-88.1406    
0.155 	-15.3388    	-96.874     	-687.086    	-586.247    	-14.8858    	-92.8095    	-94.411     	-111.283    	-91.2663    	-15.1917    	-590.786    	-89.4696    	-489.66     	-570.132    	-93.0117    	-14.8407    	-92.7596    	-92.5061    	-15.6883    	-94.6431    	-91.8717    	-578.907    	-574.093    	-96.5557    	-2974.93    	-480.062    	-553.801    	-92.7003    	-94.333     	-15.9867    	-685.517    	-94.1743    	-15.3607    	-506.977    	-591.776    	-90.3776    	-94.4484    	-98.3128    	-96.2181    	-3092.79    	-553.564    	-91.3222    	-93.2233    	-568.388    	-15.2714    	-90.8275    	-94.0984    	-111.596    	-577.043    	-15.1154    	-112.09     	-94.7556    	-561.965    	-14.9461    	-16.1328    	-92.3547    	-14.5963    	-15.7093    	-90.27      	-14.4064    	-92.6584    	-95.5253    	-93.2125    	-501.967    	-14.7264    	-567.704    	-88.4044    	-96.4013    	-15.2863    	-89.9727    	-112.091    	-95.8642    
0.165 	-15.8753    	-100.368    	-704.135    	-602.052    	-15.4996    	-95.1251    	-98.5023    	-116.886    	-94.9964    	-16.061     	-607.726    	-93.6165    	-506.034    	-574.032    	-98.804     	-15.6241    	-96.5798    	-98.8114    	-16.5118    	-99.8217    	-96.2491    	-608.798    	-598.11     	-100.317    	-3080.44    	-497.278    	-575.991    	-96.1168    	-98.3427    	-16.7124    	-710.28     	-99.1748    	-16.1136    	-517.664    	-607.714    	-95.7389    	-97.3987    	-102.226    	-100.346    	-3170.83    	-565.576    	-95.8737    	-96.8755    	-593.641    	-15.8305    	-94.8648    	-97.8034    	-117.398    	-588.46     	-15.8345    	-116.583    	-99.942     	-586.047    	-15.4751    	-16.7793    	-97.103     	-15.2767    	-16.7724    	-93.502     	-15.0454    	-95.8865    	-99.5316    	-97.9304    	-516.948    	-15.4895    	-583.248    	-93.2442    	-100.984    	-15.9684    	-94.2206    	-116.333    	-103.003    
0.175 	-16.3531    	-103.631    	-720.98     	-617.514    	-16.0265    	-97.235     	-102.176    	-122        	-98.2243    	-16.8406    	-624.053    	-97.308     	-520.159    	-578.063    	-103.973    	-16.3295    	-99.9396    	-104.413    	-17.263     	-104.596    	-100.265    	-636.371    	-620.141    	-103.845    	-3171.23    	-512.022    	-596.11     	-99.1163    	-102.008    	-17.3709    	-733.738    	-103.734    	-16.789     	-526.379    	-623.003    	-100.535    	-100.112    	-105.841    	-104.106    	-3234.87    	-576.964    	-99.9774    	-100.124    	-616.795    	-16.3217    	-98.5172    	-101.116    	-122.678    	-599.376    	-16.474     	-120.817    	-104.66     	-608.198    	-15.9337    	-17.3769    	-101.369    	-15.8736    	-17.7388    	-96.4718    	-15.5994    	-98.7977    	-103.304    	-102.231    	-529.295    	-16.1694    	-597.391    	-97.4762    	-105.15     	-16.5775    	-97.9927    	-120.358    	-109.451    
0.185 	-16.7644    	-106.615    	-737.384    	-632.416    	-16.4571    	-99.1014    	-105.376    	-126.551    	-100.896    	-17.5188    	-639.536    	-100.485    	-531.772    	-582.118    	-108.441    	-16.9463    	-102.784    	-109.229    	-17.9311    	-108.899    	-103.859    	-661.251    	-639.86     	-107.09     	-3245.66    	-524.014    	-613.846    	-101.648    	-105.274    	-17.9523    	-755.568    	-107.787    	-17.3768    	-532.918    	-637.42     	-104.696    	-102.545    	-109.109    	-107.442    	-3283.57    	-587.531    	-103.571    	-102.917    	-637.513    	-16.7365    	-101.728    	-103.983    	-127.36     	-609.606    	-17.0236    	-124.732    	-108.842    	-628.096    	-16.3139    	-17.917     	-105.087    	-16.3772    	-18.595     	-99.1316    	-16.0588    	-101.344    	-106.789    	-106.051    	-538.753    	-16.7556    	-609.894    	-101.033    	-108.838    	-17.1038    	-101.229    	-124.109    	-115.122    
0.195 	-17.1024    	-109.279    	-753.1      	-646.541    	-16.7845    	-100.691    	-108.054    	-130.477    	-102.97     	-18.0861    	-653.953    	-103.102    	-540.662    	-586.071    	-112.152    	-17.4656    	-105.07     	-113.197    	-18.5068    	-112.677    	-106.983    	-683.123    	-656.99     	-110.006    	-3302.47    	-533.031    	-628.939    	-103.673    	-108.093    	-18.4482    	-775.477    	-111.278    	-17.8688    	-537.124    	-650.752    	-108.166    	-104.658    	-111.985    	-110.307    	-3315.96    	-597.087    	-106.603    	-105.212    	-655.509    	-17.0681    	-104.45     	-106.36     	-131.38     	-618.966    	-17.4751    	-128.275    	-112.431    	-645.464    	-16.6095    	-18.3921    	-108.205    	-16.78      	-19.3307    	-101.439    	-16.4163    	-103.485    	-109.939    	-109.34     	-545.131    	-17.2393    	-620.551    	-103.865    	-111.998    	-17.5393    	-103.882    	-127.533    	-119.949    
0.205 	-17.3621    	-111.586    	-767.88     	-659.673    	-17.0041    	-101.973    	-110.175    	-133.729    	-104.42     	-18.5356    	-667.09     	-105.123    	-546.679    	-589.781    	-115.063    	-17.8809    	-106.767    	-116.275    	-18.9831    	-115.884    	-109.594    	-701.738    	-671.306    	-112.555    	-3340.8     	-538.919    	-641.183    	-105.161    	-110.43     	-18.8523    	-793.203    	-114.165    	-18.2587    	-538.89     	-662.798    	-110.904    	-106.42     	-114.432    	-112.663    	-3331.4     	-605.451    	-109.035    	-106.978    	-670.554    	-17.3112    	-106.646    	-108.214    	-134.69     	-627.277    	-17.8223    	-131.398    	-115.386    	-660.077    	-16.8158    	-18.796     	-110.685    	-17.0764    	-19.938     	-103.359    	-16.6667    	-105.189    	-112.712    	-112.054    	-548.309    	-17.6143    	-629.188    	-105.938    	-114.592    	-17.8777    	-105.916    	-130.582    	-123.883    
0.215 	-17.5399    	-113.506    	-781.474    	-671.602    	-17.1135    	-102.926    	-111.717    	-136.271    	-105.233    	-18.863     	-678.751    	-106.527    	-549.729    	-593.097    	-117.152    	-18.1876    	-107.857    	-118.442    	-19.3548    	-118.488    	-111.662    	-716.912    	-682.638    	-114.704    	-3360.16    	-541.586    	-650.426    	-106.096    	-112.257    	-19.1598    	-808.517    	-116.417    	-18.5426    	-538.157    	-673.371    	-112.887    	-107.803    	-116.424    	-114.482    	-3329.67    	-612.451    	-110.84     	-108.193    	-682.475    	-17.4627    	-108.29     	-109.523    	-137.257    	-634.367    	-18.0612    	-134.06     	-117.676    	-671.764    	-16.9303    	-19.1237    	-112.501    	-17.2633    	-20.412     	-104.863    	-16.8075    	-106.432    	-115.072    	-114.167    	-548.236    	-17.8764    	-635.667    	-107.237    	-116.591    	-18.1149    	-107.31     	-133.215    	-126.9      
0.225 	-17.6338    	-115.017    	-793.636    	-682.128    	-17.1129    	-103.529    	-112.666    	-138.082    	-105.409    	-19.0664    	-688.754    	-107.304    	-549.782    	-595.857    	-118.412    	-18.3834    	-108.335    	-119.696    	-19.6188    	-120.467    	-113.166    	-728.53     	-690.875    	-116.428    	-3360.47    	-541.009    	-656.577    	-106.471    	-113.555    	-19.3681    	-821.228    	-118.017    	-18.7187    	-534.92     	-682.301    	-114.108    	-108.788    	-117.94     	-115.747    	-3310.88    	-617.934    	-112.004    	-108.849    	-691.162    	-17.521     	-109.367    	-110.274    	-139.06     	-640.079    	-18.1902    	-136.23     	-119.286    	-680.405    	-16.9523    	-19.3718    	-113.641    	-17.3401    	-20.7505    	-105.928    	-16.8382    	-107.198    	-116.99     	-115.66     	-544.933    	-18.0239    	-639.887    	-107.762    	-117.982    	-18.2488    	-108.055    	-135.395    	-128.992    
0.235 	-17.6435    	-116.099    	-804.132    	-691.062    	-17.0048    	-103.769    	-113.021    	-139.155    	-104.962    	-19.1464    	-696.94     	-107.459    	-546.865    	-597.898    	-118.857    	-18.4683    	-108.207    	-120.055    	-19.7741    	-121.813    	-114.098    	-736.545    	-695.959    	-117.708    	-3342.04    	-537.23     	-659.602    	-106.291    	-114.317    	-19.4763    	-831.186    	-118.96     	-18.7872    	-529.221    	-689.439    	-114.574    	-109.361    	-118.969    	-116.45     	-3275.52    	-621.762    	-112.526    	-108.947    	-696.562    	-17.4864    	-109.87     	-110.468    	-140.098    	-644.267    	-18.2096    	-137.881    	-120.213    	-685.94     	-16.8831    	-19.5381    	-114.106    	-17.3082    	-20.9542    	-106.54     	-16.7608    	-107.483    	-118.445    	-116.528    	-538.487    	-18.0573    	-641.786    	-107.53     	-118.76     	-18.2792    	-108.156    	-137.092    	-130.172    
0.245 	-17.5698    	-116.745    	-812.739    	-698.234    	-16.7937    	-103.64     	-112.793    	-139.495    	-103.919    	-19.106     	-703.171    	-107.005    	-541.06     	-599.054    	-118.515    	-18.4442    	-107.494    	-119.555    	-19.8218    	-122.529    	-114.456    	-740.974    	-697.892    	-118.532    	-3305.53    	-530.352    	-659.521    	-105.572    	-114.543    	-19.4854    	-838.277    	-119.253    	-18.7505    	-521.15     	-694.659    	-114.307    	-109.515    	-119.509    	-116.596    	-3224.38    	-623.82     	-112.417    	-108.499    	-698.682    	-17.361     	-109.806    	-110.112    	-140.378    	-646.805    	-18.1219    	-138.998    	-120.468    	-688.358    	-16.7256    	-19.6219    	-113.912    	-17.1711    	-21.0264    	-106.694    	-16.5793    	-107.287    	-119.421    	-116.778    	-529.05     	-17.9793    	-641.341    	-106.574    	-118.932    	-18.2078    	-107.631    	-138.286    	-130.472    
0.255 	-17.4155    	-116.951    	-819.255    	-703.492    	-16.4861    	-103.141    	-112.002    	-139.122    	-102.318    	-18.9504    	-707.335    	-105.969    	-532.505    	-599.169    	-117.427    	-18.315     	-106.223    	-118.247    	-19.7645    	-122.626    	-114.251    	-741.895    	-696.727    	-118.897    	-3251.95    	-520.538    	-656.411    	-104.34     	-114.246    	-19.3979    	-842.434    	-118.915    	-18.6128    	-510.844    	-697.859    	-113.344    	-109.249    	-119.563    	-116.196    	-3158.59    	-624.013    	-111.699    	-107.525    	-697.583    	-17.1483    	-109.191    	-109.226    	-139.926    	-647.587    	-17.9315    	-139.571    	-120.071    	-687.704    	-16.4843    	-19.6236    	-113.083    	-16.9345    	-20.9726    	-106.389    	-16.2996    	-106.622    	-119.913    	-116.425    	-516.831    	-17.7946    	-638.565    	-104.942    	-118.519    	-18.0382    	-106.507    	-138.961    	-129.939    
0.265 	-17.1843    	-116.72     	-823.499    	-706.708    	-16.0903    	-102.276    	-110.679    	-138.066    	-100.205    	-18.6867    	-709.346    	-104.388    	-521.383    	-598.094    	-115.65     	-18.0862    	-104.436    	-116.198    	-19.6069    	-122.13     	-113.502    	-739.442    	-692.568    	-118.803    	-3182.6     	-508.002    	-650.396    	-102.629    	-113.443    	-19.2182    	-843.625    	-117.975    	-18.3799    	-498.475    	-698.964    	-111.731    	-108.571    	-119.145    	-115.272    	-3079.5     	-622.275    	-110.403    	-106.056    	-693.38     	-16.8536    	-108.05     	-107.837    	-138.775    	-646.53     	-17.6447    	-139.599    	-119.057    	-684.068    	-16.1653    	-19.5451    	-111.658    	-16.6056    	-20.8006    	-105.635    	-15.9296    	-105.506    	-119.92     	-115.497    	-502.092    	-17.5097    	-633.51     	-102.692    	-117.546    	-17.7756    	-104.824    	-139.11     	-128.637    
0.275 	-16.8813    	-116.061    	-825.319    	-707.781    	-15.6161    	-101.056    	-108.861    	-136.367    	-97.6364    	-18.3237    	-709.15     	-102.306    	-507.922    	-595.696    	-113.252    	-17.7652    	-102.178    	-113.487    	-19.3551    	-121.072    	-112.237    	-733.802    	-685.566    	-118.261    	-3099.04    	-493.006    	-641.648    	-100.48     	-112.163    	-18.9518    	-841.864    	-116.471    	-18.0593    	-484.256    	-697.928    	-109.527    	-107.494    	-118.272    	-113.853    	-2988.72    	-618.566    	-108.571    	-104.13     	-686.232    	-16.4831    	-106.416    	-105.982    	-136.973    	-643.577    	-17.269     	-139.09     	-117.468    	-677.588    	-15.7758    	-19.3894    	-109.684    	-16.1932    	-20.5201    	-104.447    	-15.4786    	-103.966    	-119.45     	-114.031    	-485.137    	-17.1327    	-626.261    	-99.8927    	-116.051    	-17.4265    	-102.631    	-138.733    	-126.638    
