q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-H_24   	H_100-C_8    	H_200-H_15   	C_100-C_7    	C_100-H_22   	H_200-H_23   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
0.005 	-6.72905    	-55.8377    	-413.904    	-387.504    	-7.01789    	-47.7277    	-43.4044    	-44.9194    	-21.2168    	-6.90256    	-440.592    	-41.9793    	-31.6498    	-343.986    	-34.5285    	-4.33075    	-6.84601    	-43.5817    	-38.6577    	-6.11645    	-49.0742    	-42.1007    	-335.317    	-339.955    	-54.3339    	-341.969    	-41.0876    	-46.1734    	-7.23686    	-408.236    	-5.15611    	-33.8804    	-6.47766    	-464.289    	-19.4537    	-6.07642    	-51.7244    	-56.1901    	-45.6097    	-348.771    	-34.8361    	-41.2073    	-6.35684    	-347.639    	-6.98493    	-49.7052    	-43.0893    	-44.537     	-415.444    	-6.0847     	-58.1194    	-33.1594    	-270.684    	-5.44182    	-8.27161    	-34.798     	-6.56012    	-7.21028    	-26.909     	-47.1957    	-5.10851    	-42.375     	-54.6418    	-49.9007    	-5.72586    	-281.159    	-31.3478    	-44.9021    	-6.96443    	-34.0991    	-56.954     	-41.2604    
0.015 	-6.81441    	-56.2061    	-416.424    	-389.228    	-7.09385    	-48.1595    	-43.9237    	-45.6433    	-21.9878    	-6.99379    	-441.568    	-42.4283    	-32.2819    	-345.961    	-35.178     	-4.44351    	-6.91925    	-44.063     	-39.2633    	-6.21829    	-49.5168    	-42.599     	-337.648    	-342.185    	-54.7264    	-343.895    	-41.5787    	-46.6584    	-7.32418    	-410.784    	-5.25472    	-34.5365    	-6.57379    	-464.886    	-20.2323    	-6.16614    	-52.1182    	-56.5687    	-46.1057    	-350.519    	-35.4387    	-41.7059    	-6.43729    	-349.752    	-7.06287    	-50.1013    	-43.5779    	-45.265     	-416.496    	-6.18778    	-58.659     	-33.8425    	-273.609    	-5.54291    	-8.3483     	-35.4448    	-6.64451    	-7.2973     	-27.5855    	-47.6016    	-5.21376    	-42.8854    	-55.0283    	-50.3335    	-5.82084    	-284.021    	-31.9701    	-45.4286    	-7.0528     	-34.7196    	-57.5175    	-41.8341    
0.025 	-6.98329    	-56.9365    	-421.428    	-392.651    	-7.24405    	-49.0138    	-44.9516    	-47.0771    	-23.5118    	-7.17454    	-443.513    	-43.3174    	-33.5327    	-349.867    	-36.4634    	-4.66672    	-7.06407    	-45.015     	-40.4623    	-6.41995    	-50.3945    	-43.5864    	-342.269    	-346.603    	-55.505     	-347.715    	-42.5503    	-47.619     	-7.49711    	-415.841    	-5.4498     	-35.8354    	-6.76408    	-466.078    	-21.7732    	-6.34348    	-52.898     	-57.3193    	-47.0881    	-353.987    	-36.6316    	-42.6925    	-6.59659    	-353.943    	-7.2171     	-50.8866    	-44.5449    	-46.7068    	-418.582    	-6.39182    	-59.729     	-35.1951    	-279.402    	-5.74276    	-8.50024    	-36.7253    	-6.81161    	-7.46974    	-28.9224    	-48.4062    	-5.42195    	-43.8954    	-55.7956    	-51.1919    	-6.00884    	-289.683    	-33.2018    	-46.4714    	-7.22772    	-35.9476    	-58.6348    	-42.9705    
0.035 	-7.23206    	-58.0163    	-428.839    	-397.726    	-7.4651     	-50.2721    	-46.4671    	-49.1929    	-25.7535    	-7.44135    	-446.409    	-44.6289    	-35.3757    	-355.618    	-38.358     	-4.99583    	-7.27718    	-46.4173    	-42.2312    	-6.71745    	-51.6927    	-45.0447    	-349.103    	-353.124    	-56.6568    	-353.367    	-43.9814    	-49.0367    	-7.75225    	-423.334    	-5.73709    	-37.7511    	-7.04466    	-467.866    	-24.0442    	-6.60423    	-54.0483    	-58.4288    	-48.5375    	-359.117    	-38.3906    	-44.1467    	-6.83158    	-360.144    	-7.44434    	-52.0476    	-45.9703    	-48.8341    	-421.671    	-6.69261    	-61.3115    	-37.1901    	-287.953    	-6.03674    	-8.72457    	-38.6132    	-7.05808    	-7.72447    	-30.888     	-49.5955    	-5.72853    	-45.3833    	-56.932     	-52.4613    	-6.28597    	-298.019    	-35.0177    	-48.0099    	-7.48557    	-37.7572    	-60.2869    	-44.6476    
0.045 	-7.55538    	-59.427     	-438.55     	-404.383    	-7.75201    	-51.9071    	-48.4392    	-51.9501    	-28.6609    	-7.78919    	-450.235    	-46.3369    	-37.7722    	-363.087    	-40.8224    	-5.42413    	-7.55376    	-48.2395    	-44.535     	-7.10491    	-53.3898    	-46.9473    	-358.031    	-361.628    	-58.1629    	-360.757    	-45.841     	-50.8841    	-8.08461    	-433.149    	-6.11032    	-40.2454    	-7.40983    	-470.244    	-26.998     	-6.94226    	-55.5464    	-59.8779    	-50.4256    	-365.825    	-40.6799    	-46.0381    	-7.1376     	-368.253    	-7.73978    	-53.5643    	-47.8246    	-51.6055    	-425.714    	-7.08395    	-63.3801    	-39.7879    	-299.1      	-6.41808    	-9.01708    	-41.0701    	-7.37901    	-8.05685    	-33.436     	-51.1487    	-6.12683    	-47.3171    	-58.4204    	-54.1204    	-6.64651    	-308.847    	-37.3803    	-50.014     	-7.82104    	-40.1105    	-62.4457    	-46.8334    
0.055 	-7.94635    	-61.1444    	-450.415    	-412.53     	-8.09833    	-53.8834    	-50.8278    	-55.2957    	-32.1668    	-8.21148    	-454.957    	-48.4075    	-40.6719    	-372.111    	-43.8055    	-5.94293    	-7.88756    	-50.4425    	-47.3283    	-7.57472    	-55.4576    	-49.2595    	-368.903    	-371.955    	-59.9986    	-369.762    	-48.089     	-53.1258    	-8.48769    	-445.142    	-6.56139    	-43.2686    	-7.85221    	-473.207    	-30.5733    	-7.34961    	-57.3628    	-61.6412    	-52.7155    	-374        	-43.4532    	-48.3274    	-7.50861    	-378.139    	-8.0972     	-55.4105    	-50.0697    	-54.9673    	-430.648    	-7.55782    	-65.9003    	-42.9369    	-312.631    	-6.87802    	-9.37231    	-44.0461    	-7.76802    	-8.46088    	-36.5064    	-53.0387    	-6.60815    	-49.6557    	-60.2381    	-56.1412    	-7.08306    	-321.929    	-40.2412    	-52.4445    	-8.22723    	-42.9585    	-65.0745    	-49.486     
0.065 	-8.39663    	-63.139     	-464.26     	-422.054    	-8.49628    	-56.1587    	-53.5844    	-59.1656    	-36.1908    	-8.70028    	-460.535    	-50.7998    	-44.0139    	-382.49     	-47.2459    	-6.54175    	-8.27105    	-52.979     	-50.5565    	-8.11769    	-57.8619    	-51.9391    	-381.534    	-383.912    	-62.1338    	-380.235    	-50.6771    	-55.719     	-8.95368    	-459.134    	-7.08053    	-46.7607    	-8.36288    	-476.746    	-34.6962    	-7.81674    	-59.4618    	-63.6883    	-55.3627    	-383.508    	-46.6546    	-50.967     	-7.93728    	-389.64     	-8.50904    	-57.5545    	-52.6594    	-58.8544    	-436.396    	-8.10455    	-68.8302    	-46.575     	-328.29     	-7.40604    	-9.78365    	-47.481     	-8.21738    	-8.92925    	-40.0272    	-55.2324    	-7.16209    	-52.3495    	-62.3578    	-58.4898    	-7.58665    	-336.981    	-43.5419    	-55.2542    	-8.69584    	-46.2418    	-68.1291    	-52.5552    
0.075 	-8.89666    	-65.3768    	-479.878    	-432.824    	-8.93693    	-58.6842    	-56.6535    	-63.4865    	-40.6409    	-9.24644    	-466.919    	-53.4667    	-47.729     	-394        	-51.0732    	-7.20858    	-8.69558    	-55.7949    	-54.1568    	-8.72325    	-60.5629    	-54.9375    	-395.711    	-397.277    	-64.5335    	-392.001    	-53.55      	-58.6142    	-9.47356    	-474.917    	-7.65655    	-50.653     	-8.93161    	-480.847    	-39.2821    	-8.33275    	-61.802     	-65.9837    	-58.3161    	-394.19     	-50.2199    	-53.9026    	-8.41517    	-402.571    	-8.96665    	-59.9594    	-55.5406    	-63.1924    	-442.864    	-8.71303    	-72.1213    	-50.6311    	-345.786    	-7.9901     	-10.2435    	-51.3059    	-8.7182     	-9.45358    	-43.9164    	-57.6916    	-7.77667    	-55.3414    	-64.7475    	-61.1267    	-8.14703    	-353.677    	-47.2153    	-58.3888    	-9.21734    	-49.8926    	-71.558     	-55.9829    
0.085 	-9.43589    	-67.8196    	-497.041    	-444.689    	-9.41047    	-61.406     	-59.9737    	-68.177     	-45.4164    	-9.8398     	-474.048    	-56.3558    	-51.7401    	-406.389    	-55.2099    	-7.9301     	-9.15163    	-58.8303    	-58.0597    	-9.3797     	-63.5162    	-58.2006    	-411.197    	-411.803    	-67.1587    	-404.866    	-56.6465    	-61.7568    	-10.0373    	-492.259    	-8.27709    	-54.8695    	-9.54711    	-485.489    	-44.2377    	-8.88565    	-64.338     	-68.488     	-61.519     	-405.87     	-54.0781    	-57.0736    	-8.93291    	-416.72     	-9.46045    	-62.5836    	-58.6548    	-67.8988    	-449.951    	-9.371      	-75.7194    	-55.0264    	-364.79     	-8.617      	-10.7433    	-55.4445    	-9.26061    	-10.0245    	-48.0839    	-60.3733    	-8.4387     	-58.5686    	-67.3709    	-64.008     	-8.7528     	-371.657    	-51.1869    	-61.7883    	-9.78116    	-53.8358    	-75.304     	-59.7053    
0.095 	-10.003     	-70.426     	-515.496    	-457.486    	-9.90636    	-64.2664    	-63.4789    	-73.1496    	-50.4099    	-10.4694    	-481.853    	-59.4106    	-55.9652    	-419.391    	-59.573     	-8.69207    	-9.62897    	-62.0212    	-62.1906    	-10.0745    	-66.6734    	-61.67      	-427.734    	-427.226    	-69.9668    	-418.615    	-59.9011    	-65.0876    	-10.6342    	-510.902    	-8.92892    	-59.3286    	-10.1972    	-490.647    	-49.4632    	-9.46268    	-67.0204    	-71.1583    	-64.9103    	-418.353    	-58.153     	-60.4155    	-9.48038    	-431.86     	-9.98015    	-65.3822    	-61.939     	-72.8849    	-457.541    	-10.0653    	-79.5659    	-59.6763    	-384.953    	-9.27265    	-11.2741    	-59.8152    	-9.83394    	-10.632     	-52.4341    	-63.231     	-9.13408    	-61.9638    	-70.1887    	-67.0855    	-9.39173    	-390.54     	-55.377     	-65.3882    	-10.376     	-57.991     	-79.3051    	-63.6535    
0.105 	-10.5862    	-73.152     	-534.972    	-471.034    	-10.4136    	-67.2053    	-67.1003    	-78.3126    	-55.5106    	-11.1237    	-490.254    	-62.5715    	-60.3182    	-432.726    	-64.0758    	-9.47957    	-10.1169    	-65.3008    	-66.4713    	-10.7944    	-69.9831    	-65.2837    	-445.05     	-443.264    	-72.9124    	-433.02     	-63.2454    	-68.5447    	-11.253     	-530.574    	-9.59826    	-63.945     	-10.8693    	-496.283    	-54.8543    	-10.0506    	-69.7973    	-73.9493    	-68.4262    	-431.431    	-62.3646    	-63.8603    	-10.0469    	-447.747    	-10.5149    	-68.3068    	-65.3274    	-78.0581    	-465.51     	-10.7822    	-83.5982    	-64.4927    	-405.904    	-9.94245    	-11.8261    	-64.3325    	-10.427     	-11.2653    	-56.8681    	-66.2149    	-9.84809    	-65.457     	-73.1582    	-70.3081    	-10.051     	-409.927    	-59.702     	-69.1208    	-10.99      	-62.2742    	-83.4956    	-67.7554    
0.115 	-11.1733    	-75.9517    	-555.184    	-485.147    	-10.9212    	-70.1613    	-70.7676    	-83.5722    	-60.6068    	-11.7908    	-499.162    	-65.7773    	-64.7118    	-446.112    	-68.6304    	-10.2774    	-10.6047    	-68.601     	-70.822     	-11.5259    	-73.3916    	-68.978     	-462.862    	-459.629    	-75.948     	-447.841    	-66.6097    	-72.0645    	-11.8821    	-550.983    	-10.2711    	-68.6315    	-11.5503    	-502.354    	-60.3052    	-10.6361    	-72.6156    	-76.8139    	-72.0008    	-444.886    	-66.6316    	-67.3388    	-10.6216    	-464.126    	-11.0538    	-71.3073    	-68.7524    	-83.3235    	-473.725    	-11.5076    	-87.7516    	-69.3853    	-427.265    	-10.6117    	-12.3896    	-68.9094    	-11.0282    	-11.9135    	-61.2862    	-69.2731    	-10.5658    	-68.9766    	-76.2349    	-73.6226    	-10.7176    	-429.415    	-64.0762    	-72.9169    	-11.6111    	-66.5998    	-87.8073    	-71.9372    
0.125 	-11.7525    	-78.7784    	-575.839    	-499.625    	-11.4178    	-73.0733    	-74.4102    	-88.8342    	-65.5887    	-12.4587    	-508.476    	-68.9661    	-69.0589    	-459.265    	-73.1494    	-11.0703    	-11.0814    	-71.8541    	-75.1626    	-12.2556    	-76.844     	-72.6882    	-480.882    	-476.031    	-79.0252    	-462.828    	-69.9246    	-75.5827    	-12.5098    	-571.834    	-10.9333    	-73.3011    	-12.2274    	-508.802    	-65.7105    	-11.206     	-75.4216    	-79.7042    	-75.5684    	-458.49     	-70.8722    	-70.7816    	-11.1933    	-480.735    	-11.5857    	-74.332     	-72.1467    	-88.5862    	-482.049    	-12.2276    	-91.9601    	-74.2642    	-448.653    	-11.2657    	-12.9545    	-73.4588    	-11.626     	-12.5656    	-65.5907    	-72.3527    	-11.2722    	-72.4516    	-79.3725    	-76.9742    	-11.3784    	-448.603    	-68.4142    	-76.7073    	-12.2271    	-70.8824    	-92.1711    	-76.1251    
0.135 	-12.312     	-81.5851    	-596.636    	-514.267    	-11.8928    	-75.8818    	-77.9596    	-94.0064    	-70.351     	-13.1157    	-518.086    	-72.0767    	-73.2744    	-471.912    	-77.5477    	-11.8435    	-11.5366    	-74.9941    	-79.4147    	-12.9702    	-80.2854    	-76.3499    	-498.822    	-492.182    	-82.0951    	-477.731    	-73.1226    	-79.0363    	-13.1246    	-592.82     	-11.5715    	-77.8686    	-12.8878    	-515.562    	-70.9676    	-11.7476    	-78.1622    	-82.5724    	-79.0641    	-472.014    	-75.0067    	-74.1209    	-11.7512    	-497.309    	-12.0998    	-77.329     	-75.4443    	-93.7531    	-490.338    	-12.9285    	-96.1575    	-79.0414    	-469.692    	-11.8906    	-13.5111    	-77.8961    	-12.2089    	-13.2104    	-69.6879    	-75.4003    	-11.953     	-75.8129    	-82.5239    	-80.3082    	-12.0204    	-467.106    	-72.6322    	-80.424     	-12.8263    	-75.0389    	-96.5178    	-80.2466    
0.145 	-12.8407    	-84.3255    	-617.277    	-528.865    	-12.336     	-78.5303    	-81.3499    	-99         	-74.7956    	-13.7501    	-527.872    	-75.05      	-77.2777    	-483.792    	-81.7447    	-12.5828    	-11.9603    	-77.9583    	-83.5032    	-13.6568    	-83.6613    	-79.9006    	-516.399    	-507.802    	-85.1093    	-492.298    	-76.1393    	-82.3642    	-13.7157    	-613.64     	-12.1727    	-82.2527    	-13.5196    	-522.553    	-75.9794    	-12.2491    	-80.7864    	-85.3715    	-82.4256    	-485.227    	-78.9586    	-77.2916    	-12.2846    	-513.586    	-12.5856    	-80.2468    	-78.5818    	-98.7352    	-498.446    	-13.5973    	-100.279    	-83.633     	-490.018    	-12.4733    	-14.0497    	-82.1402    	-12.7658    	-13.8374    	-73.4905    	-78.3633    	-12.5945    	-78.9948    	-85.6419    	-83.5702    	-12.6315    	-484.56     	-76.6498    	-84.0017    	-13.3974    	-78.99      	-100.78     	-84.2319    
0.155 	-13.3282    	-86.955     	-637.465    	-543.215    	-12.7378    	-80.9661    	-84.5199    	-103.732    	-78.8337    	-14.3513    	-537.707    	-77.8299    	-80.9938    	-494.662    	-85.6655    	-13.2749    	-12.3432    	-80.6883    	-87.3577    	-14.3037    	-86.9188    	-83.2803    	-533.342    	-522.627    	-88.0208    	-506.281    	-78.9151    	-85.5088    	-14.2726    	-633.993    	-12.725     	-86.3773    	-14.1113    	-529.685    	-80.6557    	-12.6997    	-83.2456    	-88.0563    	-85.5941    	-497.902    	-82.6565    	-80.2331    	-12.7835    	-529.309    	-13.0336    	-83.0354    	-81.5002    	-103.449    	-506.229    	-14.2217    	-104.261    	-87.9606    	-509.285    	-13.0017    	-14.5612    	-86.1158    	-13.2862    	-14.4362    	-76.92      	-81.1905    	-13.1838    	-81.9365    	-88.6801    	-86.7075    	-13.2001    	-500.627    	-80.392     	-87.3791    	-13.9299    	-82.6619    	-104.892    	-88.0158    
0.165 	-13.7652    	-89.431     	-656.914    	-557.111    	-13.0898    	-83.1419    	-87.4137    	-108.125    	-82.3879    	-14.909     	-547.456    	-80.3642    	-84.3551    	-504.306    	-89.2432    	-13.9079    	-12.677     	-83.1318    	-90.9137    	-14.8998    	-90.0077    	-86.4332    	-549.393    	-536.409    	-90.7846    	-519.442    	-81.3961    	-88.417     	-14.7857    	-653.588    	-13.2175    	-90.1732    	-14.6527    	-536.857    	-84.9155    	-13.0899    	-85.4952    	-90.584     	-88.5156    	-509.821    	-86.0352    	-82.8902    	-13.2387    	-544.232    	-13.4348    	-85.6468    	-84.1456    	-107.818    	-513.541    	-14.7907    	-108.045    	-91.953     	-527.176    	-13.4653    	-15.0374    	-89.7545    	-13.7603    	-14.9975    	-79.9077    	-83.8334    	-13.7098    	-84.5833    	-91.5932    	-89.6699    	-13.7157    	-515.011    	-83.7904    	-90.5004    	-14.414     	-85.9881    	-108.792    	-91.5382    
0.175 	-14.1435    	-91.714     	-675.349    	-570.357    	-13.3848    	-85.0164    	-89.9822    	-112.113    	-85.3938    	-15.4142    	-556.978    	-82.606     	-87.3025    	-512.533    	-92.4194    	-14.4711    	-12.9545    	-85.2431    	-94.1143    	-15.4354    	-92.8809    	-89.308     	-564.312    	-548.925    	-93.3586    	-531.554    	-83.5355    	-91.0411    	-15.2465    	-672.148    	-13.6411    	-93.5796    	-15.1349    	-543.955    	-88.6884    	-13.4119    	-87.4949    	-92.9151    	-91.1419    	-520.772    	-89.0375    	-85.2141    	-13.6418    	-558.122    	-13.7815    	-88.0363    	-86.4702    	-111.775    	-520.243    	-15.2948    	-111.576    	-95.5477    	-543.402    	-13.8554    	-15.4706    	-92.9965    	-14.1795    	-15.5126    	-82.3968    	-86.2466    	-14.1625    	-86.8875    	-94.3382    	-92.4104    	-14.169     	-527.454    	-86.7846    	-93.3157    	-14.8414    	-88.9104    	-112.424    	-94.7457    
0.185 	-14.4562    	-93.768     	-692.514    	-582.762    	-13.6166    	-86.5552    	-92.1837    	-115.636    	-87.8013    	-15.8589    	-566.128    	-84.5144    	-89.7867    	-519.185    	-95.1455    	-14.9555    	-13.1699    	-86.984     	-96.9105    	-15.9023    	-95.4955    	-91.8593    	-577.883    	-559.977    	-95.7044    	-542.405    	-85.2942    	-93.3396    	-15.6476    	-689.412    	-13.988     	-96.5447    	-15.55      	-550.858    	-91.916     	-13.6593    	-89.2098    	-95.0137    	-93.4314    	-530.561    	-91.6143    	-87.1635    	-13.9855    	-570.763    	-14.067     	-90.1627    	-88.4338    	-115.263    	-526.199    	-15.7256    	-114.802    	-98.6916    	-557.712    	-14.1648    	-15.8541    	-95.7912    	-14.5362    	-15.9737    	-84.3436    	-88.3886    	-14.5338    	-88.8098    	-96.8744    	-94.886     	-14.5522    	-537.747    	-89.3234    	-95.7822    	-15.205     	-91.38      	-115.737    	-97.5923    
0.195 	-14.6981    	-95.5613    	-708.173    	-594.148    	-13.7806    	-87.7313    	-93.9849    	-118.648    	-89.5752    	-16.2363    	-574.757    	-86.0549    	-91.7693    	-524.137    	-97.3839    	-15.3541    	-13.3183    	-88.3247    	-99.2626    	-16.2936    	-97.8131    	-94.048     	-589.914    	-569.399    	-97.7873    	-551.804    	-86.6416    	-95.278     	-15.9829    	-705.142    	-14.2522    	-99.0271    	-15.892     	-557.435    	-94.5526    	-13.8276    	-90.6104    	-96.8485    	-95.3495    	-539.009    	-93.7266    	-88.7053    	-14.2637    	-581.962    	-14.2858    	-91.9894    	-90.0034    	-118.234    	-531.284    	-16.0768    	-117.681    	-101.342    	-569.895    	-14.3884    	-16.1822    	-98.0983    	-14.824     	-16.3743    	-85.7174    	-90.2229    	-14.8175    	-90.3192    	-99.1649    	-97.0585    	-14.8588    	-545.731    	-91.3653    	-97.8651    	-15.4989    	-93.3584    	-118.685    	-100.04     
0.205 	-14.8654    	-97.0666    	-722.113    	-604.347    	-13.8737    	-88.5256    	-95.3609    	-121.111    	-90.696     	-16.5412    	-582.72     	-87.2003    	-93.2224    	-527.3      	-99.1078    	-15.6615    	-13.3968    	-89.244     	-101.14     	-16.6041    	-99.8007    	-95.842     	-600.24     	-577.054    	-99.5775    	-559.581    	-87.5561    	-96.8291    	-16.2478    	-719.124    	-14.4296    	-100.996    	-16.1564    	-563.552    	-96.5661    	-13.9144    	-91.674     	-98.3929    	-96.8697    	-545.957    	-95.3448    	-89.8149    	-14.4715    	-591.547    	-14.4341    	-93.4849    	-91.1549    	-120.652    	-535.38     	-16.3435    	-120.175    	-103.469    	-579.782    	-14.5232    	-16.4504    	-99.8885    	-15.038     	-16.709     	-86.5021    	-91.7181    	-15.0091    	-91.3943    	-101.176    	-98.8949    	-15.0841    	-551.3      	-92.8798    	-99.5375    	-15.7189    	-94.818     	-121.232    	-102.059    
0.215 	-14.9556    	-98.2619    	-734.148    	-613.211    	-13.894     	-88.927     	-96.2956    	-123        	-91.1596    	-16.7695    	-589.871    	-87.9309    	-94.1301    	-528.622    	-100.302    	-15.8744    	-13.4037    	-89.7295    	-102.523    	-16.8304    	-101.431    	-97.2167    	-608.729    	-582.839    	-101.05     	-565.59     	-88.0249    	-97.9738    	-16.4387    	-731.172    	-14.5178    	-102.431    	-16.3401    	-569.071    	-97.938     	-13.9187    	-92.384     	-99.6253    	-97.9732    	-551.268    	-96.4501    	-90.4768    	-14.6055    	-599.373    	-14.5094    	-94.6231    	-91.8723    	-122.495    	-538.383    	-16.5227    	-122.252    	-105.05     	-587.249    	-14.5681    	-16.6553    	-101.143    	-15.1746    	-16.9738    	-86.695     	-92.8487    	-15.1065    	-92.0228    	-102.88     	-100.368    	-15.2251    	-554.398    	-93.847     	-100.781    	-15.8623    	-95.742     	-123.346    	-103.629    
0.225 	-14.9683    	-99.1302    	-744.125    	-620.605    	-13.8415    	-88.9324    	-96.782     	-124.303    	-90.9771    	-16.9187    	-596.071    	-88.2348    	-94.4873    	-528.085    	-100.962    	-15.9912    	-13.3386    	-89.7779    	-103.401    	-16.9706    	-102.683    	-98.1549    	-615.275    	-586.686    	-102.186    	-569.714    	-88.0448    	-98.7005    	-16.554     	-741.13     	-14.5165    	-103.323    	-16.4418    	-573.851    	-98.6635    	-13.8417    	-92.7305    	-100.53     	-98.6494    	-554.828    	-97.0338    	-90.6842    	-14.6637    	-605.323    	-14.5103    	-95.3839    	-92.1485    	-123.749    	-540.202    	-16.6133    	-123.889    	-106.078    	-592.217    	-14.5241    	-16.7947    	-101.855    	-15.2317    	-17.1657    	-86.3074    	-93.5952    	-15.1091    	-92.2016    	-104.251    	-101.457    	-15.2802    	-555.025    	-94.2582    	-101.587    	-15.9279    	-96.125     	-125.004    	-104.738    
0.235 	-14.9043    	-99.6603    	-751.917    	-626.418    	-13.7174    	-88.5466    	-96.8217    	-125.016    	-90.1737    	-16.9877    	-601.189    	-88.1078    	-94.3004    	-525.708    	-101.094    	-16.0125    	-13.2028    	-89.3942    	-103.772    	-17.0246    	-103.541    	-98.6475    	-619.808    	-588.559    	-102.972    	-571.864    	-87.6211    	-99.0056    	-16.593     	-748.875    	-14.427     	-103.674    	-16.462     	-577.758    	-98.751     	-13.6862    	-92.7106    	-101.095    	-98.8957    	-556.551    	-97.0975    	-90.4393    	-14.6453    	-609.308    	-14.4374    	-95.7534    	-91.9847    	-124.415    	-540.76     	-16.6157    	-125.071    	-106.555    	-594.653    	-14.3939    	-16.8674    	-102.028    	-15.2087    	-17.2833    	-85.363     	-93.9446    	-15.0187    	-91.9369    	-105.271    	-102.146    	-15.2498    	-553.226    	-94.1157    	-101.952    	-15.9159    	-95.9722    	-126.192    	-105.383    
0.245 	-14.7658    	-99.8463    	-757.436    	-630.556    	-13.5243    	-87.7818    	-96.4245    	-125.15     	-88.7876    	-16.977     	-605.102    	-87.5533    	-93.586     	-521.54     	-100.715    	-15.9404    	-12.999     	-88.5917    	-103.644    	-16.9938    	-103.997    	-98.6927    	-622.285    	-588.459    	-103.399    	-571.98     	-86.7679    	-98.8933    	-16.5568    	-754.317    	-14.2525    	-103.497    	-16.4023    	-580.661    	-98.2213    	-13.4565    	-92.3277    	-101.316    	-98.7173    	-556.377    	-96.6526    	-89.753     	-14.5511    	-611.269    	-14.2922    	-95.7241    	-91.3903    	-124.503    	-539.997    	-16.5323    	-125.79     	-106.494    	-594.567    	-14.1822    	-16.8737    	-101.676    	-15.1066    	-17.3262    	-83.8975    	-93.8905    	-14.8385    	-91.2433    	-105.927    	-102.429    	-15.1358    	-549.096    	-93.4322    	-101.884    	-15.8282    	-95.2992    	-126.904    	-105.569    
0.255 	-14.5566    	-99.6878    	-760.622    	-632.95     	-13.2661    	-86.6571    	-95.608     	-124.723    	-86.8688    	-16.8882    	-607.705    	-86.5824    	-92.3707    	-515.664    	-99.8518    	-15.7789    	-12.731     	-87.3913    	-103.036    	-16.8812    	-104.048    	-98.2964    	-622.699    	-586.415    	-103.465    	-570.035    	-85.5069    	-98.3749    	-16.4475    	-757.401    	-13.9975    	-102.812    	-16.2661    	-582.437    	-97.1067    	-13.1587    	-91.5912    	-101.194    	-98.1266    	-554.276    	-95.7196    	-88.6438    	-14.3831    	-611.179    	-14.0777    	-95.2949    	-90.3824    	-124.034    	-537.873    	-16.3666    	-126.044    	-105.917    	-592.01     	-13.8951    	-16.8147    	-100.821    	-14.9274    	-17.2954    	-81.9569    	-93.433     	-14.5736    	-90.1434    	-106.21     	-102.302    	-14.9415    	-542.771    	-92.2303    	-101.398    	-15.6678    	-94.1309    	-127.139    	-105.308    
0.265 	-14.2816    	-99.1898    	-761.453    	-633.554    	-12.9479    	-85.1979    	-94.3968    	-123.764    	-84.4768    	-16.7242    	-608.903    	-85.213     	-90.6895    	-508.186    	-98.5379    	-15.5333    	-12.4038    	-85.8207    	-101.972    	-16.6912    	-103.699    	-97.4714    	-621.067    	-582.486    	-103.173    	-566.032    	-83.8671    	-97.4684    	-16.2686    	-758.107    	-13.6682    	-101.65     	-16.058     	-582.978    	-95.4496    	-12.7997    	-90.5169    	-100.732    	-97.1428    	-550.244    	-94.3274    	-87.1378    	-14.1445    	-609.038    	-13.7982    	-94.4709    	-88.9851    	-123.038    	-534.363    	-16.1238    	-125.84     	-104.855    	-587.074    	-13.5401    	-16.6925    	-99.4955    	-14.6748    	-17.1931    	-79.596     	-92.5787    	-14.2307    	-88.6668    	-106.117    	-101.771    	-14.6716    	-534.421    	-90.5415    	-100.513    	-15.439     	-92.5011    	-126.906    	-104.621    
