q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	C_100-H_24   	H_100-C_14   	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-H_23   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-H_24   	H_100-C_8    	H_200-H_15   	C_100-C_7    	C_100-H_22   	H_200-H_23   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-H_24   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-H_23   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
0.615 	-3.77855    	-36.2027    	-323.216    	-263.003    	-3.33295    	-31.0954    	-28.9428    	-40.5421    	-25.9682    	-4.18431    	-271.127    	-26.9595    	-26.6064    	-207.738    	-29.242     	-3.34853    	-3.76995    	-26.7072    	-28.3524    	-4.21596    	-34.2354    	-29.1005    	-230.401    	-228.716    	-40.7234    	-202.867    	-27.6225    	-34.4534    	-4.26984    	-326.082    	-3.56664    	-30.3066    	-4.3336     	-241.387    	-23.936     	-4.12624    	-31.3878    	-33.5011    	-30.7859    	-201.094    	-26.4653    	-26.322     	-3.86308    	-222.845    	-3.40677    	-29.6653    	-27.588     	-40.6278    	-210.588    	-3.61572    	-48.1159    	-33.8269    	-199.13     	-3.78134    	-4.94671    	-28.6122    	-3.61245    	-4.69086    	-28.4351    	-29.4975    	-3.32172    	-30.9828    	-39.2559    	-33.1412    	-3.21432    	-206.213    	-25.6008    	-33.9408    	-3.67188    	-26.3081    	-47.7583    	-31.9836    
0.625 	-3.65388    	-35.3999    	-316.978    	-260.241    	-3.2814     	-30.4841    	-28.1006    	-38.7855    	-25.1289    	-4.0475     	-268.579    	-27.2222    	-26.1309    	-206.875    	-28.0648    	-3.26596    	-3.73877    	-26.2786    	-27.3887    	-4.00314    	-33.7005    	-28.8448    	-227.409    	-225.084    	-39.8701    	-204.172    	-27.3197    	-33.5494    	-4.09267    	-319.693    	-3.52136    	-29.1205    	-4.14962    	-239.852    	-23.2956    	-4.00074    	-30.7386    	-32.606     	-29.9422    	-203.515    	-25.7869    	-25.8187    	-3.88334    	-220.955    	-3.35174    	-29.7043    	-27.1415    	-38.8932    	-210.228    	-3.43291    	-46.9496    	-32.4581    	-197.93     	-3.64631    	-4.77051    	-27.5639    	-3.60706    	-4.54539    	-27.7945    	-29.6421    	-3.25352    	-30.2276    	-38.6904    	-32.7102    	-3.12867    	-203.537    	-25.4776    	-32.8661    	-3.51096    	-25.7285    	-46.6082    	-30.942     
0.635 	-3.52574    	-34.5781    	-310.616    	-257.555    	-3.22678    	-29.8499    	-27.2681    	-37.0082    	-24.3006    	-3.91006    	-265.981    	-27.4521    	-25.636     	-206.145    	-26.9051    	-3.18638    	-3.69762    	-25.8491    	-26.4384    	-3.78796    	-33.1727    	-28.5982    	-224.635    	-221.56     	-38.985     	-205.437    	-26.9946    	-32.6267    	-3.91506    	-313.116    	-3.46936    	-27.9224    	-3.96554    	-238.325    	-22.6727    	-3.86846    	-30.069     	-31.7184    	-29.0993    	-205.96     	-25.0938    	-25.2899    	-3.89682    	-219.128    	-3.2916     	-29.7176    	-26.6815    	-37.1433    	-209.893    	-3.25084    	-45.7586    	-31.0768    	-196.936    	-3.50943    	-4.59519    	-26.5135    	-3.59562    	-4.40319    	-27.1331    	-29.7648    	-3.18103    	-29.4576    	-38.1132    	-32.2647    	-3.0391     	-201.059    	-25.3229    	-31.7963    	-3.35136    	-25.1367    	-45.444     	-29.9333    
0.645 	-3.39522    	-33.7306    	-304.041    	-254.83     	-3.16946    	-29.197     	-26.4482    	-35.2195    	-23.5039    	-3.77153    	-263.209    	-27.6385    	-25.1261    	-205.513    	-25.7725    	-3.11013    	-3.64677    	-25.4203    	-25.5031    	-3.57148    	-32.6408    	-28.3526    	-221.998    	-218.111    	-38.0611    	-206.557    	-26.6481    	-31.6873    	-3.73741    	-306.271    	-3.4112     	-26.7198    	-3.78244    	-236.667    	-22.0764    	-3.73156    	-29.3783    	-30.8301    	-28.2569    	-208.307    	-24.3891    	-24.738     	-3.90204    	-217.27     	-3.22617    	-29.6912    	-26.207     	-35.3875    	-209.483    	-3.07075    	-44.5339    	-29.6931    	-196.097    	-3.373      	-4.42021    	-25.4687    	-3.57695    	-4.26326    	-26.4666    	-29.8515    	-3.10524    	-28.6801    	-37.5101    	-31.7937    	-2.9459     	-198.793    	-25.1365    	-30.7337    	-3.19385    	-24.5376    	-44.2562    	-28.9552    
0.655 	-3.26362    	-32.8532    	-297.176    	-251.961    	-3.11003    	-28.5307    	-25.6447    	-33.4304    	-22.7588    	-3.63175    	-260.15     	-27.7732    	-24.6066    	-204.945    	-24.6772    	-3.03764    	-3.5868     	-24.9945    	-24.5849    	-3.35503    	-32.0956    	-28.1013    	-219.419    	-214.706    	-37.0937    	-207.441    	-26.2823    	-30.735     	-3.56035    	-299.089    	-3.34766    	-25.5213    	-3.60153    	-234.749    	-21.516     	-3.59236    	-28.6674    	-29.9341    	-27.4157    	-210.446    	-23.6775    	-24.1675    	-3.8979     	-215.302    	-3.1556     	-29.6138    	-25.7186    	-33.6362    	-208.912    	-2.89403    	-43.2685    	-28.3178    	-195.364    	-3.23941    	-4.24525    	-24.438     	-3.55027    	-4.12479    	-25.8107    	-29.8908    	-3.02734    	-27.9034    	-36.8696    	-31.2885    	-2.84967    	-196.75     	-24.9201    	-29.6814    	-3.03936    	-23.9374    	-43.0371    	-28.0049    
0.665 	-3.13246    	-31.9435    	-289.962    	-248.855    	-3.04918    	-27.8576    	-24.8617    	-31.6532    	-22.0835    	-3.49081    	-256.708    	-27.8499    	-24.0842    	-204.407    	-23.629     	-2.96943    	-3.51857    	-24.5743    	-23.6867    	-3.14014    	-31.5297    	-27.8393    	-216.826    	-211.322    	-36.0805    	-208.013    	-25.9       	-29.775     	-3.38468    	-291.522    	-3.27977    	-24.3367    	-3.4242     	-232.461    	-21.0006    	-3.45324    	-27.9393    	-29.025     	-26.5774    	-212.284    	-22.9647    	-23.5842    	-3.88374    	-213.156    	-3.08028    	-29.4773    	-25.2178    	-31.901     	-208.102    	-2.7222     	-41.9576    	-26.9627    	-194.692    	-3.11097    	-4.07014    	-23.4307    	-3.5152     	-3.98714    	-25.18      	-29.8741    	-2.94869    	-27.1365    	-36.1822    	-30.7429    	-2.75126    	-194.937    	-24.6772    	-28.643     	-2.88892    	-23.3431    	-41.7809    	-27.0799    
0.675 	-3.00335    	-31.0012    	-282.352    	-245.431    	-2.98771    	-27.1847    	-24.1033    	-29.9005    	-21.4938    	-3.34904    	-252.806    	-27.8647    	-23.5657    	-203.87     	-22.6369    	-2.90602    	-3.44317    	-24.1627    	-22.8118    	-2.92844    	-30.9374    	-27.5631    	-214.153    	-207.94     	-35.0216    	-208.216    	-25.5049    	-28.8138    	-3.21133    	-283.535    	-3.20865    	-23.176     	-3.25184    	-229.712    	-20.5386    	-3.31654    	-27.1982    	-28.0985    	-25.7444    	-213.74     	-22.2573    	-22.9952    	-3.85926    	-210.776    	-3.00085    	-29.2763    	-24.7072    	-30.1936    	-206.993    	-2.55678    	-40.5988    	-25.6394    	-194.043    	-2.98986    	-3.8949     	-22.4562    	-3.47171    	-3.84982    	-24.5878    	-29.7956    	-2.87069    	-26.389     	-35.4414    	-30.1533    	-2.65171    	-193.357    	-24.4124    	-27.6225    	-2.74358    	-22.7619    	-40.4836    	-26.1779    
0.685 	-2.87796    	-30.0281    	-274.318    	-241.625    	-2.92642    	-26.5197    	-23.3737    	-28.1851    	-21.0023    	-3.20695    	-248.388    	-27.8158    	-23.058     	-203.302    	-21.7091    	-2.84788    	-3.36184    	-23.7624    	-21.9636    	-2.72166    	-30.3152    	-27.2708    	-211.342    	-204.546    	-33.9195    	-208.011    	-25.1008    	-27.8587    	-3.04132    	-275.114    	-3.1355     	-22.049     	-3.08586    	-226.432    	-20.1372    	-3.18447    	-26.4496    	-27.1518    	-24.9195    	-214.756    	-21.5622    	-22.408     	-3.8245     	-208.121    	-2.91809    	-29.0085    	-24.1896    	-28.5256    	-205.541    	-2.39926    	-39.1914    	-24.3594    	-193.381    	-2.87801    	-3.71967    	-21.5235    	-3.42011    	-3.7125     	-24.0453    	-29.6522    	-2.79475    	-25.6701    	-34.6433    	-29.5185    	-2.5522     	-192.009    	-24.1313    	-26.6238    	-2.6044     	-22.2012    	-39.1432    	-25.2961    
0.695 	-2.75793    	-29.0277    	-265.847    	-237.392    	-2.86607    	-25.8703    	-22.6764    	-26.5196    	-20.6181    	-3.06523    	-243.419    	-27.7032    	-22.5676    	-202.678    	-20.852     	-2.7954     	-3.27593    	-23.3758    	-21.1453    	-2.52149    	-29.6613    	-26.9615    	-208.347    	-201.132    	-32.7786    	-207.378    	-24.6915    	-26.9176    	-2.87571    	-266.258    	-3.06153    	-20.9653    	-2.9276     	-222.575    	-19.8019    	-3.05902    	-25.7001    	-26.1834    	-24.1057    	-215.29     	-20.8864    	-21.8308    	-3.77981    	-205.168    	-2.83292    	-28.6745    	-23.6685    	-26.9081    	-203.715    	-2.25104    	-37.7372    	-23.1333    	-192.678    	-2.77707    	-3.54475    	-20.6409    	-3.36095    	-3.57498    	-23.5613    	-29.4436    	-2.72219    	-24.9884    	-33.7866    	-28.8396    	-2.45397    	-190.885    	-23.8401    	-25.6508    	-2.47235    	-21.6677    	-37.7592    	-24.4318    
0.705 	-2.6448     	-28.0052    	-256.946    	-232.704    	-2.80736    	-25.2439    	-22.0143    	-24.9155    	-20.3462    	-2.92469    	-237.89     	-27.5287    	-22.1003    	-201.973    	-20.0707    	-2.74883    	-3.18679    	-23.0049    	-20.3602    	-2.32955    	-28.9758    	-26.6358    	-205.131    	-197.698    	-31.6053    	-206.313    	-24.2808    	-25.9988    	-2.71551    	-256.985    	-2.98785    	-19.9336    	-2.77827    	-218.121    	-19.5363    	-2.94194    	-24.957     	-25.1935    	-23.3065    	-215.319    	-20.2366    	-21.2717    	-3.72583    	-201.906    	-2.74631    	-28.2775    	-23.1471    	-25.3512    	-201.505    	-2.11334    	-36.2395    	-21.9705    	-191.908    	-2.68828    	-3.37052    	-19.8156    	-3.29506    	-3.43718    	-23.1416    	-29.1718    	-2.65417    	-24.3518    	-32.8724    	-28.1201    	-2.35827    	-189.971    	-23.5449    	-24.7071    	-2.34829    	-21.1675    	-36.333     	-23.5823    
0.715 	-2.53996    	-26.9673    	-247.634    	-227.553    	-2.75088    	-24.6474    	-21.3896    	-23.3835    	-20.1872    	-2.7862     	-231.811    	-27.2956    	-21.661     	-201.166    	-19.3683    	-2.70822    	-3.0958     	-22.6508    	-19.6108    	-2.14733    	-28.2603    	-26.295     	-201.666    	-194.244    	-30.4075    	-204.832    	-23.8718    	-25.1103    	-2.5617     	-247.33     	-2.91546    	-18.9613    	-2.63892    	-213.075    	-19.3414    	-2.83461    	-24.2281    	-24.1834    	-22.5248    	-214.838    	-19.6186    	-20.7388    	-3.66341    	-198.341    	-2.65925    	-27.8229    	-22.6289    	-23.8638    	-198.917    	-1.98716    	-34.7035    	-20.879     	-191.051    	-2.61247    	-3.19748    	-19.0537    	-3.2234     	-3.29915    	-22.7892    	-28.8411    	-2.59165    	-23.7671    	-31.9046    	-27.3653    	-2.26629    	-189.248    	-23.2516    	-23.7956    	-2.23293    	-20.7055    	-34.8675    	-22.7447    
0.725 	-2.44464    	-25.9219    	-237.947    	-221.949    	-2.69704    	-24.087     	-20.8034    	-21.9324    	-20.1379    	-2.65069    	-225.219    	-27.0084    	-21.2532    	-200.24     	-18.7457    	-2.67347    	-3.00423    	-22.3139    	-18.8995    	-1.97616    	-27.5179    	-25.9412    	-197.94     	-190.778    	-29.1947    	-202.966    	-23.4673    	-24.26      	-2.41514    	-237.339    	-2.84523    	-18.0546    	-2.51039    	-207.466    	-19.2163    	-2.73808    	-23.5211    	-23.1557    	-21.7635    	-213.862    	-19.0378    	-20.2392    	-3.59358    	-194.494    	-2.5727     	-27.3183    	-22.1169    	-22.4532    	-195.974    	-1.87327    	-33.1359    	-19.8649    	-190.095    	-2.55004    	-3.02618    	-18.3593    	-3.14709    	-3.16101    	-22.5041    	-28.4575    	-2.53533    	-23.2395    	-30.889     	-26.5822    	-2.17913    	-188.692    	-22.9658    	-22.9186    	-2.12677    	-20.2854    	-33.3671    	-21.9165    
0.735 	-2.35979    	-24.8776    	-227.936    	-215.922    	-2.6461     	-23.568     	-20.2558    	-20.5693    	-20.1904    	-2.51908    	-218.168    	-26.6729    	-20.8792    	-199.183    	-18.2023    	-2.64426    	-2.91325    	-21.9936    	-18.228     	-1.81711    	-26.7527    	-25.577     	-193.95     	-187.313    	-27.9771    	-200.762    	-23.0691    	-23.4547    	-2.27657    	-227.074    	-2.77779    	-17.2181    	-2.3933     	-201.348    	-19.1573    	-2.65299    	-22.8439    	-22.1144    	-21.0253    	-212.422    	-18.4982    	-19.7793    	-3.5175     	-190.399    	-2.48756    	-26.7728    	-21.6136    	-21.1248    	-192.713    	-1.77214    	-31.5447    	-18.9325    	-189.029    	-2.50093    	-2.85725    	-17.7351    	-3.06732    	-3.02298    	-22.2833    	-28.0288    	-2.48564    	-22.7728    	-29.8332    	-25.7791    	-2.09773    	-188.273    	-22.6922    	-22.078     	-2.03012    	-19.9093    	-31.8374    	-21.095     
0.745 	-2.28612    	-23.8437    	-217.662    	-209.517    	-2.59815    	-23.0945    	-19.746     	-19.2995    	-20.3335    	-2.39228    	-210.732    	-26.2955    	-20.5398    	-197.988    	-17.7351    	-2.62006    	-2.82388    	-21.6886    	-17.5974    	-1.67102    	-25.9702    	-25.2053    	-189.705    	-183.865    	-26.7655    	-198.277    	-22.6785    	-22.7009    	-2.14656    	-216.605    	-2.7136     	-16.4547    	-2.28801    	-194.794    	-19.1584    	-2.5796     	-22.2037    	-21.0644    	-20.3121    	-210.564    	-18.0028    	-19.3647    	-3.43642    	-186.103    	-2.40462    	-26.1968    	-21.1212    	-19.8822    	-189.186    	-1.68396    	-29.9387    	-18.0841    	-187.849    	-2.46462    	-2.69133    	-17.1819    	-2.98531    	-2.88534    	-22.1213    	-27.5638    	-2.44272    	-22.3688    	-28.7465    	-24.9654    	-2.02285    	-187.958    	-22.4345    	-21.2745    	-1.94305    	-19.5779    	-30.2851    	-20.2781    
0.755 	-2.22403    	-22.8297    	-207.197    	-202.797    	-2.55308    	-22.6693    	-19.2721    	-18.126     	-20.5525    	-2.27112    	-203.004    	-25.8833    	-20.2343    	-196.653    	-17.3396    	-2.60015    	-2.73696    	-21.3965    	-17.0083    	-1.53845    	-25.1762    	-24.8294    	-185.228    	-180.451    	-25.571     	-195.579    	-22.2956    	-22.0034    	-2.0255     	-206.012    	-2.65287    	-15.7656    	-2.19462    	-187.898    	-19.2118    	-2.51778    	-21.6073    	-20.0114    	-19.6255    	-208.347    	-17.5531    	-18.9995    	-3.35161    	-181.663    	-2.32455    	-25.6015    	-20.6411    	-18.7272    	-185.457    	-1.60861    	-28.3275    	-17.3199    	-186.556    	-2.4402     	-2.52912    	-16.6987    	-2.90227    	-2.74843    	-22.0101    	-27.0721    	-2.40639    	-22.0279    	-27.6393    	-24.1509    	-1.95505    	-187.713    	-22.1953    	-20.5084    	-1.86543    	-19.29      	-28.7177    	-19.4638    
0.765 	-2.17367    	-21.8449    	-196.621    	-195.838    	-2.51058    	-22.2941    	-18.831     	-17.0498    	-20.8298    	-2.15638    	-195.086    	-25.4436    	-19.9607    	-195.18     	-17.0098    	-2.58366    	-2.65316    	-21.1142    	-16.4607    	-1.41967    	-24.3773    	-24.4522    	-180.55     	-177.095    	-24.4045    	-192.744    	-21.9201    	-21.366     	-1.91361    	-195.38     	-2.59561    	-15.1501    	-2.11299    	-180.767    	-19.3074    	-2.46704    	-21.0603    	-18.9622    	-18.9665    	-205.84     	-17.1494    	-18.6865    	-3.26434    	-177.145    	-2.24787    	-24.9983    	-20.1742    	-17.6594    	-181.601    	-1.54569    	-26.7212    	-16.638     	-185.156    	-2.42638    	-2.37129    	-16.2829    	-2.81935    	-2.61265    	-21.9396    	-26.5635    	-2.37621    	-21.7483    	-26.5229    	-23.3457    	-1.89467    	-187.5      	-21.9759    	-19.779     	-1.79688    	-19.0432    	-27.1434    	-18.651     
0.775 	-2.13485    	-20.8985    	-186.02     	-188.726    	-2.47022    	-21.9691    	-18.4193    	-16.0696    	-21.1459    	-2.0487     	-187.092    	-24.9841    	-19.7156    	-193.578    	-16.7382    	-2.56956    	-2.57291    	-20.838     	-15.9541    	-1.31467    	-23.5801    	-24.0765    	-175.713    	-173.819    	-23.2763    	-189.851    	-21.5508    	-20.791     	-1.81088    	-184.799    	-2.54161    	-14.6061    	-2.04271    	-173.521    	-19.4338    	-2.42657    	-20.5673    	-17.9239    	-18.3354    	-203.121    	-16.7908    	-18.4272    	-3.17584    	-172.621    	-2.17494    	-24.3987    	-19.7207    	-16.6769    	-177.698    	-1.49452    	-25.1301    	-16.0349    	-183.659    	-2.42153    	-2.21852    	-15.9299    	-2.73761    	-2.47842    	-21.8985    	-26.0479    	-2.35146    	-21.5268    	-25.4086    	-22.56      	-1.84181    	-187.283    	-21.7768    	-19.0851    	-1.73682    	-18.8335    	-25.5711    	-17.839     
0.785 	-2.10712    	-19.9988    	-175.482    	-181.557    	-2.4314     	-21.6931    	-18.0323    	-15.1826    	-21.4798    	-1.94862    	-179.141    	-24.512     	-19.4945    	-191.863    	-16.5164    	-2.5567     	-2.49647    	-20.5637    	-15.4878    	-1.22317    	-22.7913    	-23.705     	-170.767    	-170.648    	-22.1961    	-186.981    	-21.1858    	-20.2792    	-1.71716    	-174.357    	-2.49046    	-14.1299    	-1.98317    	-166.288    	-19.5784    	-2.39525    	-20.1319    	-16.9042    	-17.7322    	-200.272    	-16.4749    	-18.2217    	-3.08726    	-168.168    	-2.10595    	-23.8133    	-19.2801    	-15.7759    	-173.834    	-1.45417    	-23.5643    	-15.5052    	-182.077    	-2.42381    	-2.07147    	-15.6342    	-2.65799    	-2.34621    	-21.8746    	-25.5348    	-2.3312     	-21.3584    	-24.3082    	-21.803     	-1.79634    	-187.028    	-21.5968    	-18.4249    	-1.68452    	-18.6558    	-24.0097    	-17.0281    
0.795 	-2.08976    	-19.153     	-165.097    	-174.429    	-2.39342    	-21.4638    	-17.6653    	-14.3837    	-21.8101    	-1.85655    	-171.354    	-24.0343    	-19.2919    	-190.053    	-16.3355    	-2.54389    	-2.42389    	-20.2866    	-15.0607    	-1.14462    	-22.0172    	-23.3394    	-165.768    	-167.607    	-21.172     	-184.214    	-20.8227    	-19.8298    	-1.6321     	-164.143    	-2.44161    	-13.7163    	-1.93353    	-159.197    	-19.728     	-2.37176    	-19.756     	-15.9109    	-17.1562    	-197.378    	-16.1983    	-18.0687    	-2.99964    	-163.862    	-2.04094    	-23.2523    	-18.8515    	-14.9513    	-170.096    	-1.42351    	-22.0335    	-15.0422    	-180.428    	-2.43116    	-1.93076    	-15.3886    	-2.58129    	-2.21648    	-21.8551    	-25.0327    	-2.31428    	-21.2369    	-23.2325    	-21.0836    	-1.75793    	-186.703    	-21.4339    	-17.7959    	-1.63906    	-18.5037    	-22.4683    	-16.2192    
0.805 	-2.08183    	-18.3674    	-154.953    	-167.445    	-2.35547    	-21.2775    	-17.3131    	-13.6665    	-22.1157    	-1.77275    	-163.848    	-23.5578    	-19.1019    	-188.173    	-16.1861    	-2.52991    	-2.35506    	-20.0022    	-14.6714    	-1.07826    	-21.2637    	-22.9812    	-160.778    	-164.72     	-20.211     	-181.624    	-20.4588    	-19.4405    	-1.55518    	-154.239    	-2.39439    	-13.3593    	-1.89281    	-152.377    	-19.8693    	-2.35461    	-19.4401    	-14.9521    	-16.6062    	-194.522    	-15.9568    	-17.9655    	-2.91386    	-159.78     	-1.97981    	-22.724     	-18.4336    	-14.1967    	-166.567    	-1.40123    	-20.5469    	-14.6381    	-178.732    	-2.44144    	-1.79698    	-15.1854    	-2.50815    	-2.08974    	-21.8277    	-24.5492    	-2.29943    	-21.1545    	-22.192     	-20.4091    	-1.72604    	-186.281    	-21.285     	-17.1955    	-1.59942    	-18.3703    	-20.9556    	-15.4144    
0.815 	-2.08217    	-17.6466    	-145.131    	-160.705    	-2.31674    	-21.1295    	-16.9703    	-13.0234    	-22.3765    	-1.69736    	-156.734    	-23.0881    	-18.918     	-186.251    	-16.059     	-2.51354    	-2.2897     	-19.7057    	-14.3187    	-1.0231     	-20.5357    	-22.631     	-155.862    	-162.008    	-19.3183    	-179.278    	-20.0913    	-19.1074    	-1.48578    	-144.723    	-2.34801    	-13.0519    	-1.85987    	-145.951    	-19.9893    	-2.34218    	-19.1832    	-14.0354    	-16.0809    	-191.783    	-15.7451    	-17.9084    	-2.83069    	-155.994    	-1.92232    	-22.2354    	-18.0246    	-13.5048    	-163.329    	-1.3859     	-19.113     	-14.2842    	-177.009    	-2.45248    	-1.67066    	-15.016     	-2.43903    	-1.96648    	-21.7806    	-24.0903    	-2.2853     	-21.1026    	-21.1957    	-19.7856    	-1.69996    	-185.736    	-21.1464    	-16.6208    	-1.56449    	-18.2478    	-19.4803    	-14.6168    
0.825 	-2.08948    	-16.9937    	-135.71     	-154.302    	-2.27638    	-21.0139    	-16.6317    	-12.4458    	-22.5741    	-1.63036    	-150.113    	-22.6306    	-18.7333    	-184.317    	-15.9453    	-2.49367    	-2.22739    	-19.3928    	-14.001     	-0.978041   	-19.8374    	-22.2889    	-151.085    	-159.491    	-18.4971    	-177.234    	-19.7171    	-18.8253    	-1.42315    	-135.663    	-2.30168    	-12.7864    	-1.83349    	-140.032    	-20.0756    	-2.33284    	-18.9828    	-13.1684    	-15.5785    	-189.231    	-15.5578    	-17.8927    	-2.75069    	-152.567    	-1.86809    	-21.7917    	-17.6226    	-12.8679    	-160.453    	-1.37603    	-17.7391    	-13.9714    	-175.282    	-2.46218    	-1.55226    	-14.8716    	-2.37423    	-1.8472     	-21.7035    	-23.6606    	-2.27047    	-21.0721    	-20.2512    	-19.2175    	-1.67884    	-185.052    	-21.0135    	-16.0688    	-1.53315    	-18.1287    	-18.0505    	-13.8301    
0.835 	-2.10232    	-16.4102    	-126.758    	-148.324    	-2.23359    	-20.9244    	-16.2925    	-11.9243    	-22.6927    	-1.57163    	-144.07     	-22.1893    	-18.5415    	-182.405    	-15.8368    	-2.46926    	-2.16763    	-19.0596    	-13.7173    	-0.941826   	-19.1722    	-21.9539    	-146.51     	-157.184    	-17.749     	-175.535    	-19.3335    	-18.5877    	-1.36646    	-127.117    	-2.25457    	-12.5551    	-1.8124     	-134.717    	-20.1174    	-2.32495    	-18.8348    	-12.3579    	-15.0971    	-186.93     	-15.3886    	-17.9128    	-2.67429    	-149.556    	-1.81669    	-21.3958    	-17.2255    	-12.2779    	-158.002    	-1.37009    	-16.4315    	-13.6901    	-173.572    	-2.46854    	-1.4422     	-14.7432    	-2.31387    	-1.73241    	-21.5876    	-23.2626    	-2.2536     	-21.0529    	-19.3645    	-18.7075    	-1.66173    	-184.217    	-20.8815    	-15.5366    	-1.50425    	-18.005     	-16.6735    	-13.0594    
0.845 	-2.11918    	-15.8957    	-118.332    	-142.845    	-2.18764    	-20.8537    	-15.9482    	-11.4495    	-22.7194    	-1.5209     	-138.675    	-21.7676    	-18.3365    	-180.546    	-15.7264    	-2.43945    	-2.10985    	-18.7029    	-13.4663    	-0.913148   	-18.5418    	-21.6245    	-142.196    	-155.097    	-17.0732    	-174.214    	-18.9378    	-18.3871    	-1.31484    	-119.132    	-2.20591    	-12.3499    	-1.7953     	-130.087    	-20.1054    	-2.31695    	-18.7337    	-11.6103    	-14.6347    	-184.927    	-15.2315    	-17.9624    	-2.60172    	-147.005    	-1.76761    	-21.0486    	-16.8312    	-11.7266    	-156.024    	-1.36657    	-15.1952    	-13.4314    	-171.899    	-2.46979    	-1.34079    	-14.6223    	-2.25789    	-1.62258    	-21.4264    	-22.8974    	-2.23337    	-21.035     	-18.5399    	-18.2563    	-1.64761    	-183.222    	-20.7454    	-15.0213    	-1.47669    	-17.8694    	-15.3559    	-12.3101    
0.855 	-2.13852    	-15.4479    	-110.479    	-137.925    	-2.13789    	-20.794     	-15.595     	-11.0118    	-22.645     	-1.47779    	-133.976    	-21.3679    	-18.1126    	-178.772    	-15.608     	-2.40354    	-2.05344    	-18.3201    	-13.2471    	-0.890666   	-17.9472    	-21.2984    	-138.198    	-153.236    	-16.467     	-173.283    	-18.528     	-18.2148    	-1.26741    	-111.74     	-2.155      	-12.1631    	-1.78093    	-126.202    	-20.0322    	-2.30743    	-18.6729    	-10.9308    	-14.1892    	-183.258    	-15.0804    	-18.0349    	-2.53304    	-144.943    	-1.72029    	-20.7488    	-16.4377    	-11.2062    	-154.553    	-1.36406    	-14.034     	-13.1863    	-170.283    	-2.46438    	-1.24827    	-14.5009    	-2.20612    	-1.51816    	-21.2154    	-22.5637    	-2.20865    	-21.0085    	-17.7793    	-17.8627    	-1.63541    	-182.068    	-20.6002    	-14.5205    	-1.44946    	-17.7152    	-14.1033    	-11.5886    
0.865 	-2.15882    	-15.0631    	-103.234    	-133.608    	-2.08385    	-20.7373    	-15.23      	-10.602     	-22.4639    	-1.44184    	-129.999    	-20.9913    	-17.8652    	-177.112    	-15.477     	-2.36104    	-1.99778    	-17.9096    	-13.059     	-0.873055   	-17.388     	-20.9726    	-134.56     	-151.598    	-15.926     	-172.743    	-18.1026    	-18.0617    	-1.2233     	-104.962    	-2.10125    	-11.9877    	-1.76807    	-123.098    	-19.8929    	-2.29512    	-18.6443    	-10.3239    	-13.7588    	-181.942    	-14.9295    	-18.1232    	-2.46816    	-143.386    	-1.67418    	-20.4927    	-16.0434    	-10.7097    	-153.605    	-1.36123    	-12.9502    	-12.9469    	-168.737    	-2.45109    	-1.16481    	-14.3715    	-2.1582     	-1.41958    	-20.9528    	-22.2585    	-2.17843    	-20.9636    	-17.0828    	-17.5235    	-1.62411    	-180.758    	-20.441     	-14.0321    	-1.42166    	-17.5363    	-12.9204    	-10.9017    
0.875 	-2.17858    	-14.7356    	-96.617     	-129.918    	-2.02517    	-20.6755    	-14.8511    	-10.2118    	-22.1745    	-1.41248    	-126.747    	-20.638     	-17.5905    	-175.588    	-15.3302    	-2.31169    	-1.9423     	-17.471     	-12.9013    	-0.859041   	-16.8624    	-20.6437    	-131.316    	-150.174    	-15.4437    	-172.572    	-17.6605    	-17.9179    	-1.18168    	-98.803     	-2.04421    	-11.8168    	-1.7556     	-120.786    	-19.6848    	-2.27898    	-18.639     	-9.79298    	-13.3416    	-180.978    	-14.7736    	-18.2205    	-2.40684    	-142.333    	-1.62874    	-20.2749    	-15.6469    	-10.2305    	-153.179    	-1.35692    	-11.9447    	-12.7061    	-167.271    	-2.42901    	-1.09045    	-14.2279    	-2.11368    	-1.32723    	-20.6392    	-21.977     	-2.14194    	-20.8912    	-16.4485    	-17.2337    	-1.6127     	-179.298    	-20.2637    	-13.5543    	-1.39251    	-17.3279    	-11.8107    	-10.2565    
