q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_200-H_15   	H_200-Br_24  	C_100-H_22   	H_200-N_7    	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-Br_24  	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
0.005 	-8.90766    	-582.388    	-7.59952    	-62.2496    	-43.1343    	-32.0307    	-5.75828    	-348.358    	-48.507     	-385.915    	-460.069    	-17.306     	-43.438     	-6.56461    	-54.4076    	-44.2972    	-30.9758    	-7.08232    	-45.2355    	-80.318     	-470.313    	-50.9265    	-1926.38    	-284.083    	-439.015    	-51.4131    	-41.7113    	-223.067    	-49.7779    	-57.4746    	-7.28795    	-5.36546    	-275.639    	-32.5987    	-73.078     	-72.9153    	-50.82      	-403.98     	-59.5727    	-1542.35    	-471.46     	-372.459    	-50.6475    	-49.8337    	-80.2585    	-371.996    	-8.41589    	-65.3025    	-50.6375    	-550.276    	-6.34595    	-41.4497    	-638.049    	-8.19832    	-7.48263    	-43.5246    	-10.2264    	-8.88136    	-532.708    	-52.3947    	-8.7301     	-65.1818    	-62.1256    	-54.7731    	-199.586    	-7.81621    	-485.036    	-55.829     	-40.8188    	-7.19292    	-46.2       	-42.3685    
0.015 	-9.01019    	-582.677    	-7.71604    	-62.7623    	-43.9167    	-32.951     	-5.8805     	-351.464    	-49.219     	-387.973    	-462.098    	-18.3588    	-44.2222    	-6.70733    	-55.2669    	-45.0705    	-31.7879    	-7.22052    	-45.9259    	-80.5552    	-472.36     	-51.5057    	-1944.68    	-287.339    	-441.295    	-52.0553    	-42.4709    	-227.985    	-50.7118    	-58.0662    	-7.41475    	-5.50397    	-279.001    	-33.5786    	-73.6961    	-73.2503    	-51.5209    	-406.826    	-60.1343    	-1565.24    	-474.877    	-375.953    	-51.2735    	-50.5124    	-80.8101    	-375.397    	-8.52122    	-65.784     	-51.2583    	-550.788    	-6.46438    	-42.2081    	-637.468    	-8.31304    	-7.60929    	-44.3299    	-10.3003    	-8.99732    	-535.483    	-53.0755    	-8.82076    	-65.6972    	-62.5924    	-55.4234    	-203.935    	-7.93898    	-487.038    	-56.3443    	-41.5606    	-7.30955    	-46.9124    	-43.2092    
0.025 	-9.21311    	-583.257    	-7.94649    	-63.7777    	-45.4645    	-34.7707    	-6.12235    	-357.615    	-50.6284    	-392.042    	-466.122    	-20.4413    	-45.774     	-6.98979    	-56.9676    	-46.6007    	-33.3943    	-7.49395    	-47.2929    	-81.0256    	-476.417    	-52.6528    	-1980.85    	-293.777    	-445.811    	-53.3263    	-43.9739    	-237.721    	-52.5597    	-59.2375    	-7.66556    	-5.77805    	-285.651    	-35.5172    	-74.9203    	-73.914     	-52.9074    	-412.468    	-61.2469    	-1610.49    	-481.646    	-382.87     	-52.512     	-51.8554    	-81.9025    	-382.134    	-8.72966    	-66.7371    	-52.4864    	-551.811    	-6.69857    	-43.7081    	-636.331    	-8.53989    	-7.85982    	-45.9234    	-10.4465    	-9.22686    	-540.978    	-54.4234    	-9.00002    	-66.7177    	-63.5169    	-56.7111    	-212.532    	-8.18198    	-491.006    	-57.3637    	-43.0278    	-7.54029    	-48.3217    	-44.8731    
0.035 	-9.51224    	-584.131    	-8.28578    	-65.2763    	-47.7443    	-37.4488    	-6.47875    	-366.69     	-52.7063    	-398.026    	-472.07     	-23.5083    	-48.061     	-7.40611    	-59.474     	-48.8558    	-35.7602    	-7.89677    	-49.3096    	-81.7217    	-482.411    	-54.3458    	-2034.02    	-303.244    	-452.48     	-55.1999    	-46.1879    	-252.073    	-55.282     	-60.9648    	-8.03483    	-6.18191    	-295.442    	-38.3726    	-76.7272    	-74.8936    	-54.9492    	-420.805    	-62.8897    	-1677.05    	-491.639    	-393.073    	-54.3361    	-53.8345    	-83.5141    	-392.081    	-9.03681    	-68.1424    	-54.2951    	-553.343    	-7.04329    	-45.9167    	-634.685    	-8.87373    	-8.22871    	-48.2712    	-10.6616    	-9.56523    	-549.09     	-56.4113    	-9.26384    	-68.2236    	-64.8816    	-58.6108    	-225.181    	-8.54021    	-496.87     	-58.8651    	-45.1886    	-7.8801     	-50.3977    	-47.326     
0.045 	-9.90138    	-585.304    	-8.7264     	-67.2291    	-50.7065    	-40.9249    	-6.94218    	-378.513    	-55.4103    	-405.787    	-479.839    	-27.4929    	-51.0352    	-7.94762    	-62.7336    	-51.7884    	-38.8341    	-8.42038    	-51.9362    	-82.632     	-490.23     	-56.5518    	-2102.92    	-315.522    	-461.175    	-57.6375    	-49.0656    	-270.748    	-58.8207    	-63.2132    	-8.51441    	-6.70706    	-308.156    	-42.0832    	-79.082     	-76.1704    	-57.6016    	-431.691    	-65.0318    	-1763.39    	-504.667    	-406.356    	-56.7066    	-56.4078    	-85.6134    	-405.051    	-9.4362     	-69.9713    	-56.6451    	-555.379    	-7.4908     	-48.7854    	-632.6      	-9.30702    	-8.70783    	-51.3238    	-10.9411    	-10.0054    	-559.662    	-58.9994    	-9.60624    	-70.1856    	-66.6601    	-61.0849    	-241.592    	-9.00629    	-504.523    	-60.8159    	-47.9956    	-8.32164    	-53.0959    	-50.5174    
0.055 	-10.3725    	-586.782    	-9.25863    	-69.5984    	-54.2874    	-45.121     	-7.50292    	-392.852    	-58.6856    	-415.145    	-489.294    	-32.309     	-54.6344    	-8.60313    	-66.6786    	-55.3372    	-42.5497    	-9.05363    	-55.1209    	-83.7415    	-499.734    	-59.2282    	-2185.92    	-330.323    	-471.734    	-60.5889    	-52.5456    	-293.363    	-63.1006    	-65.9375    	-9.09376    	-7.34247    	-323.513    	-46.5695    	-81.9397    	-77.72      	-60.8071    	-444.935    	-67.6332    	-1867.53    	-520.483    	-422.455    	-59.5722    	-59.5213    	-88.1592    	-420.8      	-9.91945    	-72.1867    	-59.4855    	-557.912    	-8.03114    	-52.2513    	-630.164    	-9.83002    	-9.2867     	-55.0167    	-11.2787    	-10.5385    	-572.494    	-62.1361    	-10.0195    	-72.5654    	-68.8186    	-64.085     	-261.391    	-9.57069    	-513.83     	-63.1738    	-51.388     	-8.85535    	-56.3587    	-54.3818    
0.065 	-10.916     	-588.566    	-9.87077    	-72.3387    	-58.4101    	-49.9434    	-8.14925    	-409.429    	-62.4656    	-425.882    	-500.27     	-37.8529    	-58.7838    	-9.35913    	-71.227     	-59.4285    	-46.8268    	-9.78312    	-58.8012    	-85.0318    	-510.747    	-62.3234    	-2281.05    	-347.305    	-483.959    	-63.9936    	-56.554     	-319.459    	-68.0312    	-69.0831    	-9.76016    	-8.07486    	-341.173    	-51.7357    	-85.2457    	-79.5127    	-64.4959    	-460.301    	-70.6455    	-1987.09    	-538.79     	-441.05     	-62.8716    	-63.1099    	-91.1018    	-439.034    	-10.4764    	-74.7437    	-62.755     	-560.93     	-8.65228    	-56.2386    	-627.479    	-10.431     	-9.95267    	-59.2724    	-11.6669    	-11.1534    	-587.34     	-65.7589    	-10.4943    	-75.3171    	-71.3156    	-67.5522    	-284.125    	-10.2219    	-524.625    	-65.888     	-55.2922    	-9.46973    	-60.1165    	-58.8404    
0.075 	-11.5206    	-590.658    	-10.5494    	-75.3975    	-62.9865    	-55.2849    	-8.8677     	-427.92     	-66.6744    	-437.75     	-512.576    	-44.0058    	-63.3976    	-10.2002    	-76.2849    	-63.9775    	-51.5738    	-10.5935    	-62.9053    	-86.4814    	-523.069    	-65.7779    	-2386.06    	-366.073    	-497.621    	-67.7823    	-61.0061    	-348.507    	-73.509     	-72.5869    	-10.4991    	-8.889      	-360.748    	-57.4727    	-88.937     	-81.5141    	-68.5887    	-477.522    	-74.0126    	-2119.34    	-559.243    	-461.775    	-66.5342    	-67.099     	-94.3839    	-459.413    	-11.0956    	-77.5906    	-66.3834    	-564.416    	-9.34046    	-60.6609    	-624.657    	-11.0965    	-10.6913    	-64.0022    	-12.0973    	-11.8377    	-603.919    	-69.7964    	-11.0201    	-78.3876    	-74.1035    	-71.4188    	-309.28     	-10.9466    	-536.714    	-68.8999    	-59.6241    	-10.1516    	-64.2898    	-63.8027    
0.085 	-12.1741    	-593.05     	-11.2798    	-78.7164    	-67.9193    	-61.0279    	-9.64338    	-447.968    	-71.2276    	-450.472    	-525.998    	-50.6373    	-68.3812    	-11.1092    	-81.7487    	-68.8909    	-56.6896    	-11.4678    	-67.3535    	-88.0657    	-536.473    	-69.5256    	-2498.47    	-386.195    	-512.464    	-71.878     	-65.8084    	-379.924    	-79.4194    	-76.3793    	-11.2945    	-9.7681     	-381.808    	-63.6603    	-92.9439    	-83.6858    	-72.9975    	-496.294    	-77.6722    	-2261.28    	-581.462    	-484.223    	-70.4823    	-71.4059    	-97.9419    	-481.558    	-11.7639    	-80.6703    	-70.293     	-568.345    	-10.0805    	-65.4226    	-621.817    	-11.8118    	-11.4866    	-69.108     	-12.5603    	-12.5775    	-621.918    	-74.1692    	-11.5849    	-81.718     	-77.1289    	-75.6101    	-336.288    	-11.7304    	-549.885    	-72.145     	-64.2909    	-10.8864    	-68.7908    	-69.1688    
0.095 	-12.8633    	-595.733    	-12.0461    	-82.2322    	-73.1049    	-67.0469    	-10.4603    	-469.187    	-76.035     	-463.753    	-540.302    	-57.6081    	-73.6331    	-12.0679    	-87.5071    	-74.0687    	-62.0661    	-12.3879    	-72.0597    	-89.7575    	-550.714    	-73.4948    	-2615.66    	-407.207    	-528.211    	-76.1982    	-70.861     	-413.084    	-85.6403    	-80.3851    	-12.1292    	-10.6942    	-403.893    	-70.1703    	-97.1907    	-85.9859    	-77.6284    	-516.289    	-81.557     	-2409.7     	-605.032    	-507.961    	-74.6326    	-75.9424    	-101.707    	-505.061    	-12.4678    	-83.9209    	-74.4009    	-572.683    	-10.8562    	-70.4217    	-619.075    	-12.5612    	-12.3215    	-74.4849    	-13.0459    	-13.3581    	-640.998    	-78.7924    	-12.1764    	-85.2449    	-80.3342    	-80.0451    	-364.54     	-12.5574    	-563.902    	-75.5539    	-69.1935    	-11.6586    	-73.5253    	-74.8317    
0.105 	-13.5742    	-598.685    	-12.8319    	-85.8784    	-78.4348    	-73.212     	-11.3018    	-491.169    	-81.002     	-477.284    	-555.238    	-64.7733    	-79.0475    	-13.0573    	-93.4441    	-79.4067    	-67.5907    	-13.335     	-76.934     	-91.5276    	-565.53     	-77.6101    	-2734.9     	-428.628    	-544.568    	-80.6564    	-76.0595    	-447.335    	-92.0442    	-84.5253    	-12.9854    	-11.6484    	-426.52     	-76.87      	-101.598    	-88.3703    	-82.3835    	-537.159    	-85.5958    	-2561.29    	-629.52     	-532.532    	-78.8981    	-80.6162    	-105.608    	-529.489    	-13.1926    	-87.2779    	-78.6204    	-577.385    	-11.6508    	-75.5521    	-616.543    	-13.3282    	-13.1782    	-80.0236    	-13.5434    	-14.1639    	-660.803    	-83.5769    	-12.7812    	-88.9016    	-83.6583    	-84.6393    	-393.408    	-13.4114    	-578.52     	-79.0539    	-74.2284    	-12.452     	-78.3954    	-80.6794    
0.115 	-14.2927    	-601.876    	-13.6203    	-89.5865    	-83.7992    	-79.3919    	-12.1509    	-513.494    	-86.032     	-490.749    	-570.545    	-71.9864    	-84.5166    	-14.0581    	-99.4415    	-84.7985    	-73.1489    	-14.2897    	-81.8837    	-93.3446    	-580.648    	-81.7934    	-2853.43    	-449.968    	-561.23     	-85.1643    	-81.2978    	-482.009    	-98.5016    	-88.7192    	-13.8448    	-12.6117    	-449.199    	-83.625     	-106.084    	-90.7927    	-87.1634    	-558.54     	-89.7153    	-2712.66    	-654.476    	-557.472    	-83.1904    	-85.3332    	-109.569    	-554.398    	-13.9238    	-90.6749    	-82.8634    	-582.396    	-12.4469    	-80.706     	-614.321    	-14.0963    	-14.0389    	-85.6128    	-14.042     	-14.979     	-680.965    	-88.4316    	-13.3862    	-92.6194    	-87.0379    	-89.3056    	-422.25     	-14.2757    	-593.48     	-82.5712    	-79.2906    	-13.2499    	-83.3012    	-86.598     
0.125 	-15.0045    	-605.264    	-14.3949    	-93.2873    	-89.0887    	-85.4567    	-12.9904    	-535.739    	-91.0286    	-503.834    	-585.955    	-79.1024    	-89.9331    	-15.051     	-105.381    	-90.1385    	-78.6273    	-15.2332    	-86.8159    	-95.1759    	-595.788    	-85.9662    	-2968.54    	-470.745    	-577.887    	-89.6335    	-86.4706    	-516.441    	-104.884    	-92.8852    	-14.6896    	-13.565     	-471.439    	-90.3025    	-110.566    	-93.2062    	-91.8691    	-580.063    	-93.8411    	-2860.49    	-679.447    	-582.316    	-87.4214    	-89.9998    	-113.517    	-579.337    	-14.6464    	-94.045     	-87.0421    	-587.648    	-13.2278    	-85.7764    	-612.495    	-14.8492    	-14.8854    	-91.1417    	-14.5309    	-15.7878    	-701.112    	-93.2655    	-13.9779    	-96.3294    	-90.4088    	-93.9567    	-450.435    	-15.1335    	-608.52     	-86.0316    	-84.2759    	-14.036     	-88.1433    	-92.4738    
0.135 	-15.6958    	-608.794    	-15.1393    	-96.9121    	-94.1974    	-91.2819    	-13.8037    	-557.485    	-95.8975    	-516.232    	-601.198    	-85.981     	-95.1924    	-16.0173    	-111.148    	-95.3238    	-83.9154    	-16.1467    	-91.6391    	-96.9877    	-610.669    	-90.0504    	-3077.61    	-490.488    	-594.229    	-93.9774    	-91.4751    	-549.982    	-111.065    	-96.9435    	-15.502     	-14.4899    	-492.762    	-96.7745    	-114.962    	-95.5637    	-96.4046    	-601.357    	-97.8996    	-3001.56    	-703.984    	-606.609    	-91.5054    	-94.5246    	-117.377    	-603.86     	-15.3461    	-97.3227    	-91.0711    	-593.058    	-13.9769    	-90.6598    	-611.129    	-15.5709    	-15.7004    	-96.5027    	-14.9995    	-16.5746    	-720.876    	-97.9894    	-14.5436    	-99.9635    	-93.707     	-98.5068    	-477.35     	-15.9685    	-623.378    	-89.3629    	-89.083     	-14.7943    	-92.8253    	-98.196     
0.145 	-16.3531    	-612.398    	-15.8385    	-100.394    	-99.0246    	-96.7504    	-14.575     	-578.324    	-100.548    	-527.649    	-616.005    	-92.4901    	-100.195    	-16.9393    	-116.633    	-100.257    	-88.9088    	-17.0127    	-96.2651    	-98.7459    	-625.014    	-93.9701    	-3178.18    	-508.756    	-609.954    	-98.1131    	-96.2141    	-582.015    	-116.928    	-100.817    	-16.2657    	-15.3686    	-512.713    	-102.921    	-119.193    	-97.8191    	-100.679    	-622.057    	-101.819    	-3132.83    	-727.65     	-629.915    	-95.3609    	-98.8205    	-121.078    	-627.531    	-16.009     	-100.445    	-94.8694    	-598.532    	-14.6786    	-95.2581    	-610.261    	-16.2467    	-16.4676    	-101.594    	-15.4378    	-17.3249    	-739.898    	-102.518    	-15.071     	-103.456    	-96.8701    	-102.873    	-502.418    	-16.7653    	-637.795    	-92.4962    	-93.6161    	-15.5094    	-97.2553    	-103.659    
0.155 	-16.9639    	-615.996    	-16.4781    	-103.671    	-103.478    	-101.756    	-15.2894    	-597.87     	-104.897    	-537.812    	-630.115    	-98.5088    	-104.849    	-17.8004    	-121.734    	-104.846    	-93.5112    	-17.8151    	-100.611    	-100.416    	-638.553    	-97.6533    	-3268.02    	-525.143    	-624.768    	-101.963    	-100.597    	-611.962    	-122.362    	-104.433    	-16.9652    	-16.1848    	-530.868    	-108.631    	-123.183    	-99.9278    	-104.607    	-641.811    	-105.531    	-3251.52    	-750.03     	-651.829    	-98.9125    	-102.807    	-124.552    	-649.938    	-16.6223    	-103.352    	-98.3617    	-603.962    	-15.3186    	-99.4812    	-609.905    	-16.8627    	-17.1717    	-106.32     	-15.8362    	-18.0248    	-757.837    	-106.771    	-15.5488    	-106.744    	-99.8381    	-106.978    	-525.111    	-17.5092    	-651.52     	-95.3673    	-97.7868    	-16.1675    	-101.348    	-108.765    
0.165 	-17.5167    	-619.491    	-17.0455    	-106.683    	-107.473    	-106.204    	-15.9336    	-615.766    	-108.867    	-546.476    	-643.275    	-103.93     	-109.072    	-18.586     	-126.36     	-109.011    	-97.6361    	-18.5392    	-104.6      	-101.966    	-651.029    	-101.033    	-3345.18    	-539.287    	-638.399    	-105.457    	-104.544    	-639.302    	-127.269    	-107.725    	-17.587     	-16.9239    	-546.844    	-113.808    	-126.863    	-101.848    	-108.115    	-660.284    	-108.972    	-3355.17    	-770.737    	-671.977    	-102.092    	-106.41     	-127.737    	-670.696    	-17.1742    	-105.989    	-101.481    	-609.226    	-15.8842    	-103.248    	-610.042    	-17.4069    	-17.7992    	-110.597    	-16.1863    	-18.6619    	-774.375    	-110.675    	-15.9669    	-109.772    	-102.555    	-110.749    	-544.958    	-18.1873    	-664.318    	-97.9178    	-101.516    	-16.7557    	-105.028    	-113.424    
0.175 	-18.0015    	-622.776    	-17.5299    	-109.378    	-110.94     	-110.015    	-16.4957    	-631.687    	-112.391    	-553.423    	-655.25     	-108.661    	-112.79     	-19.2832    	-130.429    	-112.681    	-101.209    	-19.1723    	-108.164    	-103.361    	-662.202    	-104.048    	-3407.99    	-550.881    	-650.593    	-108.531    	-107.985    	-663.58     	-131.565    	-110.633    	-18.1191    	-17.573     	-560.307    	-118.369    	-130.17     	-103.54     	-111.136    	-677.169    	-112.084    	-3441.67    	-789.421    	-690.033    	-104.841    	-109.566    	-130.576    	-689.454    	-17.6543    	-108.308    	-104.167    	-614.195    	-16.3644    	-106.491    	-610.625    	-17.8689    	-18.3384    	-114.35     	-16.4807    	-19.2253    	-789.222    	-114.168    	-16.3164    	-112.486    	-104.969    	-114.123    	-561.56     	-18.7878    	-675.967    	-100.097    	-104.735    	-17.2631    	-108.228    	-117.561    
0.185 	-18.4095    	-625.734    	-17.9222    	-111.707    	-113.818    	-113.127    	-16.9659    	-645.349    	-115.411    	-558.472    	-665.821    	-112.628    	-115.944    	-19.8814    	-133.875    	-115.795    	-104.169    	-19.7042    	-111.245    	-104.572    	-671.854    	-106.646    	-3455.13    	-559.674    	-661.123    	-111.134    	-110.86     	-684.411    	-135.178    	-113.107    	-18.5519    	-18.1213    	-570.977    	-122.247    	-133.048    	-104.97     	-113.617    	-692.186    	-114.816    	-3509.35    	-805.771    	-705.716    	-107.109    	-112.222    	-133.021    	-705.906    	-18.0538    	-110.266    	-106.373    	-618.726    	-16.7501    	-109.151    	-611.575    	-18.2405    	-18.7798    	-117.518    	-16.7129    	-19.7057    	-802.121    	-117.192    	-16.5903    	-114.842    	-107.035    	-117.045    	-574.596    	-19.301     	-686.267    	-101.862    	-107.388    	-17.6806    	-110.893    	-121.109    
0.195 	-18.7337    	-628.235    	-18.2156    	-113.633    	-116.062    	-115.494    	-17.3362    	-656.513    	-117.883    	-561.482    	-674.794    	-115.776    	-118.487    	-20.3721    	-136.644    	-118.308    	-106.47     	-20.1267    	-113.794    	-105.569    	-679.791    	-108.78     	-3485.65    	-565.479    	-669.794    	-113.223    	-113.126    	-701.492    	-138.055    	-115.103    	-18.878     	-18.5606    	-578.635    	-125.393    	-135.451    	-106.108    	-115.516    	-705.088    	-117.125    	-3556.93    	-819.526    	-718.8      	-108.859    	-114.334    	-135.029    	-719.789    	-18.3658    	-111.829    	-108.059    	-622.675    	-17.0347    	-111.188    	-612.786    	-18.5154    	-19.1158    	-120.054    	-16.8781    	-20.0957    	-812.855    	-119.705    	-16.7828    	-116.803    	-108.713    	-119.47     	-583.824    	-19.7192    	-695.042    	-103.178    	-109.432    	-18.001     	-112.981    	-124.017    
0.205 	-18.9688    	-630.146    	-18.4052    	-115.123    	-117.642    	-117.088    	-17.6009    	-664.988    	-119.771    	-562.348    	-681.997    	-118.068    	-120.384    	-20.7496    	-138.699    	-120.187    	-108.078    	-20.4343    	-115.773    	-106.328    	-685.847    	-110.416    	-3498.98    	-568.177    	-676.441    	-114.765    	-114.75     	-714.602    	-140.158    	-116.59     	-19.0922    	-18.8849    	-583.126    	-127.773    	-137.341    	-106.927    	-116.805    	-715.671    	-118.974    	-3583.61    	-830.471    	-729.112    	-110.063    	-115.873    	-136.569    	-730.894    	-18.5849    	-112.971    	-109.2      	-625.89     	-17.2137    	-112.57     	-614.123    	-18.6896    	-19.3417    	-121.924    	-16.9726    	-20.3901    	-821.243    	-121.672    	-16.8903    	-118.339    	-109.971    	-121.362    	-589.095    	-20.0367    	-702.141    	-104.022    	-110.837    	-18.2194    	-114.46     	-126.25     
0.215 	-19.1113    	-631.327    	-18.4887    	-116.153    	-118.54     	-117.899    	-17.7565    	-670.636    	-121.055    	-561.011    	-687.287    	-119.489    	-121.617    	-21.0104    	-140.016    	-121.412    	-108.977    	-20.6239    	-117.157    	-106.824    	-689.887    	-111.527    	-3494.92    	-567.714    	-680.938    	-115.74     	-115.715    	-723.606    	-141.466    	-117.545    	-19.192     	-19.0908    	-584.359    	-129.375    	-138.691    	-107.408    	-117.467    	-723.768    	-120.339    	-3589.05    	-838.448    	-736.538    	-110.706    	-116.818    	-137.618    	-739.064    	-18.7079    	-113.672    	-109.78     	-628.222    	-17.2847    	-113.285    	-615.428    	-18.7613    	-19.4547    	-123.111    	-16.9943    	-20.5854    	-827.152    	-123.072    	-16.9106    	-119.43     	-110.784    	-122.698    	-590.343    	-20.2497    	-707.439    	-104.378    	-111.589    	-18.3329    	-115.315    	-127.784    
0.225 	-19.1594    	-631.639    	-18.4657    	-116.71     	-118.754    	-117.934    	-17.8017    	-673.369    	-121.724    	-557.452    	-690.551    	-120.04     	-122.18     	-21.1536    	-140.588    	-121.98     	-109.166    	-20.695     	-117.932    	-107.039    	-691.808    	-112.096    	-3473.62    	-564.103    	-683.194    	-116.138    	-116.019    	-728.456    	-141.975    	-117.956    	-19.1771    	-19.1772    	-582.31     	-130.2      	-139.485    	-107.537    	-117.499    	-729.258    	-121.201    	-3573.35    	-843.353    	-741.021    	-110.784    	-117.164    	-138.16     	-744.198    	-18.7332    	-113.924    	-109.796    	-629.525    	-17.248     	-113.332    	-616.527    	-18.731     	-19.4547    	-123.608    	-16.9423    	-20.6803    	-830.487    	-123.895    	-16.8436    	-120.062    	-111.137    	-123.464    	-587.592    	-20.3569    	-710.844    	-104.242    	-111.685    	-18.3409    	-115.542    	-128.613    
0.235 	-19.1132    	-630.945    	-18.3382    	-116.786    	-118.296    	-117.217    	-17.7375    	-673.155    	-121.782    	-551.693    	-691.707    	-119.744    	-122.081    	-21.1808    	-140.422    	-121.897    	-108.658    	-20.6494    	-118.095    	-106.958    	-691.54     	-112.116    	-3435.61    	-557.422    	-683.157    	-115.962    	-115.669    	-729.188    	-141.698    	-117.823    	-19.0497    	-19.1456    	-577.019    	-130.267    	-139.714    	-107.306    	-116.913    	-732.065    	-121.552    	-3537.05    	-845.134    	-742.558    	-110.304    	-116.914    	-138.19     	-746.253    	-18.6615    	-113.725    	-109.255    	-629.659    	-17.1059    	-112.725    	-617.229    	-18.6012    	-19.3438    	-123.427    	-16.8175    	-20.6755    	-831.203    	-124.141    	-16.6908    	-120.232    	-111.02     	-123.658    	-580.95     	-20.3588    	-712.29     	-103.619    	-111.139    	-18.2449    	-115.148    	-128.745    
0.245 	-18.9746    	-629.117    	-18.1099    	-116.383    	-117.192    	-115.788    	-17.5668    	-670.012    	-121.243    	-543.797    	-690.706    	-118.638    	-121.342    	-21.0956    	-139.54     	-121.184    	-107.479    	-20.4914    	-117.656    	-106.569    	-689.05     	-111.592    	-3381.74    	-547.809    	-680.814    	-115.224    	-114.69     	-725.917    	-140.663    	-117.153    	-18.814     	-18.9997    	-568.589    	-129.612    	-139.382    	-106.713    	-115.729    	-732.159    	-121.394    	-3481.1     	-843.798    	-741.201    	-109.285    	-116.086    	-137.714    	-745.238    	-18.4948    	-113.082    	-108.176    	-628.498    	-16.8629    	-111.49     	-617.338    	-18.3764    	-19.1262    	-122.59     	-16.6219    	-20.5734    	-829.292    	-123.823    	-16.4552    	-119.943    	-110.433    	-123.29     	-570.605    	-20.258     	-711.746    	-102.522    	-109.974    	-18.0483    	-114.155    	-128.199    
0.255 	-18.7469    	-626.034    	-17.7868    	-115.513    	-115.478    	-113.7      	-17.2946    	-664.012    	-120.131    	-533.863    	-687.529    	-116.777    	-119.994    	-20.9038    	-137.976    	-119.874    	-105.669    	-20.2271    	-116.635    	-105.867    	-684.338    	-110.536    	-3313.15    	-535.46     	-676.189    	-113.946    	-113.116    	-718.833    	-138.912    	-115.963    	-18.4764    	-18.7454    	-557.181    	-128.282    	-138.503    	-105.762    	-113.98     	-729.553    	-120.737    	-3406.82    	-839.401    	-737.052    	-107.753    	-114.704    	-136.743    	-741.219    	-18.2371    	-112.01     	-106.587    	-625.929    	-16.5251    	-109.666    	-616.656    	-18.0629    	-18.8081    	-121.133    	-16.3588    	-20.3785    	-824.794    	-122.962    	-16.1417    	-119.209    	-109.384    	-122.377    	-556.815    	-20.0589    	-709.207    	-100.975    	-108.226    	-17.7565    	-112.595    	-127.01     
0.265 	-18.4349    	-621.593    	-17.3761    	-114.192    	-113.202    	-111.018    	-16.9278    	-655.271    	-118.481    	-522.027    	-682.193    	-114.229    	-118.082    	-20.613     	-135.777    	-118.009    	-103.279    	-19.8647    	-115.06     	-104.849    	-677.441    	-108.969    	-3231.24    	-520.618    	-669.344    	-112.161    	-110.99     	-708.193    	-136.498    	-114.283    	-18.045     	-18.3903    	-543.009    	-126.337    	-137.097    	-104.462    	-111.71     	-724.308    	-119.598    	-3315.85    	-832.047    	-730.256    	-105.746    	-112.805    	-135.297    	-734.31     	-17.8938    	-110.529    	-104.525    	-621.86     	-16.1008    	-107.302    	-614.989    	-17.6685    	-18.3976    	-119.102    	-16.0326    	-20.0965    	-817.785    	-121.588    	-15.7562    	-118.048    	-107.888    	-120.948    	-539.906    	-19.7676    	-704.699    	-99.0072    	-105.944    	-17.3763    	-110.509    	-125.222    
0.275 	-18.045     	-615.708    	-16.8868    	-112.446    	-110.421    	-107.818    	-16.4745    	-643.951    	-116.337    	-508.451    	-674.742    	-111.071    	-115.658    	-20.2325    	-132.999    	-115.641    	-100.369    	-19.4138    	-112.973    	-103.52     	-668.425    	-106.924    	-3137.6     	-503.569    	-660.374    	-109.907    	-108.368    	-694.31     	-133.488    	-112.145    	-17.5294    	-17.9437    	-526.333    	-123.845    	-135.194    	-102.829    	-108.968    	-716.525    	-118.004    	-3210.13    	-821.89     	-720.998    	-103.308    	-110.431    	-133.405    	-724.675    	-17.4717    	-108.67     	-102.035    	-616.222    	-15.5994    	-104.457    	-612.159    	-17.2024    	-17.9042    	-116.553    	-15.6489    	-19.7347    	-808.378    	-119.742    	-15.306     	-116.486    	-105.968    	-119.039    	-520.254    	-19.3915    	-698.277    	-96.6571    	-103.181    	-16.9162    	-107.947    	-122.89     
