q      	H_200-H_21   	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_100-C_1    	H_200-H_22   	H_100-N_7    	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_2    	H_200-C_12   	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_100-C_2    	C_100-C_2    	H_100-N_8    	H_200-C_5    	H_100-H_17   	H_200-H_15   	H_200-Br_24  	C_100-H_22   	H_200-N_7    	H_200-C_11   	C_100-H_17   	C_100-C_1    	H_200-C_1    	C_100-Br_24  	C_100-N_7    	C_100-C_14   	H_100-C_12   	C_100-H_21   	H_200-N_8    	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	C_100-C_11   	H_100-H_16   	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	C_100-N_8    	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	C_100-H_18  
1.375 	0.522011    	103.865     	-0.376187   	3.29231     	-0.123504   	4.65942     	0.327371    	65.6043     	-0.344868   	30.9952     	62.0739     	4.74306     	1.25787     	0.460251    	-0.45409    	1.83147     	4.384       	-0.368861   	2.32057     	3.3596      	47.9231     	2.29507     	676.497     	-10.7464    	51.2906     	-0.485021   	-0.246354   	64.7102     	0.0846743   	2.8057      	-0.509911   	0.362997    	33.7228     	5.01639     	4.16981     	2.04583     	3.07681     	80.7001     	2.58112     	736.524     	95.0752     	59.1685     	1.94848     	6.26473     	4.48313     	30.2488     	-0.47745    	2.16223     	0.129919    	46.4626     	-0.29208    	3.01381     	94.0974     	0.324734    	0.449164    	-0.338352   	0.261197    	0.128323    	95.4284     	3.18081     	-0.398002   	3.22951     	3.85642     	1.55217     	-6.93138    	-0.384811   	86.309      	2.29507     	1.05005     	-0.510344   	0.0172366   	-0.999021   
1.385 	0.516976    	89.5428     	-0.345915   	2.8472      	-0.0655689  	5.66089     	0.323883    	59.6933     	-0.29864    	28.642      	55.1017     	5.59208     	1.50614     	0.471375    	-0.167438   	2.00214     	4.65745     	-0.331241   	2.06308     	2.43518     	42.4035     	1.84464     	672.184     	-8.83677    	48.9103     	-0.469446   	-0.0861073  	63.442      	0.329977    	2.40261     	-0.494845   	0.381987    	30.9151     	5.05021     	3.59629     	1.49909     	3.40159     	75.2004     	1.99945     	722.528     	89.6267     	52.9083     	2.02797     	6.45966     	3.82306     	29.0908     	-0.46815    	1.79893     	0.236207    	40.534      	-0.262414   	3.13608     	81.0287     	0.348648    	0.447279    	-0.146002   	0.257409    	0.135828    	87.6838     	2.84907     	-0.376886   	2.57247     	2.91955     	1.27141     	-5.19237    	-0.377685   	76.918      	2.63126     	1.20784     	-0.482116   	0.177687    	-0.303365   
1.395 	0.504023    	75.3442     	-0.320065   	2.41357     	-0.0344857  	6.51825     	0.315428    	53.6897     	-0.273065   	26.0012     	48.0916     	6.30992     	1.71173     	0.472323    	0.0966408   	2.13076     	4.84895     	-0.295875   	1.81054     	1.5809      	36.9739     	1.42289     	660.665     	-7.10311    	46.4942     	-0.470392   	0.0410631   	61.77       	0.542371    	2.00954     	-0.480693   	0.391614    	27.8351     	4.96526     	3.02933     	0.998559    	3.66285     	69.5971     	1.45893     	701.438     	83.7461     	46.4045     	2.08571     	6.55643     	3.16585     	28.035      	-0.45973    	1.44991     	0.324511    	35.0027     	-0.23598    	3.2148      	68.2896     	0.362799    	0.437482    	0.0156093   	0.251183    	0.139709    	79.5475     	2.51025     	-0.357554   	1.94552     	2.03552     	1.00708     	-3.71101    	-0.371219   	67.4486     	2.9282      	1.32951     	-0.454784   	0.304008    	0.363724    
1.405 	0.483837    	61.5127     	-0.298851   	1.99757     	-0.0282916  	7.22519     	0.302397    	47.6974     	-0.267924   	23.1374     	41.1733     	6.89306     	1.87269     	0.463572    	0.335824    	2.21765     	4.9607      	-0.263258   	1.56546     	0.807683    	31.7403     	1.03427     	642.589     	-5.55584    	44.0878     	-0.486868   	0.135072    	59.7389     	0.721645    	1.63187     	-0.467407   	0.392128    	24.5544     	4.77229     	2.47793     	0.549737    	3.86414     	63.9727     	0.966143    	674.089     	77.5546     	39.7928     	2.12428     	6.56233     	2.52288     	27.0892     	-0.452178   	1.11974     	0.39554     	29.9399     	-0.213065   	3.25241     	56.0742     	0.367516    	0.420405    	0.144756    	0.242696    	0.14002     	71.195      	2.16961     	-0.340197   	1.35737     	1.21704     	0.761775    	-2.49485    	-0.365436   	58.0741     	3.1836      	1.41514     	-0.428491   	0.395944    	0.992837    
1.415 	0.457224    	48.2701     	-0.282331   	1.60458     	-0.044267   	7.77907     	0.28527     	41.8137     	-0.282377   	20.1173     	34.4666     	7.34111     	1.98831     	0.445838    	0.548499    	2.26417     	4.99661     	-0.233763   	1.32993     	0.123886    	26.7977     	0.682153    	618.714     	-4.19995    	41.7312     	-0.517427   	0.196827    	57.3977     	0.868517    	1.27433     	-0.454873   	0.383981    	21.1456     	4.48462     	1.95018     	0.156535    	4.01        	58.4025     	0.526136    	641.407     	71.1717     	33.2065     	2.14664     	6.48611     	1.90462     	26.2559     	-0.445432   	0.812302    	0.450442    	25.398      	-0.193828   	3.25232     	44.5515     	0.363348    	0.396818    	0.240725    	0.232151    	0.136904    	62.7963     	1.83229     	-0.324923   	0.815431    	0.474708    	0.53749     	-1.54386    	-0.360299   	48.9569     	3.39596     	1.4658      	-0.403316   	0.454184    	1.57573     
1.425 	0.425094    	35.8116     	-0.270406   	1.23918     	-0.0790447  	8.18074     	0.264603    	36.1279     	-0.314994   	17.007      	28.0801     	7.65675     	2.05908     	0.420039    	0.733773    	2.27267     	4.96219     	-0.207639   	1.10565     	-0.46475    	22.2279     	0.368876    	589.881     	-3.03515    	39.4579     	-0.560209   	0.228171    	54.799      	0.98457     	0.940868    	-0.442923   	0.36781     	17.6798     	4.11758     	1.45314     	-0.178713   	4.10584     	52.9539     	0.142398    	604.379     	64.7119     	26.7733     	2.156       	6.33777     	1.32038     	25.5325     	-0.439388   	0.530768    	0.49075     	21.4105     	-0.178305   	3.2187      	33.8626     	0.351037    	0.367601    	0.303805    	0.21977     	0.130582    	54.5123     	1.50325     	-0.311756   	0.325733    	-0.183204   	0.335667    	-0.850618   	-0.355715   	40.2446     	3.56461     	1.48345     	-0.379281   	0.48032     	2.1055      
1.435 	0.388431    	24.3031     	-0.262833   	0.905085    	-0.128739   	8.43445     	0.241012    	30.7196     	-0.363797   	13.8713     	22.1084     	7.84542     	2.08667     	0.387267    	0.891459    	2.24643     	4.86436     	-0.185014   	0.893958    	-0.95507    	18.0987     	0.0957633   	556.99      	-2.05618    	37.2952     	-0.612987   	0.231785    	51.9975     	1.07214     	0.634685    	-0.431342   	0.344411    	14.2255     	3.68801     	0.992754    	-0.455197   	4.1577      	47.686      	-0.183109   	564.031     	58.2832     	20.6126     	2.1557      	6.12819     	0.778247    	24.9119     	-0.433905   	0.277552    	0.518303    	17.9927     	-0.166417   	3.1564      	24.1192     	0.331488    	0.333718    	0.335233    	0.205792    	0.121344    	46.4918     	1.18713     	-0.300644   	-0.107154   	-0.750764   	0.157183    	-0.400823   	-0.351546   	32.0676     	3.68971     	1.4708      	-0.356353   	0.476768    	2.57664     
1.445 	0.34827     	13.8783     	-0.259236   	0.60512     	-0.189091   	8.54749     	0.21515     	25.6573     	-0.426336   	10.7717     	16.631      	7.91512     	2.07388     	0.348744    	1.02204     	2.18946     	4.71113     	-0.165898   	0.695842    	-1.34641    	14.4626     	-0.136814   	520.983     	-1.25327    	35.2641     	-0.673232   	0.211071    	49.0489     	1.13418     	0.358176    	-0.419887   	0.314715    	10.8473     	3.21365     	0.573802    	-0.673533   	4.17206     	42.6487     	-0.449899   	521.4       	51.985      	14.8324     	2.1491      	5.8688      	0.284895    	24.3833     	-0.42881    	0.0543246   	0.535163    	15.1425     	-0.15798    	3.07072     	15.4032     	0.305739    	0.296187    	0.337123    	0.190472    	0.109541    	38.868      	0.888195    	-0.291468   	-0.48014    	-1.22441    	0.00238179  	-0.173953   	-0.347619   	24.5368     	3.77224     	1.43126     	-0.334461   	0.446669    	2.98518     
1.455 	0.305669    	4.63773     	-0.259129   	0.34123     	-0.255629   	8.52992     	0.187694    	20.9979     	-0.499762   	7.76515     	11.7116     	7.87596     	2.02444     	0.305785    	1.12661     	2.10645     	4.51143     	-0.1502     	0.511963    	-1.64046    	11.3566     	-0.329362   	482.808     	-0.612706   	33.379      	-0.738189   	0.170017    	46.0085     	1.17416     	0.112948    	-0.408296   	0.279759    	7.60387     	2.71261     	0.19988     	-0.835644   	4.1556      	37.8832     	-0.658868   	477.508     	45.9064     	9.52757     	2.13947     	5.57129     	-0.154455   	23.9329     	-0.423906   	-0.137984   	0.54353     	12.8421     	-0.152722   	2.96724     	7.76633     	0.27492     	0.256051    	0.312359    	0.174073    	0.0955704   	31.7561     	0.610197    	-0.284046   	-0.791606   	-1.60289    	-0.128901   	-0.144125   	-0.343732   	17.7414     	3.81397     	1.36874     	-0.3135     	0.393773    	3.32862     
1.465 	0.261686    	-3.35208    	-0.261932   	0.114483    	-0.323824   	8.39411     	0.159322    	16.7853     	-0.580926   	4.90286     	7.39675     	7.73984     	1.94299     	0.259752    	1.20678     	2.00254     	4.27475     	-0.137735   	0.342692    	-1.84102    	8.8015      	-0.483176   	443.405     	-0.117539   	31.6482     	-0.804959   	0.113045    	42.9301     	1.19583     	-0.100172   	-0.396306   	0.24065     	4.54757     	2.20272     	-0.126604   	-0.944614   	4.11502     	33.4214     	-0.81218    	433.336     	40.1251     	4.7772      	2.12987     	5.24721     	-0.536087   	23.5448     	-0.418985   	-0.299154   	0.545649    	11.0599     	-0.150295   	2.85166     	1.23124     	0.240215    	0.214348    	0.264474    	0.156862    	0.0798643   	25.2518     	0.356336    	-0.27815    	-1.04136    	-1.88716    	-0.237292   	-0.281101   	-0.339668   	11.7485     	3.81737     	1.28754     	-0.293344   	0.322296    	3.60601     
1.475 	0.217345    	-10.0582    	-0.266998   	-0.0748937  	-0.389256   	8.15428     	0.130694    	13.0512     	-0.666478   	2.22939     	3.7164      	7.51999     	1.83482     	0.212011    	1.26465     	1.8832      	4.01087     	-0.128239   	0.188144    	-1.95381    	6.80309     	-0.600241   	403.674     	0.251678    	30.0743     	-0.870589   	0.0448446   	39.8646     	1.20315     	-0.281093   	-0.383663   	0.198538    	1.723       	1.70104     	-0.404401   	-1.00452    	4.05681     	29.2865     	-0.913117   	389.804     	34.706      	0.64364     	2.12305     	4.90777     	-0.857791   	23.2018     	-0.41383    	-0.429641   	0.543722    	9.75229     	-0.150294   	2.72955     	-4.20688    	0.20283     	0.172084    	0.197509    	0.139104    	0.0628746   	19.4296     	0.129178    	-0.273515   	-1.23054    	-2.08024    	-0.323839   	-0.551393   	-0.33521    	6.60214     	3.78556     	1.19214     	-0.273857   	0.236779    	3.8178      
1.485 	0.173618    	-15.4799    	-0.273637   	-0.227471   	-0.447765   	7.82609     	0.102434    	9.81393     	-0.752976   	-0.218307   	0.683727    	7.23052     	1.70574     	0.163895    	1.30265     	1.75401     	3.72962     	-0.12139    	0.0482047   	-1.98615    	5.35225     	-0.683119   	364.462     	0.51609     	28.655      	-0.932161   	-0.0297896  	36.8592     	1.20007     	-0.430421   	-0.370144   	0.154577    	-0.833532   	1.22336     	-0.633372   	-1.02023    	3.98706     	25.4935     	-0.96592    	347.75      	29.7013     	-2.82862    	2.12135     	4.56346     	-1.11883    	22.8862     	-0.40823    	-0.530521   	0.539824    	8.86628     	-0.152276   	2.60624     	-8.5782     	0.163947    	0.130205    	0.115865    	0.121058    	0.0450588   	14.3422     	-0.0693883  	-0.269853   	-1.36156    	-2.18698    	-0.389955   	-0.919435   	-0.330146   	2.3234      	3.72217     	1.08711     	-0.254903   	0.141936    	3.9658      
1.495 	0.1314      	-19.647     	-0.281138   	-0.344551   	-0.495591   	7.42603     	0.0751142   	7.07971     	-0.836991   	-2.41134    	-1.70399    	6.88598     	1.5619      	0.116662    	1.32345     	1.62051     	3.44051     	-0.11682    	-0.0774283  	-1.94664    	4.42628     	-0.734841   	326.539     	0.697729    	27.3832     	-0.986886   	-0.106119   	33.9563     	1.19042     	-0.54939    	-0.355558   	0.109896    	-3.09448    	0.783732    	-0.814412   	-0.997268   	3.91133     	22.0492     	-0.975605   	307.912     	25.1493     	-5.61343    	2.12662     	4.22385     	-1.31989    	22.5806     	-0.401987   	-0.60343    	0.535827    	8.34184     	-0.155779   	2.48662     	-11.9355    	0.124695    	0.0895767   	0.0241462   	0.102972    	0.0268671   	10.0203     	-0.238181   	-0.266864   	-1.43792    	-2.21387    	-0.437367   	-1.34878    	-0.324283   	-1.08868    	3.6313      	0.976897    	-0.236357   	0.0425024   	4.05303     
1.505 	0.091489    	-22.6167    	-0.2888     	-0.428092   	-0.529499   	6.97102     	0.0492376   	4.84279     	-0.915212   	-4.32921    	-3.46438    	6.50094     	1.40957     	0.0714593   	1.32989     	1.48806     	3.15256     	-0.114135   	-0.189218   	-1.84485    	3.99026     	-0.758788   	290.582     	0.818728    	26.2478     	-1.03218    	-0.179615   	31.1926     	1.17771     	-0.639791   	-0.339767   	0.065572    	-5.04132    	0.394139    	-0.949357   	-0.941548   	3.83449     	18.9538     	-0.947783   	270.913     	21.0752     	-7.70286    	2.14021     	3.8974      	-1.46293    	22.2686     	-0.394923   	-0.650489   	0.533341    	8.11443     	-0.16034    	2.37499     	-14.3509    	0.0861213   	0.0509614   	-0.0729919  	0.0850776   	0.00872847  	6.47316     	-0.376736   	-0.264251   	-1.46406    	-2.16874    	-0.468055   	-1.80328    	-0.317457   	-3.65598    	3.51735     	0.86571     	-0.218114   	-0.0569111  	4.08358     
1.515 	0.0545684   	-24.4707    	-0.29595    	-0.480626   	-0.546878   	6.47788     	0.0252296   	3.08648     	-0.984545   	-5.9599     	-4.62857    	6.08955     	1.25499     	0.0293001   	1.32487     	1.36164     	2.87402     	-0.112933   	-0.287755   	-1.69101    	3.99868     	-0.758581   	257.164     	0.900569    	25.235      	-1.06576    	-0.246103   	28.5987     	1.16512     	-0.703891   	-0.322686   	0.022598    	-6.66446    	0.064191    	-1.04088    	-0.859237   	3.76061     	16.2007     	-0.888459   	237.255     	17.4914     	-9.10669    	2.16285     	3.59125     	-1.55114    	21.9355     	-0.386889   	-0.674225   	0.533657    	8.11748     	-0.165508   	2.27495     	-15.9125    	0.0491578   	0.0150057   	-0.170992   	0.0675831   	-0.00896002 	3.68972     	-0.485299   	-0.261729   	-1.44522    	-2.06047    	-0.484188   	-2.2482     	-0.309536   	-5.41957    	3.38493     	0.757394    	-0.200096   	-0.151954   	4.06242     
1.525 	0.0211967   	-25.3112    	-0.301967   	-0.505164   	-0.545825   	5.96287     	0.00342671  	1.78428     	-1.0422     	-7.29965    	-5.23955    	5.6652      	1.10415     	-0.00896585 	1.31122     	1.24574     	2.61219     	-0.112813   	-0.373725   	-1.49567    	4.39734     	-0.737969   	226.748     	0.96341     	24.3285     	-1.08568    	-0.30188    	26.1983     	1.15527     	-0.744343   	-0.304295   	-0.0181357  	-7.96303    	-0.19906    	-1.09236    	-0.75655    	3.69292     	13.7783     	-0.803849   	207.309     	14.3976     	-9.85133    	2.19473     	3.31116     	-1.58869    	21.5684     	-0.377769   	-0.677485   	0.537715    	8.28475     	-0.170865   	2.18936     	-16.7207    	0.0146053   	-0.0177717  	-0.265534   	0.0506737   	-0.0258438  	1.63987     	-0.5648     	-0.259037   	-1.38724    	-1.89875    	-0.48807    	-2.65124    	-0.300434   	-6.43746    	3.2387      	0.655318    	-0.182253   	-0.238658   	3.99524     
1.535 	-0.00820299 	-25.2568    	-0.306298   	-0.505094   	-0.525186   	5.44133     	-0.0159289  	0.901129    	-1.08576    	-8.35259    	-5.35027    	5.24016     	0.962661    	-0.0426667  	1.29165     	1.14424     	2.37326     	-0.113399   	-0.447884   	-1.26935    	5.12535     	-0.700733   	199.673     	1.02549     	23.5103     	-1.09043    	-0.343822   	24.0087     	1.15028     	-0.764091   	-0.284637   	-0.0558625  	-8.94432    	-0.391218   	-1.10776    	-0.639588   	3.63373     	11.6699     	-0.700193   	181.317     	11.7826     	-9.97842    	2.23544     	3.06141     	-1.58063    	21.1572     	-0.367484   	-0.663349   	0.546084    	8.55249     	-0.176033   	2.12018     	-16.8844    	-0.0168847  	-0.0469868  	-0.352654   	0.0345057   	-0.0416189  	0.276667    	-0.616803   	-0.255945   	-1.29637    	-1.69372    	-0.482073   	-2.98347    	-0.290107   	-6.78215    	3.08332     	0.56229     	-0.164574   	-0.313541   	3.88825     
1.545 	-0.0333474  	-24.4382    	-0.308477   	-0.484082   	-0.484588   	4.92723     	-0.0326922  	0.39495     	-1.11326    	-9.13005    	-5.0216     	4.82534     	0.835576    	-0.07132    	1.2687      	1.06031     	2.16218     	-0.114341   	-0.511031   	-1.02231    	6.11721     	-0.650585   	176.161     	1.10266     	22.7618     	-1.07893    	-0.369456   	22.0398     	1.15161     	-0.76628    	-0.263818   	-0.0899526  	-9.62307    	-0.510557   	-1.09149    	-0.514179   	3.58444     	9.85541     	-0.583584   	159.388     	9.62471     	-9.54292    	2.28401     	2.84479     	-1.53271    	20.6946     	-0.355999   	-0.635037   	0.558959    	8.86137     	-0.180687   	2.06853     	-16.5171    	-0.0448198  	-0.0723914  	-0.428855   	0.0192053   	-0.0560376  	-0.461441   	-0.643446   	-0.252263   	-1.17907    	-1.45567    	-0.468578   	-3.22006    	-0.278559   	-6.5378     	2.92325     	0.480498    	-0.147082   	-0.37369    	3.74796     
1.555 	-0.054093   	-22.9938    	-0.308137   	-0.445966   	-0.424428   	4.433       	-0.0468144  	0.218163    	-1.12322    	-9.64984    	-4.32024    	4.43006     	0.727285    	-0.0946366  	1.24459     	0.996364    	1.98263     	-0.115332   	-0.563985   	-0.764259   	7.3049      	-0.591091   	156.314     	1.20799     	22.0643     	-1.05061    	-0.377018   	20.2949     	1.16011     	-0.754154   	-0.242007   	-0.119923   	-10.0206    	-0.557934   	-1.04827    	-0.385747   	3.5456      	8.31194     	-0.459808   	141.511     	7.89369     	-8.61103    	2.339       	2.66267     	-1.45111    	20.176      	-0.34332    	-0.595822   	0.576173    	9.15819     	-0.184562   	2.03467     	-15.7337    	-0.0688711  	-0.0938709  	-0.491186   	0.00486692  	-0.0689128  	-0.647905   	-0.647366   	-0.247841   	-1.04183    	-1.19483    	-0.449922   	-3.34086    	-0.265841   	-5.79723    	2.76273     	0.411476    	-0.129837   	-0.416823   	3.58103     
1.565 	-0.0704329  	-21.0654    	-0.305013   	-0.394654   	-0.345841   	3.96916     	-0.0583392  	0.319347    	-1.11468    	-9.93521    	-3.31645    	4.06191     	0.64141     	-0.112518   	1.22129     	0.954004    	1.83691     	-0.116112   	-0.607566   	-0.504126   	8.62002     	-0.525599   	140.12      	1.35155     	21.3996     	-1.00537    	-0.365473   	18.7712     	1.17603     	-0.730972   	-0.219429   	-0.14544    	-10.1638    	-0.536634   	-0.982962   	-0.259198   	3.51692     	7.01453     	-0.334212   	127.555     	6.55197     	-7.25776    	2.3985      	2.51501     	-1.34235    	19.5999     	-0.329492   	-0.548942   	0.597221    	9.39717     	-0.187456   	2.01802     	-14.6465    	-0.088871   	-0.111437   	-0.537305   	-0.00844749 	-0.0801196  	-0.365249   	-0.631602   	-0.242577   	-0.891027   	-0.921029   	-0.428342   	-3.33084    	-0.252049   	-4.65889    	2.60561     	0.356094    	-0.11293    	-0.44133    	3.39405     
1.575 	-0.0824889  	-18.7939    	-0.298952   	-0.33403    	-0.250643   	3.54426     	-0.0673963  	0.644879    	-1.08719    	-10.0138    	-2.08203    	3.72668     	0.580728    	-0.125047   	1.20039     	0.934014    	1.72605     	-0.116473   	-0.642579   	-0.249881   	9.99572     	-0.45718    	127.463     	1.5403      	20.7508     	-0.943601   	-0.334518   	17.4597     	1.19902     	-0.699916   	-0.196356   	-0.166322   	-10.0839    	-0.452127   	-0.900495   	-0.138837   	3.49737     	5.93712     	-0.211577   	117.291     	5.55638     	-5.56445    	2.46027     	2.40055     	-1.21301    	18.9678     	-0.314603   	-0.497521   	0.621306    	9.54094     	-0.189232   	2.01722     	-13.3629    	-0.104807   	-0.125219   	-0.565521   	-0.0207075  	-0.0895941  	0.297898    	-0.599503   	-0.236415   	-0.7327     	-0.643503   	-0.405927   	-3.1803     	-0.23732    	-3.22373    	2.45533     	0.314576    	-0.0964803  	-0.44628    	3.1934      
1.585 	-0.0905006  	-16.3152    	-0.289911   	-0.267855   	-0.141251   	3.16476     	-0.0741915  	1.14055     	-1.04085    	-9.91661    	-0.688155   	3.42831     	0.54713     	-0.132475   	1.18313     	0.936376    	1.6498      	-0.116258   	-0.669797   	-0.00838584 	11.3685     	-0.388582   	118.13      	1.77806     	20.1027     	-0.866177   	-0.284558   	16.3462     	1.22819     	-0.664015   	-0.173099   	-0.18253    	-9.81541    	-0.311772   	-0.805688   	-0.0282973  	3.4853      	5.05321     	-0.096035   	110.394     	4.85977     	-3.61607    	2.5218      	2.31691     	-1.0696     	18.2837     	-0.298775   	-0.444492   	0.647387    	9.56117     	-0.18982    	2.03024     	-11.9822    	-0.116808   	-0.135447   	-0.574801   	-0.031913   	-0.0973317  	1.24978     	-0.554613   	-0.229345   	-0.572456   	-0.370678   	-0.384576   	-2.88487    	-0.221824   	-1.59228    	2.31485     	0.286538    	-0.0806307  	-0.431419   	2.9851      
1.595 	-0.0948113  	-13.7572    	-0.277951   	-0.199689   	-0.0205781  	2.83499     	-0.0789955  	1.75309     	-0.976231   	-9.67645    	0.796475    	3.16896     	0.541601    	-0.135201   	1.17041     	0.960312    	1.60673     	-0.115366   	-0.689954   	0.214705    	12.68       	-0.3222     	111.829     	2.06568     	19.442      	-0.774393   	-0.216652   	15.4125     	1.26221     	-0.626075   	-0.149994   	-0.194162   	-9.39457    	-0.124464   	-0.703156   	0.0694944   	3.47854     	4.33654     	0.00900687  	106.472     	4.41264     	-1.49871    	2.5804      	2.26078     	-0.918347   	17.5541     	-0.28216    	-0.39253    	0.674241    	9.43888     	-0.189205   	2.05449     	-10.5934    	-0.125132   	-0.142437   	-0.564767   	-0.0420917  	-0.103382   	2.39845     	-0.50057    	-0.221398   	-0.415327   	-0.110003   	-0.365958   	-2.44545    	-0.20576    	0.138236    	2.18657     	0.271048    	-0.0655375  	-0.39714    	2.77467     
1.605 	-0.0958513  	-11.2362    	-0.263234   	-0.132814   	0.108075    	2.55722     	-0.0821299  	2.43162     	-0.89439    	-9.32712    	2.30739     	2.94908     	0.564235    	-0.13375    	1.16278     	1.00434     	1.59439     	-0.113743   	-0.703733   	0.414999    	13.8782     	-0.26005    	108.2       	2.40125     	18.7579     	-0.669929   	-0.13245    	14.6365     	1.2994      	-0.588616   	-0.12739    	-0.201436   	-8.85847    	0.0997458   	-0.597203   	0.152334    	3.47457     	3.76161     	0.100907    	105.071     	4.16479     	0.703027    	2.63335     	2.22813     	-0.765082   	16.7877     	-0.264938   	-0.343998   	0.700528    	9.16433     	-0.187431   	2.08691     	-9.27372    	-0.13014    	-0.146576   	-0.535664   	-0.0512965  	-0.107842   	3.65452     	-0.440989   	-0.212641   	-0.26567    	0.13218     	-0.351485   	-1.8678     	-0.189347   	1.87641     	2.07233     	0.266703    	-0.0513642  	-0.344426   	2.56705     
1.615 	-0.0941196  	-8.85454    	-0.246012   	-0.0701674  	0.241151    	2.33174     	-0.0839527  	3.1289      	-0.796789   	-8.90204    	3.78585     	2.7676      	0.614272    	-0.128746   	1.16043     	1.06638     	1.60943     	-0.111383   	-0.711761   	0.589383    	14.9186     	-0.203767   	106.834     	2.78041     	18.0423     	-0.554797   	-0.0341004  	13.9937     	1.33782     	-0.553825   	-0.105638   	-0.204679   	-8.24361    	0.350063    	-0.491736   	0.218734    	3.47062     	3.3042      	0.177807    	105.705     	4.06681     	2.90838     	2.67796     	2.21441     	-0.615068   	15.9945     	-0.247304   	-0.300901   	0.724865    	8.73665     	-0.184586   	2.12414     	-8.08704    	-0.132281   	-0.148298   	-0.488312   	-0.059601   	-0.110852   	4.9337      	-0.379359   	-0.203173   	-0.127095   	0.350727    	-0.342288   	-1.16217    	-0.172816   	3.53898     	1.97341     	0.271723    	-0.0382726  	-0.274791   	2.36649     
1.625 	-0.0901636  	-6.6988     	-0.22661    	-0.014294   	0.374965    	2.15705     	-0.0848429  	3.80244     	-0.685248   	-8.43318    	5.18007     	2.62207     	0.690159    	-0.120881   	1.16332     	1.14382     	1.64777     	-0.108315   	-0.714606   	0.735992    	15.7653     	-0.154605   	107.286     	3.19677     	17.2897     	-0.431262   	0.0758417   	13.4581     	1.37538     	-0.523522   	-0.0850752  	-0.204305   	-7.58488    	0.615362    	-0.390189   	0.267893    	3.46385     	2.94171     	0.238627    	107.863     	4.07144     	5.04254     	2.71169     	2.21476     	-0.472903   	15.186      	-0.229465   	-0.264849   	0.74589     	8.1632      	-0.180795   	2.16266     	-7.08336    	-0.132061   	-0.148065   	-0.424043   	-0.0670962  	-0.112581   	6.15909     	-0.318945   	-0.19312    	-0.0024148  	0.541742    	-0.339198   	-0.342676   	-0.156397   	5.0527      	1.8905      	0.284048    	-0.0264143  	-0.190196   	2.17655     
1.635 	-0.0845593  	-4.83822    	-0.20542    	0.0326957   	0.505838    	2.03007     	-0.0851846  	4.41537     	-0.561871   	-7.95007    	6.44623     	2.50892     	0.789631    	-0.110893   	1.17111     	1.23364     	1.70481     	-0.104603   	-0.712775   	0.854143    	16.3912     	-0.113446   	109.098     	3.64235     	16.4971     	-0.301777   	0.194529    	13.003      	1.40996     	-0.499131   	-0.0660139  	-0.200792   	-6.91454    	0.884588    	-0.29547    	0.299655    	3.45147     	2.65343     	0.283037    	111.037     	4.13482     	7.03857     	2.73226     	2.22421     	-0.342436   	14.374      	-0.211632   	-0.237034   	0.762337    	7.45857     	-0.17621    	2.1989      	-6.29841    	-0.130025   	-0.146354   	-0.344619   	-0.0738849  	-0.113224   	7.26303     	-0.262693   	-0.182622   	0.106374    	0.702585    	-0.342741   	0.57337     	-0.140315   	6.35586     	1.82377     	0.30145     	-0.0159228  	-0.0929604  	2.00001     
1.645 	-0.0778903  	-3.32405    	-0.182876   	0.0691521   	0.630225    	1.94633     	-0.0853519  	4.93715     	-0.428974   	-7.47897    	7.54908     	2.42367     	0.909813    	-0.0995305  	1.18327     	1.33254     	1.77559     	-0.100335   	-0.706717   	0.944243    	16.7785     	-0.0808261  	111.809     	4.10803     	15.6644     	-0.168897   	0.318932    	12.6023     	1.43952     	-0.481675   	-0.048728   	-0.194671   	-6.26136    	1.14715     	-0.209922   	0.314442    	3.43086     	2.42073     	0.311405    	114.73      	4.2175      	8.83893     	2.73772     	2.23792     	-0.226699   	13.5708     	-0.19401    	-0.218225   	0.77309     	6.64355     	-0.171003   	2.22944     	-5.75394    	-0.126726   	-0.143629   	-0.252147   	-0.0800776  	-0.11299    	8.18865     	-0.213159   	-0.171827   	0.198088    	0.831847    	-0.353137   	1.56621     	-0.124783   	7.39937     	1.77286     	0.321635    	-0.00690571 	0.0143389   	1.83893     
