q      	cage        
3.775 	1.05492     
3.785 	0.836853    
3.795 	0.79604     
3.805 	0.908474    
3.815 	1.14388     
3.825 	1.46704     
3.835 	1.83925     
3.845 	2.21992     
3.855 	2.56827     
3.865 	2.84495     
3.875 	3.01361     
3.885 	3.04235     
3.895 	2.90496     
3.905 	2.58192     
3.915 	2.06115     
3.925 	1.33842     
3.935 	0.417485    
3.945 	-0.690078   
3.955 	-1.9654     
3.965 	-3.38305    
3.975 	-4.91206    
3.985 	-6.51716    
3.995 	-8.16007    
4.005 	-9.80103    
4.015 	-11.4003    
4.025 	-12.9195    
4.035 	-14.3232    
4.045 	-15.5802    
4.055 	-16.6644    
4.065 	-17.556     
4.075 	-18.2418    
4.085 	-18.716     
4.095 	-18.9798    
4.105 	-19.0416    
4.115 	-18.9166    
4.125 	-18.6257    
4.135 	-18.195     
4.145 	-17.6547    
4.155 	-17.0377    
4.165 	-16.3783    
4.175 	-15.7112    
4.185 	-15.0697    
4.195 	-14.4851    
4.205 	-13.9849    
4.215 	-13.5922    
4.225 	-13.325     
4.235 	-13.1954    
4.245 	-13.2093    
4.255 	-13.3662    
4.265 	-13.6598    
4.275 	-14.0777    
4.285 	-14.6026    
4.295 	-15.2126    
4.305 	-15.8823    
4.315 	-16.5839    
4.325 	-17.2881    
4.335 	-17.9656    
4.345 	-18.5877    
4.355 	-19.1278    
4.365 	-19.5622    
4.375 	-19.8708    
4.385 	-20.038     
4.395 	-20.0533    
4.405 	-19.911     
4.415 	-19.6109    
4.425 	-19.1581    
4.435 	-18.5622    
4.445 	-17.8375    
4.455 	-17.0019    
4.465 	-16.0761    
4.475 	-15.0831    
4.485 	-14.0469    
4.495 	-12.9916    
4.505 	-11.9409    
4.515 	-10.9165    
4.525 	-9.93779    
4.535 	-9.02111    
4.545 	-8.17908    
4.555 	-7.42026    
4.565 	-6.74895    
4.575 	-6.16511    
4.585 	-5.66454    
4.595 	-5.23913    
4.605 	-4.8773     
4.615 	-4.56462    
4.625 	-4.28445    
4.635 	-4.01868    
4.645 	-3.7486     
4.655 	-3.45563    
4.665 	-3.12219    
4.675 	-2.73239    
4.685 	-2.27272    
4.695 	-1.7326     
4.705 	-1.10484    
4.715 	-0.385927   
4.725 	0.423842    
4.735 	1.32033     
4.745 	2.29573     
4.755 	3.33887     
4.765 	4.43561     
4.775 	5.56938     
4.785 	6.72183     
4.795 	7.87348     
4.805 	9.00443     
4.815 	10.0951     
4.825 	11.127      
4.835 	12.0833     
4.845 	12.9493     
4.855 	13.7132     
4.865 	14.3663     
4.875 	14.9032     
4.885 	15.322      
4.895 	15.6245     
4.905 	15.8155     
4.915 	15.9031     
4.925 	15.898      
4.935 	15.8131     
4.945 	15.6631     
4.955 	15.4636     
4.965 	15.2306     
4.975 	14.9801     
4.985 	14.7272     
4.995 	14.4855     
5.005 	14.2669     
5.015 	14.0808     
5.025 	13.9342     
5.035 	13.8312     
5.045 	13.7727     
5.055 	13.7572     
5.065 	13.7801     
5.075 	13.8343     
5.085 	13.9106     
5.095 	13.9981     
5.105 	14.0843     
5.115 	14.1564     
5.125 	14.2011     
5.135 	14.2054     
5.145 	14.1574     
5.155 	14.0464     
5.165 	13.8634     
5.175 	13.6017     
5.185 	13.2569     
5.195 	12.8271     
5.205 	12.3131     
5.215 	11.7184     
5.225 	11.0488     
5.235 	10.3124     
5.245 	9.51919     
5.255 	8.68073     
5.265 	7.80975     
5.275 	6.91963     
5.285 	6.02393     
5.295 	5.13594     
5.305 	4.26821     
5.315 	3.43212     
5.325 	2.63754     
5.335 	1.89253     
5.345 	1.20309     
5.355 	0.573067    
5.365 	0.00404574  
5.375 	-0.504563   
5.385 	-0.955429   
5.395 	-1.3531     
5.405 	-1.70375    
5.415 	-2.01482    
5.425 	-2.29469    
5.435 	-2.5523     
5.445 	-2.7967     
5.455 	-3.03669    
5.465 	-3.28043    
5.475 	-3.5351     
5.485 	-3.80664    
5.495 	-4.09944    
5.505 	-4.41625    
5.515 	-4.75806    
5.525 	-5.12406    
5.535 	-5.51173    
5.545 	-5.91693    
5.555 	-6.33411    
5.565 	-6.75656    
5.575 	-7.17667    
5.585 	-7.58629    
5.595 	-7.97704    
5.605 	-8.34067    
5.615 	-8.6694     
5.625 	-8.95621    
5.635 	-9.19514    
5.645 	-9.38152    
5.655 	-9.51213    
5.665 	-9.58536    
5.675 	-9.6012     
5.685 	-9.5613     
5.695 	-9.46884    
5.705 	-9.32842    
5.715 	-9.14587    
5.725 	-8.928      
5.735 	-8.68234    
5.745 	-8.41685    
5.755 	-8.13962    
5.765 	-7.85854    
5.775 	-7.58103    
5.785 	-7.31376    
5.795 	-7.06241    
5.805 	-6.83149    
5.815 	-6.62421    
5.825 	-6.44237    
5.835 	-6.28633    
5.845 	-6.15506    
5.855 	-6.04623    
5.865 	-5.95629    
5.875 	-5.88075    
5.885 	-5.81428    
5.895 	-5.75108    
5.905 	-5.68504    
5.915 	-5.61006    
5.925 	-5.52032    
5.935 	-5.41053    
5.945 	-5.27611    
5.955 	-5.11345    
5.965 	-4.92003    
5.975 	-4.69451    
5.985 	-4.4368     
5.995 	-4.14809    
6.005 	-3.83075    
6.015 	-3.48828    
6.025 	-3.12513    
6.035 	-2.74656    
6.045 	-2.35843    
6.055 	-1.96694    
6.065 	-1.57841    
6.075 	-1.19906    
6.085 	-0.834738   
6.095 	-0.490727   
6.105 	-0.171549   
6.115 	0.119195    
6.125 	0.37894     
6.135 	0.606236    
6.145 	0.800778    
6.155 	0.96339     
6.165 	1.09596     
6.175 	1.20135     
6.185 	1.28323     
6.195 	1.34595     
6.205 	1.39431     
6.215 	1.43336     
6.225 	1.46819     
6.235 	1.50371     
6.245 	1.54446     
6.255 	1.59441     
6.265 	1.65682     
6.275 	1.73409     
6.285 	1.82769     
6.295 	1.93813     
6.305 	2.06489     
6.315 	2.20653     
6.325 	2.36071     
6.335 	2.52435     
6.345 	2.69369     
6.355 	2.86454     
6.365 	3.03241     
6.375 	3.19274     
6.385 	3.34105     
6.395 	3.47316     
6.405 	3.58536     
6.415 	3.67456     
6.425 	3.73841     
6.435 	3.77541     
6.445 	3.78497     
6.455 	3.7674      
6.465 	3.72394     
6.475 	3.65666     
6.485 	3.56842     
6.495 	3.46271     
6.505 	3.34354     
6.515 	3.21526     
6.525 	3.08235     
6.535 	2.94932     
6.545 	2.82046     
6.555 	2.69969     
6.565 	2.59044     
6.575 	2.49546     
6.585 	2.41676     
6.595 	2.35555     
6.605 	2.31217     
6.615 	2.28608     
6.625 	2.27597     
6.635 	2.27972     
6.645 	2.2946      
6.655 	2.31732     
6.665 	2.34423     
6.675 	2.37146     
6.685 	2.39506     
6.695 	2.41122     
6.705 	2.41643     
6.715 	2.40757     
6.725 	2.38213     
6.735 	2.33826     
6.745 	2.27486     
6.755 	2.19165     
6.765 	2.08916     
6.775 	1.96872     
6.785 	1.8324      
6.795 	1.68296     
6.805 	1.52369     
6.815 	1.3583      
6.825 	1.19078     
6.835 	1.02522     
6.845 	0.865648    
6.855 	0.715876    
6.865 	0.579334    
6.875 	0.458937    
6.885 	0.356964    
6.895 	0.27497     
6.905 	0.21372     
6.915 	0.173157    
6.925 	0.152412    
6.935 	0.14983     
6.945 	0.163046    
6.955 	0.189077    
6.965 	0.224445    
6.975 	0.265316    
6.985 	0.307659    
6.995 	0.347407    
7.005 	0.380624    
7.015 	0.403663    
7.025 	0.413316    
7.035 	0.406945    
7.045 	0.382589    
7.055 	0.339042    
7.065 	0.275911    
7.075 	0.193628    
7.085 	0.0934349   
7.095 	-0.0226593  
7.105 	-0.15196    
7.115 	-0.291192   
7.125 	-0.436625   
7.135 	-0.584226   
7.145 	-0.729811   
7.155 	-0.869217   
7.165 	-0.998462   
7.175 	-1.1139     
7.185 	-1.21238    
7.195 	-1.29135    
7.205 	-1.34897    
7.215 	-1.38419    
7.225 	-1.39677    
7.235 	-1.38732    
7.245 	-1.35727    
7.255 	-1.30881    
7.265 	-1.24478    
7.275 	-1.16862    
7.285 	-1.08419    
7.295 	-0.995631   
7.305 	-0.907211   
7.315 	-0.823159   
7.325 	-0.747499   
7.335 	-0.683895   
7.345 	-0.63551    
7.355 	-0.604885   
7.365 	-0.593842   
7.375 	-0.60341    
7.385 	-0.633791   
7.395 	-0.68435    
7.405 	-0.75364    
7.415 	-0.839459   
7.425 	-0.938932   
7.435 	-1.04863    
7.445 	-1.16468    
7.455 	-1.28294    
7.465 	-1.39914    
7.475 	-1.50904    
7.485 	-1.60862    
7.495 	-1.69418    
7.505 	-1.76251    
7.515 	-1.81103    
7.525 	-1.83782    
7.535 	-1.84176    
7.545 	-1.82251    
7.555 	-1.78056    
7.565 	-1.71718    
7.575 	-1.63437    
7.585 	-1.5348     
7.595 	-1.42166    
7.605 	-1.2986     
7.615 	-1.16954    
7.625 	-1.03851    
7.635 	-0.909567   
7.645 	-0.786562   
7.655 	-0.673049   
7.665 	-0.572137   
7.675 	-0.486379   
7.685 	-0.417688   
7.695 	-0.367269   
7.705 	-0.335584   
7.715 	-0.322347   
7.725 	-0.326544   
7.735 	-0.346484   
7.745 	-0.379874   
7.755 	-0.423916   
7.765 	-0.47542    
7.775 	-0.53094    
7.785 	-0.586906   
7.795 	-0.639765   
7.805 	-0.686124   
7.815 	-0.722875   
7.825 	-0.747314   
7.835 	-0.757244   
7.845 	-0.75105    
7.855 	-0.727759   
7.865 	-0.687066   
7.875 	-0.629339   
7.885 	-0.555596   
7.895 	-0.467457   
7.905 	-0.367071   
7.915 	-0.257029   
7.925 	-0.140253   
7.935 	-0.0198798  
7.945 	0.100863    
7.955 	0.218786    
7.965 	0.33086     
