q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-C_8    	H_200-H_15   	H_200-Br_24  	C_100-C_7    	C_100-H_22   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-Br_24  	C_100-C_14   	H_100-C_12   	C_100-H_21   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
0.105 	-13.2723    	-81.583     	-667.734    	-552.274    	-11.5602    	-82.2352    	-74.909     	-94.229     	-74.9343    	-13.6617    	-528.568    	-72.6647    	-427.657    	-586.708    	-72.8197    	-11.6008    	-72.8217    	-83.202     	-12.2977    	-79.2597    	-74.8739    	-485.5      	-504.26     	-85.4116    	-2481.23    	-386.941    	-523.47     	-73.2624    	-80.2347    	-13.7513    	-674.686    	-74.9068    	-12.6382    	-401.752    	-471.963    	-67.5692    	-82.4446    	-72.891     	-80.4591    	-2536.17    	-542.071    	-73.6669    	-83.503     	-518.908    	-13.0818    	-82.8966    	-78.4486    	-92.9649    	-532.635    	-13.7174    	-103.905    	-77.5834    	-465.346    	-11.9246    	-13.4054    	-77.6245    	-13.1965    	-12.577     	-81.8108    	-12.1888    	-79.3445    	-88.3791    	-83.4255    	-389.543    	-11.5699    	-528        	-79.6175    	-78.6797    	-11.919     	-74.0524    	-104.95     	-74.7481    
0.115 	-13.9968    	-86.6418    	-687.5      	-570.65     	-12.2338    	-85.1496    	-79.985     	-100.488    	-78.2378    	-14.5829    	-550.952    	-77.1315    	-441.19     	-587.015    	-78.469     	-12.3635    	-77.305     	-88.5737    	-13.1766    	-83.9323    	-79.4097    	-512.322    	-526.367    	-89.4782    	-2585.28    	-407.238    	-542.069    	-77.6772    	-84.4385    	-14.5619    	-690.466    	-80.2237    	-13.4307    	-421.726    	-506.74     	-72.7737    	-86.448     	-80.3678    	-85.3838    	-2641.74    	-550.192    	-78.1678    	-87.194     	-544.942    	-13.7436    	-86.7166    	-82.7977    	-99.0616    	-549.795    	-14.4853    	-108.019    	-83.1741    	-490.265    	-12.5531    	-14.3755    	-82.9507    	-13.8789    	-13.4494    	-84.7849    	-12.9462    	-82.7374    	-92.1082    	-88.248     	-409.264    	-12.2948    	-539.382    	-83.7388    	-83.9116    	-12.8062    	-79.0428    	-109.37     	-80.2765    
0.125 	-14.7077    	-91.6795    	-707.649    	-589.28     	-12.8974    	-88.052     	-85.0179    	-106.714    	-81.5161    	-15.4897    	-573.511    	-81.54      	-454.462    	-587.496    	-84.0701    	-13.1191    	-81.7381    	-93.8625    	-14.0497    	-88.6092    	-83.9266    	-539.222    	-548.512    	-93.5701    	-2687.2     	-427.034    	-560.46     	-82.0308    	-88.6429    	-15.363     	-706.733    	-85.5029    	-14.2191    	-441.242    	-541.324    	-77.9201    	-90.4173    	-87.7584    	-90.2618    	-2744.25    	-558.45     	-82.6263    	-90.8147    	-570.761    	-14.3918    	-90.4907    	-87.0893    	-105.137    	-566.876    	-15.2428    	-112.19     	-88.7243    	-515.121    	-13.1766    	-15.3361    	-88.2189    	-14.5459    	-14.3198    	-87.7483    	-13.6883    	-86.1269    	-95.8608    	-93.0255    	-428.524    	-13.0098    	-550.861    	-87.767     	-89.1095    	-13.6849    	-83.9624    	-113.831    	-85.7918    
0.135 	-15.3897    	-96.6029    	-727.87     	-607.862    	-13.5376    	-90.8871    	-89.9116    	-112.789    	-84.7055    	-16.3635    	-595.867    	-85.8021    	-467.182    	-588.152    	-89.5174    	-13.8527    	-86.034     	-98.9612    	-14.9005    	-93.2073    	-88.3402    	-565.73     	-570.304    	-97.6175    	-2784.8     	-445.892    	-578.275    	-86.236     	-92.773     	-16.1387    	-723.26     	-90.6449    	-14.9885    	-459.879    	-575.07     	-82.9079    	-94.2754    	-94.9194    	-94.9986    	-2841.4     	-566.699    	-86.9557    	-94.288     	-595.87     	-15.0126    	-94.1432    	-91.2371    	-111.079    	-583.554    	-15.9745    	-116.35     	-94.1291    	-539.457    	-13.7832    	-16.2687    	-93.326     	-15.1831    	-15.1724    	-90.6443    	-14.3991    	-89.4508    	-99.5721    	-97.6652    	-446.901    	-13.7006    	-562.237    	-91.6147    	-94.1759    	-14.538     	-88.7121    	-118.257    	-91.194     
0.145 	-16.0289    	-101.322    	-747.846    	-626.093    	-14.1414    	-93.6014    	-94.5745    	-118.603    	-87.745     	-17.1869    	-617.649    	-89.8337    	-479.07     	-588.969    	-94.7105    	-14.5503    	-90.1097    	-103.769    	-15.7132    	-97.6459    	-92.5694    	-591.39     	-591.366    	-101.552    	-2875.99    	-463.4      	-595.161    	-90.2095    	-96.7562    	-16.8738    	-739.811    	-95.5544    	-15.7251    	-477.237    	-607.365    	-87.6415    	-97.9482    	-101.715    	-99.5041    	-2931.03    	-574.79     	-91.0732    	-97.541     	-619.796    	-15.5927    	-97.6014    	-95.159     	-116.781    	-599.51     	-16.6657    	-120.434    	-99.2887    	-562.83     	-14.3611    	-17.1555    	-98.1736    	-15.7766    	-15.992     	-93.4178    	-15.0637    	-92.649     	-103.179    	-102.079    	-463.995    	-14.3532    	-573.309    	-95.1998    	-99.0178    	-15.3495    	-93.1972    	-122.576    	-96.3873    
0.155 	-16.612     	-105.753    	-767.263    	-643.677    	-14.6968    	-96.1439    	-98.9214    	-124.052    	-90.577     	-17.9438    	-638.5      	-93.557     	-489.863    	-589.922    	-99.5568    	-15.1986    	-93.8883    	-108.191    	-16.4731    	-101.848    	-96.5379    	-615.766    	-611.339    	-105.308    	-2958.84    	-479.179    	-610.785    	-93.8747    	-100.524    	-17.5542    	-756.142    	-100.143    	-16.4157    	-492.952    	-637.636    	-92.0324    	-101.366    	-108.022    	-103.695    	-3011.19    	-582.567    	-94.9014    	-100.506    	-642.097    	-16.1198    	-100.798    	-98.7785    	-122.144    	-614.444    	-17.3026    	-124.375    	-104.11     	-584.824    	-14.8996    	-17.9801    	-102.67     	-16.3139    	-16.7642    	-96.0158    	-15.6682    	-95.6639    	-106.619    	-106.184    	-479.441    	-14.9551    	-583.882    	-98.4469    	-103.549    	-16.1044    	-97.3307    	-126.715    	-101.282    
0.165 	-17.1273    	-109.818    	-785.811    	-660.326    	-15.1933    	-98.4672    	-102.876    	-129.042    	-93.1488    	-18.6196    	-658.085    	-96.9016    	-499.32     	-590.969    	-103.973    	-15.7859    	-97.3004    	-112.146    	-17.1668    	-105.744    	-100.176    	-638.454    	-629.889    	-108.824    	-3031.62    	-492.896    	-624.842    	-97.1625    	-104.013    	-18.1671    	-772.008    	-104.33     	-17.0485    	-506.701    	-665.364    	-96.0009    	-104.466    	-113.727    	-107.494    	-3080.17    	-589.872    	-98.3704    	-103.123    	-662.369    	-16.583     	-103.67     	-102.027    	-127.076    	-628.074    	-17.8728    	-128.11     	-108.51     	-605.054    	-15.3886    	-18.7277    	-106.733    	-16.7837    	-17.476     	-98.3891    	-16.2002    	-98.4423    	-109.835    	-109.905    	-492.91     	-15.4947    	-593.763    	-101.289    	-107.69     	-16.7889    	-101.034    	-130.606    	-105.796    
0.175 	-17.5647    	-113.449    	-803.192    	-675.768    	-15.6212    	-100.528    	-106.37     	-133.491    	-95.4132    	-19.202     	-676.093    	-99.8066    	-507.229    	-592.057    	-107.887    	-16.3014    	-100.285    	-115.561    	-17.7826    	-109.269    	-103.42     	-659.087    	-646.716    	-112.043    	-3092.84    	-504.263    	-637.062    	-100.013    	-107.166    	-18.7013    	-787.161    	-108.045    	-17.6128    	-518.208    	-690.094    	-99.4782    	-107.192    	-118.737    	-110.836    	-3136.56    	-596.549    	-101.418    	-105.339    	-680.26     	-16.9727    	-106.164    	-104.843    	-131.495    	-640.147    	-18.3653    	-131.581    	-112.413    	-623.177    	-15.8192    	-19.3851    	-110.291    	-17.1763    	-18.1156    	-100.492    	-16.6491    	-100.936    	-112.773    	-113.177    	-504.123    	-15.962     	-602.772    	-103.669    	-111.373    	-17.3914    	-104.239    	-134.184    	-109.857    
0.185 	-17.9159    	-116.588    	-819.12     	-689.748    	-15.973     	-102.29     	-109.348    	-137.326    	-97.3298    	-19.6806    	-692.245    	-102.221    	-513.405    	-593.117    	-111.24     	-16.7365    	-102.793    	-118.377    	-18.3105    	-112.366    	-106.216    	-677.342    	-661.554    	-114.914    	-3141.24    	-513.051    	-647.212    	-102.377    	-109.933    	-19.1476    	-801.356    	-111.229    	-18.0998    	-527.251    	-711.442    	-102.407    	-109.496    	-122.972    	-113.665    	-3179.23    	-602.442    	-103.994    	-107.11     	-695.469    	-17.2811    	-108.233    	-107.178    	-135.334    	-650.437    	-18.771     	-134.732    	-115.759    	-638.892    	-16.184     	-19.9416    	-113.283    	-17.484     	-18.6732    	-102.286    	-17.0061    	-103.102    	-115.385    	-115.945    	-512.854    	-16.3486    	-610.739    	-105.54     	-114.54     	-17.902     	-106.889    	-137.393    	-113.402    
0.195 	-18.1746    	-119.186    	-833.331    	-702.036    	-16.2425    	-103.72     	-111.766    	-140.493    	-98.8652    	-20.0478    	-706.296    	-104.105    	-517.703    	-594.066    	-113.985    	-17.0839    	-104.783    	-120.55     	-18.7425    	-114.99     	-108.521    	-692.945    	-674.179    	-117.394    	-3175.89    	-519.089    	-655.103    	-104.217    	-112.273    	-19.4984    	-814.356    	-113.834    	-18.5023    	-533.667    	-729.1      	-104.742    	-111.339    	-126.375    	-115.937    	-3207.4     	-607.403    	-106.054    	-108.403    	-707.754    	-17.5022    	-109.84     	-108.992    	-138.536    	-658.754    	-19.0824    	-137.514    	-118.498    	-651.952    	-16.4767    	-20.3886    	-115.663    	-17.7007    	-19.1404    	-103.736    	-17.2646    	-104.904    	-117.628    	-118.163    	-518.931    	-16.6479    	-617.51     	-106.869    	-117.143    	-18.3129    	-108.941    	-140.179    	-116.38     
0.205 	-18.3364    	-121.206    	-845.58     	-712.424    	-16.4254    	-104.792    	-113.591    	-142.949    	-99.994     	-20.298     	-718.042    	-105.431    	-520.011    	-594.81     	-116.09     	-17.3384    	-106.227    	-122.049    	-19.0725    	-117.102    	-110.301    	-705.674    	-684.411    	-119.445    	-3196.12    	-522.27     	-660.591    	-105.505    	-114.153    	-19.7484    	-825.931    	-115.825    	-18.8147    	-537.351    	-742.846    	-106.454    	-112.692    	-128.905    	-117.62     	-3220.64    	-611.288    	-107.57     	-109.193    	-716.937    	-17.6317    	-110.958    	-110.256    	-141.058    	-664.945    	-19.2942    	-139.882    	-120.595    	-662.162    	-16.6926    	-20.72      	-117.395    	-17.8225    	-19.5109    	-104.813    	-17.4201    	-106.314    	-119.465    	-119.801    	-522.245    	-16.8552    	-622.945    	-107.631    	-119.151    	-18.6184    	-110.365    	-142.499    	-118.754    
0.215 	-18.3992    	-122.626    	-855.652    	-720.738    	-16.5193    	-105.489    	-114.803    	-144.666    	-100.699    	-20.4285    	-727.32     	-106.182    	-520.256    	-595.246    	-117.536    	-17.4967    	-107.11     	-122.859    	-19.297     	-118.674    	-111.531    	-715.364    	-692.113    	-121.039    	-3201.57    	-522.547    	-663.576    	-106.227    	-115.548    	-19.8942    	-835.866    	-117.182    	-19.0336    	-538.259    	-752.539    	-107.523    	-113.535    	-130.543    	-118.693    	-3218.82    	-613.968    	-108.522    	-109.469    	-722.901    	-17.6675    	-111.57     	-110.954    	-142.872    	-668.896    	-19.4031    	-141.8      	-122.027    	-669.386    	-16.8286    	-20.932     	-118.46     	-17.8476    	-19.7803    	-105.499    	-17.4705    	-107.309    	-120.869    	-120.836    	-522.743    	-16.968     	-626.926    	-107.819    	-120.541    	-18.8152    	-111.143    	-144.316    	-120.497    
0.225 	-18.3627    	-123.431    	-863.362    	-726.832    	-16.5235    	-105.797    	-115.398    	-145.632    	-100.97     	-20.439     	-734.009    	-106.354    	-518.406    	-595.264    	-118.318    	-17.5577    	-107.425    	-122.977    	-19.4141    	-119.69     	-112.2      	-721.905    	-697.199    	-122.154    	-3192.21    	-519.939    	-664.008    	-106.381    	-116.444    	-19.9349    	-843.964    	-117.895    	-19.1573    	-536.408    	-758.123    	-107.947    	-113.86     	-131.288    	-119.151    	-3202.17    	-615.323    	-108.903    	-109.228    	-725.596    	-17.6093    	-111.667    	-111.082    	-143.964    	-670.531    	-19.4077    	-143.238    	-122.788    	-673.546    	-16.8831    	-21.0235    	-118.852    	-17.776     	-19.9464    	-105.777    	-17.4156    	-107.876    	-121.818    	-121.262    	-520.438    	-16.9853    	-629.354    	-107.433    	-121.305    	-18.9024    	-111.273    	-145.602    	-121.596    
0.235 	-18.2288    	-123.621    	-868.555    	-730.597    	-16.4393    	-105.712    	-115.379    	-145.85     	-100.806    	-20.3315    	-738.033    	-105.956    	-514.469    	-594.746    	-118.447    	-17.5217    	-107.18     	-122.417    	-19.4244    	-120.143    	-112.306    	-725.248    	-699.625    	-122.78     	-3168.27    	-514.523    	-661.884    	-105.975    	-116.836    	-19.8711    	-850.047    	-117.969    	-19.1858    	-531.872    	-759.626    	-107.734    	-113.666    	-131.161    	-118.998    	-3171.23    	-615.252    	-108.716    	-108.477    	-725.03     	-17.4586    	-111.251    	-110.644    	-144.334    	-669.818    	-19.309     	-144.173    	-122.882    	-674.618    	-16.8562    	-20.9957    	-118.578    	-17.6099    	-20.0087    	-105.643    	-17.2578    	-108.009    	-122.297    	-121.082    	-515.395    	-16.9082    	-630.152    	-106.487    	-121.447    	-18.8809    	-110.764    	-146.339    	-122.051    
0.245 	-18.0013    	-123.207    	-871.116    	-731.958    	-16.2695    	-105.236    	-114.764    	-145.337    	-100.214    	-20.1106    	-739.361    	-105.005    	-508.489    	-593.576    	-117.942    	-17.3914    	-106.391    	-121.205    	-19.3303    	-120.035    	-111.857    	-725.399    	-699.396    	-122.911    	-3130.3     	-506.433    	-657.243    	-105.029    	-116.726    	-19.7059    	-853.962    	-117.421    	-19.1211    	-524.778    	-757.154    	-106.906    	-112.965    	-130.196    	-118.25     	-3126.81    	-613.671    	-107.976    	-107.234    	-721.276    	-17.2189    	-110.336    	-109.66     	-143.996    	-666.761    	-19.1094    	-144.592    	-122.326    	-672.64     	-16.7492    	-20.852     	-117.658    	-17.3531    	-19.9688    	-105.096    	-17.0011    	-107.709    	-122.303    	-120.311    	-507.74     	-16.7399    	-629.267    	-105.007    	-120.983    	-18.7539    	-109.64     	-146.515    	-121.873    
0.255 	-17.6856    	-122.211    	-870.964    	-730.876    	-16.0187    	-104.376    	-113.582    	-144.122    	-99.2074    	-19.7826    	-738.005    	-103.531    	-500.548    	-591.638    	-116.837    	-17.1709    	-105.085    	-119.377    	-19.1362    	-119.381    	-110.874    	-722.419    	-696.559    	-122.553    	-3079.09    	-495.857    	-650.17     	-103.574    	-116.127    	-19.4439    	-855.584    	-116.277    	-18.9665    	-515.303    	-750.885    	-105.497    	-111.775    	-128.446    	-116.935    	-3070       	-610.515    	-106.708    	-105.526    	-714.459    	-16.8952    	-108.941    	-108.156    	-142.974    	-661.407    	-18.8137    	-144.487    	-121.152    	-667.7      	-16.5653    	-20.5982    	-116.124    	-17.0115    	-19.83      	-104.143    	-16.6517    	-106.985    	-121.835    	-118.975    	-497.645    	-16.4847    	-626.668    	-103.027    	-119.939    	-18.5266    	-107.934    	-146.129    	-121.084    
