q      	H_200-H_21   	H_200-C_7    	C_100-N_2    	C_100-C_4    	H_100-H_19   	H_200-C_13   	H_100-C_5    	H_100-N_2    	C_100-H_19   	H_200-H_16   	C_100-C_3    	H_100-C_14   	H_200-Br_23  	C_100-C_13   	C_100-H_15   	H_200-H_22   	H_100-C_9    	C_100-H_16   	H_100-H_18   	H_200-C_8    	H_200-C_12   	C_100-C_8    	C_100-C_5    	H_200-C_3    	C_100-Br_23  	H_100-Br_23  	C_100-C_10   	H_100-C_13   	H_200-C_5    	H_100-H_17   	C_100-N_1    	H_100-C_8    	H_200-H_15   	H_200-Br_24  	C_100-C_7    	C_100-H_22   	H_200-C_11   	C_100-H_17   	H_100-C_7    	C_100-Br_24  	C_100-C_14   	H_100-C_12   	C_100-H_21   	C_100-C_6    	H_100-H_21   	H_200-C_10   	H_100-C_11   	H_100-N_1    	C_100-C_11   	H_100-H_16   	H_200-N_1    	H_100-C_4    	C_100-C_12   	H_200-H_19   	H_200-H_17   	H_100-C_6    	H_200-H_20   	H_200-H_18   	H_200-C_14   	H_100-H_20   	H_200-C_9    	H_200-C_4    	H_200-C_6    	H_100-Br_24  	H_100-H_22   	C_100-C_9    	C_100-H_20   	H_100-C_3    	H_100-H_15   	H_100-C_10   	H_200-N_2    	C_100-H_18  
0.795 	-2.04528    	-16.1421    	-126.272    	-139.513    	-2.11898    	-25.3713    	-15.3921    	-12.6681    	-21.0964    	-1.69764    	-147.544    	-22.0883    	-103.581    	-212.185    	-14.9947    	-1.9145     	-18.6876    	-13.7688    	-1.23406    	-16.1888    	-19.148     	-131.704    	-152.777    	-17.8873    	-925.67     	-108.359    	-181.649    	-21.8769    	-18.7126    	-1.41515    	-131.634    	-13.838     	-1.80867    	-115.203    	-137.506    	-17.8825    	-19.7072    	-12.5698    	-15.2602    	-976.349    	-204.011    	-17.9164    	-18.6044    	-146.984    	-2.07667    	-22.1326    	-18.3352    	-13.1809    	-168.655    	-1.11127    	-16.1979    	-13.8413    	-162.652    	-2.57446    	-1.36558    	-13.4804    	-2.51792    	-1.38358    	-24.4716    	-2.13198    	-22.3834    	-17.8323    	-18.4478    	-94.0334    	-2.13255    	-184.143    	-21.4249    	-15.5691    	-1.37492    	-17.9684    	-15.8355    	-11.7486    
0.805 	-1.96206    	-15.511     	-118.149    	-133.384    	-2.02947    	-24.5346    	-15.1071    	-12.3263    	-20.3967    	-1.65645    	-142.462    	-21.5794    	-98.999     	-203.482    	-14.8614    	-1.8348     	-18.1515    	-13.4428    	-1.21127    	-15.533     	-18.5463    	-127.987    	-148.701    	-17.0294    	-903.157    	-106.266    	-176.307    	-21.2813    	-18.0662    	-1.37126    	-123.023    	-13.5291    	-1.7532     	-112.265    	-134.963    	-17.4888    	-19.0028    	-12.5006    	-14.875     	-952.185    	-197.085    	-17.4454    	-17.9183    	-142.857    	-1.99882    	-21.4224    	-17.8076    	-12.9105    	-163.046    	-1.06161    	-15.0001    	-13.5158    	-158.886    	-2.48907    	-1.30122    	-13.1111    	-2.42247    	-1.31149    	-23.5935    	-2.06012    	-21.6723    	-16.9284    	-17.8834    	-90.9106    	-2.0673     	-177.885    	-20.7629    	-15.2678    	-1.37081    	-17.5151    	-14.6914    	-11.4224    
0.815 	-1.8864     	-14.9455    	-110.89     	-127.871    	-1.94567    	-23.7536    	-14.8434    	-12.0612    	-19.7391    	-1.61995    	-137.763    	-21.0904    	-94.8566    	-195.009    	-14.7084    	-1.76669    	-17.6342    	-13.1248    	-1.19725    	-14.9619    	-18.0175    	-124.788    	-144.706    	-16.2422    	-882.238    	-104.295    	-170.996    	-20.7067    	-17.4473    	-1.33494    	-115.16     	-13.2608    	-1.69874    	-109.581    	-132.704    	-17.1286    	-18.3527    	-12.4655    	-14.5216    	-927.993    	-190.536    	-16.9989    	-17.2554    	-138.835    	-1.92708    	-20.7415    	-17.3072    	-12.7162    	-157.669    	-1.02209    	-13.9158    	-13.2397    	-155.465    	-2.41276    	-1.24747    	-12.7878    	-2.33107    	-1.25223    	-22.7808    	-1.99505    	-21.0074    	-16.1147    	-17.3533    	-88.0872    	-2.00539    	-171.796    	-20.0954    	-15.0009    	-1.37194    	-17.0922    	-13.6748    	-11.1711    
0.825 	-1.81751    	-14.4394    	-104.605    	-123.049    	-1.86691    	-23.0324    	-14.5905    	-11.8612    	-19.1275    	-1.58678    	-133.47     	-20.6152    	-91.1863    	-186.945    	-14.526     	-1.70936    	-17.1302    	-12.8103    	-1.19015    	-14.4737    	-17.5578    	-122.106    	-140.808    	-15.5263    	-863.073    	-102.404    	-165.772    	-20.1481    	-16.8548    	-1.30473    	-108.17     	-13.0235    	-1.64462    	-107.131    	-130.661    	-16.7949    	-17.7553    	-12.4441    	-14.1911    	-903.992    	-184.477    	-16.5714    	-16.6168    	-134.939    	-1.86059    	-20.0899    	-16.8283    	-12.5848    	-152.574    	-0.991766   	-12.9537    	-13.0029    	-152.388    	-2.34514    	-1.20275    	-12.5019    	-2.24329    	-1.20504    	-22.038     	-1.93554    	-20.3901    	-15.396     	-16.8542    	-85.5372    	-1.94586    	-165.971    	-19.4226    	-14.7577    	-1.37613    	-16.6918    	-12.793     	-10.9876    
0.835 	-1.7545     	-13.9855    	-99.3824    	-118.975    	-1.79246    	-22.3731    	-14.3383    	-11.7142    	-18.565     	-1.55566    	-129.595    	-20.1479    	-88.0089    	-179.456    	-14.3063    	-1.6618     	-16.634     	-12.496     	-1.18805    	-14.0644    	-17.1617    	-119.923    	-137.022    	-14.8807    	-845.796    	-100.552    	-160.687    	-19.6005    	-16.2874    	-1.27912    	-102.162    	-12.8071    	-1.59035    	-104.893    	-128.759    	-16.4805    	-17.2077    	-12.4168    	-13.8747    	-880.439    	-179.005    	-16.1569    	-16.0037    	-131.189    	-1.79837    	-19.467     	-16.3648    	-12.5021    	-147.805    	-0.969551   	-12.1198    	-12.7951    	-149.649    	-2.2856     	-1.1654     	-12.2447    	-2.15865    	-1.16902    	-21.3676    	-1.88022    	-19.8202    	-14.7748    	-16.3827    	-83.2297    	-1.88773    	-160.495    	-18.7457    	-14.5272    	-1.38124    	-16.3055    	-12.0499    	-10.8641    
0.845 	-1.69651    	-13.5754    	-95.2846    	-115.686    	-1.72154    	-21.7758    	-14.0775    	-11.6082    	-18.0535    	-1.52543    	-126.139    	-19.6821    	-85.3337    	-172.689    	-14.0442    	-1.62281    	-16.1401    	-12.1802    	-1.18905    	-13.7287    	-16.8216    	-118.214    	-133.364    	-14.3025    	-830.51     	-98.6946    	-155.791    	-19.059     	-15.7436    	-1.25664    	-97.221     	-12.6019    	-1.53561    	-102.845    	-126.926    	-16.1786    	-16.706     	-12.366     	-13.5639    	-857.623    	-174.195    	-15.7494    	-15.4174    	-127.608    	-1.73943    	-18.8714    	-15.9106    	-12.454     	-143.399    	-0.954262   	-11.417     	-12.6064    	-147.228    	-2.23338    	-1.13377    	-12.0072    	-2.07672    	-1.14312    	-20.7693    	-1.8277     	-19.2962    	-14.2512    	-15.9348    	-81.1306    	-1.83008    	-155.441    	-18.0666    	-14.2992    	-1.38524    	-15.9251    	-11.4464    	-10.7924    
0.855 	-1.64268    	-13.2005    	-92.3482    	-113.2      	-1.6534     	-21.2386    	-13.7998    	-11.5311    	-17.5937    	-1.49515    	-123.093    	-19.2119    	-83.1582    	-166.766    	-13.7373    	-1.59108    	-15.6439    	-11.8629    	-1.19132    	-13.4592    	-16.529     	-116.941    	-129.844    	-13.7876    	-817.286    	-96.7947    	-151.127    	-18.5192    	-15.2215    	-1.23586    	-93.4035    	-12.3988    	-1.48026    	-100.963    	-125.09     	-15.8828    	-16.2451    	-12.2768    	-13.2509    	-835.861    	-170.095    	-15.3432    	-14.8593    	-124.216    	-1.68279    	-18.3009    	-15.4601    	-12.4263    	-139.379    	-0.944659   	-10.8454    	-12.4273    	-145.099    	-2.18755    	-1.10629    	-11.781     	-1.99709    	-1.12624    	-20.2405    	-1.7766     	-18.8149    	-13.8227    	-15.5068    	-79.204     	-1.77201    	-150.87     	-17.3879    	-14.064     	-1.38627    	-15.5428    	-10.9801    	-10.7642    
0.865 	-1.59223    	-12.8518    	-90.5805    	-111.512    	-1.5873     	-20.7575    	-13.4979    	-11.4717    	-17.1853    	-1.46405    	-120.439    	-18.732     	-81.4684    	-161.78     	-13.3859    	-1.56525    	-15.1413    	-11.5458    	-1.19313    	-13.2475    	-16.274     	-116.057    	-126.473    	-13.33      	-806.165    	-94.817     	-146.732    	-17.9771    	-14.7189    	-1.21548    	-90.7388    	-12.1893    	-1.42435    	-99.2237    	-123.186    	-15.5874    	-15.8193    	-12.1373    	-12.9286    	-815.481    	-166.731    	-14.9329    	-14.3309    	-121.037    	-1.6275     	-17.7531    	-15.0081    	-12.4058    	-135.759    	-0.939491   	-10.402     	-12.2492    	-143.224    	-2.14709    	-1.0815     	-11.5583    	-1.91944    	-1.1172     	-19.7762    	-1.72562    	-18.372     	-13.4844    	-15.0949    	-77.414     	-1.71278    	-146.823    	-16.7134    	-13.8134    	-1.3827     	-15.1516    	-10.6456    	-10.7716    
0.875 	-1.54443    	-12.52      	-89.9594    	-110.596    	-1.5226     	-20.3266    	-13.1663    	-11.4196    	-16.8269    	-1.43164    	-118.144    	-18.2378    	-80.2398    	-157.788    	-12.9932    	-1.54389    	-14.6291    	-11.2323    	-1.19294    	-13.0839    	-16.0457    	-115.505    	-123.257    	-12.9227    	-797.154    	-92.7327    	-142.637    	-17.4298    	-14.2337    	-1.19436    	-89.2246    	-11.9661    	-1.36815    	-97.6043    	-121.153    	-15.2879    	-15.4223    	-11.939     	-12.5913    	-796.819    	-164.096    	-14.5138    	-13.834     	-118.089    	-1.57272    	-17.2248    	-14.5501    	-12.38      	-132.541    	-0.937537   	-10.0807    	-12.0647    	-141.561    	-2.11086    	-1.0581     	-11.3322    	-1.84354    	-1.11479    	-19.3692    	-1.67356    	-17.9619    	-13.2291    	-14.6958    	-75.7257    	-1.65175    	-143.326    	-16.0474    	-13.5401    	-1.37318    	-14.7452    	-10.4341    	-10.8067    
0.885 	-1.4987     	-12.1965    	-90.4325    	-110.404    	-1.45872    	-19.9383    	-12.8009    	-11.3657    	-16.5157    	-1.39765    	-116.169    	-17.7255    	-79.4374    	-154.815    	-12.565     	-1.52564    	-14.105     	-10.9274    	-1.18942    	-12.9581    	-15.8332    	-115.222    	-120.202    	-12.5576    	-790.228    	-90.5196    	-138.863    	-16.8751    	-13.7635    	-1.17153    	-88.8276    	-11.7233    	-1.31206    	-96.0833    	-118.941    	-14.9806    	-15.047     	-11.6773    	-12.2344    	-780.199    	-162.158    	-14.082     	-13.3706    	-115.391    	-1.51773    	-16.7126    	-14.0826    	-12.3378    	-129.716    	-0.937641   	-9.87263    	-11.8677    	-140.058    	-2.0777     	-1.03499    	-11.0971    	-1.76926    	-1.11784    	-19.0101    	-1.61944    	-17.578     	-13.0475    	-14.306     	-74.1069    	-1.58846    	-140.384    	-15.3952    	-13.2387    	-1.35666    	-14.3188    	-10.3345    	-10.8627    
0.895 	-1.45456    	-11.873     	-91.9188    	-110.866    	-1.39522    	-19.5831    	-12.3995    	-11.302     	-16.2482    	-1.36207    	-114.462    	-17.1925    	-79.0173    	-152.845    	-12.1094    	-1.50915    	-13.5681    	-10.6373    	-1.18149    	-12.8587    	-15.6249    	-115.139    	-117.305    	-12.2256    	-785.327    	-88.1634    	-135.418    	-16.312     	-13.3058    	-1.14624    	-89.4831    	-11.4562    	-1.25667    	-94.6406    	-116.508    	-14.6634    	-14.6865    	-11.3512    	-11.8546    	-765.922    	-160.857    	-13.6348    	-12.9426    	-112.957    	-1.46195    	-16.213     	-13.6032    	-12.2696    	-127.26     	-0.938748   	-9.76646    	-11.6533    	-138.658    	-2.04642    	-1.01132    	-10.8485    	-1.69656    	-1.12516    	-18.688     	-1.56244    	-17.2127    	-12.9284    	-13.9229    	-72.529     	-1.52265    	-137.98     	-14.7625    	-12.9052    	-1.33247    	-13.8689    	-10.3327    	-10.933     
0.905 	-1.41166    	-11.5421    	-94.3094    	-111.893    	-1.33178    	-19.2505    	-11.9616    	-11.2222    	-16.0196    	-1.32511    	-112.967    	-16.6374    	-78.9276    	-151.827    	-11.6369    	-1.4932     	-13.0184    	-10.3695    	-1.16832    	-12.7746    	-15.4096    	-115.179    	-114.563    	-11.9173    	-782.352    	-85.6577    	-132.305    	-15.7402    	-12.8583    	-1.11797    	-91.0963    	-11.1618    	-1.20269    	-93.2577    	-113.823    	-14.335     	-14.3333    	-10.9637    	-11.4505    	-754.252    	-160.107    	-13.1702    	-12.5519    	-110.796    	-1.40498    	-15.7221    	-13.1105    	-12.1676    	-125.141    	-0.939929   	-9.74843    	-11.4185    	-137.301    	-2.01584    	-0.986461   	-10.5833    	-1.62551    	-1.13564    	-18.3905    	-1.50199    	-16.8576    	-12.859     	-13.5438    	-70.9676    	-1.45423    	-136.077    	-14.1551    	-12.5373    	-1.30025    	-13.3935    	-10.4128    	-11.0121    
0.915 	-1.36979    	-11.1971    	-97.4702    	-113.378    	-1.26824    	-18.9284    	-11.4884    	-11.1215    	-15.8243    	-1.28722    	-111.617    	-16.0597    	-79.1098    	-151.668    	-11.1595    	-1.47667    	-12.4569    	-10.1319    	-1.14939    	-12.6942    	-15.1764    	-115.268    	-111.966    	-11.6227    	-781.172    	-83.0042    	-129.51     	-15.1608    	-12.4185    	-1.08642    	-93.5441    	-10.8386    	-1.1509     	-91.9175    	-110.868    	-13.9957    	-13.9805    	-10.5214    	-11.0219    	-745.397    	-159.795    	-12.6875    	-12.2006    	-108.913    	-1.34657    	-15.2361    	-12.6044    	-12.026     	-123.312    	-0.940397   	-9.80288    	-11.1614    	-135.922    	-1.98484    	-0.960038   	-10.3       	-1.55629    	-1.14821    	-18.1043    	-1.43778    	-16.5042    	-12.8251    	-13.1666    	-69.4036    	-1.38331    	-134.621    	-13.5794    	-12.1345    	-1.26002    	-12.8921    	-10.5571    	-11.0954    
0.925 	-1.32885    	-10.8327    	-101.245    	-115.198    	-1.20454    	-18.6043    	-10.9829    	-10.9966    	-15.6559    	-1.24899    	-110.34     	-15.4605    	-79.4998    	-152.243    	-10.6905    	-1.4586     	-11.8858    	-9.93299    	-1.12446    	-12.6064    	-14.9152    	-115.326    	-109.5      	-11.332     	-781.616    	-80.2128    	-127.01     	-14.5754    	-11.9841    	-1.05155    	-96.6782    	-10.4868    	-1.10216    	-90.6043    	-107.634    	-13.6466    	-13.6209    	-10.0341    	-10.57      	-739.502    	-159.791    	-12.1873    	-11.8901    	-107.304    	-1.28669    	-14.751     	-12.0858    	-11.8409    	-121.717    	-0.939527   	-9.91269    	-10.882     	-134.456    	-1.95236    	-0.931922   	-9.99845    	-1.48913    	-1.16191    	-17.8151    	-1.36974    	-16.1433    	-12.8119    	-12.7894    	-67.8229    	-1.31022    	-133.533    	-13.0412    	-11.698     	-1.21211    	-12.3657    	-10.7464    	-11.179     
0.935 	-1.28886    	-10.4444    	-105.459    	-117.22     	-1.14079    	-18.265     	-10.4494    	-10.8459    	-15.5071    	-1.21116    	-109.061    	-14.8417    	-80.0301    	-153.393    	-10.2437    	-1.43819    	-11.3084    	-9.7811     	-1.09355    	-12.5004    	-14.6167    	-115.277    	-107.145    	-11.0355    	-783.478    	-77.3006    	-124.772    	-13.9868    	-11.5527    	-1.01351    	-100.329    	-10.1078    	-1.05734    	-89.303     	-104.123    	-13.29      	-13.2481    	-9.51444    	-10.0976    	-736.627    	-159.943    	-11.6709    	-11.6218    	-105.96     	-1.22545    	-14.2632    	-11.5567    	-11.6103    	-120.29     	-0.936859   	-10.0596    	-10.5814    	-132.836    	-1.91744    	-0.902212   	-9.67974    	-1.42435    	-1.17583    	-17.5086    	-1.29806    	-15.7659    	-12.8038    	-12.4107    	-66.2169    	-1.23542    	-132.722    	-12.546     	-11.2302    	-1.15718    	-11.8169    	-10.961     	-11.26      
0.945 	-1.24992    	-10.0294    	-109.923    	-119.298    	-1.0772     	-17.8971    	-9.89361    	-10.669     	-15.3701    	-1.17457    	-107.701    	-14.2064    	-80.6308    	-154.928    	-9.83327    	-1.4148     	-10.7283    	-9.68406    	-1.05697    	-12.3664    	-14.2727    	-115.044    	-104.878    	-10.7239    	-786.513    	-74.2916    	-122.748    	-13.3982    	-11.1221    	-0.972671   	-104.308    	-9.70448    	-1.01726    	-87.9994    	-100.349    	-12.929     	-12.856     	-8.97738    	-9.60832    	-736.746    	-160.087    	-11.1408    	-11.3965    	-104.863    	-1.16315    	-13.7689    	-11.02      	-11.3342    	-118.959    	-0.9321     	-10.2249    	-10.2618    	-130.997    	-1.87923    	-0.871207   	-9.34626    	-1.36227    	-1.18916    	-17.1706    	-1.22315    	-15.3633    	-12.7853    	-12.0293    	-64.5823    	-1.15957    	-132.079    	-12.0988    	-10.7353    	-1.09619    	-11.2494    	-11.181     	-11.3362    
0.955 	-1.2122     	-9.5857     	-114.438    	-121.281    	-1.01408    	-17.4876    	-9.3222     	-10.467     	-15.2368    	-1.14009    	-106.183    	-13.5585    	-81.2314    	-156.638    	-9.47272    	-1.38799    	-10.1501    	-9.64872    	-1.01527    	-12.1954    	-13.8767    	-114.555    	-102.67     	-10.389     	-790.444    	-71.215     	-120.882    	-12.8134    	-10.6901    	-0.929566   	-108.416    	-9.28097    	-0.982688   	-86.6794    	-96.3335    	-12.5673    	-12.4391    	-8.43948    	-9.10714    	-739.731    	-160.051    	-10.6005    	-11.2144    	-103.985    	-1.10021    	-13.2647    	-10.4796    	-11.0143    	-117.642    	-0.925115   	-10.3898    	-9.92676    	-128.877    	-1.837      	-0.839378   	-9.00141    	-1.30324    	-1.2012     	-16.7875    	-1.14563    	-14.9272    	-12.7411    	-11.644     	-62.9205    	-1.08343    	-131.482    	-11.7035    	-10.2182    	-1.03031    	-10.6681    	-11.3864    	-11.4061    
0.965 	-1.1759     	-9.1129     	-118.801    	-123.018    	-0.95187    	-17.024     	-8.74267    	-10.2421    	-15.0987    	-1.10856    	-104.428    	-12.9027    	-81.7621    	-158.29     	-9.17462    	-1.35748    	-9.57866    	-9.68065    	-0.969196   	-11.9795    	-13.4233    	-113.744    	-100.486    	-10.0232    	-794.957    	-68.1046    	-119.108    	-12.2366    	-10.2545    	-0.88488    	-112.444    	-8.84226    	-0.95427    	-85.3283    	-92.1062    	-12.2089    	-11.9927    	-7.91825    	-8.59964    	-745.349    	-159.656    	-10.0541    	-11.0751    	-103.29     	-1.0372     	-12.7474    	-9.93981    	-10.6538    	-116.256    	-0.915917   	-10.5356    	-9.58029    	-126.417    	-1.79017    	-0.807327   	-8.6494     	-1.2476     	-1.21131    	-16.3467    	-1.06634    	-14.4498    	-12.6568    	-11.2538    	-61.2375    	-1.00787    	-130.802    	-11.3627    	-9.68503    	-0.960894   	-10.0789    	-11.5584    	-11.4687    
0.975 	-1.14126    	-8.61162    	-122.808    	-124.358    	-0.89103    	-16.4946    	-8.16296    	-9.99712    	-14.947     	-1.08078    	-102.363    	-12.2442    	-82.1557    	-159.643    	-8.94993    	-1.32316    	-9.01914    	-9.78367    	-0.919678   	-11.7122    	-12.9089    	-112.551    	-98.2897    	-9.62012    	-799.708    	-64.9968    	-117.351    	-11.6719    	-9.81358    	-0.839405   	-116.184    	-8.39407    	-0.932499   	-83.931     	-87.7029    	-11.858     	-11.513     	-7.43139    	-8.09194    	-753.263    	-158.725    	-9.50635    	-10.977     	-102.734    	-0.974755   	-12.2141    	-9.40542    	-10.2575    	-114.712    	-0.904651   	-10.6449    	-9.2271     	-123.563    	-1.73832    	-0.775748   	-8.29505    	-1.19563    	-1.21895    	-15.8368    	-0.986228   	-13.9245    	-12.519     	-10.8579    	-59.5426    	-0.933827   	-129.903    	-11.0778    	-9.14229    	-0.889451   	-9.48818    	-11.679     	-11.5236    
0.985 	-1.10849    	-8.0836     	-126.262    	-125.155    	-0.832086   	-15.8892    	-7.59119    	-9.73584    	-14.7734    	-1.05744    	-99.9187    	-11.5883    	-82.3487    	-160.449    	-8.80756    	-1.28506    	-8.47659    	-9.95958    	-0.867774   	-11.3884    	-12.3314    	-110.922    	-96.0404    	-9.17478    	-804.325    	-61.9296    	-115.532    	-11.1234    	-9.36537    	-0.794004   	-119.429    	-7.94262    	-0.917688   	-82.471     	-83.1636    	-11.5187    	-10.9969    	-6.99608    	-7.59046    	-763.028    	-157.088    	-8.9623     	-10.9179    	-102.264    	-0.913589   	-11.6622    	-8.88145    	-9.83124    	-112.925    	-0.891573   	-10.7014    	-8.8722     	-120.268    	-1.68114    	-0.745382   	-7.94352    	-1.14756    	-1.22366    	-15.2483    	-0.906357   	-13.3455    	-12.3156    	-10.4553    	-57.8478    	-0.862265   	-128.647    	-10.8487    	-8.59696    	-0.817553   	-8.90282    	-11.7323    	-11.5703    
0.995 	-1.07778    	-7.53155    	-128.976    	-125.273    	-0.775572   	-15.1991    	-7.03535    	-9.46233    	-14.5695    	-1.03906    	-97.0318    	-10.9407    	-82.2825    	-160.464    	-8.75394    	-1.24337    	-7.95588    	-10.2079    	-0.814629   	-11.0044    	-11.6905    	-108.813    	-93.695     	-8.68354    	-808.415    	-58.9406    	-113.565    	-10.5948    	-8.90823    	-0.749571   	-121.982    	-7.49434    	-0.90994    	-80.9307    	-78.5308    	-11.1949    	-10.4423    	-6.62827    	-7.10161    	-774.1      	-154.584    	-8.42725    	-10.8946    	-101.819    	-0.85444    	-11.0896    	-8.3729     	-9.38159    	-110.807    	-0.877027   	-10.6905    	-8.52057    	-116.491    	-1.61851    	-0.716968   	-7.60005    	-1.10352    	-1.22504    	-14.5735    	-0.827857   	-12.7085    	-12.0365    	-10.0449    	-56.1674    	-0.794137   	-126.897    	-10.6734    	-8.05609    	-0.74679    	-8.32977    	-11.704     	-11.6088    
1.005 	-1.04922    	-6.95901    	-130.778    	-124.588    	-0.722014   	-14.4176    	-6.50303    	-9.18084    	-14.3274    	-1.02597    	-93.6488    	-10.3068    	-81.9049    	-159.454    	-8.79267    	-1.19837    	-7.46145    	-10.5259    	-0.761431   	-10.5583    	-10.9876    	-106.189    	-91.209     	-8.14428    	-811.563    	-56.0662    	-111.363    	-10.0894    	-8.44064    	-0.706992   	-123.66     	-7.05565    	-0.909134   	-79.2913    	-73.8479    	-10.8896    	-9.84814    	-6.34198    	-6.63157    	-785.842    	-151.068    	-7.9065     	-10.9028    	-101.331    	-0.798043   	-10.4945    	-7.88454    	-8.91575    	-108.279    	-0.861419   	-10.5998    	-8.17702    	-112.2      	-1.55042    	-0.691205   	-7.26972    	-1.06354    	-1.22276    	-13.8069    	-0.751873   	-12.0104    	-11.6734    	-9.62573    	-54.516     	-0.73035    	-124.526    	-10.5484    	-7.52649    	-0.678711   	-7.77578    	-11.5825    	-11.6387    
1.015 	-1.02288    	-6.37021    	-131.516    	-122.992    	-0.671903   	-13.5399    	-6.00112    	-8.89559    	-14.0401    	-1.01829    	-89.7255    	-9.69166    	-81.1711    	-157.199    	-8.92431    	-1.15045    	-6.99714    	-10.9079    	-0.709366   	-10.0494    	-10.2253    	-103.025    	-88.5376    	-7.5564     	-813.346    	-53.3393    	-108.838    	-9.60983    	-7.96132    	-0.66711    	-124.3      	-6.63266    	-0.914913   	-77.5324    	-69.1567    	-10.6055    	-9.21417    	-6.14873    	-6.18605    	-797.54     	-146.417    	-7.40511    	-10.9373    	-100.728    	-0.745095   	-9.87563    	-7.42071    	-8.44118    	-105.264    	-0.845195   	-10.4192    	-7.84593    	-107.374    	-1.47701    	-0.668711   	-6.95724    	-1.02752    	-1.21654    	-12.9456    	-0.679523   	-11.2498    	-11.2204    	-9.19645    	-52.9087    	-0.671734   	-121.412    	-10.4686    	-7.01455    	-0.614774   	-7.24722    	-11.3588    	-11.6596    
1.025 	-0.998683   	-5.76988    	-131.062    	-120.397    	-0.625673   	-12.5636    	-5.53562    	-8.61053    	-13.701     	-1.0159     	-85.2288    	-9.09984    	-80.0441    	-153.505    	-9.1462     	-1.10006    	-6.56606    	-11.3462    	-0.659572   	-9.47888    	-9.40823    	-99.3049    	-85.6369    	-6.92086    	-813.337    	-50.7889    	-105.906    	-9.1578     	-7.46916    	-0.630686   	-123.762    	-6.23102    	-0.926687   	-75.6326    	-64.4966    	-10.344     	-8.54123    	-6.05705    	-5.77006    	-808.414    	-140.529    	-6.92777    	-10.992     	-99.9322    	-0.69623    	-9.23207    	-6.98513    	-7.96526    	-101.696    	-0.82881    	-10.1412    	-7.53102    	-101.997    	-1.39854    	-0.649985   	-6.66668    	-0.995242   	-1.20615    	-11.9891    	-0.611856   	-10.4265    	-10.6741    	-8.75578    	-51.3595    	-0.619009   	-117.451    	-10.4271    	-6.52598    	-0.556293   	-6.74973    	-11.0267    	-11.6706    
1.035 	-0.976484   	-5.16309    	-129.315    	-116.735    	-0.583686   	-11.4889    	-5.11141    	-8.32918    	-13.3047    	-1.01844    	-80.1379    	-8.53524    	-78.496     	-148.21     	-9.45249    	-1.04769    	-6.17041    	-11.8303    	-0.613105   	-8.84918    	-8.54194    	-95.0252    	-82.4648    	-6.24011    	-811.111    	-48.4385    	-102.486    	-8.73419    	-6.96337    	-0.598377   	-121.935    	-5.85566    	-0.94364    	-73.5697    	-59.9025    	-10.1057    	-7.83105    	-6.07204    	-5.38775    	-817.643    	-133.333    	-6.4786     	-11.0599    	-98.8659    	-0.651988   	-8.56356    	-6.58076    	-7.49512    	-97.5192    	-0.812711   	-9.76109    	-7.23525    	-96.0677    	-1.31539    	-0.63538    	-6.40137    	-0.966355   	-1.1914     	-10.9395    	-0.549813   	-9.54241    	-10.0332    	-8.3023     	-49.8806    	-0.572757   	-112.554    	-10.4158    	-6.06563    	-0.504397   	-6.2881     	-10.583     	-11.6706    
1.045 	-0.956017   	-4.55509    	-126.204    	-111.959    	-0.546211   	-10.3184    	-4.73216    	-8.05445    	-12.847     	-1.02531    	-74.4448    	-8.0009     	-76.508     	-141.183    	-9.83419    	-0.993865   	-5.81145    	-12.3478    	-0.570901   	-8.16424    	-7.63337    	-90.1911    	-78.9828    	-5.51801    	-806.255    	-46.3055    	-98.5066    	-8.33893    	-6.4434     	-0.570705   	-118.737    	-5.51068    	-0.964746   	-71.3213    	-55.4037    	-9.89024    	-7.0863     	-6.19514    	-5.04225    	-824.379    	-124.785    	-6.06106    	-11.1332    	-97.4504    	-0.612795   	-7.87034    	-6.20967    	-7.03731    	-92.6898    	-0.797309   	-9.27702    	-6.96067    	-89.5925    	-1.22804    	-0.625082   	-6.1637     	-0.940384   	-1.17214    	-9.80151    	-0.494197   	-8.60061    	-9.29929    	-7.83455    	-48.4819    	-0.533404   	-106.653    	-10.4249    	-5.63737    	-0.459998   	-5.86605    	-10.0274    	-11.6579    
1.055 	-0.936915   	-3.95113    	-121.69     	-106.051    	-0.513414   	-9.05722    	-4.40016    	-7.78856    	-12.3247    	-1.03567    	-68.1548    	-7.49897    	-74.0709    	-132.338    	-10.2793    	-0.939091   	-5.48943    	-12.884     	-0.533746   	-7.42924    	-6.69048    	-84.8185    	-75.1569    	-4.75977    	-798.381    	-44.4006    	-93.9047    	-7.97094    	-5.90909    	-0.548039   	-114.121    	-5.19919    	-0.988799   	-68.8655    	-51.0231    	-9.69586    	-6.31053    	-6.42398    	-4.7356     	-827.776    	-114.874    	-5.67776    	-11.2039    	-95.6097    	-0.578943   	-7.15323    	-5.87297    	-6.59764    	-87.1779    	-0.782964   	-8.68998    	-6.70834    	-82.5894    	-1.13704    	-0.619091   	-5.95502    	-0.916739   	-1.14826    	-8.58233    	-0.445642   	-7.60599    	-8.47628    	-7.35107    	-47.1705    	-0.501207   	-99.7022    	-10.4442    	-5.24391    	-0.423764   	-5.48615    	-9.36281    	-11.6302    
